municipality,group,variable,month,Mujeres de 15 a 49 años 3da dosis de dT,TOTAL
COCHABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,504,504
COLOMI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,20,20
COLPA BELGICA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,2,2
COLQUECHACA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,2,2
COLQUIRI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,7,7
COMANCHE,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,1,1
COMARAPA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,16,16
CONCEPCION,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,9,9
COPACABANA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,6,6
COROICO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,13,13
COTAGAITA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,15,15
COTOCA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,66,66
CUATRO CAÑADAS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,3,3
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,1,1
CULPINA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,9,9
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,2,2
CURVA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,1,1
DESAGUADERO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,1,1
EL ALTO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,770,770
EL CHORO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,10,10
EL PUENTE(STC),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,3,3
EL PUENTE(TJA),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,5,5
EL TORNO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,10,10
EL VILLAR,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,7,7
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,25,25
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,7,7
EUCALIPTUS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,5,5
EXALTACION,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,2,2
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,10,10
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,4,4
GUANAY,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,5,5
GUAQUI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,5,5
GUAYARAMERIN,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,28,28
GUTIERREZ,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,1,1
HUANUNI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,5,5
HUAYLLAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,1,1
ICLA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,2,2
INCAHUASI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,3,3
INQUISIVI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,8,8
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,1,1
IXIAMAS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,15,15
JESUS DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,11,11
LA GUARDIA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,10,10
LA PAZ,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,816,816
LAGUNILLAS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,4,4
LAJA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,6,6
LAS CARRERAS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,7,7
LICOMA PAMPA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,2,2
LLALLAGUA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,4,4
MACHACAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,2,2
MAGDALENA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,3,3
MAIRANA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,14,14
MALLA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,3,3
MAPIRI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,6,6
MECAPACA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,1,1
MIZQUE,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,8,8
MOCOMOCO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,3,3
MONTEAGUDO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,7,7
MONTERO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,25,25
MORO MORO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,1,1
MOROCHATA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,6,6
OCURI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,4,4
OKINAWA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,7,7
OMEREQUE,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,2,2
ORURO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,43,43
PADCAYA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,6,6
PADILLA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,5,5
PAILON,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,8,8
PALCA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,1,1
PALOS BLANCOS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,4,4
PAMPA AULLAGAS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,2,2
PAMPA GRANDE,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,5,5
PASORAPA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,4,4
PATACAMAYA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,1,1
PAZÑA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,1,1
PELECHUCO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,1,1
POCOATA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,2,2
POCONA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,5,5
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,4,4
POROMA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,8,8
PORTACHUELO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,16,16
PORVENIR,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,1,1
POSTRER VALLE,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,1,1
POTOSI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,48,48
PRESTO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,6,6
PUCARANI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,3,3
PUERTO ACOSTA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,3,3
PUERTO CARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,2,2
PUERTO QUIJARRO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,16,16
PUERTO SUAREZ,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,15,15
PUERTO VILLARROEL,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,27,27
PUNA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,3,3
PUNATA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,20,20
QUIABAYA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,2,2
QUILLACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,32,32
QUIME,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,8,8
QUIRUSILLAS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,3,3
REYES,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,1,1
RIBERALTA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,20,20
ROBORE,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,2,2
RURRENABAQUE,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,5,5
SABAYA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,2,2
SACABA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,161,161
SACABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,5,5
SACACA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,3,3
SAIPINA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,6,6
SAMAIPATA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,2,2
SAN ANDRES DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,1,1
SAN BENITO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,3,3
SAN BORJA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,17,17
SAN BUENA VENTURA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,3,3
SAN CARLOS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,15,15
SAN IGNACIO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,8,8
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,80,80
SAN JAVIER(STC),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,2,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,7,7
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,3,3
SAN JULIAN,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,11,11
SAN LORENZO(TJA),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,5,5
SAN LUCAS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,5,5
SAN MATIAS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,13,13
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,21,21
SAN PABLO DE LIPEZ,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,6,6
SAN PEDRO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,2,2
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,10,10
SAN RAFAEL,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,2,2
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,2,2
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,1,1
SANTA ANA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,3,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,718,718
SANTA ROSA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,2,2
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,5,5
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,1,1
SANTIAGO DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,2,2
SANTIVAÑES,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,7,7
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,1,1
SIPE SIPE,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,6,6
SORACACHI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,1,1
SORATA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,4,4
SUCRE,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,136,136
TACACOMA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,8,8
TACOPAYA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,8,8
TAPACARI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,12,12
TARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,4,4
TARACO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,1,1
TARATA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,8,8
TARIJA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,208,208
TARVITA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,33,33
TEOPONTE,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,1,1
TIAWANACU,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,2,2
TINGUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,2,2
TIPUANI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,2,2
TIQUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,7,7
TIRAQUE (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,20,20
TOCO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,6,6
TOLATA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,10,10
TOLEDO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,9,9
TOMINA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,3,3
TORO TORO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,8,8
TOTORA(CBBA),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,3,3
TOTORA(ORR),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,3,3
TRINIDAD,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,46,46
TUPIZA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,16,16
TURCO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,5,5
UNCIA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,2,2
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,3,3
UYUNI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,1,1
VACAS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,2,2
VALLEGRANDE,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,13,13
VIACHA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,100,100
VILLA MONTES,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,17,17
VILLA NUEVA (LOMA ALTA),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,3,3
VILLA SERRANO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,28,28
VILLA TUNARI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,35,35
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,3,3
VILLAZON,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,21,21
VINTO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,24,24
WARNES,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,23,23
YACUIBA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,20,20
YANACACHI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,5,5
YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,27,27
YOTALA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,10,10
YUNCHARA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,5,5
ZUDAÑEZ,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-01-01,3,3
ACHACACHI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,53,53
ACHOCALLA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,3,3
AIQUILE,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,7,7
ALCALA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,2,2
ANCORAIMES,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,3,3
ANDAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,1,1
ANZALDO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,27,27
APOLO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,3,3
ARAMPAMPA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,4,4
ARANI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,2,2
ARBIETO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,33,33
ARQUE,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,5,5
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,49,49
ATOCHA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,3,3
AUCAPATA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,27,27
BATALLAS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,3,3
BERMEJO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,4,4
BETANZOS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,2,2
BOLIVAR,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,18,18
BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,2,2
CABEZAS,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,18,18
CAJUATA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,1,1
CALAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,1,1
CAMARGO,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,5,5
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,4,4
CAMIRI,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,13,13
CAPINOTA,otras vacunaciones,mujeres de 15 a 49 anos 3da dosis de dt,2009-02-01,3,3
