municipality,group,variable,month,Mujeres de 15 a 49 años 5ta dosis de dT,TOTAL
SAIPINA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,4,4
SAMAIPATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,2,2
SAN BENITO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,1,1
SAN BUENA VENTURA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,1,1
SAN CARLOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,3,3
SAN IGNACIO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,1,1
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,36,36
SAN JAVIER(STC),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,2,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,5,5
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,1,1
SAN JULIAN,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,3,3
SAN LORENZO(TJA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,1,1
SAN LUCAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,1,1
SAN MATIAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,9,9
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,7,7
SAN PABLO DE LIPEZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,2,2
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,4,4
SAN RAFAEL,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,1,1
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,1,1
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,3,3
SANTA ANA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,140,140
SANTA ROSA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,1,1
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,2,2
SANTIAGO DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,10,10
SANTIVAÑES,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,5,5
SORATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,3,3
SUCRE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,93,93
TACACOMA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,3,3
TACOPAYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,1,1
TAPACARI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,3,3
TARATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,2,2
TARIJA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,61,61
TARVITA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,28,28
TEOPONTE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,1,1
TIQUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,2,2
TIRAQUE (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,6,6
TOLATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,1,1
TOLEDO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,1,1
TORO TORO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,9,9
TRINIDAD,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,6,6
TUPIZA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,20,20
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,1,1
VALLEGRANDE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,12,12
VIACHA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,13,13
VILLA MONTES,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,3,3
VILLA RIVERO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,1,1
VILLA TUNARI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,8,8
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,1,1
VILLAZON,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,3,3
VINTO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,1,1
WARNES,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,9,9
YACUIBA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,3,3
YANACACHI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,1,1
YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,12,12
YOTALA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,6,6
ZUDAÑEZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-01-01,2,2
ACHACACHI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,20,20
ACHOCALLA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,3,3
AIQUILE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,3,3
ALCALA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,3,3
ARAMPAMPA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,2,2
ARBIETO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,7,7
ARQUE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,20,20
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,4,4
BERMEJO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,4,4
BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
CABEZAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,7,7
CAMARGO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
CAPINOTA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
CAQUIAVIRI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
CARANAVI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,9,9
CHARAGUA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,6,6
CHUMA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,2,2
CLIZA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,4,4
COBIJA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,4,4
COCHABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,48,48
COLOMI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,15,15
COLPA BELGICA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
COLQUIRI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,3,3
COROICO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,2,2
COTAGAITA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,2,2
COTOCA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,15,15
CULPINA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
EL ALTO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,121,121
EL PUENTE(STC),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
EL PUENTE(TJA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
EXALTACION,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,3,3
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,2,2
GUAYARAMERIN,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,3,3
GUTIERREZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
HUANUNI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
INCAHUASI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
INQUISIVI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,3,3
IXIAMAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
LA ASUNTA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
LA PAZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,161,161
LAJA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
LLALLAGUA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,6,6
MOJOCOYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,3,3
MONTERO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,12,12
MOROCHATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,2,2
OMEREQUE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,2,2
ORURO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
PAILON,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,48,48
PAMPA GRANDE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,4,4
PASORAPA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,2,2
POCOATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,3,3
POCONA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,2,2
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,3,3
PORTACHUELO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,7,7
POTOSI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,2,2
PUCARANI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,3,3
PUERTO CARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
PUERTO QUIJARRO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,7,7
PUERTO SILES,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,3,3
PUERTO VILLARROEL,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,8,8
PUNA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,2,2
PUNATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,4,4
QUILLACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,2,2
QUIME,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,5,5
QUIRUSILLAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,2,2
RIBERALTA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,3,3
ROBORE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,4,4
RURRENABAQUE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
SACABA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,8,8
SACACA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,3,3
SAMAIPATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,2,2
SAN ANDRES,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
SAN BORJA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
SAN BUENA VENTURA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,2,2
SAN CARLOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,3,3
SAN IGNACIO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,2,2
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,36,36
SAN JAVIER(STC),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,2,2
SAN JULIAN,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,4,4
SAN LORENZO(TJA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,3,3
SAN MATIAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,6,6
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,3,3
SAN PABLO DE LIPEZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
SAN PEDRO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,4,4
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,4,4
SAN RAFAEL,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,12,12
SANTA ANA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,77,77
SANTA ROSA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,2,2
SANTUARIO DE QUILLACAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
SICAYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
SIPE SIPE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,2,2
SOPACHUY,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
SORATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,2,2
SUCRE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,14,14
TAPACARI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2009-02-01,1,1
