municipality,group,variable,month,Mujeres de 15 a 49 años 2da dosis de dT,TOTAL
AZURDUY,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,7,7
BATALLAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,3,3
BAURES,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1,1
BELEN DE ANDAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1,1
BELEN DE URMIRI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1,1
BERMEJO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,43,43
BETANZOS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,4,4
BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,40,40
CABEZAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,7,7
CAIROMA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,9,9
"CAIZA ""D""",otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1,1
CAJUATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,4,4
CALACOTO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,9,9
CALAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,6,6
CAMARGO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,10,10
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,3,3
CAMIRI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,50,50
CAPINOTA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,38,38
CAQUIAVIRI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,31,31
CARACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,10,10
CARANAVI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,108,108
CARAPARI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,15,15
CARIPUYO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,7,7
CATACORA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,2,2
CHALLAPATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,8,8
CHAQUI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,3,3
CHARAGUA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,20,20
CHARAÑA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1,1
CHAYANTA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,29,29
CHIMORE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,35,35
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,15,15
CHUMA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1,1
CLIZA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,69,69
COBIJA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,98,98
COCHABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,966,966
COLCAPIRHUA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1,1
"COLCHA ""K""",otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,2,2
COLOMI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,37,37
COLPA BELGICA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,10,10
COLQUECHACA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,21,21
COLQUENCHA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,2,2
COLQUIRI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,12,12
COMANCHE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,3,3
COMARAPA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,17,17
CONCEPCION,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,37,37
COPACABANA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,13,13
CORIPATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,13,13
CORO CORO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,9,9
COROICO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,7,7
COTAGAITA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,17,17
COTOCA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,73,73
CUATRO CAÑADAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,17,17
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,5,5
CULPINA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,10,10
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,3,3
CURVA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,3,3
DESAGUADERO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,10,10
EL ALTO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1499,1499
EL CHORO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,2,2
EL PUENTE(STC),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,6,6
EL PUENTE(TJA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,24,24
EL TORNO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,27,27
EL VILLAR,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,2,2
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,60,60
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,24,24
EUCALIPTUS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,7,7
EXALTACION,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,3,3
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,13,13
FILADELFIA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,3,3
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,26,26
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,9,9
GUANAY,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,29,29
GUAQUI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,9,9
GUAYARAMERIN,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,92,92
GUTIERREZ,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,7,7
HUACARETA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,2,2
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,5,5
HUANUNI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,2,2
HUARACAJE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1,1
HUAYLLAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,2,2
ICLA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1,1
INCAHUASI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,4,4
INGAVI (HUMAITA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,2,2
INQUISIVI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,14,14
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,5,5
IXIAMAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1,1
JESUS DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,12,12
LA ASUNTA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,47,47
LA GUARDIA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,17,17
LA PAZ,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1385,1385
LAGUNILLAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,3,3
LAJA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,23,23
LAS CARRERAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,4,4
LICOMA PAMPA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,3,3
LLALLAGUA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,9,9
LURIBAY,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,7,7
MACHACAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,2,2
MAGDALENA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,24,24
MAIRANA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,10,10
MALLA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,12,12
MAPIRI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,21,21
MECAPACA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,11,11
MIZQUE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,18,18
MOCOMOCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,5,5
MONTEAGUDO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,11,11
MONTERO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,47,47
MORO MORO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1,1
MOROCHATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,22,22
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,6,6
OCURI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,18,18
OKINAWA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,15,15
OMEREQUE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,11,11
ORURO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,68,68
PADCAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,16,16
PADILLA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1,1
PAILON,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,12,12
PALCA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,5,5
PALOS BLANCOS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,13,13
PAMPA AULLAGAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1,1
PAMPA GRANDE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,6,6
PASORAPA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,5,5
PATACAMAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,5,5
PELECHUCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,3,3
POCOATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,15,15
POCONA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,19,19
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,12,12
PORCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,5,5
POROMA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,7,7
PORONGO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,7,7
PORTACHUELO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,48,48
POTOSI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,312,312
PRESTO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,10,10
PUCARANI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,19,19
PUERTO ACOSTA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,21,21
PUERTO CARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,8,8
PUERTO PEREZ,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1,1
PUERTO QUIJARRO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,52,52
PUERTO RICO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1,1
PUERTO SUAREZ,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,26,26
PUERTO VILLARROEL,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,136,136
PUNA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,25,25
PUNATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,58,58
QUILLACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,78,78
QUIME,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,4,4
QUIRUSILLAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,2,2
RAVELO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,5,5
REYES,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,4,4
RIBERALTA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,194,194
ROBORE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,5,5
RURRENABAQUE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,17,17
SABAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,5,5
SACABA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,259,259
SACABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,24,24
SACACA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,8,8
SAIPINA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,15,15
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,5,5
SAMAIPATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,4,4
SAN ANDRES,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,5,5
SAN ANDRES DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,3,3
SAN ANTONIO DE ESMORUCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1,1
SAN BENITO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,7,7
SAN BORJA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,60,60
SAN BUENA VENTURA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,20,20
SAN CARLOS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,8,8
SAN IGNACIO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,11,11
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,108,108
SAN JAVIER(STC),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,4,4
SAN JOAQUIN,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,19,19
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,3,3
SAN JULIAN,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,42,42
SAN LORENZO(PND),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,2,2
SAN LORENZO(TJA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,19,19
SAN LUCAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,25,25
SAN MATIAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,16,16
SAN PEDRO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,5,5
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,8,8
SAN PEDRO DE CURAHUARA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,2,2
SAN RAFAEL,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,9,9
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,3,3
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,8,8
SANTA ANA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,23,23
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1259,1259
SANTA ROSA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,13,13
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,9,9
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,2,2
SANTIVAÑES,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,20,20
SENA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1,1
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,3,3
SIPE SIPE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,39,39
SOPACHUY,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1,1
SORACACHI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,11,11
SORATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,24,24
SUCRE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,247,247
TACACHI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,4,4
TACACOMA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,7,7
TACOBAMBA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1,1
TACOPAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,11,11
TAPACARI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,22,22
TARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,4,4
TARACO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,6,6
TARATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,4,4
TARIJA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,449,449
TARVITA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,8,8
TEOPONTE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,6,6
TIAWANACU,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,9,9
TINGUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,15,15
TIPUANI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,5,5
TIQUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,8,8
TIRAQUE (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,46,46
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1,1
TOCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,12,12
TOLATA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,12,12
TOLEDO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,8,8
TOMAVE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,5,5
TOMINA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1,1
TORO TORO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,7,7
TOTORA(CBBA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,12,12
TOTORA(ORR),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,3,3
TRINIDAD,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,120,120
TUPIZA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,54,54
TURCO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,8,8
UMALA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,2,2
UNCIA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,10,10
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,9,9
URUBICHA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,5,5
UYUNI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,7,7
VACAS,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,9,9
VALLEGRANDE,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,22,22
VIACHA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,82,82
VILA VILA,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,4,4
VILLA MONTES,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,41,41
VILLA NUEVA (LOMA ALTA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,1,1
VILLA RIVERO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,3,3
VILLA SERRANO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,7,7
VILLA TUNARI,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,103,103
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,5,5
VILLAZON,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,83,83
VINTO,otras vacunaciones,mujeres de 15 a 49 anos 2da dosis de dt,2009-01-01,71,71
