municipality,group,variable,month,Mujeres de 15 a 49 años 1ra dosis de dT,TOTAL
MAIRANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,5,5
MALLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,4,4
MAPIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,19,19
MECAPACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,31,31
MIZQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,40,40
MOCOMOCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,25,25
MOJOCOYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,1,1
MONTEAGUDO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,16,16
MONTERO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,29,29
MORO MORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,6,6
MOROCHATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,48,48
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,10,10
OCURI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,45,45
OKINAWA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,9,9
OMEREQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,14,14
ORURO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,202,202
PADCAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,30,30
PADILLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,8,8
PAILON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,12,12
PALCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,3,3
PALOS BLANCOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,28,28
PAMPA AULLAGAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,3,3
PAMPA GRANDE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,10,10
PASORAPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,6,6
PATACAMAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,2,2
PAZÑA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,3,3
PELECHUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,3,3
POCOATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,29,29
POCONA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,36,36
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,20,20
PORCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,12,12
POROMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,19,19
PORONGO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,9,9
PORTACHUELO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,25,25
PORVENIR,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,5,5
POSTRER VALLE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,1,1
POTOSI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,477,477
PRESTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,22,22
PUCARANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,23,23
PUERTO ACOSTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,40,40
PUERTO CARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,6,6
PUERTO PEREZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,11,11
PUERTO QUIJARRO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,62,62
PUERTO RICO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,26,26
PUERTO SUAREZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,21,21
PUERTO VILLARROEL,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,126,126
PUNA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,27,27
PUNATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,93,93
QUIABAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,13,13
QUILLACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,110,110
QUIME,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,10,10
QUIRUSILLAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,4,4
RAVELO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,5,5
REYES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,14,14
RIBERALTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,237,237
ROBORE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,1,1
RURRENABAQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,20,20
SABAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,5,5
SACABA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,669,669
SACABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,45,45
SACACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,19,19
SAIPINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,24,24
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,16,16
SAMAIPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,2,2
SAN AGUSTIN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,1,1
SAN ANDRES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,3,3
SAN ANDRES DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,2,2
SAN ANTONIO DE ESMORUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,7,7
SAN BENITO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,13,13
SAN BORJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,80,80
SAN BUENA VENTURA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,34,34
SAN CARLOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,26,26
SAN IGNACIO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,27,27
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,60,60
SAN JAVIER(STC),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,2,2
SAN JOAQUIN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,31,31
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,2,2
SAN JULIAN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,62,62
SAN LORENZO(PND),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,7,7
SAN LORENZO(TJA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,34,34
SAN LUCAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,38,38
SAN MATIAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,9,9
SAN PABLO DE LIPEZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,8,8
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,15,15
SAN PEDRO DE CURAHUARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,8,8
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,7,7
SAN RAFAEL,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,5,5
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,6,6
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,16,16
SANTA ANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,41,41
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,2051,2051
SANTA ROSA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,28,28
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,11,11
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,9,9
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,5,5
SANTIVAÑES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,18,18
SANTUARIO DE QUILLACAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,8,8
SAPAHAQUI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,4,4
SENA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,7,7
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,12,12
SIPE SIPE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,44,44
SOPACHUY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,15,15
SORACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,4,4
SORATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,30,30
SUCRE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,520,520
TACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,3,3
TACACOMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,24,24
TACOBAMBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,9,9
TACOPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,10,10
TAPACARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,37,37
TARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,13,13
TARACO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,5,5
TARATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,5,5
TARIJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,769,769
TARVITA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,46,46
TEOPONTE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,15,15
TIAWANACU,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,39,39
TINGUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,26,26
TIPUANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,30,30
TIQUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,44,44
TIRAQUE (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,68,68
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,2,2
TOCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,50,50
TOLATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,73,73
TOLEDO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,2,2
TOMAVE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,4,4
TOMINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,4,4
TORO TORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,23,23
TOTORA(CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,17,17
TOTORA(ORR),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,3,3
TRIGAL,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,1,1
TRINIDAD,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2009-01-01,209,209
