municipality,group,variable,month,Mujeres de 15 a 49 años 4da dosis de dT,TOTAL
ORURO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,16,16
PADCAYA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,3,3
PADILLA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,2,2
PAILON,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,6,6
PALOS BLANCOS,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,2,2
PAMPA GRANDE,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,1,1
PATACAMAYA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,1,1
PAZÑA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,1,1
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,2,2
POROMA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,2,2
PORONGO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,8,8
PORTACHUELO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,4,4
PORVENIR,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,1,1
POSTRER VALLE,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,2,2
POTOSI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,5,5
PUERTO QUIJARRO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,3,3
PUERTO SUAREZ,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,7,7
PUERTO VILLARROEL,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,12,12
PUNATA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,7,7
QUIABAYA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,1,1
QUILLACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,12,12
QUIME,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,4,4
QUIRUSILLAS,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,4,4
RIBERALTA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,9,9
RURRENABAQUE,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,2,2
SACABA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,60,60
SACABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,5,5
SAIPINA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,6,6
SAMAIPATA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,4,4
SAN ANDRES DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,1,1
SAN BENITO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,1,1
SAN BORJA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,1,1
SAN CARLOS,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,12,12
SAN IGNACIO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,1,1
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,39,39
SAN JAVIER(STC),otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,32,32
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,1,1
SAN JULIAN,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,9,9
SAN LORENZO(TJA),otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,4,4
SAN LUCAS,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,2,2
SAN MATIAS,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,3,3
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,2,2
SAN PABLO DE LIPEZ,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,1,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,2,2
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,1,1
SAN RAFAEL,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,2,2
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,1,1
SANTA ANA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,269,269
SANTA ROSA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,1,1
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,2,2
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,1,1
SANTIVAÑES,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,3,3
SIPE SIPE,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,1,1
SORATA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,2,2
SUCRE,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,56,56
TACACOMA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,3,3
TACOPAYA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,1,1
TAPACARI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,2,2
TARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,2,2
TARATA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,3,3
TARIJA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,84,84
TARVITA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,14,14
TIAWANACU,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,1,1
TIQUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,3,3
TIRAQUE (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,8,8
TOCO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,1,1
TOLEDO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,5,5
TORO TORO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,6,6
TOTORA(CBBA),otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,1,1
TRINIDAD,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,10,10
TUPIZA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,8,8
UMALA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,1,1
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,1,1
UYUNI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,2,2
VACAS,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,1,1
VALLEGRANDE,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,9,9
VIACHA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,29,29
VILA VILA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,1,1
VILLA MONTES,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,4,4
VILLA SERRANO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,3,3
VILLA TUNARI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,13,13
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,3,3
VILLAZON,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,5,5
VINTO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,13,13
WARNES,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,14,14
YACUIBA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,2,2
YANACACHI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,3,3
YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,13,13
YOTALA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-01-01,3,3
ACHACACHI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,21,21
AIQUILE,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,7,7
ALCALA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,3,3
ANTEQUERA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,1,1
ANZALDO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,5,5
ARAMPAMPA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,3,3
ARBIETO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,10,10
ARQUE,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,2,2
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,52,52
ATOCHA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,1,1
AUCAPATA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,16,16
AZURDUY,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,13,13
BERMEJO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,5,5
BETANZOS,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,2,2
BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,2,2
CABEZAS,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,7,7
CAJUATA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,1,1
CAMIRI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,1,1
CARACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,1,1
CARANAVI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,11,11
CARIPUYO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,2,2
CHARAGUA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,2,2
CHIMORE,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,6,6
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,7,7
CLIZA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,5,5
COBIJA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,4,4
COCHABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,101,101
COLLANA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,2,2
COLOMI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,14,14
COLQUECHACA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,4,4
COLQUENCHA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,1,1
COMARAPA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,3,3
COROICO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,1,1
CORQUE,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,1,1
COTAGAITA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,5,5
COTOCA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,13,13
CUEVO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,2,2
CULPINA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,3,3
EL ALTO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,273,273
EL PUENTE(STC),otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,2,2
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,2,2
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,10,10
EXALTACION,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,5,5
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,2,2
GUANAY,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,1,1
GUAQUI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,2,2
GUAYARAMERIN,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,10,10
GUTIERREZ,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,1,1
HUANUNI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,5,5
INCAHUASI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,1,1
INQUISIVI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,9,9
IXIAMAS,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,1,1
LA ASUNTA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,1,1
LA PAZ,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,216,216
LAGUNILLAS,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,1,1
LAJA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,1,1
LAS CARRERAS,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,1,1
LLALLAGUA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,4,4
MACHARETI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,1,1
MAIRANA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,1,1
MAPIRI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,2,2
MIZQUE,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,2,2
MONTERO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,12,12
MOROCHATA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,2,2
OCURI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,3,3
OMEREQUE,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,1,1
ORURO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,6,6
PADCAYA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,1,1
PAILON,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,5,5
PALOS BLANCOS,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,2,2
PAMPA GRANDE,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,2,2
PASORAPA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,2,2
PELECHUCO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,1,1
POCONA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,2,2
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,4,4
PORTACHUELO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,12,12
PORVENIR,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,1,1
POTOSI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,9,9
PUCARANI,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,4,4
PUERTO CARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,2,2
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,3,3
PUERTO QUIJARRO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,6,6
PUERTO SILES,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,1,1
PUERTO SUAREZ,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,1,1
PUERTO VILLARROEL,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,9,9
PUNATA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,4,4
QUILLACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,2,2
QUIME,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,3,3
QUIRUSILLAS,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,1,1
RIBERALTA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,6,6
ROBORE,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,7,7
SACABA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,21,21
SACACA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,4,4
SAMAIPATA,otras vacunaciones,mujeres de 15 a 49 anos 4da dosis de dt,2009-02-01,4,4
