,group,variable,month,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TOTALES,TOTALES
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2020-01-01,1,1,1,0,2,1
SOPACHUY,chagas,tratamientos de 15 anos y mas,2020-01-01,0,1,0,0,0,1
SUCRE,chagas,tratamientos de 15 anos y mas,2020-01-01,46,47,32,33,78,80
TACACHI,chagas,tratamientos de 15 anos y mas,2020-01-01,2,1,0,0,2,1
TAPACARI,chagas,tratamientos de 15 anos y mas,2020-01-01,0,2,0,2,0,4
TARATA,chagas,tratamientos de 15 anos y mas,2020-01-01,0,1,1,1,1,2
TARIJA,chagas,tratamientos de 15 anos y mas,2020-01-01,14,5,1,2,15,7
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2020-01-01,0,0,1,0,1,0
TUPIZA,chagas,tratamientos de 15 anos y mas,2020-01-01,15,9,3,12,18,21
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2020-01-01,1,2,2,4,3,6
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2020-01-01,4,8,0,0,4,8
VINTO,chagas,tratamientos de 15 anos y mas,2020-01-01,3,2,1,3,4,5
YACUIBA,chagas,tratamientos de 15 anos y mas,2020-01-01,1,2,0,3,1,5
ARBIETO,chagas,tratamientos de 15 anos y mas,2020-02-01,1,0,0,0,1,0
CAPINOTA,chagas,tratamientos de 15 anos y mas,2020-02-01,1,0,1,1,2,1
CARANAVI,chagas,tratamientos de 15 anos y mas,2020-02-01,0,0,0,1,0,1
CARAPARI,chagas,tratamientos de 15 anos y mas,2020-02-01,0,1,0,0,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2020-02-01,10,31,2,2,12,33
COLCAPIRHUA,chagas,tratamientos de 15 anos y mas,2020-02-01,0,0,0,1,0,1
COTOCA,chagas,tratamientos de 15 anos y mas,2020-02-01,0,1,0,0,0,1
GUAYARAMERIN,chagas,tratamientos de 15 anos y mas,2020-02-01,0,1,0,0,0,1
ICLA,chagas,tratamientos de 15 anos y mas,2020-02-01,0,0,6,4,6,4
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2020-02-01,1,0,0,0,1,0
LAS CARRERAS,chagas,tratamientos de 15 anos y mas,2020-02-01,1,0,0,0,1,0
MIZQUE,chagas,tratamientos de 15 anos y mas,2020-02-01,0,0,0,1,0,1
OMEREQUE,chagas,tratamientos de 15 anos y mas,2020-02-01,0,0,2,0,2,0
PADILLA,chagas,tratamientos de 15 anos y mas,2020-02-01,1,0,1,2,2,2
PUNATA,chagas,tratamientos de 15 anos y mas,2020-02-01,0,3,2,3,2,6
SACABA,chagas,tratamientos de 15 anos y mas,2020-02-01,3,10,0,0,3,10
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2020-02-01,0,1,0,0,0,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2020-02-01,0,3,1,0,1,3
SOPACHUY,chagas,tratamientos de 15 anos y mas,2020-02-01,0,0,0,1,0,1
SUCRE,chagas,tratamientos de 15 anos y mas,2020-02-01,37,37,31,32,68,69
TAPACARI,chagas,tratamientos de 15 anos y mas,2020-02-01,1,0,0,1,1,1
TARATA,chagas,tratamientos de 15 anos y mas,2020-02-01,2,0,1,1,3,1
TARIJA,chagas,tratamientos de 15 anos y mas,2020-02-01,8,6,1,0,9,6
TOLATA,chagas,tratamientos de 15 anos y mas,2020-02-01,1,0,1,1,2,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2020-02-01,8,16,15,14,23,30
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2020-02-01,0,1,0,0,0,1
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2020-02-01,0,2,0,0,0,2
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2020-02-01,2,8,0,0,2,8
VINTO,chagas,tratamientos de 15 anos y mas,2020-02-01,1,1,1,0,2,1
YACUIBA,chagas,tratamientos de 15 anos y mas,2020-02-01,2,0,1,0,3,0
AIQUILE,chagas,tratamientos de 15 anos y mas,2020-03-01,0,2,0,0,0,2
ARAMPAMPA,chagas,tratamientos de 15 anos y mas,2020-03-01,0,1,0,0,0,1
ARBIETO,chagas,tratamientos de 15 anos y mas,2020-03-01,0,1,0,0,0,1
CAPINOTA,chagas,tratamientos de 15 anos y mas,2020-03-01,1,2,0,0,1,2
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2020-03-01,0,0,2,1,2,1
CLIZA,chagas,tratamientos de 15 anos y mas,2020-03-01,0,0,0,1,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2020-03-01,10,25,6,13,16,38
COLCAPIRHUA,chagas,tratamientos de 15 anos y mas,2020-03-01,1,1,0,0,1,1
GUAYARAMERIN,chagas,tratamientos de 15 anos y mas,2020-03-01,0,1,0,1,0,2
IRUPANA (VILLA DE LANZA),chagas,tratamientos de 15 anos y mas,2020-03-01,0,0,1,0,1,0
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2020-03-01,0,2,0,0,0,2
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2020-03-01,0,1,0,0,0,1
MOROCHATA,chagas,tratamientos de 15 anos y mas,2020-03-01,0,1,0,0,0,1
OMEREQUE,chagas,tratamientos de 15 anos y mas,2020-03-01,0,0,1,1,1,1
ORURO,chagas,tratamientos de 15 anos y mas,2020-03-01,0,0,0,1,0,1
PADILLA,chagas,tratamientos de 15 anos y mas,2020-03-01,2,1,0,0,2,1
POCONA,chagas,tratamientos de 15 anos y mas,2020-03-01,0,1,0,0,0,1
POJO (CBBA),chagas,tratamientos de 15 anos y mas,2020-03-01,0,3,1,0,1,3
PUNATA,chagas,tratamientos de 15 anos y mas,2020-03-01,1,3,2,2,3,5
RAVELO,chagas,tratamientos de 15 anos y mas,2020-03-01,0,1,0,0,0,1
SACABA,chagas,tratamientos de 15 anos y mas,2020-03-01,0,1,1,12,1,13
SOPACHUY,chagas,tratamientos de 15 anos y mas,2020-03-01,1,0,1,0,2,0
SUCRE,chagas,tratamientos de 15 anos y mas,2020-03-01,25,31,41,41,66,72
TACACHI,chagas,tratamientos de 15 anos y mas,2020-03-01,0,1,2,1,2,2
TAPACARI,chagas,tratamientos de 15 anos y mas,2020-03-01,1,0,0,1,1,1
TARATA,chagas,tratamientos de 15 anos y mas,2020-03-01,2,0,0,0,2,0
TUPIZA,chagas,tratamientos de 15 anos y mas,2020-03-01,10,13,14,7,24,20
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2020-03-01,0,1,0,0,0,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2020-03-01,1,2,2,4,3,6
VINTO,chagas,tratamientos de 15 anos y mas,2020-03-01,0,0,1,0,1,0
YACUIBA,chagas,tratamientos de 15 anos y mas,2020-03-01,0,2,0,0,0,2
ARBIETO,chagas,tratamientos de 15 anos y mas,2020-04-01,0,0,2,1,2,1
CARAPARI,chagas,tratamientos de 15 anos y mas,2020-04-01,0,0,0,1,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2020-04-01,0,0,2,14,2,14
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2020-04-01,0,0,0,1,0,1
MOROCHATA,chagas,tratamientos de 15 anos y mas,2020-04-01,0,0,0,1,0,1
OMEREQUE,chagas,tratamientos de 15 anos y mas,2020-04-01,1,0,0,0,1,0
PADILLA,chagas,tratamientos de 15 anos y mas,2020-04-01,0,0,1,0,1,0
PUNATA,chagas,tratamientos de 15 anos y mas,2020-04-01,0,0,1,2,1,2
RIBERALTA,chagas,tratamientos de 15 anos y mas,2020-04-01,0,1,0,2,0,3
SACABA,chagas,tratamientos de 15 anos y mas,2020-04-01,0,0,1,8,1,8
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2020-04-01,0,0,0,1,0,1
SUCRE,chagas,tratamientos de 15 anos y mas,2020-04-01,0,0,38,36,38,36
TAPACARI,chagas,tratamientos de 15 anos y mas,2020-04-01,0,0,1,1,1,1
TARIJA,chagas,tratamientos de 15 anos y mas,2020-04-01,0,0,8,3,8,3
TOCO,chagas,tratamientos de 15 anos y mas,2020-04-01,0,0,0,1,0,1
TOLATA,chagas,tratamientos de 15 anos y mas,2020-04-01,0,0,1,0,1,0
TUPIZA,chagas,tratamientos de 15 anos y mas,2020-04-01,0,0,6,15,6,15
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2020-04-01,0,0,3,9,3,9
VINTO,chagas,tratamientos de 15 anos y mas,2020-04-01,0,0,0,1,0,1
VITICHI,chagas,tratamientos de 15 anos y mas,2020-04-01,1,0,0,0,1,0
YACUIBA,chagas,tratamientos de 15 anos y mas,2020-04-01,0,0,2,3,2,3
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2020-04-01,0,2,0,0,0,2
AIQUILE,chagas,tratamientos de 15 anos y mas,2020-05-01,0,1,0,1,0,2
ARBIETO,chagas,tratamientos de 15 anos y mas,2020-05-01,0,0,1,1,1,1
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2020-05-01,0,1,0,0,0,1
CLIZA,chagas,tratamientos de 15 anos y mas,2020-05-01,1,0,0,1,1,1
COBIJA,chagas,tratamientos de 15 anos y mas,2020-05-01,0,0,0,0,0,0
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2020-05-01,0,0,8,35,8,35
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2020-05-01,0,1,0,1,0,2
MONTERO,chagas,tratamientos de 15 anos y mas,2020-05-01,0,0,0,0,0,0
PADILLA,chagas,tratamientos de 15 anos y mas,2020-05-01,1,0,2,1,3,1
PAMPA GRANDE,chagas,tratamientos de 15 anos y mas,2020-05-01,0,0,0,1,0,1
POCONA,chagas,tratamientos de 15 anos y mas,2020-05-01,0,0,0,1,0,1
PUNATA,chagas,tratamientos de 15 anos y mas,2020-05-01,0,0,1,2,1,2
SOPACHUY,chagas,tratamientos de 15 anos y mas,2020-05-01,0,0,1,0,1,0
SUCRE,chagas,tratamientos de 15 anos y mas,2020-05-01,0,1,2,10,2,11
TAPACARI,chagas,tratamientos de 15 anos y mas,2020-05-01,0,0,1,0,1,0
TARIJA,chagas,tratamientos de 15 anos y mas,2020-05-01,0,0,6,3,6,3
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2020-05-01,0,1,0,0,0,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2020-05-01,2,2,10,12,12,14
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2020-05-01,0,0,0,1,0,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2020-05-01,0,0,1,2,1,2
VINTO,chagas,tratamientos de 15 anos y mas,2020-05-01,1,3,0,0,1,3
YACUIBA,chagas,tratamientos de 15 anos y mas,2020-05-01,0,0,3,5,3,5
AIQUILE,chagas,tratamientos de 15 anos y mas,2020-06-01,1,0,0,0,1,0
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2020-06-01,0,0,1,1,1,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2020-06-01,2,1,0,5,2,6
COTAGAITA,chagas,tratamientos de 15 anos y mas,2020-06-01,2,2,1,0,3,2
MIZQUE,chagas,tratamientos de 15 anos y mas,2020-06-01,0,1,0,0,0,1
OMEREQUE,chagas,tratamientos de 15 anos y mas,2020-06-01,0,0,1,0,1,0
PADILLA,chagas,tratamientos de 15 anos y mas,2020-06-01,1,0,0,0,1,0
POJO (CBBA),chagas,tratamientos de 15 anos y mas,2020-06-01,0,0,1,0,1,0
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2020-06-01,1,0,0,0,1,0
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2020-06-01,0,1,0,0,0,1
SOPACHUY,chagas,tratamientos de 15 anos y mas,2020-06-01,0,2,0,0,0,2
SUCRE,chagas,tratamientos de 15 anos y mas,2020-06-01,5,2,0,0,5,2
TACACHI,chagas,tratamientos de 15 anos y mas,2020-06-01,0,0,0,1,0,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2020-06-01,3,2,0,0,3,2
VINTO,chagas,tratamientos de 15 anos y mas,2020-06-01,2,4,1,0,3,4
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2020-06-01,0,1,0,2,0,3
AIQUILE,chagas,tratamientos de 15 anos y mas,2020-07-01,0,0,1,0,1,0
CLIZA,chagas,tratamientos de 15 anos y mas,2020-07-01,0,0,1,0,1,0
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2020-07-01,1,2,0,0,1,2
COTAGAITA,chagas,tratamientos de 15 anos y mas,2020-07-01,2,0,0,0,2,0
PADILLA,chagas,tratamientos de 15 anos y mas,2020-07-01,0,0,1,0,1,0
SACABA,chagas,tratamientos de 15 anos y mas,2020-07-01,1,1,0,0,1,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2020-07-01,0,0,0,1,0,1
SOPACHUY,chagas,tratamientos de 15 anos y mas,2020-07-01,0,1,0,0,0,1
SUCRE,chagas,tratamientos de 15 anos y mas,2020-07-01,6,5,0,0,6,5
TOMAVE,chagas,tratamientos de 15 anos y mas,2020-07-01,0,1,0,0,0,1
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2020-07-01,0,0,0,1,0,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2020-07-01,5,4,2,1,7,5
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2020-07-01,1,0,0,0,1,0
VINTO,chagas,tratamientos de 15 anos y mas,2020-07-01,0,0,1,2,1,2
COBIJA,chagas,tratamientos de 15 anos y mas,2020-08-01,0,0,0,0,0,0
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2020-08-01,2,0,2,1,4,1
CORIPATA,chagas,tratamientos de 15 anos y mas,2020-08-01,0,1,0,0,0,1
COTAGAITA,chagas,tratamientos de 15 anos y mas,2020-08-01,0,1,0,0,0,1
PADILLA,chagas,tratamientos de 15 anos y mas,2020-08-01,1,1,1,0,2,1
SACABA,chagas,tratamientos de 15 anos y mas,2020-08-01,0,1,0,0,0,1
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2020-08-01,0,0,1,0,1,0
SOPACHUY,chagas,tratamientos de 15 anos y mas,2020-08-01,1,0,0,2,1,2
SUCRE,chagas,tratamientos de 15 anos y mas,2020-08-01,11,12,4,2,15,14
TARVITA,chagas,tratamientos de 15 anos y mas,2020-08-01,0,0,1,0,1,0
TUPIZA,chagas,tratamientos de 15 anos y mas,2020-08-01,1,0,3,1,4,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2020-08-01,0,0,1,0,1,0
VINTO,chagas,tratamientos de 15 anos y mas,2020-08-01,0,0,0,2,0,2
YACUIBA,chagas,tratamientos de 15 anos y mas,2020-08-01,0,1,0,0,0,1
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2020-08-01,0,0,0,1,0,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2020-09-01,0,0,1,0,1,0
ARQUE,chagas,tratamientos de 15 anos y mas,2020-09-01,0,1,0,0,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2020-09-01,2,2,1,0,3,2
CUCHUMUELA (V. G. VILLARROEL),chagas,tratamientos de 15 anos y mas,2020-09-01,1,1,0,0,1,1
OCURI,chagas,tratamientos de 15 anos y mas,2020-09-01,0,1,0,0,0,1
PADILLA,chagas,tratamientos de 15 anos y mas,2020-09-01,2,1,0,0,2,1
PUCARA,chagas,tratamientos de 15 anos y mas,2020-09-01,0,1,0,0,0,1
PUNATA,chagas,tratamientos de 15 anos y mas,2020-09-01,2,0,0,0,2,0
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2020-09-01,0,2,0,0,0,2
SOPACHUY,chagas,tratamientos de 15 anos y mas,2020-09-01,1,1,0,1,1,2
SUCRE,chagas,tratamientos de 15 anos y mas,2020-09-01,28,14,6,5,34,19
TARIJA,chagas,tratamientos de 15 anos y mas,2020-09-01,3,0,0,0,3,0
TUPIZA,chagas,tratamientos de 15 anos y mas,2020-09-01,2,3,5,4,7,7
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2020-09-01,3,2,0,0,3,2
VINTO,chagas,tratamientos de 15 anos y mas,2020-09-01,4,1,0,0,4,1
YANACACHI,chagas,tratamientos de 15 anos y mas,2020-09-01,0,1,0,0,0,1
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2020-09-01,0,1,0,0,0,1
CAPINOTA,chagas,tratamientos de 15 anos y mas,2020-10-01,1,0,0,0,1,0
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2020-10-01,2,10,1,0,3,10
COLCAPIRHUA,chagas,tratamientos de 15 anos y mas,2020-10-01,1,1,0,1,1,2
CORIPATA,chagas,tratamientos de 15 anos y mas,2020-10-01,0,0,0,1,0,1
PADILLA,chagas,tratamientos de 15 anos y mas,2020-10-01,0,0,1,1,1,1
PALCA,chagas,tratamientos de 15 anos y mas,2020-10-01,0,0,0,1,0,1
POCONA,chagas,tratamientos de 15 anos y mas,2020-10-01,1,0,0,0,1,0
PUNATA,chagas,tratamientos de 15 anos y mas,2020-10-01,1,0,0,0,1,0
SACABA,chagas,tratamientos de 15 anos y mas,2020-10-01,0,1,1,2,1,3
SAN PEDRO DE BUENA VISTA,chagas,tratamientos de 15 anos y mas,2020-10-01,1,4,0,0,1,4
SICAYA,chagas,tratamientos de 15 anos y mas,2020-10-01,0,2,0,0,0,2
SOPACHUY,chagas,tratamientos de 15 anos y mas,2020-10-01,0,0,1,0,1,0
SUCRE,chagas,tratamientos de 15 anos y mas,2020-10-01,15,15,11,12,26,27
TARIJA,chagas,tratamientos de 15 anos y mas,2020-10-01,5,10,0,0,5,10
TUPIZA,chagas,tratamientos de 15 anos y mas,2020-10-01,7,11,1,0,8,11
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2020-10-01,1,1,0,0,1,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2020-10-01,6,4,0,0,6,4
VINTO,chagas,tratamientos de 15 anos y mas,2020-10-01,1,3,0,0,1,3
YACUIBA,chagas,tratamientos de 15 anos y mas,2020-10-01,0,0,0,1,0,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2020-11-01,1,0,0,0,1,0
CAPINOTA,chagas,tratamientos de 15 anos y mas,2020-11-01,1,3,0,0,1,3
CLIZA,chagas,tratamientos de 15 anos y mas,2020-11-01,0,1,0,0,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2020-11-01,11,13,2,3,13,16
COTAGAITA,chagas,tratamientos de 15 anos y mas,2020-11-01,0,3,0,1,0,4
CUCHUMUELA (V. G. VILLARROEL),chagas,tratamientos de 15 anos y mas,2020-11-01,1,0,1,0,2,0
EL TORNO,chagas,tratamientos de 15 anos y mas,2020-11-01,0,1,0,0,0,1
GUAYARAMERIN,chagas,tratamientos de 15 anos y mas,2020-11-01,0,1,0,0,0,1
PADILLA,chagas,tratamientos de 15 anos y mas,2020-11-01,0,0,2,1,2,1
PASORAPA,chagas,tratamientos de 15 anos y mas,2020-11-01,0,2,0,0,0,2
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2020-11-01,0,3,0,0,0,3
PUNATA,chagas,tratamientos de 15 anos y mas,2020-11-01,0,1,1,0,1,1
RIBERALTA,chagas,tratamientos de 15 anos y mas,2020-11-01,7,0,0,0,7,0
SACABA,chagas,tratamientos de 15 anos y mas,2020-11-01,0,0,1,1,1,1
SICAYA,chagas,tratamientos de 15 anos y mas,2020-11-01,1,0,0,0,1,0
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2020-11-01,2,1,0,0,2,1
SOPACHUY,chagas,tratamientos de 15 anos y mas,2020-11-01,0,0,1,1,1,1
SUCRE,chagas,tratamientos de 15 anos y mas,2020-11-01,21,30,28,14,49,44
TARIJA,chagas,tratamientos de 15 anos y mas,2020-11-01,3,5,0,1,3,6
TUPIZA,chagas,tratamientos de 15 anos y mas,2020-11-01,10,12,1,1,11,13
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2020-11-01,0,2,0,0,0,2
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2020-11-01,2,0,1,0,3,0
VINTO,chagas,tratamientos de 15 anos y mas,2020-11-01,1,2,1,1,2,3
YANACACHI,chagas,tratamientos de 15 anos y mas,2020-11-01,0,0,0,1,0,1
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2020-11-01,1,1,0,1,1,2
AIQUILE,chagas,tratamientos de 15 anos y mas,2020-12-01,1,2,0,0,1,2
ARBIETO,chagas,tratamientos de 15 anos y mas,2020-12-01,0,1,0,0,0,1
CAPINOTA,chagas,tratamientos de 15 anos y mas,2020-12-01,0,1,1,0,1,1
COBIJA,chagas,tratamientos de 15 anos y mas,2020-12-01,1,0,0,0,1,0
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2020-12-01,7,12,0,3,7,15
COLCAPIRHUA,chagas,tratamientos de 15 anos y mas,2020-12-01,0,1,1,1,1,2
EL TORNO,chagas,tratamientos de 15 anos y mas,2020-12-01,0,0,1,0,1,0
PADILLA,chagas,tratamientos de 15 anos y mas,2020-12-01,0,1,0,0,0,1
SACABA,chagas,tratamientos de 15 anos y mas,2020-12-01,0,0,1,0,1,0
SAN BENITO,chagas,tratamientos de 15 anos y mas,2020-12-01,1,0,0,0,1,0
SAN PEDRO DE BUENA VISTA,chagas,tratamientos de 15 anos y mas,2020-12-01,0,1,0,0,0,1
SICAYA,chagas,tratamientos de 15 anos y mas,2020-12-01,0,2,0,1,0,3
SUCRE,chagas,tratamientos de 15 anos y mas,2020-12-01,29,28,18,20,47,48
TAPACARI,chagas,tratamientos de 15 anos y mas,2020-12-01,0,1,0,0,0,1
TARATA,chagas,tratamientos de 15 anos y mas,2020-12-01,1,0,0,0,1,0
TARIJA,chagas,tratamientos de 15 anos y mas,2020-12-01,4,2,7,3,11,5
TUPIZA,chagas,tratamientos de 15 anos y mas,2020-12-01,4,9,5,8,9,17
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2020-12-01,0,2,1,0,1,2
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2020-12-01,0,0,7,6,7,6
VINTO,chagas,tratamientos de 15 anos y mas,2020-12-01,0,1,1,0,1,1
