,group,variable,month,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,TOTALES,TOTALES,TOTALES
LA ASUNTA,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,0,4,0,4,4
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,2,5,2,5,7
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,700,969,700,969,1669
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,60,172,60,172,232
LURIBAY,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,4,0,4,0,4
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,2,8,2,8,10
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,0,5,0,5,5
MINEROS,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,1,0,1,0,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,0,3,0,3,3
MOJOCOYA,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,0,1,0,1,1
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,12,34,12,34,46
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,48,55,48,55,103
OCURI,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,0,1,0,1,1
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,43,178,43,178,221
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,22,28,22,28,50
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,1,1,1,1,2
PASORAPA,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,1,0,1,0,1
POCOATA,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,0,1,0,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,9,9,9,9,18
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,4,5,4,5,9
PUCARANI,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,0,1,0,1,1
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,7,42,7,42,49
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,10,41,10,41,51
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,5,25,5,25,30
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,0,2,0,2,2
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,5,112,5,112,117
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,0,1,0,1,1
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,14,17,14,17,31
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,5,30,5,30,35
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,4,6,4,6,10
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,3,2,3,2,5
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,2,2,2,2,4
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,12,28,12,28,40
SAN JOAQUIN,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,1,8,1,8,9
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,2,2,2,2,4
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,1,1,1,1,2
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,2,2,2,2,4
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,1,1,1,1,2
SAN PEDRO,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,0,1,0,1,1
SAN RAMON SCZ,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,181,1010,181,1010,1191
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,0,2,0,2,2
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,0,6,0,6,6
SORATA,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,0,2,0,2,2
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,103,184,103,184,287
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,4,12,4,12,16
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,105,315,105,315,420
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,4,13,4,13,17
TIQUIPAYA,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,1,1,1,1,2
TOMINA,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,0,1,0,1,1
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,0,2,0,2,2
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,147,552,147,552,699
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,24,79,24,79,103
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,1,10,1,10,11
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,6,15,6,15,21
VILLA CHARCAS,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,1,5,1,5,6
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,9,14,9,14,23
VILLA SERRANO,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,0,2,0,2,2
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,5,3,5,3,8
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,1,5,1,5,6
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,3,8,3,8,11
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,18,47,18,47,65
YOTALA,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,0,1,0,1,1
ZUDAÑEZ,internaciones,ingresos referidos de otros establecimientos de salud,2016-01-01,1,1,1,1,2
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,2,0,2,2
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,2,0,2,2
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,6,22,6,22,28
ATOCHA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,3,5,3,5,8
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,2,2,2,2,4
CABEZAS,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,1,0,1,0,1
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,13,20,13,20,33
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,13,16,13,16,29
CAPINOTA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,2,0,2,2
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,6,44,6,44,50
CARMEN RIVERO TORREZ,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,3,0,3,3
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,3,5,3,5,8
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,5,17,5,17,22
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,1,13,1,13,14
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,6,0,6,6
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,32,111,32,111,143
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,123,411,123,411,534
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,2,0,2,2
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,1,0,1,0,1
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,5,15,5,15,20
COTOCA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,9,21,9,21,30
CUATRO CAÑADAS,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,2,1,2,1,3
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,6,6,6,6,12
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,77,590,77,590,667
EL PUENTE(STC),internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,5,11,5,11,16
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,6,9,6,9,15
ESCOMA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,1,0,1,1
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,16,0,16,16
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,6,16,6,16,22
IXIAMAS,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,2,26,2,26,28
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,3,0,3,0,3
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,471,585,471,585,1056
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,2,10,2,10,12
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,1,3,1,3,4
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,5,0,5,5
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,6,0,6,6
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,5,0,5,5
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,13,25,13,25,38
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,82,192,82,192,274
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,50,215,50,215,265
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,16,32,16,32,48
POCONA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,1,0,1,0,1
POJO (CBBA),internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,1,0,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,3,6,3,6,9
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,1,2,1,2,3
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,11,27,11,27,38
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,11,37,11,37,48
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,26,63,26,63,89
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,34,6,34,6,40
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,12,106,12,106,118
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,1,2,1,2,3
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,9,8,9,8,17
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,12,56,12,56,68
SACABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,1,1,1,1,2
SACACA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,1,0,1,1
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,2,3,2,3,5
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,2,9,2,9,11
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,4,0,4,4
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,15,26,15,26,41
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,2,2,2,2,4
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,1,0,1,1
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,7,6,7,6,13
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,4,0,4,4
SAN MIGUEL DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,2,0,2,2
SAN PEDRO DE CURAHUARA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,2,0,2,2
SAN RAMON SCZ,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,727,1719,727,1719,2446
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,1,0,1,1
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,1,0,1,1
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,94,137,94,137,231
TAPACARI,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,1,0,1,1
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,4,16,4,16,20
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,128,139,128,139,267
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,12,0,12,12
TIQUIPAYA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,6,0,6,6
TOMINA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,1,0,1,1
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,3,0,3,3
TRIGAL,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,1,0,1,0,1
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,15,12,15,12,27
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,45,106,45,106,151
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,5,7,5,7,12
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,2,7,2,7,9
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,5,23,5,23,28
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,4,8,4,8,12
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,1,2,1,2,3
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,2,8,2,8,10
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,2,24,2,24,26
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,14,35,14,35,49
YAMPARAEZ,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,0,1,0,1,1
YAPACANI,internaciones,ingresos referidos de otros establecimientos de salud,2016-02-01,37,66,37,66,103
ACACIO,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,0,4,0,4,4
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,1,4,1,4,5
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,0,3,0,3,3
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,8,22,8,22,30
ATOCHA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,0,3,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,2,7,2,7,9
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,1,6,1,6,7
BELEN DE ANDAMARCA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,0,2,0,2,2
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,2,6,2,6,8
BETANZOS,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,0,1,0,1,1
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,13,17,13,17,30
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,16,21,16,21,37
CAPINOTA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,5,2,5,2,7
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,11,48,11,48,59
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,3,11,3,11,14
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,7,17,7,17,24
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,6,15,6,15,21
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,4,18,4,18,22
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,30,140,30,140,170
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,87,380,87,380,467
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,0,1,0,1,1
CONCEPCION,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,0,1,0,1,1
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,5,12,5,12,17
COTOCA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,18,35,18,35,53
CUATRO CAÑADAS,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,9,37,9,37,46
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,1,10,1,10,11
CURAHUARA DE CARANGAS,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,0,1,0,1,1
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,78,674,78,674,752
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,13,19,13,19,32
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,0,3,0,3,3
ESCOMA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,0,2,0,2,2
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,6,40,6,40,46
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,1,1,1,1,2
HUACARETA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,0,2,0,2,2
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,0,1,0,1,1
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,3,5,3,5,8
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,554,728,554,728,1282
LAGUNILLAS,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,0,5,0,5,5
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,2,10,2,10,12
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,1,3,1,3,4
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,3,7,3,7,10
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,0,5,0,5,5
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,0,1,0,1,1
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,8,23,8,23,31
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,126,454,126,454,580
OKINAWA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,0,1,0,1,1
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,30,237,30,237,267
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,11,26,11,26,37
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,0,3,0,3,3
PAMPA GRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,0,1,0,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,10,11,10,11,21
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,0,3,0,3,3
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,5,18,5,18,23
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,8,41,8,41,49
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,5,15,5,15,20
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,7,38,7,38,45
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,14,117,14,117,131
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,2,2,2,2,4
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,12,15,12,15,27
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,5,15,5,15,20
SACABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,1,1,1,1,2
SACACA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,0,2,0,2,2
SAN ANTONIO DE LOMERIO,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,2,2,2,2,4
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,3,4,3,4,7
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,4,6,4,6,10
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,0,3,0,3,3
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,17,42,17,42,59
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,1,4,1,4,5
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,5,9,5,9,14
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,3,14,3,14,17
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,3,1,3,1,4
SAN RAFAEL,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,0,1,0,1,1
SAN RAMON SCZ,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,280,1288,280,1288,1568
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,0,3,0,3,3
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,0,1,0,1,1
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,78,125,78,125,203
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2016-03-01,6,6,6,6,12
