,group,variable,month,Nº DE PERSONAS CON ESQUEMA CLASICO COMPLETO CANTIDAD,Nº DE PERSONAS CON ESQUEMA CLASICO COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
CARAPARI,rabia,no de personas con esquema clasico completo,2019-02-01,0,1,0,1,1
CARMEN RIVERO TORREZ,rabia,no de personas con esquema clasico completo,2019-02-01,1,1,1,1,2
COCHABAMBA,rabia,no de personas con esquema clasico completo,2019-02-01,5,3,5,3,8
COLQUIRI,rabia,no de personas con esquema clasico completo,2019-02-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema clasico completo,2019-02-01,3,3,3,3,6
EL ALTO,rabia,no de personas con esquema clasico completo,2019-02-01,21,19,21,19,40
EL TORNO,rabia,no de personas con esquema clasico completo,2019-02-01,1,0,1,0,1
ENTRE RIOS CBBA,rabia,no de personas con esquema clasico completo,2019-02-01,1,0,1,0,1
FILADELFIA,rabia,no de personas con esquema clasico completo,2019-02-01,1,1,1,1,2
GUTIERREZ,rabia,no de personas con esquema clasico completo,2019-02-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con esquema clasico completo,2019-02-01,3,2,3,2,5
LA PAZ,rabia,no de personas con esquema clasico completo,2019-02-01,10,11,10,11,21
LLALLAGUA,rabia,no de personas con esquema clasico completo,2019-02-01,1,2,1,2,3
MAGDALENA,rabia,no de personas con esquema clasico completo,2019-02-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema clasico completo,2019-02-01,1,1,1,1,2
OCURI,rabia,no de personas con esquema clasico completo,2019-02-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema clasico completo,2019-02-01,4,1,4,1,5
PADILLA,rabia,no de personas con esquema clasico completo,2019-02-01,5,2,5,2,7
PAILON,rabia,no de personas con esquema clasico completo,2019-02-01,1,2,1,2,3
PAMPA GRANDE,rabia,no de personas con esquema clasico completo,2019-02-01,1,1,1,1,2
PELECHUCO,rabia,no de personas con esquema clasico completo,2019-02-01,1,0,1,0,1
PORONGO,rabia,no de personas con esquema clasico completo,2019-02-01,0,2,0,2,2
PORTACHUELO,rabia,no de personas con esquema clasico completo,2019-02-01,1,0,1,0,1
POTOSI,rabia,no de personas con esquema clasico completo,2019-02-01,28,18,28,18,46
QUILLACOLLO,rabia,no de personas con esquema clasico completo,2019-02-01,1,0,1,0,1
SACABA,rabia,no de personas con esquema clasico completo,2019-02-01,1,0,1,0,1
SAN CARLOS,rabia,no de personas con esquema clasico completo,2019-02-01,2,0,2,0,2
SAN IGNACIO,rabia,no de personas con esquema clasico completo,2019-02-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2019-02-01,28,20,28,20,48
SUCRE,rabia,no de personas con esquema clasico completo,2019-02-01,1,3,1,3,4
TRINIDAD,rabia,no de personas con esquema clasico completo,2019-02-01,11,8,11,8,19
TUPIZA,rabia,no de personas con esquema clasico completo,2019-02-01,0,1,0,1,1
VALLEGRANDE,rabia,no de personas con esquema clasico completo,2019-02-01,1,0,1,0,1
VILLAZON,rabia,no de personas con esquema clasico completo,2019-02-01,0,1,0,1,1
WARNES,rabia,no de personas con esquema clasico completo,2019-02-01,7,1,7,1,8
ACHACACHI,rabia,no de personas con esquema clasico completo,2019-03-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con esquema clasico completo,2019-03-01,1,1,1,1,2
APOLO,rabia,no de personas con esquema clasico completo,2019-03-01,1,1,1,1,2
BOYUIBE,rabia,no de personas con esquema clasico completo,2019-03-01,2,0,2,0,2
CARANAVI,rabia,no de personas con esquema clasico completo,2019-03-01,1,1,1,1,2
COCHABAMBA,rabia,no de personas con esquema clasico completo,2019-03-01,10,5,10,5,15
COTOCA,rabia,no de personas con esquema clasico completo,2019-03-01,4,0,4,0,4
EL ALTO,rabia,no de personas con esquema clasico completo,2019-03-01,9,15,9,15,24
LA GUARDIA,rabia,no de personas con esquema clasico completo,2019-03-01,7,5,7,5,12
LA PAZ,rabia,no de personas con esquema clasico completo,2019-03-01,14,12,14,12,26
MAGDALENA,rabia,no de personas con esquema clasico completo,2019-03-01,0,1,0,1,1
MONTEAGUDO,rabia,no de personas con esquema clasico completo,2019-03-01,2,0,2,0,2
MONTERO,rabia,no de personas con esquema clasico completo,2019-03-01,1,3,1,3,4
ORURO,rabia,no de personas con esquema clasico completo,2019-03-01,0,2,0,2,2
PORONGO,rabia,no de personas con esquema clasico completo,2019-03-01,0,1,0,1,1
POTOSI,rabia,no de personas con esquema clasico completo,2019-03-01,17,22,17,22,39
PUCARANI,rabia,no de personas con esquema clasico completo,2019-03-01,1,1,1,1,2
PUERTO ACOSTA,rabia,no de personas con esquema clasico completo,2019-03-01,1,0,1,0,1
PUERTO QUIJARRO,rabia,no de personas con esquema clasico completo,2019-03-01,1,0,1,0,1
PUNA,rabia,no de personas con esquema clasico completo,2019-03-01,0,10,0,10,10
SAIPINA,rabia,no de personas con esquema clasico completo,2019-03-01,0,1,0,1,1
SAN BORJA,rabia,no de personas con esquema clasico completo,2019-03-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2019-03-01,55,53,55,53,108
SANTA ROSA DEL SARA,rabia,no de personas con esquema clasico completo,2019-03-01,0,1,0,1,1
SANTIAGO DE HUARI,rabia,no de personas con esquema clasico completo,2019-03-01,1,0,1,0,1
SICA SICA (VILLA AROMA),rabia,no de personas con esquema clasico completo,2019-03-01,1,0,1,0,1
SORATA,rabia,no de personas con esquema clasico completo,2019-03-01,1,0,1,0,1
TARIJA,rabia,no de personas con esquema clasico completo,2019-03-01,6,2,6,2,8
TRINIDAD,rabia,no de personas con esquema clasico completo,2019-03-01,13,10,13,10,23
VALLEGRANDE,rabia,no de personas con esquema clasico completo,2019-03-01,1,1,1,1,2
VIACHA,rabia,no de personas con esquema clasico completo,2019-03-01,0,1,0,1,1
WARNES,rabia,no de personas con esquema clasico completo,2019-03-01,4,10,4,10,14
YACUIBA,rabia,no de personas con esquema clasico completo,2019-03-01,3,2,3,2,5
YOCALLA,rabia,no de personas con esquema clasico completo,2019-03-01,1,0,1,0,1
APOLO,rabia,no de personas con esquema clasico completo,2019-04-01,0,1,0,1,1
BERMEJO,rabia,no de personas con esquema clasico completo,2019-04-01,1,0,1,0,1
BUENA VISTA,rabia,no de personas con esquema clasico completo,2019-04-01,1,0,1,0,1
"CAIZA ""D""",rabia,no de personas con esquema clasico completo,2019-04-01,1,0,1,0,1
CAMIRI,rabia,no de personas con esquema clasico completo,2019-04-01,0,1,0,1,1
CARACOLLO,rabia,no de personas con esquema clasico completo,2019-04-01,0,1,0,1,1
CARANAVI,rabia,no de personas con esquema clasico completo,2019-04-01,1,1,1,1,2
CARAPARI,rabia,no de personas con esquema clasico completo,2019-04-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con esquema clasico completo,2019-04-01,7,5,7,5,12
COLQUIRI,rabia,no de personas con esquema clasico completo,2019-04-01,1,0,1,0,1
COMARAPA,rabia,no de personas con esquema clasico completo,2019-04-01,1,0,1,0,1
COPACABANA,rabia,no de personas con esquema clasico completo,2019-04-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema clasico completo,2019-04-01,5,0,5,0,5
EL ALTO,rabia,no de personas con esquema clasico completo,2019-04-01,22,13,22,13,35
EL TORNO,rabia,no de personas con esquema clasico completo,2019-04-01,1,1,1,1,2
FILADELFIA,rabia,no de personas con esquema clasico completo,2019-04-01,1,1,1,1,2
LA GUARDIA,rabia,no de personas con esquema clasico completo,2019-04-01,3,3,3,3,6
LA PAZ,rabia,no de personas con esquema clasico completo,2019-04-01,10,13,10,13,23
LAJA,rabia,no de personas con esquema clasico completo,2019-04-01,1,0,1,0,1
LLALLAGUA,rabia,no de personas con esquema clasico completo,2019-04-01,1,0,1,0,1
MAIRANA,rabia,no de personas con esquema clasico completo,2019-04-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema clasico completo,2019-04-01,5,4,5,4,9
ORURO,rabia,no de personas con esquema clasico completo,2019-04-01,1,1,1,1,2
PAILON,rabia,no de personas con esquema clasico completo,2019-04-01,1,0,1,0,1
PALOS BLANCOS,rabia,no de personas con esquema clasico completo,2019-04-01,1,0,1,0,1
PORCO,rabia,no de personas con esquema clasico completo,2019-04-01,3,3,3,3,6
PORONGO,rabia,no de personas con esquema clasico completo,2019-04-01,1,0,1,0,1
POTOSI,rabia,no de personas con esquema clasico completo,2019-04-01,30,31,30,31,61
PUERTO ACOSTA,rabia,no de personas con esquema clasico completo,2019-04-01,1,0,1,0,1
PUERTO SILES,rabia,no de personas con esquema clasico completo,2019-04-01,0,1,0,1,1
PUERTO VILLARROEL,rabia,no de personas con esquema clasico completo,2019-04-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con esquema clasico completo,2019-04-01,1,0,1,0,1
RURRENABAQUE,rabia,no de personas con esquema clasico completo,2019-04-01,0,1,0,1,1
SACABA,rabia,no de personas con esquema clasico completo,2019-04-01,1,0,1,0,1
SAMAIPATA,rabia,no de personas con esquema clasico completo,2019-04-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas con esquema clasico completo,2019-04-01,4,2,4,2,6
SAN JAVIER(STC),rabia,no de personas con esquema clasico completo,2019-04-01,3,1,3,1,4
SAN PEDRO DE TIQUINA,rabia,no de personas con esquema clasico completo,2019-04-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2019-04-01,39,44,39,44,83
SANTA ROSA DEL SARA,rabia,no de personas con esquema clasico completo,2019-04-01,0,1,0,1,1
SORATA,rabia,no de personas con esquema clasico completo,2019-04-01,1,0,1,0,1
SUCRE,rabia,no de personas con esquema clasico completo,2019-04-01,7,6,7,6,13
TARIJA,rabia,no de personas con esquema clasico completo,2019-04-01,7,3,7,3,10
TOTORA(CBBA),rabia,no de personas con esquema clasico completo,2019-04-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema clasico completo,2019-04-01,17,16,17,16,33
VIACHA,rabia,no de personas con esquema clasico completo,2019-04-01,2,2,2,2,4
VILLAZON,rabia,no de personas con esquema clasico completo,2019-04-01,2,0,2,0,2
WARNES,rabia,no de personas con esquema clasico completo,2019-04-01,6,11,6,11,17
YACUIBA,rabia,no de personas con esquema clasico completo,2019-04-01,1,0,1,0,1
YOTALA,rabia,no de personas con esquema clasico completo,2019-04-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con esquema clasico completo,2019-05-01,1,1,1,1,2
CABEZAS,rabia,no de personas con esquema clasico completo,2019-05-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema clasico completo,2019-05-01,0,1,0,1,1
CARAPARI,rabia,no de personas con esquema clasico completo,2019-05-01,2,2,2,2,4
COCHABAMBA,rabia,no de personas con esquema clasico completo,2019-05-01,7,5,7,5,12
COLCAPIRHUA,rabia,no de personas con esquema clasico completo,2019-05-01,1,0,1,0,1
COMARAPA,rabia,no de personas con esquema clasico completo,2019-05-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema clasico completo,2019-05-01,4,4,4,4,8
CUATRO CAÑADAS,rabia,no de personas con esquema clasico completo,2019-05-01,0,1,0,1,1
EL ALTO,rabia,no de personas con esquema clasico completo,2019-05-01,19,11,19,11,30
EL TORNO,rabia,no de personas con esquema clasico completo,2019-05-01,5,4,5,4,9
HUARINA,rabia,no de personas con esquema clasico completo,2019-05-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con esquema clasico completo,2019-05-01,5,2,5,2,7
LA PAZ,rabia,no de personas con esquema clasico completo,2019-05-01,9,11,9,11,20
MONTERO,rabia,no de personas con esquema clasico completo,2019-05-01,2,0,2,0,2
OCURI,rabia,no de personas con esquema clasico completo,2019-05-01,1,1,1,1,2
ORURO,rabia,no de personas con esquema clasico completo,2019-05-01,3,3,3,3,6
PAILON,rabia,no de personas con esquema clasico completo,2019-05-01,1,1,1,1,2
PORONGO,rabia,no de personas con esquema clasico completo,2019-05-01,1,0,1,0,1
PUCARANI,rabia,no de personas con esquema clasico completo,2019-05-01,1,0,1,0,1
PUNA,rabia,no de personas con esquema clasico completo,2019-05-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,rabia,no de personas con esquema clasico completo,2019-05-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas con esquema clasico completo,2019-05-01,4,2,4,2,6
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2019-05-01,51,51,51,51,102
SUCRE,rabia,no de personas con esquema clasico completo,2019-05-01,4,0,4,0,4
TRINIDAD,rabia,no de personas con esquema clasico completo,2019-05-01,17,9,17,9,26
VIACHA,rabia,no de personas con esquema clasico completo,2019-05-01,3,1,3,1,4
VILLAZON,rabia,no de personas con esquema clasico completo,2019-05-01,1,1,1,1,2
WARNES,rabia,no de personas con esquema clasico completo,2019-05-01,7,4,7,4,11
ACHACACHI,rabia,no de personas con esquema clasico completo,2019-06-01,0,1,0,1,1
ACHOCALLA,rabia,no de personas con esquema clasico completo,2019-06-01,1,0,1,0,1
"CAIZA ""D""",rabia,no de personas con esquema clasico completo,2019-06-01,0,1,0,1,1
CARANAVI,rabia,no de personas con esquema clasico completo,2019-06-01,2,2,2,2,4
CHIMORE,rabia,no de personas con esquema clasico completo,2019-06-01,0,1,0,1,1
CLIZA,rabia,no de personas con esquema clasico completo,2019-06-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema clasico completo,2019-06-01,8,5,8,5,13
COLQUENCHA,rabia,no de personas con esquema clasico completo,2019-06-01,0,1,0,1,1
COROICO,rabia,no de personas con esquema clasico completo,2019-06-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema clasico completo,2019-06-01,5,1,5,1,6
EL ALTO,rabia,no de personas con esquema clasico completo,2019-06-01,15,12,15,12,27
EL TORNO,rabia,no de personas con esquema clasico completo,2019-06-01,3,1,3,1,4
LA GUARDIA,rabia,no de personas con esquema clasico completo,2019-06-01,2,3,2,3,5
LA PAZ,rabia,no de personas con esquema clasico completo,2019-06-01,10,15,10,15,25
MONTEAGUDO,rabia,no de personas con esquema clasico completo,2019-06-01,0,1,0,1,1
MONTERO,rabia,no de personas con esquema clasico completo,2019-06-01,1,1,1,1,2
ORURO,rabia,no de personas con esquema clasico completo,2019-06-01,3,3,3,3,6
PORONGO,rabia,no de personas con esquema clasico completo,2019-06-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con esquema clasico completo,2019-06-01,0,1,0,1,1
PUCARANI,rabia,no de personas con esquema clasico completo,2019-06-01,0,1,0,1,1
PUERTO ACOSTA,rabia,no de personas con esquema clasico completo,2019-06-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con esquema clasico completo,2019-06-01,1,0,1,0,1
SAN ANDRES,rabia,no de personas con esquema clasico completo,2019-06-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas con esquema clasico completo,2019-06-01,4,2,4,2,6
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2019-06-01,45,45,45,45,90
SORATA,rabia,no de personas con esquema clasico completo,2019-06-01,1,0,1,0,1
SUCRE,rabia,no de personas con esquema clasico completo,2019-06-01,3,1,3,1,4
TARIJA,rabia,no de personas con esquema clasico completo,2019-06-01,13,11,13,11,24
TIQUIPAYA,rabia,no de personas con esquema clasico completo,2019-06-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema clasico completo,2019-06-01,14,8,14,8,22
VALLEGRANDE,rabia,no de personas con esquema clasico completo,2019-06-01,1,0,1,0,1
VIACHA,rabia,no de personas con esquema clasico completo,2019-06-01,3,2,3,2,5
VILLAZON,rabia,no de personas con esquema clasico completo,2019-06-01,1,4,1,4,5
WARNES,rabia,no de personas con esquema clasico completo,2019-06-01,9,1,9,1,10
YACUIBA,rabia,no de personas con esquema clasico completo,2019-06-01,0,1,0,1,1
YAPACANI,rabia,no de personas con esquema clasico completo,2019-06-01,3,2,3,2,5
YOCALLA,rabia,no de personas con esquema clasico completo,2019-06-01,1,0,1,0,1
YOTALA,rabia,no de personas con esquema clasico completo,2019-06-01,1,1,1,1,2
ACHACACHI,rabia,no de personas con esquema clasico completo,2019-07-01,1,0,1,0,1
ANCORAIMES,rabia,no de personas con esquema clasico completo,2019-07-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema clasico completo,2019-07-01,2,0,2,0,2
CARAPARI,rabia,no de personas con esquema clasico completo,2019-07-01,0,3,0,3,3
COCHABAMBA,rabia,no de personas con esquema clasico completo,2019-07-01,3,3,3,3,6
COTOCA,rabia,no de personas con esquema clasico completo,2019-07-01,2,3,2,3,5
EL ALTO,rabia,no de personas con esquema clasico completo,2019-07-01,13,14,13,14,27
EL TORNO,rabia,no de personas con esquema clasico completo,2019-07-01,6,4,6,4,10
ENTRE RIOS CBBA,rabia,no de personas con esquema clasico completo,2019-07-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con esquema clasico completo,2019-07-01,8,1,8,1,9
LA PAZ,rabia,no de personas con esquema clasico completo,2019-07-01,13,11,13,11,24
MONTERO,rabia,no de personas con esquema clasico completo,2019-07-01,0,1,0,1,1
ORURO,rabia,no de personas con esquema clasico completo,2019-07-01,4,4,4,4,8
PADILLA,rabia,no de personas con esquema clasico completo,2019-07-01,0,1,0,1,1
PAILON,rabia,no de personas con esquema clasico completo,2019-07-01,2,1,2,1,3
PORONGO,rabia,no de personas con esquema clasico completo,2019-07-01,5,1,5,1,6
PUERTO VILLARROEL,rabia,no de personas con esquema clasico completo,2019-07-01,1,0,1,0,1
SAN BORJA,rabia,no de personas con esquema clasico completo,2019-07-01,1,4,1,4,5
SAN IGNACIO,rabia,no de personas con esquema clasico completo,2019-07-01,4,1,4,1,5
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2019-07-01,38,51,38,51,89
SORATA,rabia,no de personas con esquema clasico completo,2019-07-01,1,0,1,0,1
SUCRE,rabia,no de personas con esquema clasico completo,2019-07-01,8,7,8,7,15
TOTORA(CBBA),rabia,no de personas con esquema clasico completo,2019-07-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema clasico completo,2019-07-01,15,14,15,14,29
VIACHA,rabia,no de personas con esquema clasico completo,2019-07-01,4,2,4,2,6
VILLAZON,rabia,no de personas con esquema clasico completo,2019-07-01,2,0,2,0,2
WARNES,rabia,no de personas con esquema clasico completo,2019-07-01,4,6,4,6,10
YAPACANI,rabia,no de personas con esquema clasico completo,2019-07-01,1,0,1,0,1
YOTALA,rabia,no de personas con esquema clasico completo,2019-07-01,0,1,0,1,1
ACHOCALLA,rabia,no de personas con esquema clasico completo,2019-08-01,1,0,1,0,1
AIQUILE,rabia,no de personas con esquema clasico completo,2019-08-01,0,1,0,1,1
APOLO,rabia,no de personas con esquema clasico completo,2019-08-01,0,1,0,1,1
ARBIETO,rabia,no de personas con esquema clasico completo,2019-08-01,1,0,1,0,1
CABEZAS,rabia,no de personas con esquema clasico completo,2019-08-01,0,1,0,1,1
"CAIZA ""D""",rabia,no de personas con esquema clasico completo,2019-08-01,1,0,1,0,1
CAMIRI,rabia,no de personas con esquema clasico completo,2019-08-01,1,0,1,0,1
CARAPARI,rabia,no de personas con esquema clasico completo,2019-08-01,1,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,rabia,no de personas con esquema clasico completo,2019-08-01,1,1,1,1,2
COCHABAMBA,rabia,no de personas con esquema clasico completo,2019-08-01,9,4,9,4,13
COLOMI,rabia,no de personas con esquema clasico completo,2019-08-01,0,1,0,1,1
COMARAPA,rabia,no de personas con esquema clasico completo,2019-08-01,3,2,3,2,5
COPACABANA,rabia,no de personas con esquema clasico completo,2019-08-01,0,1,0,1,1
CORIPATA,rabia,no de personas con esquema clasico completo,2019-08-01,2,0,2,0,2
COTOCA,rabia,no de personas con esquema clasico completo,2019-08-01,0,3,0,3,3
EL ALTO,rabia,no de personas con esquema clasico completo,2019-08-01,11,20,11,20,31
EL TORNO,rabia,no de personas con esquema clasico completo,2019-08-01,4,5,4,5,9
ENTRE RIOS TRJ,rabia,no de personas con esquema clasico completo,2019-08-01,2,0,2,0,2
ENTRE RIOS CBBA,rabia,no de personas con esquema clasico completo,2019-08-01,1,1,1,1,2
LA ASUNTA,rabia,no de personas con esquema clasico completo,2019-08-01,3,1,3,1,4
LA GUARDIA,rabia,no de personas con esquema clasico completo,2019-08-01,10,7,10,7,17
LA PAZ,rabia,no de personas con esquema clasico completo,2019-08-01,14,19,14,19,33
LLALLAGUA,rabia,no de personas con esquema clasico completo,2019-08-01,1,0,1,0,1
MAIRANA,rabia,no de personas con esquema clasico completo,2019-08-01,0,1,0,1,1
MONTERO,rabia,no de personas con esquema clasico completo,2019-08-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema clasico completo,2019-08-01,6,1,6,1,7
PAILON,rabia,no de personas con esquema clasico completo,2019-08-01,5,2,5,2,7
PORONGO,rabia,no de personas con esquema clasico completo,2019-08-01,1,1,1,1,2
PORTACHUELO,rabia,no de personas con esquema clasico completo,2019-08-01,0,1,0,1,1
POTOSI,rabia,no de personas con esquema clasico completo,2019-08-01,59,44,59,44,103
PUCARANI,rabia,no de personas con esquema clasico completo,2019-08-01,1,0,1,0,1
RURRENABAQUE,rabia,no de personas con esquema clasico completo,2019-08-01,2,0,2,0,2
SACABA,rabia,no de personas con esquema clasico completo,2019-08-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas con esquema clasico completo,2019-08-01,4,0,4,0,4
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2019-08-01,66,64,66,64,130
SANTA ROSA DEL SARA,rabia,no de personas con esquema clasico completo,2019-08-01,2,0,2,0,2
SUCRE,rabia,no de personas con esquema clasico completo,2019-08-01,4,2,4,2,6
TARIJA,rabia,no de personas con esquema clasico completo,2019-08-01,19,12,19,12,31
TRINIDAD,rabia,no de personas con esquema clasico completo,2019-08-01,13,10,13,10,23
VIACHA,rabia,no de personas con esquema clasico completo,2019-08-01,8,3,8,3,11
VINTO,rabia,no de personas con esquema clasico completo,2019-08-01,1,0,1,0,1
WARNES,rabia,no de personas con esquema clasico completo,2019-08-01,4,2,4,2,6
YACUIBA,rabia,no de personas con esquema clasico completo,2019-08-01,1,0,1,0,1
YAPACANI,rabia,no de personas con esquema clasico completo,2019-08-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con esquema clasico completo,2019-09-01,1,0,1,0,1
ARQUE,rabia,no de personas con esquema clasico completo,2019-09-01,1,0,1,0,1
CABEZAS,rabia,no de personas con esquema clasico completo,2019-09-01,0,1,0,1,1
CAMARGO,rabia,no de personas con esquema clasico completo,2019-09-01,0,1,0,1,1
CAMIRI,rabia,no de personas con esquema clasico completo,2019-09-01,1,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,rabia,no de personas con esquema clasico completo,2019-09-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema clasico completo,2019-09-01,3,6,3,6,9
COLCAPIRHUA,rabia,no de personas con esquema clasico completo,2019-09-01,0,1,0,1,1
COLOMI,rabia,no de personas con esquema clasico completo,2019-09-01,0,1,0,1,1
COPACABANA,rabia,no de personas con esquema clasico completo,2019-09-01,1,1,1,1,2
COTOCA,rabia,no de personas con esquema clasico completo,2019-09-01,1,5,1,5,6
CUATRO CAÑADAS,rabia,no de personas con esquema clasico completo,2019-09-01,3,4,3,4,7
EL ALTO,rabia,no de personas con esquema clasico completo,2019-09-01,21,21,21,21,42
