,group,variable,month,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
SIPE SIPE,rabia,no de personas con esquema reducido completo,2019-01-01,4,1,4,1,5
SUCRE,rabia,no de personas con esquema reducido completo,2019-01-01,85,60,85,60,145
TACACHI,rabia,no de personas con esquema reducido completo,2019-01-01,0,1,0,1,1
TARATA,rabia,no de personas con esquema reducido completo,2019-01-01,1,0,1,0,1
TARIJA,rabia,no de personas con esquema reducido completo,2019-01-01,7,7,7,7,14
TEOPONTE,rabia,no de personas con esquema reducido completo,2019-01-01,3,1,3,1,4
TIPUANI,rabia,no de personas con esquema reducido completo,2019-01-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2019-01-01,5,1,5,1,6
TRINIDAD,rabia,no de personas con esquema reducido completo,2019-01-01,12,8,12,8,20
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2019-01-01,1,1,1,1,2
VIACHA,rabia,no de personas con esquema reducido completo,2019-01-01,3,2,3,2,5
VILLA MONTES,rabia,no de personas con esquema reducido completo,2019-01-01,2,0,2,0,2
VILLA SERRANO,rabia,no de personas con esquema reducido completo,2019-01-01,2,1,2,1,3
VILLAZON,rabia,no de personas con esquema reducido completo,2019-01-01,5,2,5,2,7
VINTO,rabia,no de personas con esquema reducido completo,2019-01-01,4,2,4,2,6
WARNES,rabia,no de personas con esquema reducido completo,2019-01-01,20,10,20,10,30
YAPACANI,rabia,no de personas con esquema reducido completo,2019-01-01,1,2,1,2,3
ACHACACHI,rabia,no de personas con esquema reducido completo,2019-02-01,1,1,1,1,2
APOLO,rabia,no de personas con esquema reducido completo,2019-02-01,1,0,1,0,1
ARANI,rabia,no de personas con esquema reducido completo,2019-02-01,1,0,1,0,1
ARBIETO,rabia,no de personas con esquema reducido completo,2019-02-01,1,0,1,0,1
BUENA VISTA,rabia,no de personas con esquema reducido completo,2019-02-01,1,1,1,1,2
CALAMARCA,rabia,no de personas con esquema reducido completo,2019-02-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema reducido completo,2019-02-01,2,6,2,6,8
CARAPARI,rabia,no de personas con esquema reducido completo,2019-02-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema reducido completo,2019-02-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2019-02-01,37,27,37,27,64
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2019-02-01,3,0,3,0,3
COLLANA,rabia,no de personas con esquema reducido completo,2019-02-01,0,1,0,1,1
COPACABANA,rabia,no de personas con esquema reducido completo,2019-02-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema reducido completo,2019-02-01,7,7,7,7,14
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2019-02-01,4,1,4,1,5
EL ALTO,rabia,no de personas con esquema reducido completo,2019-02-01,58,35,58,35,93
EL TORNO,rabia,no de personas con esquema reducido completo,2019-02-01,10,13,10,13,23
ENTRE RIOS TRJ,rabia,no de personas con esquema reducido completo,2019-02-01,0,1,0,1,1
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2019-02-01,2,0,2,0,2
EUCALIPTUS,rabia,no de personas con esquema reducido completo,2019-02-01,2,0,2,0,2
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2019-02-01,2,1,2,1,3
GUANAY,rabia,no de personas con esquema reducido completo,2019-02-01,2,0,2,0,2
HUARINA,rabia,no de personas con esquema reducido completo,2019-02-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema reducido completo,2019-02-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con esquema reducido completo,2019-02-01,14,9,14,9,23
LA PAZ,rabia,no de personas con esquema reducido completo,2019-02-01,90,54,90,54,144
MONTERO,rabia,no de personas con esquema reducido completo,2019-02-01,8,8,8,8,16
MOROCHATA,rabia,no de personas con esquema reducido completo,2019-02-01,1,0,1,0,1
OKINAWA,rabia,no de personas con esquema reducido completo,2019-02-01,0,1,0,1,1
ORURO,rabia,no de personas con esquema reducido completo,2019-02-01,15,10,15,10,25
PADILLA,rabia,no de personas con esquema reducido completo,2019-02-01,5,2,5,2,7
PAILON,rabia,no de personas con esquema reducido completo,2019-02-01,5,2,5,2,7
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2019-02-01,0,1,0,1,1
PORONGO,rabia,no de personas con esquema reducido completo,2019-02-01,0,2,0,2,2
PORTACHUELO,rabia,no de personas con esquema reducido completo,2019-02-01,4,1,4,1,5
PUCARANI,rabia,no de personas con esquema reducido completo,2019-02-01,1,0,1,0,1
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2019-02-01,0,3,0,3,3
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2019-02-01,7,7,7,7,14
ROBORE,rabia,no de personas con esquema reducido completo,2019-02-01,2,0,2,0,2
SACABA,rabia,no de personas con esquema reducido completo,2019-02-01,2,5,2,5,7
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2019-02-01,0,3,0,3,3
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2019-02-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema reducido completo,2019-02-01,2,0,2,0,2
SAN MIGUEL DE VELASCO,rabia,no de personas con esquema reducido completo,2019-02-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2019-02-01,119,145,119,145,264
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2019-02-01,0,1,0,1,1
SHINAOTA,rabia,no de personas con esquema reducido completo,2019-02-01,5,1,5,1,6
SIPE SIPE,rabia,no de personas con esquema reducido completo,2019-02-01,1,1,1,1,2
SORATA,rabia,no de personas con esquema reducido completo,2019-02-01,0,1,0,1,1
SUCRE,rabia,no de personas con esquema reducido completo,2019-02-01,45,42,45,42,87
TEOPONTE,rabia,no de personas con esquema reducido completo,2019-02-01,2,0,2,0,2
TIPUANI,rabia,no de personas con esquema reducido completo,2019-02-01,0,1,0,1,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2019-02-01,2,1,2,1,3
TOTORA(CBBA),rabia,no de personas con esquema reducido completo,2019-02-01,1,1,1,1,2
TRINIDAD,rabia,no de personas con esquema reducido completo,2019-02-01,12,9,12,9,21
UYUNI,rabia,no de personas con esquema reducido completo,2019-02-01,2,2,2,2,4
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2019-02-01,2,0,2,0,2
VILLA MONTES,rabia,no de personas con esquema reducido completo,2019-02-01,0,1,0,1,1
VILLA TUNARI,rabia,no de personas con esquema reducido completo,2019-02-01,1,1,1,1,2
VILLAZON,rabia,no de personas con esquema reducido completo,2019-02-01,2,0,2,0,2
VINTO,rabia,no de personas con esquema reducido completo,2019-02-01,0,2,0,2,2
WARNES,rabia,no de personas con esquema reducido completo,2019-02-01,14,11,14,11,25
YAPACANI,rabia,no de personas con esquema reducido completo,2019-02-01,1,2,1,2,3
YOTALA,rabia,no de personas con esquema reducido completo,2019-02-01,1,0,1,0,1
ACHACACHI,rabia,no de personas con esquema reducido completo,2019-03-01,2,0,2,0,2
ARBIETO,rabia,no de personas con esquema reducido completo,2019-03-01,0,1,0,1,1
ARQUE,rabia,no de personas con esquema reducido completo,2019-03-01,0,1,0,1,1
ATOCHA,rabia,no de personas con esquema reducido completo,2019-03-01,2,0,2,0,2
AYATA,rabia,no de personas con esquema reducido completo,2019-03-01,0,1,0,1,1
BERMEJO,rabia,no de personas con esquema reducido completo,2019-03-01,3,0,3,0,3
BOLIVAR,rabia,no de personas con esquema reducido completo,2019-03-01,1,0,1,0,1
CABEZAS,rabia,no de personas con esquema reducido completo,2019-03-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema reducido completo,2019-03-01,4,4,4,4,8
CHIMORE,rabia,no de personas con esquema reducido completo,2019-03-01,0,1,0,1,1
CLIZA,rabia,no de personas con esquema reducido completo,2019-03-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2019-03-01,32,27,32,27,59
"COLCHA ""K""",rabia,no de personas con esquema reducido completo,2019-03-01,0,2,0,2,2
COLLANA,rabia,no de personas con esquema reducido completo,2019-03-01,0,1,0,1,1
COLQUENCHA,rabia,no de personas con esquema reducido completo,2019-03-01,2,1,2,1,3
COPACABANA,rabia,no de personas con esquema reducido completo,2019-03-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema reducido completo,2019-03-01,2,5,2,5,7
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2019-03-01,2,1,2,1,3
CUEVO,rabia,no de personas con esquema reducido completo,2019-03-01,1,0,1,0,1
EL ALTO,rabia,no de personas con esquema reducido completo,2019-03-01,59,46,59,46,105
EL CHORO,rabia,no de personas con esquema reducido completo,2019-03-01,1,0,1,0,1
EL TORNO,rabia,no de personas con esquema reducido completo,2019-03-01,12,13,12,13,25
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2019-03-01,1,1,1,1,2
FILADELFIA,rabia,no de personas con esquema reducido completo,2019-03-01,1,1,1,1,2
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2019-03-01,1,1,1,1,2
ICLA,rabia,no de personas con esquema reducido completo,2019-03-01,0,1,0,1,1
IXIAMAS,rabia,no de personas con esquema reducido completo,2019-03-01,0,2,0,2,2
LA GUARDIA,rabia,no de personas con esquema reducido completo,2019-03-01,20,13,20,13,33
LA PAZ,rabia,no de personas con esquema reducido completo,2019-03-01,103,67,103,67,170
MINEROS,rabia,no de personas con esquema reducido completo,2019-03-01,1,0,1,0,1
MONTEAGUDO,rabia,no de personas con esquema reducido completo,2019-03-01,0,1,0,1,1
MONTERO,rabia,no de personas con esquema reducido completo,2019-03-01,10,10,10,10,20
OKINAWA,rabia,no de personas con esquema reducido completo,2019-03-01,0,1,0,1,1
ORURO,rabia,no de personas con esquema reducido completo,2019-03-01,16,11,16,11,27
PADILLA,rabia,no de personas con esquema reducido completo,2019-03-01,1,0,1,0,1
PAILON,rabia,no de personas con esquema reducido completo,2019-03-01,3,0,3,0,3
PORONGO,rabia,no de personas con esquema reducido completo,2019-03-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2019-03-01,2,2,2,2,4
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2019-03-01,1,2,1,2,3
PUNATA,rabia,no de personas con esquema reducido completo,2019-03-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2019-03-01,9,2,9,2,11
SACABA,rabia,no de personas con esquema reducido completo,2019-03-01,5,4,5,4,9
SAIPINA,rabia,no de personas con esquema reducido completo,2019-03-01,1,0,1,0,1
SAN BENITO,rabia,no de personas con esquema reducido completo,2019-03-01,0,1,0,1,1
SAN CARLOS,rabia,no de personas con esquema reducido completo,2019-03-01,2,0,2,0,2
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2019-03-01,2,1,2,1,3
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2019-03-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema reducido completo,2019-03-01,1,1,1,1,2
SAN JULIAN,rabia,no de personas con esquema reducido completo,2019-03-01,1,1,1,1,2
SAN MATIAS,rabia,no de personas con esquema reducido completo,2019-03-01,2,1,2,1,3
SAN MIGUEL DE VELASCO,rabia,no de personas con esquema reducido completo,2019-03-01,1,0,1,0,1
SAN RAMON SCZ,rabia,no de personas con esquema reducido completo,2019-03-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2019-03-01,112,145,112,145,257
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2019-03-01,0,2,0,2,2
SHINAOTA,rabia,no de personas con esquema reducido completo,2019-03-01,2,1,2,1,3
SIPE SIPE,rabia,no de personas con esquema reducido completo,2019-03-01,2,0,2,0,2
SORATA,rabia,no de personas con esquema reducido completo,2019-03-01,0,1,0,1,1
SUCRE,rabia,no de personas con esquema reducido completo,2019-03-01,70,61,70,61,131
TARATA,rabia,no de personas con esquema reducido completo,2019-03-01,2,0,2,0,2
TARIJA,rabia,no de personas con esquema reducido completo,2019-03-01,11,13,11,13,24
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2019-03-01,4,2,4,2,6
TIRAQUE (CBBA),rabia,no de personas con esquema reducido completo,2019-03-01,1,0,1,0,1
TOTORA(ORR),rabia,no de personas con esquema reducido completo,2019-03-01,0,1,0,1,1
TRIGAL,rabia,no de personas con esquema reducido completo,2019-03-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2019-03-01,6,2,6,2,8
UYUNI,rabia,no de personas con esquema reducido completo,2019-03-01,2,2,2,2,4
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2019-03-01,1,3,1,3,4
VIACHA,rabia,no de personas con esquema reducido completo,2019-03-01,5,4,5,4,9
VILLA MONTES,rabia,no de personas con esquema reducido completo,2019-03-01,1,0,1,0,1
VILLAZON,rabia,no de personas con esquema reducido completo,2019-03-01,2,2,2,2,4
VINTO,rabia,no de personas con esquema reducido completo,2019-03-01,2,1,2,1,3
WARNES,rabia,no de personas con esquema reducido completo,2019-03-01,15,9,15,9,24
YANACACHI,rabia,no de personas con esquema reducido completo,2019-03-01,0,1,0,1,1
YAPACANI,rabia,no de personas con esquema reducido completo,2019-03-01,1,3,1,3,4
YOTALA,rabia,no de personas con esquema reducido completo,2019-03-01,1,1,1,1,2
ACHOCALLA,rabia,no de personas con esquema reducido completo,2019-04-01,1,1,1,1,2
ARANI,rabia,no de personas con esquema reducido completo,2019-04-01,0,1,0,1,1
ARBIETO,rabia,no de personas con esquema reducido completo,2019-04-01,1,0,1,0,1
BUENA VISTA,rabia,no de personas con esquema reducido completo,2019-04-01,2,1,2,1,3
CALAMARCA,rabia,no de personas con esquema reducido completo,2019-04-01,1,1,1,1,2
CAPINOTA,rabia,no de personas con esquema reducido completo,2019-04-01,0,2,0,2,2
CARACOLLO,rabia,no de personas con esquema reducido completo,2019-04-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema reducido completo,2019-04-01,2,1,2,1,3
CARAPARI,rabia,no de personas con esquema reducido completo,2019-04-01,3,6,3,6,9
COCHABAMBA,rabia,no de personas con esquema reducido completo,2019-04-01,44,21,44,21,65
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2019-04-01,1,0,1,0,1
"COLCHA ""K""",rabia,no de personas con esquema reducido completo,2019-04-01,1,1,1,1,2
COLQUENCHA,rabia,no de personas con esquema reducido completo,2019-04-01,2,0,2,0,2
COMARAPA,rabia,no de personas con esquema reducido completo,2019-04-01,1,0,1,0,1
CORIPATA,rabia,no de personas con esquema reducido completo,2019-04-01,0,1,0,1,1
CORO CORO,rabia,no de personas con esquema reducido completo,2019-04-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema reducido completo,2019-04-01,6,6,6,6,12
EL ALTO,rabia,no de personas con esquema reducido completo,2019-04-01,52,45,52,45,97
EL TORNO,rabia,no de personas con esquema reducido completo,2019-04-01,11,10,11,10,21
ICLA,rabia,no de personas con esquema reducido completo,2019-04-01,0,2,0,2,2
LA GUARDIA,rabia,no de personas con esquema reducido completo,2019-04-01,11,10,11,10,21
LA PAZ,rabia,no de personas con esquema reducido completo,2019-04-01,98,71,98,71,169
MONTEAGUDO,rabia,no de personas con esquema reducido completo,2019-04-01,0,1,0,1,1
MONTERO,rabia,no de personas con esquema reducido completo,2019-04-01,4,3,4,3,7
MOROCHATA,rabia,no de personas con esquema reducido completo,2019-04-01,0,1,0,1,1
OKINAWA,rabia,no de personas con esquema reducido completo,2019-04-01,0,1,0,1,1
ORURO,rabia,no de personas con esquema reducido completo,2019-04-01,15,12,15,12,27
PADILLA,rabia,no de personas con esquema reducido completo,2019-04-01,1,0,1,0,1
PAILON,rabia,no de personas con esquema reducido completo,2019-04-01,3,2,3,2,5
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2019-04-01,1,3,1,3,4
PORCO,rabia,no de personas con esquema reducido completo,2019-04-01,6,3,6,3,9
PORTACHUELO,rabia,no de personas con esquema reducido completo,2019-04-01,8,4,8,4,12
PUCARANI,rabia,no de personas con esquema reducido completo,2019-04-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2019-04-01,8,4,8,4,12
SACABA,rabia,no de personas con esquema reducido completo,2019-04-01,6,6,6,6,12
SAIPINA,rabia,no de personas con esquema reducido completo,2019-04-01,1,0,1,0,1
SAN CARLOS,rabia,no de personas con esquema reducido completo,2019-04-01,6,0,6,0,6
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2019-04-01,2,1,2,1,3
SAN JULIAN,rabia,no de personas con esquema reducido completo,2019-04-01,1,0,1,0,1
SAN MATIAS,rabia,no de personas con esquema reducido completo,2019-04-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,rabia,no de personas con esquema reducido completo,2019-04-01,0,1,0,1,1
SAN PEDRO,rabia,no de personas con esquema reducido completo,2019-04-01,2,0,2,0,2
SAN RAMON SCZ,rabia,no de personas con esquema reducido completo,2019-04-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2019-04-01,119,117,119,117,236
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2019-04-01,0,1,0,1,1
SORATA,rabia,no de personas con esquema reducido completo,2019-04-01,1,1,1,1,2
SUCRE,rabia,no de personas con esquema reducido completo,2019-04-01,71,45,71,45,116
TARATA,rabia,no de personas con esquema reducido completo,2019-04-01,2,0,2,0,2
TARIJA,rabia,no de personas con esquema reducido completo,2019-04-01,21,15,21,15,36
TIAHUANACU,rabia,no de personas con esquema reducido completo,2019-04-01,0,1,0,1,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2019-04-01,9,0,9,0,9
TOCO,rabia,no de personas con esquema reducido completo,2019-04-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2019-04-01,7,5,7,5,12
UYUNI,rabia,no de personas con esquema reducido completo,2019-04-01,1,2,1,2,3
VIACHA,rabia,no de personas con esquema reducido completo,2019-04-01,8,5,8,5,13
VILLAZON,rabia,no de personas con esquema reducido completo,2019-04-01,2,0,2,0,2
WARNES,rabia,no de personas con esquema reducido completo,2019-04-01,9,10,9,10,19
YAPACANI,rabia,no de personas con esquema reducido completo,2019-04-01,2,1,2,1,3
ACHOCALLA,rabia,no de personas con esquema reducido completo,2019-05-01,1,1,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),rabia,no de personas con esquema reducido completo,2019-05-01,1,0,1,0,1
BERMEJO,rabia,no de personas con esquema reducido completo,2019-05-01,0,1,0,1,1
BUENA VISTA,rabia,no de personas con esquema reducido completo,2019-05-01,1,2,1,2,3
CABEZAS,rabia,no de personas con esquema reducido completo,2019-05-01,4,0,4,0,4
CAMIRI,rabia,no de personas con esquema reducido completo,2019-05-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con esquema reducido completo,2019-05-01,1,3,1,3,4
CARACOLLO,rabia,no de personas con esquema reducido completo,2019-05-01,0,1,0,1,1
CARANAVI,rabia,no de personas con esquema reducido completo,2019-05-01,1,2,1,2,3
CHALLAPATA,rabia,no de personas con esquema reducido completo,2019-05-01,7,14,7,14,21
COCAPATA,rabia,no de personas con esquema reducido completo,2019-05-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2019-05-01,35,25,35,25,60
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2019-05-01,0,1,0,1,1
"COLCHA ""K""",rabia,no de personas con esquema reducido completo,2019-05-01,2,0,2,0,2
COLQUENCHA,rabia,no de personas con esquema reducido completo,2019-05-01,1,0,1,0,1
COMARAPA,rabia,no de personas con esquema reducido completo,2019-05-01,1,1,1,1,2
CONCEPCION,rabia,no de personas con esquema reducido completo,2019-05-01,2,0,2,0,2
CORIPATA,rabia,no de personas con esquema reducido completo,2019-05-01,2,1,2,1,3
COTAGAITA,rabia,no de personas con esquema reducido completo,2019-05-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema reducido completo,2019-05-01,6,8,6,8,14
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2019-05-01,1,2,1,2,3
EL ALTO,rabia,no de personas con esquema reducido completo,2019-05-01,54,53,54,53,107
EL PUENTE(STC),rabia,no de personas con esquema reducido completo,2019-05-01,1,0,1,0,1
EL TORNO,rabia,no de personas con esquema reducido completo,2019-05-01,3,3,3,3,6
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2019-05-01,0,2,0,2,2
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2019-05-01,1,0,1,0,1
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2019-05-01,0,1,0,1,1
GUANAY,rabia,no de personas con esquema reducido completo,2019-05-01,1,0,1,0,1
HUAYLLAMARCA,rabia,no de personas con esquema reducido completo,2019-05-01,1,0,1,0,1
IXIAMAS,rabia,no de personas con esquema reducido completo,2019-05-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con esquema reducido completo,2019-05-01,16,18,16,18,34
LA PAZ,rabia,no de personas con esquema reducido completo,2019-05-01,65,62,65,62,127
MAIRANA,rabia,no de personas con esquema reducido completo,2019-05-01,1,2,1,2,3
MINEROS,rabia,no de personas con esquema reducido completo,2019-05-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema reducido completo,2019-05-01,6,3,6,3,9
MORO MORO,rabia,no de personas con esquema reducido completo,2019-05-01,1,0,1,0,1
OKINAWA,rabia,no de personas con esquema reducido completo,2019-05-01,0,1,0,1,1
ORURO,rabia,no de personas con esquema reducido completo,2019-05-01,18,18,18,18,36
PADILLA,rabia,no de personas con esquema reducido completo,2019-05-01,3,0,3,0,3
PAILON,rabia,no de personas con esquema reducido completo,2019-05-01,1,4,1,4,5
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2019-05-01,2,0,2,0,2
POCONA,rabia,no de personas con esquema reducido completo,2019-05-01,1,0,1,0,1
PORCO,rabia,no de personas con esquema reducido completo,2019-05-01,2,1,2,1,3
PORONGO,rabia,no de personas con esquema reducido completo,2019-05-01,1,1,1,1,2
PORTACHUELO,rabia,no de personas con esquema reducido completo,2019-05-01,5,0,5,0,5
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2019-05-01,0,1,0,1,1
PUNATA,rabia,no de personas con esquema reducido completo,2019-05-01,0,2,0,2,2
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2019-05-01,8,3,8,3,11
QUIRUSILLAS,rabia,no de personas con esquema reducido completo,2019-05-01,1,0,1,0,1
RURRENABAQUE,rabia,no de personas con esquema reducido completo,2019-05-01,1,0,1,0,1
SACABA,rabia,no de personas con esquema reducido completo,2019-05-01,3,5,3,5,8
SAIPINA,rabia,no de personas con esquema reducido completo,2019-05-01,1,2,1,2,3
SAN CARLOS,rabia,no de personas con esquema reducido completo,2019-05-01,1,2,1,2,3
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2019-05-01,2,1,2,1,3
SAN JOAQUIN,rabia,no de personas con esquema reducido completo,2019-05-01,1,1,1,1,2
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2019-05-01,0,1,0,1,1
