,group,variable,month,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,TOTALES,TOTALES,TOTALES
OKINAWA,rabia,no de personas con vacuna antirrabica,2019-01-01,0,2,0,2,2
ORURO,rabia,no de personas con vacuna antirrabica,2019-01-01,51,44,51,44,95
PADILLA,rabia,no de personas con vacuna antirrabica,2019-01-01,1,2,1,2,3
PAILON,rabia,no de personas con vacuna antirrabica,2019-01-01,6,0,6,0,6
PAMPA GRANDE,rabia,no de personas con vacuna antirrabica,2019-01-01,1,0,1,0,1
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2019-01-01,1,1,1,1,2
PORONGO,rabia,no de personas con vacuna antirrabica,2019-01-01,2,0,2,0,2
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2019-01-01,5,0,5,0,5
POTOSI,rabia,no de personas con vacuna antirrabica,2019-01-01,212,125,212,125,337
PUCARANI,rabia,no de personas con vacuna antirrabica,2019-01-01,2,0,2,0,2
PUERTO GONZALO MORENO,rabia,no de personas con vacuna antirrabica,2019-01-01,0,1,0,1,1
PUERTO SUAREZ,rabia,no de personas con vacuna antirrabica,2019-01-01,1,0,1,0,1
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2019-01-01,2,3,2,3,5
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2019-01-01,17,10,17,10,27
RURRENABAQUE,rabia,no de personas con vacuna antirrabica,2019-01-01,1,10,1,10,11
SACABA,rabia,no de personas con vacuna antirrabica,2019-01-01,11,6,11,6,17
SAIPINA,rabia,no de personas con vacuna antirrabica,2019-01-01,3,1,3,1,4
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2019-01-01,1,1,1,1,2
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2019-01-01,2,0,2,0,2
SAN BORJA,rabia,no de personas con vacuna antirrabica,2019-01-01,1,2,1,2,3
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2019-01-01,0,1,0,1,1
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2019-01-01,3,1,3,1,4
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2019-01-01,3,6,3,6,9
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2019-01-01,2,4,2,4,6
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2019-01-01,1,1,1,1,2
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2019-01-01,0,1,0,1,1
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2019-01-01,1,5,1,5,6
SAN MATIAS,rabia,no de personas con vacuna antirrabica,2019-01-01,2,2,2,2,4
SAN MIGUEL DE VELASCO,rabia,no de personas con vacuna antirrabica,2019-01-01,2,0,2,0,2
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2019-01-01,0,3,0,3,3
SAN PEDRO DE BUENA VISTA,rabia,no de personas con vacuna antirrabica,2019-01-01,1,1,1,1,2
SAN RAMON SCZ,rabia,no de personas con vacuna antirrabica,2019-01-01,5,3,5,3,8
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2019-01-01,703,588,703,588,1291
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2019-01-01,0,1,0,1,1
SANTIAGO DE HUARI,rabia,no de personas con vacuna antirrabica,2019-01-01,1,0,1,0,1
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2019-01-01,7,5,7,5,12
SHINAOTA,rabia,no de personas con vacuna antirrabica,2019-01-01,1,1,1,1,2
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2019-01-01,3,2,3,2,5
SORATA,rabia,no de personas con vacuna antirrabica,2019-01-01,1,0,1,0,1
SUCRE,rabia,no de personas con vacuna antirrabica,2019-01-01,110,70,110,70,180
TARATA,rabia,no de personas con vacuna antirrabica,2019-01-01,1,1,1,1,2
TARIJA,rabia,no de personas con vacuna antirrabica,2019-01-01,25,25,25,25,50
TEOPONTE,rabia,no de personas con vacuna antirrabica,2019-01-01,3,1,3,1,4
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2019-01-01,3,3,3,3,6
TIRAQUE (CBBA),rabia,no de personas con vacuna antirrabica,2019-01-01,1,0,1,0,1
TOTORA(CBBA),rabia,no de personas con vacuna antirrabica,2019-01-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2019-01-01,32,20,32,20,52
TUPIZA,rabia,no de personas con vacuna antirrabica,2019-01-01,0,3,0,3,3
UMALA,rabia,no de personas con vacuna antirrabica,2019-01-01,0,1,0,1,1
UNCIA,rabia,no de personas con vacuna antirrabica,2019-01-01,1,1,1,1,2
UYUNI,rabia,no de personas con vacuna antirrabica,2019-01-01,1,2,1,2,3
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2019-01-01,3,1,3,1,4
VIACHA,rabia,no de personas con vacuna antirrabica,2019-01-01,5,3,5,3,8
VILLA SERRANO,rabia,no de personas con vacuna antirrabica,2019-01-01,2,1,2,1,3
VILLAZON,rabia,no de personas con vacuna antirrabica,2019-01-01,4,1,4,1,5
VINTO,rabia,no de personas con vacuna antirrabica,2019-01-01,3,0,3,0,3
WARNES,rabia,no de personas con vacuna antirrabica,2019-01-01,26,15,26,15,41
YAPACANI,rabia,no de personas con vacuna antirrabica,2019-01-01,3,7,3,7,10
YOTALA,rabia,no de personas con vacuna antirrabica,2019-01-01,1,1,1,1,2
ACHACACHI,rabia,no de personas con vacuna antirrabica,2019-02-01,1,1,1,1,2
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2019-02-01,1,1,1,1,2
APOLO,rabia,no de personas con vacuna antirrabica,2019-02-01,1,1,1,1,2
ARBIETO,rabia,no de personas con vacuna antirrabica,2019-02-01,0,1,0,1,1
ARQUE,rabia,no de personas con vacuna antirrabica,2019-02-01,0,1,0,1,1
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2019-02-01,4,0,4,0,4
ATOCHA,rabia,no de personas con vacuna antirrabica,2019-02-01,2,0,2,0,2
AYATA,rabia,no de personas con vacuna antirrabica,2019-02-01,0,1,0,1,1
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2019-02-01,1,1,1,1,2
CABEZAS,rabia,no de personas con vacuna antirrabica,2019-02-01,2,1,2,1,3
CALAMARCA,rabia,no de personas con vacuna antirrabica,2019-02-01,1,1,1,1,2
CAMIRI,rabia,no de personas con vacuna antirrabica,2019-02-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con vacuna antirrabica,2019-02-01,0,2,0,2,2
CARACOLLO,rabia,no de personas con vacuna antirrabica,2019-02-01,0,1,0,1,1
CARANAVI,rabia,no de personas con vacuna antirrabica,2019-02-01,5,5,5,5,10
CARAPARI,rabia,no de personas con vacuna antirrabica,2019-02-01,2,1,2,1,3
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2019-02-01,2,3,2,3,5
CHARAGUA,rabia,no de personas con vacuna antirrabica,2019-02-01,1,0,1,0,1
CHIMORE,rabia,no de personas con vacuna antirrabica,2019-02-01,1,0,1,0,1
CLIZA,rabia,no de personas con vacuna antirrabica,2019-02-01,0,2,0,2,2
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2019-02-01,68,43,68,43,111
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2019-02-01,2,0,2,0,2
COLLANA,rabia,no de personas con vacuna antirrabica,2019-02-01,0,1,0,1,1
CONCEPCION,rabia,no de personas con vacuna antirrabica,2019-02-01,2,7,2,7,9
COPACABANA,rabia,no de personas con vacuna antirrabica,2019-02-01,1,1,1,1,2
CORO CORO,rabia,no de personas con vacuna antirrabica,2019-02-01,0,1,0,1,1
COTOCA,rabia,no de personas con vacuna antirrabica,2019-02-01,12,10,12,10,22
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2019-02-01,2,4,2,4,6
EL ALTO,rabia,no de personas con vacuna antirrabica,2019-02-01,167,139,167,139,306
EL TORNO,rabia,no de personas con vacuna antirrabica,2019-02-01,10,6,10,6,16
ENTRE RIOS TRJ,rabia,no de personas con vacuna antirrabica,2019-02-01,0,1,0,1,1
EUCALIPTUS,rabia,no de personas con vacuna antirrabica,2019-02-01,2,0,2,0,2
FERNANDEZ ALONSO,rabia,no de personas con vacuna antirrabica,2019-02-01,1,1,1,1,2
FILADELFIA,rabia,no de personas con vacuna antirrabica,2019-02-01,1,1,1,1,2
GENERAL SAAVEDRA,rabia,no de personas con vacuna antirrabica,2019-02-01,2,1,2,1,3
GUANAY,rabia,no de personas con vacuna antirrabica,2019-02-01,1,1,1,1,2
IXIAMAS,rabia,no de personas con vacuna antirrabica,2019-02-01,0,2,0,2,2
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2019-02-01,24,17,24,17,41
LA PAZ,rabia,no de personas con vacuna antirrabica,2019-02-01,180,166,180,166,346
LAJA,rabia,no de personas con vacuna antirrabica,2019-02-01,1,0,1,0,1
LLALLAGUA,rabia,no de personas con vacuna antirrabica,2019-02-01,4,2,4,2,6
MAGDALENA,rabia,no de personas con vacuna antirrabica,2019-02-01,1,0,1,0,1
MAIRANA,rabia,no de personas con vacuna antirrabica,2019-02-01,0,4,0,4,4
MECAPACA,rabia,no de personas con vacuna antirrabica,2019-02-01,2,1,2,1,3
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2019-02-01,4,0,4,0,4
MONTERO,rabia,no de personas con vacuna antirrabica,2019-02-01,10,7,10,7,17
MOROCHATA,rabia,no de personas con vacuna antirrabica,2019-02-01,1,0,1,0,1
OKINAWA,rabia,no de personas con vacuna antirrabica,2019-02-01,0,1,0,1,1
ORURO,rabia,no de personas con vacuna antirrabica,2019-02-01,34,21,34,21,55
PADILLA,rabia,no de personas con vacuna antirrabica,2019-02-01,4,2,4,2,6
PAILON,rabia,no de personas con vacuna antirrabica,2019-02-01,6,4,6,4,10
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2019-02-01,1,0,1,0,1
PAMPA GRANDE,rabia,no de personas con vacuna antirrabica,2019-02-01,1,1,1,1,2
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2019-02-01,0,1,0,1,1
PAZÑA,rabia,no de personas con vacuna antirrabica,2019-02-01,1,0,1,0,1
PELECHUCO,rabia,no de personas con vacuna antirrabica,2019-02-01,1,0,1,0,1
PORONGO,rabia,no de personas con vacuna antirrabica,2019-02-01,1,3,1,3,4
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2019-02-01,5,1,5,1,6
POTOSI,rabia,no de personas con vacuna antirrabica,2019-02-01,258,152,258,152,410
PUCARANI,rabia,no de personas con vacuna antirrabica,2019-02-01,2,1,2,1,3
PUERTO SILES,rabia,no de personas con vacuna antirrabica,2019-02-01,0,1,0,1,1
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2019-02-01,3,0,3,0,3
PUNATA,rabia,no de personas con vacuna antirrabica,2019-02-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2019-02-01,17,4,17,4,21
RURRENABAQUE,rabia,no de personas con vacuna antirrabica,2019-02-01,0,2,0,2,2
SACABA,rabia,no de personas con vacuna antirrabica,2019-02-01,6,9,6,9,15
SAIPINA,rabia,no de personas con vacuna antirrabica,2019-02-01,2,1,2,1,3
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2019-02-01,1,1,1,1,2
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2019-02-01,1,1,1,1,2
SAN BENITO,rabia,no de personas con vacuna antirrabica,2019-02-01,0,1,0,1,1
SAN BORJA,rabia,no de personas con vacuna antirrabica,2019-02-01,1,1,1,1,2
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2019-02-01,4,1,4,1,5
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2019-02-01,1,3,1,3,4
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2019-02-01,7,3,7,3,10
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2019-02-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,rabia,no de personas con vacuna antirrabica,2019-02-01,2,0,2,0,2
SAN MATIAS,rabia,no de personas con vacuna antirrabica,2019-02-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,rabia,no de personas con vacuna antirrabica,2019-02-01,1,0,1,0,1
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2019-02-01,0,1,0,1,1
SAN RAMON BENI,rabia,no de personas con vacuna antirrabica,2019-02-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2019-02-01,388,366,388,366,754
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2019-02-01,1,1,1,1,2
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2019-02-01,3,8,3,8,11
SHINAOTA,rabia,no de personas con vacuna antirrabica,2019-02-01,5,1,5,1,6
SICA SICA (VILLA AROMA),rabia,no de personas con vacuna antirrabica,2019-02-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2019-02-01,4,2,4,2,6
SUCRE,rabia,no de personas con vacuna antirrabica,2019-02-01,67,63,67,63,130
TARABUCO,rabia,no de personas con vacuna antirrabica,2019-02-01,2,0,2,0,2
TARATA,rabia,no de personas con vacuna antirrabica,2019-02-01,1,0,1,0,1
TEOPONTE,rabia,no de personas con vacuna antirrabica,2019-02-01,2,0,2,0,2
TIPUANI,rabia,no de personas con vacuna antirrabica,2019-02-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2019-02-01,5,3,5,3,8
TOMAVE,rabia,no de personas con vacuna antirrabica,2019-02-01,0,1,0,1,1
TRIGAL,rabia,no de personas con vacuna antirrabica,2019-02-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2019-02-01,33,21,33,21,54
TUPIZA,rabia,no de personas con vacuna antirrabica,2019-02-01,1,0,1,0,1
UYUNI,rabia,no de personas con vacuna antirrabica,2019-02-01,3,3,3,3,6
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2019-02-01,1,5,1,5,6
VIACHA,rabia,no de personas con vacuna antirrabica,2019-02-01,7,3,7,3,10
VILLA MONTES,rabia,no de personas con vacuna antirrabica,2019-02-01,0,1,0,1,1
VILLA TUNARI,rabia,no de personas con vacuna antirrabica,2019-02-01,0,1,0,1,1
VILLAZON,rabia,no de personas con vacuna antirrabica,2019-02-01,3,3,3,3,6
VINTO,rabia,no de personas con vacuna antirrabica,2019-02-01,1,2,1,2,3
WARNES,rabia,no de personas con vacuna antirrabica,2019-02-01,29,16,29,16,45
YANACACHI,rabia,no de personas con vacuna antirrabica,2019-02-01,0,1,0,1,1
YOTALA,rabia,no de personas con vacuna antirrabica,2019-02-01,2,3,2,3,5
ACHACACHI,rabia,no de personas con vacuna antirrabica,2019-03-01,4,0,4,0,4
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2019-03-01,1,1,1,1,2
APOLO,rabia,no de personas con vacuna antirrabica,2019-03-01,1,1,1,1,2
ARANI,rabia,no de personas con vacuna antirrabica,2019-03-01,0,1,0,1,1
ARBIETO,rabia,no de personas con vacuna antirrabica,2019-03-01,1,0,1,0,1
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2019-03-01,2,1,2,1,3
ATOCHA,rabia,no de personas con vacuna antirrabica,2019-03-01,3,0,3,0,3
AYATA,rabia,no de personas con vacuna antirrabica,2019-03-01,0,1,0,1,1
BOLIVAR,rabia,no de personas con vacuna antirrabica,2019-03-01,1,0,1,0,1
CABEZAS,rabia,no de personas con vacuna antirrabica,2019-03-01,4,0,4,0,4
"CAIZA ""D""",rabia,no de personas con vacuna antirrabica,2019-03-01,1,0,1,0,1
CARANAVI,rabia,no de personas con vacuna antirrabica,2019-03-01,5,2,5,2,7
CARAPARI,rabia,no de personas con vacuna antirrabica,2019-03-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2019-03-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2019-03-01,67,38,67,38,105
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2019-03-01,2,2,2,2,4
"COLCHA ""K""",rabia,no de personas con vacuna antirrabica,2019-03-01,0,2,0,2,2
COLLANA,rabia,no de personas con vacuna antirrabica,2019-03-01,0,1,0,1,1
COLQUENCHA,rabia,no de personas con vacuna antirrabica,2019-03-01,2,1,2,1,3
COLQUIRI,rabia,no de personas con vacuna antirrabica,2019-03-01,1,0,1,0,1
COMARAPA,rabia,no de personas con vacuna antirrabica,2019-03-01,2,0,2,0,2
COPACABANA,rabia,no de personas con vacuna antirrabica,2019-03-01,1,1,1,1,2
CORIPATA,rabia,no de personas con vacuna antirrabica,2019-03-01,0,1,0,1,1
COTOCA,rabia,no de personas con vacuna antirrabica,2019-03-01,10,4,10,4,14
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2019-03-01,3,3,3,3,6
CUEVO,rabia,no de personas con vacuna antirrabica,2019-03-01,0,1,0,1,1
EL ALTO,rabia,no de personas con vacuna antirrabica,2019-03-01,158,101,158,101,259
EL CHORO,rabia,no de personas con vacuna antirrabica,2019-03-01,1,0,1,0,1
EL TORNO,rabia,no de personas con vacuna antirrabica,2019-03-01,18,14,18,14,32
FERNANDEZ ALONSO,rabia,no de personas con vacuna antirrabica,2019-03-01,1,1,1,1,2
GENERAL SAAVEDRA,rabia,no de personas con vacuna antirrabica,2019-03-01,1,1,1,1,2
HUACARETA,rabia,no de personas con vacuna antirrabica,2019-03-01,1,0,1,0,1
ICLA,rabia,no de personas con vacuna antirrabica,2019-03-01,1,1,1,1,2
IXIAMAS,rabia,no de personas con vacuna antirrabica,2019-03-01,2,0,2,0,2
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2019-03-01,26,15,26,15,41
LA PAZ,rabia,no de personas con vacuna antirrabica,2019-03-01,212,183,212,183,395
LAGUNILLAS,rabia,no de personas con vacuna antirrabica,2019-03-01,1,0,1,0,1
MAIRANA,rabia,no de personas con vacuna antirrabica,2019-03-01,0,1,0,1,1
MALLA,rabia,no de personas con vacuna antirrabica,2019-03-01,1,0,1,0,1
MAPIRI,rabia,no de personas con vacuna antirrabica,2019-03-01,2,1,2,1,3
MINEROS,rabia,no de personas con vacuna antirrabica,2019-03-01,1,0,1,0,1
MONTERO,rabia,no de personas con vacuna antirrabica,2019-03-01,13,10,13,10,23
OKINAWA,rabia,no de personas con vacuna antirrabica,2019-03-01,0,1,0,1,1
ORURO,rabia,no de personas con vacuna antirrabica,2019-03-01,39,37,39,37,76
PADCAYA,rabia,no de personas con vacuna antirrabica,2019-03-01,1,0,1,0,1
PADILLA,rabia,no de personas con vacuna antirrabica,2019-03-01,1,0,1,0,1
PAILON,rabia,no de personas con vacuna antirrabica,2019-03-01,3,0,3,0,3
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2019-03-01,3,3,3,3,6
PORCO,rabia,no de personas con vacuna antirrabica,2019-03-01,8,7,8,7,15
PORONGO,rabia,no de personas con vacuna antirrabica,2019-03-01,1,1,1,1,2
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2019-03-01,2,2,2,2,4
POTOSI,rabia,no de personas con vacuna antirrabica,2019-03-01,159,212,159,212,371
PUCARANI,rabia,no de personas con vacuna antirrabica,2019-03-01,0,1,0,1,1
PUERTO ACOSTA,rabia,no de personas con vacuna antirrabica,2019-03-01,1,0,1,0,1
PUERTO QUIJARRO,rabia,no de personas con vacuna antirrabica,2019-03-01,1,0,1,0,1
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2019-03-01,1,0,1,0,1
PUNA,rabia,no de personas con vacuna antirrabica,2019-03-01,0,2,0,2,2
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2019-03-01,15,7,15,7,22
RURRENABAQUE,rabia,no de personas con vacuna antirrabica,2019-03-01,2,3,2,3,5
SACABA,rabia,no de personas con vacuna antirrabica,2019-03-01,4,10,4,10,14
SAIPINA,rabia,no de personas con vacuna antirrabica,2019-03-01,2,1,2,1,3
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2019-03-01,1,0,1,0,1
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2019-03-01,6,1,6,1,7
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2019-03-01,5,1,5,1,6
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2019-03-01,1,1,1,1,2
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2019-03-01,6,2,6,2,8
SAN JOSE DE CHIQUITOS,rabia,no de personas con vacuna antirrabica,2019-03-01,1,1,1,1,2
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2019-03-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2019-03-01,1,1,1,1,2
SAN LUCAS,rabia,no de personas con vacuna antirrabica,2019-03-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,rabia,no de personas con vacuna antirrabica,2019-03-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2019-03-01,353,362,353,362,715
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2019-03-01,1,1,1,1,2
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2019-03-01,0,15,0,15,15
SHINAOTA,rabia,no de personas con vacuna antirrabica,2019-03-01,3,2,3,2,5
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2019-03-01,2,3,2,3,5
SUCRE,rabia,no de personas con vacuna antirrabica,2019-03-01,90,73,90,73,163
TARATA,rabia,no de personas con vacuna antirrabica,2019-03-01,1,0,1,0,1
TARIJA,rabia,no de personas con vacuna antirrabica,2019-03-01,23,18,23,18,41
TEOPONTE,rabia,no de personas con vacuna antirrabica,2019-03-01,1,0,1,0,1
TIPUANI,rabia,no de personas con vacuna antirrabica,2019-03-01,1,2,1,2,3
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2019-03-01,10,2,10,2,12
TIRAQUE (CBBA),rabia,no de personas con vacuna antirrabica,2019-03-01,0,1,0,1,1
TOCO,rabia,no de personas con vacuna antirrabica,2019-03-01,0,1,0,1,1
TOTORA(ORR),rabia,no de personas con vacuna antirrabica,2019-03-01,0,1,0,1,1
TRIGAL,rabia,no de personas con vacuna antirrabica,2019-03-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2019-03-01,31,19,31,19,50
TUPIZA,rabia,no de personas con vacuna antirrabica,2019-03-01,0,1,0,1,1
UYUNI,rabia,no de personas con vacuna antirrabica,2019-03-01,2,2,2,2,4
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2019-03-01,0,1,0,1,1
VIACHA,rabia,no de personas con vacuna antirrabica,2019-03-01,12,8,12,8,20
VILLA MONTES,rabia,no de personas con vacuna antirrabica,2019-03-01,0,2,0,2,2
VILLAZON,rabia,no de personas con vacuna antirrabica,2019-03-01,7,3,7,3,10
VINTO,rabia,no de personas con vacuna antirrabica,2019-03-01,1,0,1,0,1
WARNES,rabia,no de personas con vacuna antirrabica,2019-03-01,21,26,21,26,47
YACUIBA,rabia,no de personas con vacuna antirrabica,2019-03-01,31,22,31,22,53
YAPACANI,rabia,no de personas con vacuna antirrabica,2019-03-01,4,2,4,2,6
YOCALLA,rabia,no de personas con vacuna antirrabica,2019-03-01,1,0,1,0,1
