,group,variable,month,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,TOTALES,TOTALES,TOTALES
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,5,20,5,20,25
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,0,1,0,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,6,0,6,0,6
POSTRER VALLE,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,1,0,1,0,1
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,52,146,52,146,198
PUCARANI,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,0,1,0,1,1
PUERTO GONZALO MORENO,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,5,3,5,3,8
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,24,77,24,77,101
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,35,87,35,87,122
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,9,46,9,46,55
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,0,1,0,1,1
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,20,70,20,70,90
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,0,1,0,1,1
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,1,3,1,3,4
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,37,87,37,87,124
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,4,6,4,6,10
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,1,9,1,9,10
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,0,2,0,2,2
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,17,27,17,27,44
SAN JAVIER(STC),internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,3,1,3,1,4
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,2,1,2,1,3
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,1,0,1,0,1
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,0,2,0,2,2
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,2,1,2,1,3
SAN MIGUEL DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,129,832,129,832,961
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,1,3,1,3,4
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,1,8,1,8,9
SORATA,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,1,0,1,0,1
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,79,184,79,184,263
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,5,6,5,6,11
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,119,194,119,194,313
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,0,1,0,1,1
TIQUIPAYA,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,1,1,1,1,2
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,0,5,0,5,5
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,27,21,27,21,48
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,10,62,10,62,72
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,4,7,4,7,11
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,5,7,5,7,12
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,2,20,2,20,22
VILLA CHARCAS,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,0,1,0,1,1
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,9,23,9,23,32
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,20,95,20,95,115
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,1,5,1,5,6
VINTO,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,0,0,0,0,0
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,1,15,1,15,16
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2021-01-01,53,99,53,99,152
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,3,13,3,13,16
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,4,9,4,9,13
ANZALDO,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,4,12,4,12,16
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,0,2,0,2,2
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,2,1,2,1,3
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,23,49,23,49,72
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,3,11,3,11,14
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,5,27,5,27,32
CAPINOTA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,1,5,1,5,6
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,6,43,6,43,49
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,1,7,1,7,8
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,9,11,9,11,20
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,3,2,3,2,5
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,2,9,2,9,11
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,33,51,33,51,84
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,139,522,139,522,661
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,4,29,4,29,33
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,2,15,2,15,17
COTOCA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,0,2,0,2,2
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,1,2,1,2,3
CURAHUARA DE CARANGAS,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,0,1,0,1,1
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,247,494,247,494,741
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,0,11,0,11,11
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,0,7,0,7,7
ENTRE RIOS CBBA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,0,3,0,3,3
FERNANDEZ ALONSO,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,0,2,0,2,2
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,1,19,1,19,20
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,1,6,1,6,7
IRUPANA (VILLA DE LANZA),internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,1,0,1,0,1
LA ASUNTA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,0,3,0,3,3
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,18,12,18,12,30
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,190,640,190,640,830
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,8,5,8,5,13
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,0,1,0,1,1
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,1,3,1,3,4
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,0,1,0,1,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,0,5,0,5,5
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,12,32,12,32,44
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,57,170,57,170,227
OCURI,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,0,1,0,1,1
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,63,270,63,270,333
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,4,17,4,17,21
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,0,1,0,1,1
PASORAPA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,0,1,0,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,5,1,5,1,6
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,49,135,49,135,184
PRESTO,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,0,1,0,1,1
PUCARANI,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,4,20,4,20,24
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,28,60,28,60,88
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,26,52,26,52,78
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,7,25,7,25,32
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,17,91,17,91,108
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,4,7,4,7,11
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,17,34,17,34,51
SAMAIPATA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,0,2,0,2,2
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,4,5,4,5,9
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,1,7,1,7,8
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,4,2,4,2,6
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,16,21,16,21,37
SAN JAVIER(STC),internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,1,2,1,2,3
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,0,6,0,6,6
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,3,6,3,6,9
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,1,3,1,3,4
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,112,830,112,830,942
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,0,1,0,1,1
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,0,3,0,3,3
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,96,182,96,182,278
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,11,8,11,8,19
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,88,174,88,174,262
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,1,7,1,7,8
TIQUIPAYA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,0,0,0,0,0
TOMINA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,0,2,0,2,2
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,0,1,0,1,1
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,29,19,29,19,48
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,192,325,192,325,517
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,5,7,5,7,12
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,6,7,6,7,13
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,3,14,3,14,17
VILLA CHARCAS,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,0,1,0,1,1
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,9,19,9,19,28
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,31,97,31,97,128
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,0,4,0,4,4
VINTO,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,0,0,0,0,0
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,1,5,1,5,6
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,51,108,51,108,159
YAPACANI,internaciones,ingresos referidos de otros establecimientos de salud,2021-02-01,0,1,0,1,1
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,3,8,3,8,11
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,4,9,4,9,13
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,9,14,9,14,23
AYATA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,0,1,0,1,1
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,1,3,1,3,4
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,24,62,24,62,86
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,8,14,8,14,22
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,4,44,4,44,48
CAPINOTA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,0,4,0,4,4
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,9,55,9,55,64
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,1,3,1,3,4
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,8,7,8,7,15
CHIMORE,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,1,10,1,10,11
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,0,18,0,18,18
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,49,37,49,37,86
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,209,679,209,679,888
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,6,10,6,10,16
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,1,3,1,3,4
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,6,23,6,23,29
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,3,9,3,9,12
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,199,515,199,515,714
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,0,16,0,16,16
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,1,3,1,3,4
FERNANDEZ ALONSO,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,0,2,0,2,2
FILADELFIA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,0,1,0,1,1
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,1,25,1,25,26
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,2,3,2,3,5
INCAHUASI,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,0,5,0,5,5
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,19,12,19,12,31
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,247,796,247,796,1043
LAGUNILLAS,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,0,2,0,2,2
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,4,2,4,2,6
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,1,2,1,2,3
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,0,3,0,3,3
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,3,5,3,5,8
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,21,37,21,37,58
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,94,206,94,206,300
OCURI,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,0,2,0,2,2
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,131,356,131,356,487
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,9,15,9,15,24
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,0,5,0,5,5
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,19,7,19,7,26
PORVENIR,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,0,3,0,3,3
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,52,195,52,195,247
PUCARANI,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,1,1,1,1,2
PUERTO GONZALO MORENO,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,1,2,1,2,3
PUERTO QUIJARRO,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,2,1,2,1,3
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,37,124,37,124,161
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,24,81,24,81,105
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,5,24,5,24,29
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,34,88,34,88,122
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,4,5,4,5,9
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,2,15,2,15,17
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,41,91,41,91,132
SAMAIPATA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,1,0,1,0,1
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,3,8,3,8,11
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,2,15,2,15,17
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,0,1,0,1,1
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,16,25,16,25,41
SAN JAVIER(STC),internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,0,2,0,2,2
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,3,2,3,2,5
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,1,1,1,1,2
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,2,13,2,13,15
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,1,2,1,2,3
SAN PEDRO,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,1,2,1,2,3
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,112,1089,112,1089,1201
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,1,2,1,2,3
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,0,2,0,2,2
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,117,243,117,243,360
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,8,6,8,6,14
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,120,180,120,180,300
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,1,5,1,5,6
TOMINA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,1,1,1,1,2
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,0,6,0,6,6
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,40,23,40,23,63
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,18,61,18,61,79
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,12,24,12,24,36
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,2,9,2,9,11
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,3,14,3,14,17
VILLA CHARCAS,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,0,2,0,2,2
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,15,24,15,24,39
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,33,99,33,99,132
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,0,3,0,3,3
VINTO,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,1,0,1,0,1
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,0,7,0,7,7
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2021-03-01,41,99,41,99,140
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2021-04-01,6,23,6,23,29
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2021-04-01,1,6,1,6,7
ANZALDO,internaciones,ingresos referidos de otros establecimientos de salud,2021-04-01,2,0,2,0,2
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2021-04-01,14,23,14,23,37
AYATA,internaciones,ingresos referidos de otros establecimientos de salud,2021-04-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2021-04-01,1,2,1,2,3
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2021-04-01,23,55,23,55,78
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2021-04-01,9,13,9,13,22
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2021-04-01,2,58,2,58,60
