,group,variable,month,DPT 4TA DOSIS CANTIDAD,DPT 4TA DOSIS CANTIDAD,TOTALES
TOLATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-01-01,10,2,12
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-01-01,2,2,4
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-01-01,38,104,142
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-01-01,3,0,3
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-01-01,4,0,4
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-01-01,5,3,8
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-01-01,32,9,41
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-01-01,6,0,6
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-01-01,3,0,3
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-01-01,1,0,1
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-01-01,5,0,5
VITICHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-01-01,0,2,2
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-01-01,47,2,49
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-01-01,9,0,9
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-01-01,3,0,3
YOTALA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-01-01,1,0,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-01-01,0,2,2
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,5,0,5
ALALAY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,1,2,3
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,2,0,2
ANZALDO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,0,12,12
ARBIETO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,34,29,63
ARQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,2,1,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,32,1,33
ATOCHA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,0,2,2
AZURDUY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,5,0,5
BAURES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,5,0,5
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,6,0,6
BETANZOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,4,0,4
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,0,5,5
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,1,0,1
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,17,0,17
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,4,30,34
CHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,3,0,3
CLIZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,41,5,46
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,14,18,32
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,1,22,23
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,209,69,278
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,10,3,13
COMARAPA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,14,8,22
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,1,0,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,1,2,3
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,25,19,44
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,1,5,6
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,145,23,168
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,9,0,9
EL TORNO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,39,7,46
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,2,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,10,3,13
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,12,7,19
HUACARETA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,1,0,1
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,0,1,1
ICLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,0,1,1
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,4,2,6
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,0,1,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,74,0,74
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,1,5,6
LAS CARRERAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,2,0,2
LURIBAY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,0,2,2
MACHARETI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,1,0,1
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,1,3,4
MAIRANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,13,0,13
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,7,0,7
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,3,5,8
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,7,3,10
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,8,1,9
MORO MORO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,2,3,5
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,0,6,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,4,0,4
OKINAWA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,2,5,7
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,0,5,5
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,61,13,74
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,7,7,14
PADILLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,3,0,3
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,3,13,16
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,2,0,2
PAZÑA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,1,0,1
POCONA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,3,38,41
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,4,15,19
POROMA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,1,0,1
PORVENIR,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,4,0,4
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,13,38,51
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,0,9,9
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,11,0,11
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,15,16,31
PUNA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,1,1,2
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,15,2,17
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,24,23,47
RAVELO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,0,6,6
REYES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,8,0,8
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,2,0,2
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,29,26,55
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,9,0,9
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,1,4,5
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,12,4,16
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,13,0,13
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,8,0,8
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,7,0,7
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,2,0,2
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,1,7,8
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,4,1,5
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,0,6,6
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,4,23,27
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,18,0,18
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,358,98,456
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,0,3,3
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,1,1,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,0,4,4
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,1,0,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,141,63,204
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,7,10,17
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,1,4,5
TARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,3,2,5
TARATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,4,17,21
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,54,16,70
TARVITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,3,1,4
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,5,1,6
TOCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,0,1,1
TOLATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,13,0,13
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,9,13,22
TRIGAL,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,53,23,76
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,1,0,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,2,1,3
VACAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,0,3,3
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,4,0,4
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,8,0,8
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,24,16,40
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,1,0,1
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,8,2,10
VITICHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,0,1,1
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,113,44,157
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,16,31,47
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,1,4,5
YOTALA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,2,0,2
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-02-01,2,2,4
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,2,0,2
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,8,7,15
ALALAY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,1,2,3
ALCALA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,5,6,11
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,1,0,1
ARBIETO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,16,66,82
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,39,0,39
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,1,11,12
AZURDUY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,8,6,14
BAURES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,1,0,1
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,0,2,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,8,37,45
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,0,1,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,0,1,1
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,1,0,1
CAMARGO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,39,19,58
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,4,12,16
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,26,0,26
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,13,8,21
CARAPARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,0,5,5
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,7,3,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-03-01,1,4,5
