,group,variable,month,ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,0,6,6
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,1,10,11
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,10,0,10
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,3,2,5
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,3,0,3
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,7,0,7
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,1,0,1
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,13,61,74
CHUMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,1,0,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,1,1,2
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,79,0,79
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,0,1,1
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,5,3,8
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,55,62,117
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,2,0,2
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,1,0,1
EXALTACION,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,6,8,14
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,7,0,7
GUANAY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,2,0,2
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,2,2,4
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,2,0,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,83,37,120
LLICA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,0,5,5
MOCOMOCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,4,14,18
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,17,0,17
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,3,0,3
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,8,0,8
PASORAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,0,11,11
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,4,0,4
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,2,0,2
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,0,8,8
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,27,0,27
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,5,0,5
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,5,2,7
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,4,2,6
SACACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,2,7,9
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,5,2,7
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,1,0,1
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,7,5,12
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,5,3,8
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,4,0,4
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,7,12,19
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,5,0,5
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,187,35,222
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,4,11,15
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,2,0,2
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,1,0,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,24,0,24
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,0,9,9
TARABUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,0,2,2
TARACO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,1,1,2
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,13,0,13
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,2,9,11
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,1,0,1
TIPUANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,22,5,27
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,5,10,15
TOLEDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,1,0,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,28,0,28
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,26,1,27
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,0,1,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,9,0,9
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,0,3,3
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,2,0,2
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,15,0,15
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,1,0,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,2,2,4
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-02-01,1,2,3
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,3,0,3
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,26,0,26
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,0,17,17
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,2,0,2
APOLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,13,0,13
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,0,3,3
ATOCHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,11,64,75
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,1,0,1
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,2,0,2
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,16,0,16
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,10,4,14
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,1,3,4
CARANAVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,63,126,189
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,5,20,25
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,0,2,2
CHUMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,25,7,32
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,0,10,10
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,2,10,12
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,0,2,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,204,45,249
COLLANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,1,0,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,2,0,2
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,0,5,5
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,13,0,13
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,0,2,2
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,2,2,4
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,4,6,10
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,5,0,5
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,29,12,41
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,2,1,3
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,10,0,10
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,14,19,33
GUAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,1,4,5
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,1,0,1
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,1,3,4
HUACARETA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,6,0,6
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,2,4,6
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,2,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,94,78,172
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,0,5,5
LLICA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,0,6,6
LORETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,3,0,3
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,3,0,3
MOCOMOCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,3,5,8
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,1,14,15
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,12,21,33
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,1,2,3
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,0,1,1
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,1,0,1
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,18,0,18
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,0,6,6
PASORAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,6,2,8
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,8,2,10
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,3,0,3
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,1,10,11
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,31,1,32
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,10,1,11
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,21,1,22
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,4,0,4
SACACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,34,20,54
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,0,5,5
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,0,2,2
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,8,0,8
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-03-01,4,0,4
