municipality,group,variable,month,Vaginales,TOTAL
CABEZAS,atencion de partos en servicios,vaginales,2012-01-01,19,19
CAIROMA,atencion de partos en servicios,vaginales,2012-01-01,9,9
"CAIZA ""D""",atencion de partos en servicios,vaginales,2012-01-01,3,3
CAJUATA,atencion de partos en servicios,vaginales,2012-01-01,4,4
CALACOTO,atencion de partos en servicios,vaginales,2012-01-01,1,1
CALAMARCA,atencion de partos en servicios,vaginales,2012-01-01,5,5
CAMARGO,atencion de partos en servicios,vaginales,2012-01-01,19,19
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,vaginales,2012-01-01,4,4
CAMIRI,atencion de partos en servicios,vaginales,2012-01-01,69,69
CAPINOTA,atencion de partos en servicios,vaginales,2012-01-01,21,21
CAQUIAVIRI,atencion de partos en servicios,vaginales,2012-01-01,3,3
CARACOLLO,atencion de partos en servicios,vaginales,2012-01-01,14,14
CARANAVI,atencion de partos en servicios,vaginales,2012-01-01,45,45
CARAPARI,atencion de partos en servicios,vaginales,2012-01-01,8,8
CARIPUYO,atencion de partos en servicios,vaginales,2012-01-01,5,5
CARMEN RIVERO TORREZ,atencion de partos en servicios,vaginales,2012-01-01,5,5
CHALLAPATA,atencion de partos en servicios,vaginales,2012-01-01,34,34
CHARAGUA,atencion de partos en servicios,vaginales,2012-01-01,45,45
CHARAÑA,atencion de partos en servicios,vaginales,2012-01-01,1,1
CHAYANTA,atencion de partos en servicios,vaginales,2012-01-01,10,10
CHIMORE,atencion de partos en servicios,vaginales,2012-01-01,13,13
CHIPAYA,atencion de partos en servicios,vaginales,2012-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,vaginales,2012-01-01,21,21
CHUMA,atencion de partos en servicios,vaginales,2012-01-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,vaginales,2012-01-01,6,6
CKOCHAS,atencion de partos en servicios,vaginales,2012-01-01,6,6
CLIZA,atencion de partos en servicios,vaginales,2012-01-01,20,20
COBIJA,atencion de partos en servicios,vaginales,2012-01-01,102,102
COCAPATA,atencion de partos en servicios,vaginales,2012-01-01,12,12
COCHABAMBA,atencion de partos en servicios,vaginales,2012-01-01,878,878
COLCAPIRHUA,atencion de partos en servicios,vaginales,2012-01-01,39,39
"COLCHA ""K""",atencion de partos en servicios,vaginales,2012-01-01,2,2
COLLANA,atencion de partos en servicios,vaginales,2012-01-01,4,4
COLOMI,atencion de partos en servicios,vaginales,2012-01-01,19,19
COLPA BELGICA,atencion de partos en servicios,vaginales,2012-01-01,3,3
COLQUECHACA,atencion de partos en servicios,vaginales,2012-01-01,15,15
COLQUENCHA,atencion de partos en servicios,vaginales,2012-01-01,8,8
COLQUIRI,atencion de partos en servicios,vaginales,2012-01-01,6,6
COMARAPA,atencion de partos en servicios,vaginales,2012-01-01,20,20
CONCEPCION,atencion de partos en servicios,vaginales,2012-01-01,23,23
COPACABANA,atencion de partos en servicios,vaginales,2012-01-01,10,10
CORIPATA,atencion de partos en servicios,vaginales,2012-01-01,15,15
CORO CORO,atencion de partos en servicios,vaginales,2012-01-01,3,3
COROICO,atencion de partos en servicios,vaginales,2012-01-01,16,16
CORQUE,atencion de partos en servicios,vaginales,2012-01-01,1,1
COTAGAITA,atencion de partos en servicios,vaginales,2012-01-01,16,16
COTOCA,atencion de partos en servicios,vaginales,2012-01-01,63,63
CUATRO CAÑADAS,atencion de partos en servicios,vaginales,2012-01-01,19,19
CULPINA,atencion de partos en servicios,vaginales,2012-01-01,14,14
CURAHUARA DE CARANGAS,atencion de partos en servicios,vaginales,2012-01-01,6,6
DESAGUADERO,atencion de partos en servicios,vaginales,2012-01-01,7,7
EL ALTO,atencion de partos en servicios,vaginales,2012-01-01,1062,1062
EL CHORO,atencion de partos en servicios,vaginales,2012-01-01,1,1
EL PUENTE(STC),atencion de partos en servicios,vaginales,2012-01-01,9,9
EL PUENTE(TJA),atencion de partos en servicios,vaginales,2012-01-01,10,10
EL TORNO,atencion de partos en servicios,vaginales,2012-01-01,52,52
EL VILLAR,atencion de partos en servicios,vaginales,2012-01-01,2,2
ENTRE RIOS TRJ,atencion de partos en servicios,vaginales,2012-01-01,18,18
ENTRE RIOS CBBA,atencion de partos en servicios,vaginales,2012-01-01,37,37
ESCOMA,atencion de partos en servicios,vaginales,2012-01-01,4,4
EUCALIPTUS,atencion de partos en servicios,vaginales,2012-01-01,4,4
EXALTACION,atencion de partos en servicios,vaginales,2012-01-01,2,2
FERNANDEZ ALONSO,atencion de partos en servicios,vaginales,2012-01-01,12,12
FILADELFIA,atencion de partos en servicios,vaginales,2012-01-01,2,2
GENERAL SAAVEDRA,atencion de partos en servicios,vaginales,2012-01-01,10,10
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,vaginales,2012-01-01,4,4
GUANAY,atencion de partos en servicios,vaginales,2012-01-01,10,10
GUAQUI,atencion de partos en servicios,vaginales,2012-01-01,3,3
GUAYARAMERIN,atencion de partos en servicios,vaginales,2012-01-01,57,57
GUTIERREZ,atencion de partos en servicios,vaginales,2012-01-01,10,10
HUACARETA,atencion de partos en servicios,vaginales,2012-01-01,9,9
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,vaginales,2012-01-01,2,2
HUACHACALLA,atencion de partos en servicios,vaginales,2012-01-01,1,1
HUANUNI,atencion de partos en servicios,vaginales,2012-01-01,22,22
HUARACAJE,atencion de partos en servicios,vaginales,2012-01-01,4,4
HUARINA,atencion de partos en servicios,vaginales,2012-01-01,1,1
HUAYLLAMARCA,atencion de partos en servicios,vaginales,2012-01-01,3,3
ICHOCA,atencion de partos en servicios,vaginales,2012-01-01,2,2
ICLA,atencion de partos en servicios,vaginales,2012-01-01,3,3
INCAHUASI,atencion de partos en servicios,vaginales,2012-01-01,12,12
INGAVI (HUMAITA),atencion de partos en servicios,vaginales,2012-01-01,2,2
INQUISIVI,atencion de partos en servicios,vaginales,2012-01-01,3,3
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,vaginales,2012-01-01,6,6
IXIAMAS,atencion de partos en servicios,vaginales,2012-01-01,7,7
JESUS DE MACHACA,atencion de partos en servicios,vaginales,2012-01-01,10,10
LA ASUNTA,atencion de partos en servicios,vaginales,2012-01-01,41,41
LA GUARDIA,atencion de partos en servicios,vaginales,2012-01-01,48,48
LA PAZ,atencion de partos en servicios,vaginales,2012-01-01,1027,1027
LAGUNILLAS,atencion de partos en servicios,vaginales,2012-01-01,2,2
LAJA,atencion de partos en servicios,vaginales,2012-01-01,8,8
LAS CARRERAS,atencion de partos en servicios,vaginales,2012-01-01,5,5
LLALLAGUA,atencion de partos en servicios,vaginales,2012-01-01,48,48
LLICA,atencion de partos en servicios,vaginales,2012-01-01,6,6
LORETO,atencion de partos en servicios,vaginales,2012-01-01,2,2
LURIBAY,atencion de partos en servicios,vaginales,2012-01-01,1,1
MACHACAMARCA,atencion de partos en servicios,vaginales,2012-01-01,2,2
MACHARETI,atencion de partos en servicios,vaginales,2012-01-01,2,2
MAGDALENA,atencion de partos en servicios,vaginales,2012-01-01,13,13
MAIRANA,atencion de partos en servicios,vaginales,2012-01-01,11,11
MAPIRI,atencion de partos en servicios,vaginales,2012-01-01,23,23
MECAPACA,atencion de partos en servicios,vaginales,2012-01-01,7,7
MINEROS,atencion de partos en servicios,vaginales,2012-01-01,17,17
MIZQUE,atencion de partos en servicios,vaginales,2012-01-01,30,30
MOCOMOCO,atencion de partos en servicios,vaginales,2012-01-01,1,1
MOJOCOYA,atencion de partos en servicios,vaginales,2012-01-01,6,6
MONTEAGUDO,atencion de partos en servicios,vaginales,2012-01-01,38,38
MONTERO,atencion de partos en servicios,vaginales,2012-01-01,189,189
MORO MORO,atencion de partos en servicios,vaginales,2012-01-01,1,1
MOROCHATA,atencion de partos en servicios,vaginales,2012-01-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,vaginales,2012-01-01,1,1
OCURI,atencion de partos en servicios,vaginales,2012-01-01,2,2
OKINAWA,atencion de partos en servicios,vaginales,2012-01-01,10,10
OMEREQUE,atencion de partos en servicios,vaginales,2012-01-01,5,5
ORURO,atencion de partos en servicios,vaginales,2012-01-01,388,388
PADCAYA,atencion de partos en servicios,vaginales,2012-01-01,5,5
PADILLA,atencion de partos en servicios,vaginales,2012-01-01,16,16
PAILON,atencion de partos en servicios,vaginales,2012-01-01,33,33
PALCA,atencion de partos en servicios,vaginales,2012-01-01,3,3
PALOS BLANCOS,atencion de partos en servicios,vaginales,2012-01-01,34,34
PAMPA GRANDE,atencion de partos en servicios,vaginales,2012-01-01,10,10
PASORAPA,atencion de partos en servicios,vaginales,2012-01-01,1,1
PATACAMAYA,atencion de partos en servicios,vaginales,2012-01-01,15,15
PAZÑA,atencion de partos en servicios,vaginales,2012-01-01,4,4
POCOATA,atencion de partos en servicios,vaginales,2012-01-01,5,5
POCONA,atencion de partos en servicios,vaginales,2012-01-01,8,8
POJO (CBBA),atencion de partos en servicios,vaginales,2012-01-01,15,15
POOPO,atencion de partos en servicios,vaginales,2012-01-01,5,5
PORCO,atencion de partos en servicios,vaginales,2012-01-01,17,17
POROMA,atencion de partos en servicios,vaginales,2012-01-01,5,5
PORONGO,atencion de partos en servicios,vaginales,2012-01-01,5,5
PORTACHUELO,atencion de partos en servicios,vaginales,2012-01-01,21,21
PORVENIR,atencion de partos en servicios,vaginales,2012-01-01,6,6
POTOSI,atencion de partos en servicios,vaginales,2012-01-01,337,337
PRESTO,atencion de partos en servicios,vaginales,2012-01-01,6,6
PUCARANI,atencion de partos en servicios,vaginales,2012-01-01,8,8
PUERTO ACOSTA,atencion de partos en servicios,vaginales,2012-01-01,4,4
PUERTO CARABUCO,atencion de partos en servicios,vaginales,2012-01-01,3,3
PUERTO GONZALO MORENO,atencion de partos en servicios,vaginales,2012-01-01,4,4
PUERTO QUIJARRO,atencion de partos en servicios,vaginales,2012-01-01,14,14
PUERTO RICO,atencion de partos en servicios,vaginales,2012-01-01,8,8
PUERTO SUAREZ,atencion de partos en servicios,vaginales,2012-01-01,24,24
PUERTO VILLARROEL,atencion de partos en servicios,vaginales,2012-01-01,84,84
PUNA,atencion de partos en servicios,vaginales,2012-01-01,11,11
PUNATA,atencion de partos en servicios,vaginales,2012-01-01,67,67
QUIABAYA,atencion de partos en servicios,vaginales,2012-01-01,1,1
QUILLACOLLO,atencion de partos en servicios,vaginales,2012-01-01,105,105
QUIME,atencion de partos en servicios,vaginales,2012-01-01,2,2
RAVELO,atencion de partos en servicios,vaginales,2012-01-01,10,10
REYES,atencion de partos en servicios,vaginales,2012-01-01,17,17
RIBERALTA,atencion de partos en servicios,vaginales,2012-01-01,158,158
ROBORE,atencion de partos en servicios,vaginales,2012-01-01,26,26
RURRENABAQUE,atencion de partos en servicios,vaginales,2012-01-01,20,20
SACABA,atencion de partos en servicios,vaginales,2012-01-01,145,145
SACABAMBA,atencion de partos en servicios,vaginales,2012-01-01,3,3
SACACA,atencion de partos en servicios,vaginales,2012-01-01,13,13
SAIPINA,atencion de partos en servicios,vaginales,2012-01-01,7,7
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,vaginales,2012-01-01,7,7
SAMAIPATA,atencion de partos en servicios,vaginales,2012-01-01,6,6
SAN AGUSTIN,atencion de partos en servicios,vaginales,2012-01-01,3,3
SAN ANDRES,atencion de partos en servicios,vaginales,2012-01-01,4,4
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,vaginales,2012-01-01,4,4
SAN BENITO,atencion de partos en servicios,vaginales,2012-01-01,3,3
SAN BORJA,atencion de partos en servicios,vaginales,2012-01-01,40,40
SAN BUENA VENTURA,atencion de partos en servicios,vaginales,2012-01-01,19,19
SAN CARLOS,atencion de partos en servicios,vaginales,2012-01-01,31,31
SAN IGNACIO,atencion de partos en servicios,vaginales,2012-01-01,40,40
SAN IGNACIO DE VELASCO,atencion de partos en servicios,vaginales,2012-01-01,90,90
SAN JAVIER(BNI),atencion de partos en servicios,vaginales,2012-01-01,4,4
SAN JAVIER(STC),atencion de partos en servicios,vaginales,2012-01-01,20,20
SAN JOAQUIN,atencion de partos en servicios,vaginales,2012-01-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,vaginales,2012-01-01,32,32
SAN JUAN DE YAPACANI,atencion de partos en servicios,vaginales,2012-01-01,6,6
SAN JULIAN,atencion de partos en servicios,vaginales,2012-01-01,64,64
SAN LORENZO(PND),atencion de partos en servicios,vaginales,2012-01-01,8,8
SAN LORENZO(TJA),atencion de partos en servicios,vaginales,2012-01-01,8,8
SAN LUCAS,atencion de partos en servicios,vaginales,2012-01-01,33,33
SAN MATIAS,atencion de partos en servicios,vaginales,2012-01-01,11,11
SAN MIGUEL DE VELASCO,atencion de partos en servicios,vaginales,2012-01-01,11,11
SAN PABLO DE LIPEZ,atencion de partos en servicios,vaginales,2012-01-01,1,1
SAN PEDRO,atencion de partos en servicios,vaginales,2012-01-01,14,14
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,vaginales,2012-01-01,12,12
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,vaginales,2012-01-01,2,2
SAN RAFAEL,atencion de partos en servicios,vaginales,2012-01-01,1,1
SAN RAMON BENI,atencion de partos en servicios,vaginales,2012-01-01,7,7
SAN RAMON SCZ,atencion de partos en servicios,vaginales,2012-01-01,17,17
SANTA ANA,atencion de partos en servicios,vaginales,2012-01-01,28,28
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,vaginales,2012-01-01,1505,1505
SANTA ROSA,atencion de partos en servicios,vaginales,2012-01-01,18,18
SANTA ROSA DEL SARA,atencion de partos en servicios,vaginales,2012-01-01,11,11
SANTIAGO DE CALLAPA,atencion de partos en servicios,vaginales,2012-01-01,1,1
SANTIAGO DE HUARI,atencion de partos en servicios,vaginales,2012-01-01,6,6
SANTIAGO DE MACHACA,atencion de partos en servicios,vaginales,2012-01-01,2,2
SANTIVAÑES,atencion de partos en servicios,vaginales,2012-01-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en servicios,vaginales,2012-01-01,1,1
SAPAHAQUI,atencion de partos en servicios,vaginales,2012-01-01,4,4
SENA,atencion de partos en servicios,vaginales,2012-01-01,5,5
SHINAOTA,atencion de partos en servicios,vaginales,2012-01-01,49,49
SICA SICA (VILLA AROMA),atencion de partos en servicios,vaginales,2012-01-01,14,14
SIPE SIPE,atencion de partos en servicios,vaginales,2012-01-01,33,33
SOPACHUY,atencion de partos en servicios,vaginales,2012-01-01,14,14
SORACACHI,atencion de partos en servicios,vaginales,2012-01-01,1,1
SORATA,atencion de partos en servicios,vaginales,2012-01-01,11,11
SUCRE,atencion de partos en servicios,vaginales,2012-01-01,377,377
TACACOMA,atencion de partos en servicios,vaginales,2012-01-01,9,9
TACOBAMBA,atencion de partos en servicios,vaginales,2012-01-01,3,3
TACOPAYA,atencion de partos en servicios,vaginales,2012-01-01,3,3
TAPACARI,atencion de partos en servicios,vaginales,2012-01-01,8,8
TARABUCO,atencion de partos en servicios,vaginales,2012-01-01,19,19
TARACO,atencion de partos en servicios,vaginales,2012-01-01,4,4
TARATA,atencion de partos en servicios,vaginales,2012-01-01,9,9
TARIJA,atencion de partos en servicios,vaginales,2012-01-01,251,251
TARVITA,atencion de partos en servicios,vaginales,2012-01-01,7,7
TEOPONTE,atencion de partos en servicios,vaginales,2012-01-01,15,15
TIAWANACU,atencion de partos en servicios,vaginales,2012-01-01,5,5
TINGUIPAYA,atencion de partos en servicios,vaginales,2012-01-01,1,1
TIPUANI,atencion de partos en servicios,vaginales,2012-01-01,14,14
TIQUIPAYA,atencion de partos en servicios,vaginales,2012-01-01,68,68
TIRAQUE (CBBA),atencion de partos en servicios,vaginales,2012-01-01,23,23
TOCO,atencion de partos en servicios,vaginales,2012-01-01,1,1
TOLATA,atencion de partos en servicios,vaginales,2012-01-01,4,4
TOLEDO,atencion de partos en servicios,vaginales,2012-01-01,4,4
TOMAVE,atencion de partos en servicios,vaginales,2012-01-01,7,7
TOMINA,atencion de partos en servicios,vaginales,2012-01-01,5,5
TORO TORO,atencion de partos en servicios,vaginales,2012-01-01,3,3
TOTORA(CBBA),atencion de partos en servicios,vaginales,2012-01-01,16,16
TOTORA(ORR),atencion de partos en servicios,vaginales,2012-01-01,4,4
TRINIDAD,atencion de partos en servicios,vaginales,2012-01-01,185,185
TUPIZA,atencion de partos en servicios,vaginales,2012-01-01,51,51
TURCO,atencion de partos en servicios,vaginales,2012-01-01,2,2
UMALA,atencion de partos en servicios,vaginales,2012-01-01,4,4
UNCIA,atencion de partos en servicios,vaginales,2012-01-01,21,21
URIONDO (A. CONCEPCION),atencion de partos en servicios,vaginales,2012-01-01,10,10
URUBICHA,atencion de partos en servicios,vaginales,2012-01-01,6,6
UYUNI,atencion de partos en servicios,vaginales,2012-01-01,32,32
VACAS,atencion de partos en servicios,vaginales,2012-01-01,10,10
VALLEGRANDE,atencion de partos en servicios,vaginales,2012-01-01,18,18
VIACHA,atencion de partos en servicios,vaginales,2012-01-01,52,52
VILA VILA,atencion de partos en servicios,vaginales,2012-01-01,2,2
VILLA CHARCAS,atencion de partos en servicios,vaginales,2012-01-01,9,9
VILLA MONTES,atencion de partos en servicios,vaginales,2012-01-01,49,49
VILLA RIVERO,atencion de partos en servicios,vaginales,2012-01-01,1,1
VILLA SERRANO,atencion de partos en servicios,vaginales,2012-01-01,4,4
VILLA TUNARI,atencion de partos en servicios,vaginales,2012-01-01,93,93
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,vaginales,2012-01-01,12,12
VILLAZON,atencion de partos en servicios,vaginales,2012-01-01,51,51
VINTO,atencion de partos en servicios,vaginales,2012-01-01,89,89
VITICHI,atencion de partos en servicios,vaginales,2012-01-01,5,5
WARNES,atencion de partos en servicios,vaginales,2012-01-01,95,95
YACO,atencion de partos en servicios,vaginales,2012-01-01,1,1
YACUIBA,atencion de partos en servicios,vaginales,2012-01-01,122,122
YAMPARAEZ,atencion de partos en servicios,vaginales,2012-01-01,4,4
YANACACHI,atencion de partos en servicios,vaginales,2012-01-01,2,2
YAPACANI,atencion de partos en servicios,vaginales,2012-01-01,58,58
YOCALLA,atencion de partos en servicios,vaginales,2012-01-01,5,5
YOTALA,atencion de partos en servicios,vaginales,2012-01-01,7,7
YUNCHARA,atencion de partos en servicios,vaginales,2012-01-01,2,2
ZUDAÑEZ,atencion de partos en servicios,vaginales,2012-01-01,9,9
ACACIO,atencion de partos en servicios,vaginales,2012-02-01,3,3
ACHACACHI,atencion de partos en servicios,vaginales,2012-02-01,25,25
ACHOCALLA,atencion de partos en servicios,vaginales,2012-02-01,9,9
AIQUILE,atencion de partos en servicios,vaginales,2012-02-01,19,19
ALCALA,atencion de partos en servicios,vaginales,2012-02-01,2,2
ALTO BENI,atencion de partos en servicios,vaginales,2012-02-01,1,1
ANCORAIMES,atencion de partos en servicios,vaginales,2012-02-01,4,4
ANTEQUERA,atencion de partos en servicios,vaginales,2012-02-01,1,1
ANZALDO,atencion de partos en servicios,vaginales,2012-02-01,3,3
APOLO,atencion de partos en servicios,vaginales,2012-02-01,13,13
ARAMPAMPA,atencion de partos en servicios,vaginales,2012-02-01,1,1
ARANI,atencion de partos en servicios,vaginales,2012-02-01,7,7
ARBIETO,atencion de partos en servicios,vaginales,2012-02-01,6,6
ARQUE,atencion de partos en servicios,vaginales,2012-02-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,vaginales,2012-02-01,50,50
ATOCHA,atencion de partos en servicios,vaginales,2012-02-01,15,15
AYO AYO,atencion de partos en servicios,vaginales,2012-02-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,vaginales,2012-02-01,15,15
AZURDUY,atencion de partos en servicios,vaginales,2012-02-01,5,5
BATALLAS,atencion de partos en servicios,vaginales,2012-02-01,4,4
BAURES,atencion de partos en servicios,vaginales,2012-02-01,7,7
BELEN DE URMIRI,atencion de partos en servicios,vaginales,2012-02-01,2,2
BERMEJO,atencion de partos en servicios,vaginales,2012-02-01,25,25
BETANZOS,atencion de partos en servicios,vaginales,2012-02-01,22,22
BOYUIBE,atencion de partos en servicios,vaginales,2012-02-01,2,2
BUENA VISTA,atencion de partos en servicios,vaginales,2012-02-01,6,6
CABEZAS,atencion de partos en servicios,vaginales,2012-02-01,15,15
CAIROMA,atencion de partos en servicios,vaginales,2012-02-01,3,3
"CAIZA ""D""",atencion de partos en servicios,vaginales,2012-02-01,11,11
CAJUATA,atencion de partos en servicios,vaginales,2012-02-01,10,10
CALAMARCA,atencion de partos en servicios,vaginales,2012-02-01,9,9
CAMARGO,atencion de partos en servicios,vaginales,2012-02-01,14,14
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,vaginales,2012-02-01,1,1
CAMIRI,atencion de partos en servicios,vaginales,2012-02-01,45,45
CAPINOTA,atencion de partos en servicios,vaginales,2012-02-01,9,9
CARACOLLO,atencion de partos en servicios,vaginales,2012-02-01,15,15
CARANAVI,atencion de partos en servicios,vaginales,2012-02-01,63,63
CARAPARI,atencion de partos en servicios,vaginales,2012-02-01,11,11
CARIPUYO,atencion de partos en servicios,vaginales,2012-02-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en servicios,vaginales,2012-02-01,8,8
CHALLAPATA,atencion de partos en servicios,vaginales,2012-02-01,45,45
CHAQUI,atencion de partos en servicios,vaginales,2012-02-01,4,4
CHARAGUA,atencion de partos en servicios,vaginales,2012-02-01,44,44
CHAYANTA,atencion de partos en servicios,vaginales,2012-02-01,4,4
CHIMORE,atencion de partos en servicios,vaginales,2012-02-01,14,14
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,vaginales,2012-02-01,18,18
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,vaginales,2012-02-01,11,11
CKOCHAS,atencion de partos en servicios,vaginales,2012-02-01,2,2
CLIZA,atencion de partos en servicios,vaginales,2012-02-01,17,17
COBIJA,atencion de partos en servicios,vaginales,2012-02-01,95,95
COCAPATA,atencion de partos en servicios,vaginales,2012-02-01,12,12
COCHABAMBA,atencion de partos en servicios,vaginales,2012-02-01,841,841
COLCAPIRHUA,atencion de partos en servicios,vaginales,2012-02-01,34,34
"COLCHA ""K""",atencion de partos en servicios,vaginales,2012-02-01,3,3
COLLANA,atencion de partos en servicios,vaginales,2012-02-01,1,1
COLOMI,atencion de partos en servicios,vaginales,2012-02-01,16,16
COLPA BELGICA,atencion de partos en servicios,vaginales,2012-02-01,4,4
COLQUECHACA,atencion de partos en servicios,vaginales,2012-02-01,14,14
COLQUENCHA,atencion de partos en servicios,vaginales,2012-02-01,9,9
COLQUIRI,atencion de partos en servicios,vaginales,2012-02-01,8,8
COMARAPA,atencion de partos en servicios,vaginales,2012-02-01,24,24
CONCEPCION,atencion de partos en servicios,vaginales,2012-02-01,29,29
COPACABANA,atencion de partos en servicios,vaginales,2012-02-01,7,7
CORIPATA,atencion de partos en servicios,vaginales,2012-02-01,18,18
COROICO,atencion de partos en servicios,vaginales,2012-02-01,29,29
COTAGAITA,atencion de partos en servicios,vaginales,2012-02-01,14,14
COTOCA,atencion de partos en servicios,vaginales,2012-02-01,65,65
CUATRO CAÑADAS,atencion de partos en servicios,vaginales,2012-02-01,28,28
CULPINA,atencion de partos en servicios,vaginales,2012-02-01,10,10
CURAHUARA DE CARANGAS,atencion de partos en servicios,vaginales,2012-02-01,4,4
EL ALTO,atencion de partos en servicios,vaginales,2012-02-01,980,980
EL CHORO,atencion de partos en servicios,vaginales,2012-02-01,5,5
EL PUENTE(STC),atencion de partos en servicios,vaginales,2012-02-01,9,9
EL PUENTE(TJA),atencion de partos en servicios,vaginales,2012-02-01,11,11
EL TORNO,atencion de partos en servicios,vaginales,2012-02-01,48,48
EL VILLAR,atencion de partos en servicios,vaginales,2012-02-01,2,2
ENTRE RIOS TRJ,atencion de partos en servicios,vaginales,2012-02-01,15,15
ENTRE RIOS CBBA,atencion de partos en servicios,vaginales,2012-02-01,28,28
ESCOMA,atencion de partos en servicios,vaginales,2012-02-01,6,6
EUCALIPTUS,atencion de partos en servicios,vaginales,2012-02-01,6,6
EXALTACION,atencion de partos en servicios,vaginales,2012-02-01,3,3
FERNANDEZ ALONSO,atencion de partos en servicios,vaginales,2012-02-01,16,16
GENERAL SAAVEDRA,atencion de partos en servicios,vaginales,2012-02-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,vaginales,2012-02-01,3,3
GUANAY,atencion de partos en servicios,vaginales,2012-02-01,10,10
GUAQUI,atencion de partos en servicios,vaginales,2012-02-01,4,4
GUAYARAMERIN,atencion de partos en servicios,vaginales,2012-02-01,58,58
GUTIERREZ,atencion de partos en servicios,vaginales,2012-02-01,16,16
HUACARETA,atencion de partos en servicios,vaginales,2012-02-01,9,9
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,vaginales,2012-02-01,1,1
HUANUNI,atencion de partos en servicios,vaginales,2012-02-01,25,25
HUARACAJE,atencion de partos en servicios,vaginales,2012-02-01,5,5
HUAYLLAMARCA,atencion de partos en servicios,vaginales,2012-02-01,1,1
HUMANATA,atencion de partos en servicios,vaginales,2012-02-01,3,3
ICHOCA,atencion de partos en servicios,vaginales,2012-02-01,1,1
ICLA,atencion de partos en servicios,vaginales,2012-02-01,6,6
INCAHUASI,atencion de partos en servicios,vaginales,2012-02-01,4,4
INQUISIVI,atencion de partos en servicios,vaginales,2012-02-01,3,3
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,vaginales,2012-02-01,8,8
