municipality,group,variable,month,Nacidos muertos con peso menor a 2500g,TOTAL
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-01-01,2,2
UYUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-01-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-01-01,4,4
VILLAZON,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-01-01,2,2
WARNES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-01-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-01-01,3,3
YAPACANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-01-01,2,2
CAJUATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-02-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-02-01,14,14
COROICO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-02-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-02-01,15,15
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-02-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-02-01,46,46
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-02-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-02-01,4,4
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-02-01,3,3
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-02-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-02-01,5,5
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-02-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-02-01,1,1
SAN BUENA VENTURA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-02-01,1,1
SAN IGNACIO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-02-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-02-01,13,13
SIPE SIPE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-02-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-02-01,2,2
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-02-01,3,3
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-02-01,1,1
VALLEGRANDE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-02-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-02-01,2,2
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-02-01,3,3
VILLAZON,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-02-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-02-01,1,1
APOLO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,1,1
BETANZOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,13,13
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,7,7
EL TORNO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,2,2
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,13,13
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,1,1
MAIRANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,2,2
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,4,4
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,2,2
QUILLACOLLO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,20,20
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,3,3
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,3,3
TIQUIPAYA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-03-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,12,12
CONCEPCION,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,1,1
COTOCA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,1,1
CUATRO CAÑADAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,12,12
EL TORNO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,1,1
GUTIERREZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,2,2
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,8,8
MINEROS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,9,9
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,8,8
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,5,5
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,3,3
PUNATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,4,4
RURRENABAQUE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,14,14
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,2,2
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,2,2
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,3,3
VIACHA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,2,2
WARNES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,2,2
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,2,2
YAPACANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-04-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,3,3
CHARAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,20,20
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,10,10
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,2,2
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,10,10
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,1,1
MAPIRI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,1,1
MIZQUE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,2,2
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,7,7
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,5,5
PRESTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,2,2
SAN MIGUEL DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,64,64
SANTA ROSA DEL SARA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,2,2
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,6,6
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,1,1
TARVITA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,2,2
UYUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,1,1
VIACHA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-05-01,2,2
CAMIRI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-06-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-06-01,2,2
CHALLAPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-06-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-06-01,10,10
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-06-01,11,11
EL TORNO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-06-01,1,1
FILADELFIA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-06-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-06-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-06-01,9,9
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-06-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-06-01,10,10
PADILLA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-06-01,2,2
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-06-01,4,4
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-06-01,3,3
PUNATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-06-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-06-01,2,2
RURRENABAQUE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-06-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-06-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-06-01,9,9
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-06-01,2,2
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-06-01,13,13
TIQUIPAYA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-06-01,2,2
TUPIZA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-06-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,2,2
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,15,15
CUATRO CAÑADAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,18,18
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,2,2
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,14,14
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,1,1
MAGDALENA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,1,1
MAPIRI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,8,8
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,77,77
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,2,2
SACABA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,2,2
SAN JUAN DE YAPACANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,31,31
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,5,5
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,1,1
TOTORA(CBBA),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,2,2
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-07-01,5,5
AIQUILE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,2,2
CHALLAPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,2,2
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,3,3
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,5,5
COROICO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,2,2
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,31,31
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,1,1
INCAHUASI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,9,9
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,1,1
MAGDALENA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,4,4
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,3,3
PORTACHUELO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,3,3
RURRENABAQUE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,23,23
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,3,3
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,2,2
TOMINA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,4,4
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,2,2
VILLAZON,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-08-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-09-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-09-01,2,2
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-09-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-09-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-09-01,19,19
COROICO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-09-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-09-01,18,18
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-09-01,9,9
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-09-01,2,2
MAIRANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-09-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-09-01,4,4
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-09-01,7,7
PORTACHUELO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-09-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-09-01,2,2
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-09-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-09-01,26,26
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-09-01,5,5
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-09-01,3,3
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-09-01,2,2
TUPIZA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-09-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-09-01,2,2
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-09-01,2,2
WARNES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-09-01,2,2
ACHACACHI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-10-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-10-01,4,4
CHARAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-10-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-10-01,12,12
CONCEPCION,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-10-01,2,2
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-10-01,16,16
LA GUARDIA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-10-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-10-01,6,6
MINEROS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-10-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-10-01,6,6
PORONGO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-10-01,2,2
PUNATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-10-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-10-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-10-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-10-01,2,2
SAN LUCAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-10-01,24,24
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-10-01,6,6
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-10-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-10-01,2,2
VILLAZON,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-10-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-10-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-10-01,2,2
ACHACACHI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-11-01,1,1
CAMARGO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-11-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-11-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-11-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-11-01,13,13
COLOMI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-11-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-11-01,12,12
LA GUARDIA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-11-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-11-01,8,8
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-11-01,2,2
MAIRANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-11-01,1,1
MIZQUE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-11-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-11-01,2,2
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-11-01,5,5
PALOS BLANCOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-11-01,1,1
PORONGO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-11-01,2,2
PORTACHUELO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2021-11-01,1,1
