municipality,group,variable,month,Mujeres con visita de control en las 48 hrs siguientes al parto,TOTAL
BELLA FLOR,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
BERMEJO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,30,30
BETANZOS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,22,22
BOYUIBE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,2,2
BUENA VISTA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,9,9
CABEZAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,13,13
CAIROMA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,7,7
"CAIZA ""D""",atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,6,6
CAJUATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,18,18
CALACOTO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
CALAMARCA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,4,4
CAMARGO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,15,15
CAMIRI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,33,33
CAPINOTA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,9,9
CAQUIAVIRI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,2,2
CARACOLLO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,10,10
CARANAVI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,14,14
CARAPARI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,7,7
CARIPUYO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,4,4
CHALLAPATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,36,36
CHAQUI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,3,3
CHARAGUA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,26,26
CHAYANTA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,6,6
CHIMORE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,36,36
CHUA COCANI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,15,15
CHUMA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,8,8
CKOCHAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,9,9
CLIZA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,35,35
COBIJA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,43,43
COCAPATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,7,7
COCHABAMBA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,716,716
COLCAPIRHUA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,28,28
"COLCHA ""K""",atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
COLLANA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
COLOMI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,19,19
COLQUECHACA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,13,13
COLQUENCHA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,6,6
COLQUIRI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,3,3
COMARAPA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,30,30
CONCEPCION,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,32,32
COPACABANA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,6,6
CORIPATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,14,14
CORO CORO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
COROICO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,10,10
CORQUE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
COTAGAITA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,5,5
COTOCA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,52,52
CUATRO CAÑADAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,25,25
CUEVO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
CULPINA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,14,14
CURAHUARA DE CARANGAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
DESAGUADERO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,5,5
EL ALTO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,793,793
EL CHORO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,2,2
EL PUENTE(STC),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,3,3
EL PUENTE(TJA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,6,6
EL TORNO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,102,102
EL VILLAR,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,5,5
ENTRE RIOS TRJ,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,9,9
ENTRE RIOS CBBA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,20,20
ESCOMA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,2,2
FERNANDEZ ALONSO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
FILADELFIA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,3,3
GUANAY,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,13,13
GUAQUI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,3,3
GUAYARAMERIN,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,61,61
GUTIERREZ,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,4,4
HUACARETA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,7,7
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
HUACHACALLA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,4,4
HUANUNI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,14,14
HUARACAJE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
HUAYLLAMARCA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
ICLA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,5,5
INCAHUASI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,6,6
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,10,10
IXIAMAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,5,5
JESUS DE MACHACA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,4,4
LA ASUNTA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,46,46
LA GUARDIA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,51,51
LA PAZ,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,541,541
LAGUNILLAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
LAJA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
LAS CARRERAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
LICOMA PAMPA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,3,3
LLALLAGUA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,51,51
LLICA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,8,8
LORETO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
LURIBAY,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,3,3
MACHARETI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,6,6
MAGDALENA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,8,8
MAIRANA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,7,7
MAPIRI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,21,21
MECAPACA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,3,3
MINEROS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,4,4
MIZQUE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,21,21
MOCOMOCO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
MOJOCOYA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,6,6
MONTEAGUDO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,33,33
MONTERO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,50,50
MORO MORO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,3,3
MOROCHATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,6,6
OCURI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,5,5
OKINAWA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,8,8
OMEREQUE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,6,6
ORURO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,371,371
PADCAYA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,5,5
PADILLA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,14,14
PAILON,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,40,40
PALCA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,5,5
PALOS BLANCOS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,26,26
PAMPA AULLAGAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,2,2
PAMPA GRANDE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,4,4
PAPEL PAMPA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
PASORAPA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
PATACAMAYA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,31,31
PAZÑA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,4,4
PELECHUCO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
POCOATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,7,7
POCONA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,15,15
POJO (CBBA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,13,13
POOPO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,2,2
PORCO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,10,10
POROMA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,6,6
PORTACHUELO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,17,17
PORVENIR,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,2,2
POTOSI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,342,342
PRESTO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,3,3
PUCARANI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,15,15
PUERTO ACOSTA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
PUERTO GONZALO MORENO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,5,5
PUERTO QUIJARRO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,10,10
PUERTO RICO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,11,11
PUERTO SUAREZ,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,33,33
PUERTO VILLARROEL,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,129,129
PUNA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,12,12
PUNATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,93,93
QUIABAYA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,2,2
QUILLACOLLO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,170,170
QUIME,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,5,5
QUIRUSILLAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
RAQAYPAMPA(ETA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,2,2
RAVELO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,4,4
REYES,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,11,11
RIBERALTA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,227,227
ROBORE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,19,19
RURRENABAQUE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,13,13
SABAYA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
SACABA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,195,195
SACABAMBA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,2,2
SACACA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,15,15
SAIPINA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,5,5
SAMAIPATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,5,5
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,7,7
SAN BENITO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,5,5
SAN BORJA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,49,49
SAN BUENA VENTURA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,25,25
SAN CARLOS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,25,25
SAN IGNACIO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,19,19
SAN IGNACIO DE VELASCO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,42,42
SAN JAVIER(STC),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,29,29
SAN JOAQUIN,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,6,6
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,23,23
SAN JUAN DE YAPACANI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
SAN JULIAN,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,3,3
SAN LORENZO(PND),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,3,3
SAN LUCAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,26,26
SAN MATIAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,14,14
SAN MIGUEL DE VELASCO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,9,9
SAN PEDRO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,4,4
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,15,15
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,2,2
SAN PEDRO DE MACHA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,11,11
SAN PEDRO DE TIQUINA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
SAN RAFAEL,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,11,11
SAN RAMON BENI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,6,6
SAN RAMON SCZ,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,12,12
SANTA ANA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,33,33
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1573,1573
SANTA ROSA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
SANTA ROSA DEL SARA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,9,9
SANTIAGO DE HUARI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,2,2
SANTIAGO DE HUATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,5,5
SANTIVAÑES,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,4,4
SANTUARIO DE QUILLACAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,4,4
SAPAHAQUI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,3,3
SENA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,11,11
SHINAOTA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,34,34
SICA SICA (VILLA AROMA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,12,12
SICAYA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,3,3
SIPE SIPE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,45,45
SOPACHUY,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,10,10
SORACACHI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,2,2
SORATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,15,15
SUCRE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,190,190
TACACOMA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,5,5
TACOBAMBA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,2,2
TACOPAYA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,1,1
TAPACARI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,2,2
TARABUCO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,10,10
TARACO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,2,2
TARATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,3,3
TARIJA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,249,249
TARVITA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,12,12
TEOPONTE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,13,13
TIAHUANACU,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,13,13
TINGUIPAYA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,3,3
TIPUANI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,6,6
TIQUIPAYA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,40,40
TIRAQUE (CBBA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,22,22
TOCO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,7,7
TOLATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,3,3
TOLEDO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,3,3
TOMAVE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,3,3
TOMINA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,6,6
TORO TORO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,11,11
TOTORA(CBBA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,27,27
TRINIDAD,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,5,5
TUPIZA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2021-01-01,39,39
