municipality,group,variable,month,Partos atendidos por personal de salud calificado,TOTAL
SAN JAVIER(BNI),atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,29,29
SAN JOAQUIN,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,6,6
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,1,1
SAN JUAN DE YAPACANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,2,2
SAN JULIAN,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,46,46
SAN LORENZO(TJA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,1,1
SAN LUCAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,7,7
SAN MATIAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,3,3
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,6,6
SAN PEDRO DE MACHA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,2,2
SAN PEDRO DE TIQUINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,1,1
SAN RAMON BENI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,6,6
SAN RAMON SCZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,12,12
SANTA ANA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,33,33
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,856,856
SANTA ROSA DEL SARA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,1,1
SANTIAGO DE HUATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,4,4
SENA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,11,11
SICA SICA (VILLA AROMA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,2,2
SOPACHUY,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,1,1
SORATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,2,2
SUCRE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,59,59
TACACOMA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,2,2
TACOPAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,1,1
TARABUCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,1,1
TARIJA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,4,4
TARVITA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,3,3
TIAHUANACU,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,2,2
TINGUIPAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,3,3
TIQUIPAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,1,1
TOLEDO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,2,2
TOMAVE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,2,2
TOMINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,2,2
TOTORA(CBBA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,1,1
TRINIDAD,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,46,46
TUPIZA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,14,14
UMALA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,1,1
UNCIA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,1,1
URIONDO (A. CONCEPCION),atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,7,7
URUBICHA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,3,3
UYUNI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,5,5
VALLEGRANDE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,5,5
VIACHA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,7,7
VILA VILA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,2,2
VILLA CHARCAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,1,1
VILLA NUEVA (LOMA ALTA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,2,2
VILLA SERRANO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,1,1
VILLA TUNARI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,16,16
VITICHI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,1,1
WARNES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,32,32
YACUIBA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,5,5
YAMPARAEZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,4,4
YANACACHI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,1,1
YAPACANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,72,72
YOTALA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,7,7
YUNCHARA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,2,2
YUNGUYO DE LITORAL,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,1,1
ZUDAÑEZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-01-01,1,1
AIQUILE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
ALTO BENI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,47,47
AUCAPATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,4,4
AYO AYO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
AZURDUY,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
BATALLAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,2,2
BAURES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,5,5
BETANZOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,4,4
BOLPEBRA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
BUENA VISTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,7,7
"CAIZA ""D""",atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,2,2
CAJUATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,3,3
CALAMARCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
CAMARGO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
CAMIRI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,23,23
CARACOLLO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
CARANAVI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,8,8
CARAPARI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,4,4
CARMEN RIVERO TORREZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,5,5
CHALLAPATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,4,4
CHAQUI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
CHARAGUA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,13,13
CHIMORE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
COBIJA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,19,19
COCAPATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,6,6
COCHABAMBA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,166,166
"COLCHA ""K""",atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,3,3
COMARAPA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,23,23
COROICO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
COTAGAITA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,2,2
CUATRO CAÑADAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,16,16
CULPINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
EL ALTO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,30,30
EL CHORO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
EL PUENTE(STC),atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,3,3
EL PUENTE(TJA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,7,7
EL VILLAR,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,3,3
ENTRE RIOS TRJ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,19,19
FERNANDEZ ALONSO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,8,8
FILADELFIA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,4,4
GUAYARAMERIN,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,63,63
GUTIERREZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,11,11
HUACARETA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
HUARACAJE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
HUATAJATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,2,2
HUAYLLAMARCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,2,2
INGAVI (HUMAITA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
JESUS DE MACHACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,2,2
LA ASUNTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,10,10
LA PAZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,251,251
LAGUNILLAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,4,4
LAJA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,2,2
LURIBAY,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,2,2
MACHACAMARCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
MACHARETI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
MAGDALENA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,8,8
MECAPACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,4,4
MINEROS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,9,9
MIZQUE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,4,4
MOCOMOCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,4,4
MOJINETE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
MONTEAGUDO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,24,24
MONTERO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,104,104
MORO MORO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,3,3
MOROCHATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,3,3
OKINAWA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,8,8
ORURO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,32,32
PADCAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,2,2
PAILON,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,29,29
PALOS BLANCOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,9,9
PAMPA AULLAGAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
PAMPA GRANDE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,3,3
PAPEL PAMPA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
PASORAPA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
POCOATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,2,2
POCONA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,8,8
POJO (CBBA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
POROMA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,3,3
POSTRER VALLE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
POTOSI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,4,4
PUCARANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,2,2
PUERTO ACOSTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,2,2
PUERTO QUIJARRO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,10,10
PUERTO SILES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,2,2
PUERTO VILLARROEL,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
PUNA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
PUNATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,5,5
RAQAYPAMPA(ETA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,2,2
RAVELO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
ROBORE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,25,25
RURRENABAQUE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,24,24
SACABA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
SACACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,2,2
SAIPINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,2,2
SAN BENITO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,2,2
SAN BORJA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,8,8
SAN CARLOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,10,10
SAN IGNACIO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,8,8
SAN JAVIER(BNI),atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,20,20
SAN JOAQUIN,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,8,8
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
SAN JUAN DE YAPACANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,10,10
SAN JULIAN,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,49,49
SAN LORENZO(TJA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,9,9
SAN LUCAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,7,7
SAN MATIAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,2,2
SAN PEDRO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,5,5
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,3,3
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,3,3
SAN PEDRO DE MACHA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,3,3
SAN RAMON BENI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,7,7
SAN RAMON SCZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2021-02-01,11,11
