municipality,group,variable,month,Partos atendidos por proveedor calificado,TOTAL
COLCAPIRHUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,25,25
"COLCHA ""K""",atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,2,2
COLOMI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,18,18
COLPA BELGICA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,1,1
COLQUECHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,12,12
COLQUENCHA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,6,6
COLQUIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,3,3
CONCEPCION,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,32,32
COPACABANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,6,6
CORIPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,14,14
CORO CORO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,1,1
COROICO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,10,10
CORQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,1,1
COTAGAITA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,3,3
COTOCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,52,52
CULPINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,11,11
DESAGUADERO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,5,5
EL ALTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,773,773
EL PUENTE(STC),atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,4,4
EL PUENTE(TJA),atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,2,2
EL TORNO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,96,96
ENTRE RIOS TRJ,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,3,3
ENTRE RIOS CBBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,27,27
ESCOMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,1,1
GUANAY,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,13,13
GUAQUI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,3,3
GUAYARAMERIN,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,74,74
HUACARETA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,6,6
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,1,1
HUACHACALLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,3,3
HUANUNI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,14,14
HUAYLLAMARCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,1,1
ICLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,5,5
INCAHUASI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,6,6
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,10,10
IXIAMAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,5,5
JESUS DE MACHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,3,3
LA ASUNTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,32,32
LA GUARDIA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,47,47
LA PAZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,943,943
LAJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,1,1
LAS CARRERAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,1,1
LICOMA PAMPA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,2,2
LLALLAGUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,51,51
LLICA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,6,6
LURIBAY,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,1,1
MACHARETI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,4,4
MAIRANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,6,6
MAPIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,17,17
MIZQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,19,19
MOCOMOCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,1,1
MOJOCOYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,6,6
MONTEAGUDO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,4,4
MONTERO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,337,337
MOROCHATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,5,5
OCURI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,5,5
OKINAWA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,1,1
OMEREQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,6,6
ORURO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,448,448
PADCAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,3,3
PADILLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,14,14
PAILON,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,16,16
PALCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,4,4
PALOS BLANCOS,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,21,21
PAMPA AULLAGAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,1,1
PAPEL PAMPA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,1,1
PATACAMAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,31,31
PELECHUCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,1,1
POCOATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,3,3
POCONA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,1,1
POJO (CBBA),atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,12,12
POOPO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,2,2
PORCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,8,8
POROMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,5,5
PORTACHUELO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,17,17
PORVENIR,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,1,1
POTOSI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,368,368
PRESTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,3,3
PUCARANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,6,6
PUERTO GONZALO MORENO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,5,5
PUERTO RICO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,11,11
PUERTO VILLARROEL,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,128,128
PUNA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,4,4
PUNATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,82,82
QUIABAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,2,2
QUILLACOLLO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,170,170
QUIME,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,5,5
QUIRUSILLAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,1,1
RAQAYPAMPA(ETA),atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,2,2
RAVELO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,4,4
REYES,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,11,11
RIBERALTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,222,222
RURRENABAQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,11,11
SACABA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,194,194
SACACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,13,13
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,5,5
SAMAIPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,5,5
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,7,7
SAN BORJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,46,46
SAN BUENA VENTURA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,24,24
SAN CARLOS,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,9,9
SAN IGNACIO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,20,20
SAN IGNACIO DE VELASCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,90,90
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,23,23
SAN LORENZO(PND),atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,4,4
SAN LORENZO(TJA),atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,11,11
SAN LUCAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,19,19
SAN MATIAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,14,14
SAN MIGUEL DE VELASCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,15,15
SAN PEDRO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,9,9
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,2,2
SAN PEDRO DE MACHA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,9,9
SAN PEDRO DE QUEMES,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,1,1
SAN RAFAEL,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,12,12
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,1825,1825
SANTA ROSA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,9,9
SANTA ROSA DEL SARA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,9,9
SANTIAGO DE HUARI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,2,2
SANTIAGO DE HUATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,3,3
SANTIVAÑES,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,4,4
SAPAHAQUI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,3,3
SHINAOTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,33,33
SICA SICA (VILLA AROMA),atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,10,10
SICAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,3,3
SIPE SIPE,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,41,41
SOPACHUY,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,9,9
SORACACHI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,2,2
SORATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,13,13
SUCRE,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,334,334
TACACOMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,3,3
TACOBAMBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,2,2
TAPACARI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,2,2
TARABUCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,9,9
TARACO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,2,2
TARATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,3,3
TARIJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,310,310
TARVITA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,10,10
TEOPONTE,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,13,13
TIAHUANACU,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,11,11
TIPUANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,6,6
TIQUIPAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,38,38
TIRAQUE (CBBA),atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,22,22
TOCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,7,7
TOLATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,3,3
TOLEDO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,1,1
TOMAVE,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,1,1
TOMINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,4,4
TORO TORO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,11,11
TOTORA(CBBA),atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,26,26
TRINIDAD,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,163,163
TUPIZA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,25,25
TURCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,2,2
UNCIA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,7,7
UYUNI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,23,23
VACAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,6,6
VALLEGRANDE,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,10,10
VIACHA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,57,57
VILLA CHARCAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,15,15
VILLA MONTES,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,68,68
VILLA RIVERO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,1,1
VILLA SERRANO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,3,3
VILLA TUNARI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,124,124
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,3,3
VILLAZON,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,34,34
VINTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,42,42
VITICHI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,4,4
WALDO BALLIVIAN,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,1,1
WARNES,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,87,87
YACUIBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,123,123
YAMPARAEZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,3,3
YANACACHI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,2,2
YOCALLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,1,1
YUNCHARA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,1,1
ZUDAÑEZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-01-01,6,6
ACACIO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,1,1
ACHACACHI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,35,35
ACHOCALLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,6,6
AIQUILE,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,32,32
ALCALA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,1,1
ALTO BENI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,9,9
ANCORAIMES,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,5,5
ANDAMARCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,2,2
ANZALDO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,2,2
APOLO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,9,9
ARANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,2,2
ARBIETO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,6,6
ARQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,1,1
ATOCHA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,10,10
AYO AYO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,18,18
AZURDUY,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,5,5
BATALLAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,1,1
BELLA FLOR,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,3,3
BERMEJO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,48,48
BETANZOS,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,17,17
BOLIVAR,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,1,1
BOYUIBE,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,1,1
CABEZAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,21,21
CAIROMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,3,3
"CAIZA ""D""",atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,4,4
CAJUATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,19,19
CALAMARCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,2,2
CAMARGO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,24,24
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,4,4
CAMIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,39,39
CAPINOTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,13,13
CARACOLLO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,15,15
CARANAVI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,69,69
CARAPARI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,2,2
CARIPUYO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,5,5
CHALLAPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,40,40
CHAQUI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,2,2
CHARAGUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,22,22
CHARAÑA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,1,1
CHAYANTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,6,6
CHIMORE,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,21,21
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,14,14
CHUMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,3,3
CKOCHAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,3,3
CLIZA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,25,25
COBIJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,77,77
COCAPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,3,3
COCHABAMBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,940,940
COLCAPIRHUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,32,32
"COLCHA ""K""",atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,3,3
COLLANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,1,1
COLOMI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,29,29
COLPA BELGICA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,6,6
COLQUECHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,10,10
COLQUENCHA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,4,4
COLQUIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,7,7
CONCEPCION,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,33,33
COPACABANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,7,7
CORIPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,8,8
CORO CORO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,2,2
COROICO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,16,16
CORQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,1,1
COTAGAITA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,7,7
COTOCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,58,58
CUEVO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,1,1
CULPINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,9,9
DESAGUADERO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,4,4
EL ALTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,809,809
EL PUENTE(STC),atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,9,9
EL TORNO,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,75,75
ENTRE RIOS TRJ,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,2,2
ENTRE RIOS CBBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,44,44
ESCOMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,5,5
EUCALIPTUS,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,7,7
FILADELFIA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,2,2
GENERAL SAAVEDRA,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,2,2
GUANAY,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,9,9
GUAQUI,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,1,1
GUAYARAMERIN,atencion de partos en servicios,partos atendidos por proveedor calificado,2021-02-01,4,4
