municipality,group,variable,month,RN con corte tardío de Cordón Umbilical,TOTAL
BELLA FLOR,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,3,3
BOYUIBE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,1,1
"CAIZA ""D""",atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,4,4
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,5,5
CARIPUYO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,5,5
CHAQUI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,3,3
"COLCHA ""K""",atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,6,6
COROICO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,16,16
COTAGAITA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,1,1
CULPINA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,10,10
FERNANDEZ ALONSO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,3,3
FILADELFIA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,3,3
HUACHACALLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,1,1
HUANUNI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,14,14
ICLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,3,3
INCAHUASI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,6,6
LAS CARRERAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,2,2
MACHARETI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,3,3
MOJOCOYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,4,4
OCURI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,6,6
PADILLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,10,10
PORCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,4,4
POROMA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,11,11
POTOSI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,3,3
PRESTO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,1,1
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,1,1
SABAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,1,1
SACABA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,4,4
SAN BORJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,1,1
SAN JAVIER(BNI),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,2,2
SAN LUCAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,21,21
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,14,14
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,70,70
SENA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,4,4
SOPACHUY,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,6,6
SUCRE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,1,1
TARABUCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,13,13
TOMAVE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,6,6
TOMINA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,5,5
TORO TORO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,9,9
TOTORA(ORR),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,1,1
TUPIZA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,40,40
VILLA SERRANO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,3,3
VITICHI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,3,3
YAMPARAEZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,9,9
ZUDAÑEZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-02-01,4,4
ACACIO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,2,2
ARAMPAMPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,5,5
BELLA FLOR,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,3,3
BOYUIBE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,5,5
"CAIZA ""D""",atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,5,5
CARIPUYO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,4,4
CHALLAPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,2,2
CHAQUI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,3,3
CHAYANTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,3,3
COCHABAMBA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,1,1
"COLCHA ""K""",atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,2,2
COROICO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,19,19
CULPINA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,11,11
FERNANDEZ ALONSO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,13,13
FILADELFIA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,2,2
HUANUNI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,13,13
ICLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,2,2
INCAHUASI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,5,5
JESUS DE MACHACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,3,3
LA PAZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,13,13
LAS CARRERAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,1,1
MACHARETI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,3,3
MOJOCOYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,4,4
MONTEAGUDO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,2,2
OCURI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,10,10
PADILLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,9,9
PORCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,8,8
POROMA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,8,8
POTOSI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,2,2
PRESTO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,1,1
QUILLACOLLO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,1,1
ROBORE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,1,1
SABAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,1,1
SACABA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,9,9
SACACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,10,10
SAN JULIAN,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,39,39
SAN LORENZO(PND),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,1,1
SAN LUCAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,27,27
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,13,13
SAN PEDRO DE MACHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,96,96
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,2,2
SENA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,3,3
SOPACHUY,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,6,6
SUCRE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,1,1
TARABUCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,11,11
TOMAVE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,6,6
TOMINA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,7,7
TORO TORO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,5,5
TOTORA(ORR),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,2,2
TUPIZA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,32,32
VILLA SERRANO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,3,3
VITICHI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,6,6
YAMPARAEZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,8,8
ZUDAÑEZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-03-01,3,3
ACACIO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,2,2
BELEN DE URMIRI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,1,1
BOLPEBRA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,1,1
CABEZAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,3,3
CARIPUYO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,1,1
CHAQUI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,5,5
CKOCHAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,1,1
"COLCHA ""K""",atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,6,6
COLQUECHACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,16,16
COROICO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,33,33
CULPINA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,20,20
EL ALTO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,64,64
FILADELFIA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,1,1
HUANUNI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,12,12
HUMANATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,1,1
ICLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,4,4
INCAHUASI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,5,5
LA PAZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,18,18
MACHARETI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,1,1
MOCOMOCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,1,1
MOJOCOYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,3,3
OCURI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,12,12
PADILLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,9,9
PORCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,9,9
POROMA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,10,10
POTOSI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,56,56
PRESTO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,3,3
PUERTO RICO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,5,5
REYES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,18,18
ROBORE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,2,2
SABAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,2,2
SACABA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,14,14
SACACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,1,1
SAN BORJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,3,3
SAN IGNACIO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,1,1
SAN JULIAN,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,47,47
SAN LORENZO(PND),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,1,1
SAN LUCAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,17,17
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,16,16
SAN PEDRO DE MACHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,6,6
SAN RAMON SCZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,18,18
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,89,89
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,1,1
SOPACHUY,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,5,5
SUCRE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,2,2
TARABUCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,12,12
TOMAVE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,4,4
TOMINA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,5,5
TOTORA(ORR),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,1,1
TRIGAL,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,1,1
TRINIDAD,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,6,6
TUPIZA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,33,33
UNCIA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,6,6
URUBICHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,2,2
UYUNI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,3,3
VILLA SERRANO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,6,6
VITICHI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,4,4
YAMPARAEZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,6,6
ZUDAÑEZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-04-01,4,4
ACACIO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,1,1
AIQUILE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,14,14
ALCALA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,1,1
ANDAMARCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,2,2
ARAMPAMPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,40,40
BAURES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,6,6
BELLA FLOR,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,2,2
BOYUIBE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,1,1
CABEZAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,8,8
"CAIZA ""D""",atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,1,1
CAMARGO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,1,1
CARIPUYO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,1,1
CHAQUI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,5,5
CKOCHAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,6,6
COBIJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,21,21
"COLCHA ""K""",atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,2,2
COLQUENCHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,2,2
COROICO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,16,16
COTAGAITA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,1,1
CULPINA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,13,13
EL ALTO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,160,160
EL VILLAR,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,3,3
FILADELFIA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,1,1
HUACHACALLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,3,3
HUANUNI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,11,11
ICLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,4,4
INCAHUASI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,6,6
INGAVI (HUMAITA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,1,1
JESUS DE MACHACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,1,1
LA PAZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,2,2
LAS CARRERAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,5,5
LLICA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,1,1
MACHARETI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,2,2
MIZQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,9,9
MONTERO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,5,5
OCURI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,9,9
ORURO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,22,22
PADILLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,16,16
PAMPA AULLAGAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,1,1
PAMPA GRANDE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,5,5
PORCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,12,12
POROMA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,4,4
POTOSI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,56,56
PRESTO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,2,2
PUERTO RICO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,11,11
PUNA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,1,1
REYES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,20,20
ROBORE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,19,19
SABAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,1,1
SACABA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,9,9
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,5,5
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,8,8
SAN BORJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,9,9
SAN IGNACIO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,3,3
SAN JULIAN,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,2,2
SAN LORENZO(PND),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,6,6
SAN LUCAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,27,27
SAN MATIAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,26,26
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,13,13
SAN PEDRO DE MACHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,9,9
SAN RAMON SCZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,11,11
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,124,124
SANTIAGO DE CALLAPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,1,1
SAPAHAQUI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,1,1
SENA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,13,13
SOPACHUY,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,1,1
SUCRE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,4,4
TARABUCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,8,8
TARVITA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,5,5
TIQUIPAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,12,12
TOMAVE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,3,3
TOMINA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,5,5
TORO TORO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,5,5
TRINIDAD,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2021-05-01,5,5
