municipality,group,variable,month,RN con malformación congénita,TOTAL
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2021-02-01,10,10
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2021-02-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2021-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2021-02-01,6,6
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2021-02-01,2,2
TINGUIPAYA,atencion de partos en servicios,rn con malformacion congenita,2021-02-01,1,1
TIQUIPAYA,atencion de partos en servicios,rn con malformacion congenita,2021-02-01,1,1
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2021-02-01,2,2
YAPACANI,atencion de partos en servicios,rn con malformacion congenita,2021-02-01,1,1
BETANZOS,atencion de partos en servicios,rn con malformacion congenita,2021-03-01,1,1
CARANAVI,atencion de partos en servicios,rn con malformacion congenita,2021-03-01,1,1
COCAPATA,atencion de partos en servicios,rn con malformacion congenita,2021-03-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2021-03-01,2,2
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2021-03-01,1,1
GUAYARAMERIN,atencion de partos en servicios,rn con malformacion congenita,2021-03-01,1,1
LA ASUNTA,atencion de partos en servicios,rn con malformacion congenita,2021-03-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2021-03-01,5,5
MIZQUE,atencion de partos en servicios,rn con malformacion congenita,2021-03-01,2,2
ORURO,atencion de partos en servicios,rn con malformacion congenita,2021-03-01,1,1
PADILLA,atencion de partos en servicios,rn con malformacion congenita,2021-03-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2021-03-01,7,7
PUNA,atencion de partos en servicios,rn con malformacion congenita,2021-03-01,1,1
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2021-03-01,1,1
SACABAMBA,atencion de partos en servicios,rn con malformacion congenita,2021-03-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2021-03-01,1,1
SAN LUCAS,atencion de partos en servicios,rn con malformacion congenita,2021-03-01,1,1
SAN PEDRO,atencion de partos en servicios,rn con malformacion congenita,2021-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2021-03-01,7,7
SANTIAGO DE MACHACA,atencion de partos en servicios,rn con malformacion congenita,2021-03-01,1,1
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2021-03-01,3,3
TARVITA,atencion de partos en servicios,rn con malformacion congenita,2021-03-01,1,1
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2021-03-01,2,2
YOTALA,atencion de partos en servicios,rn con malformacion congenita,2021-03-01,1,1
CAMIRI,atencion de partos en servicios,rn con malformacion congenita,2021-04-01,1,1
COBIJA,atencion de partos en servicios,rn con malformacion congenita,2021-04-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2021-04-01,2,2
COLCAPIRHUA,atencion de partos en servicios,rn con malformacion congenita,2021-04-01,1,1
CONCEPCION,atencion de partos en servicios,rn con malformacion congenita,2021-04-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2021-04-01,4,4
EL PUENTE(STC),atencion de partos en servicios,rn con malformacion congenita,2021-04-01,1,1
GUAYARAMERIN,atencion de partos en servicios,rn con malformacion congenita,2021-04-01,5,5
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2021-04-01,5,5
MONTERO,atencion de partos en servicios,rn con malformacion congenita,2021-04-01,9,9
ORURO,atencion de partos en servicios,rn con malformacion congenita,2021-04-01,2,2
PALOS BLANCOS,atencion de partos en servicios,rn con malformacion congenita,2021-04-01,1,1
PORCO,atencion de partos en servicios,rn con malformacion congenita,2021-04-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2021-04-01,8,8
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con malformacion congenita,2021-04-01,1,1
PUNATA,atencion de partos en servicios,rn con malformacion congenita,2021-04-01,1,1
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2021-04-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2021-04-01,6,6
SAN BORJA,atencion de partos en servicios,rn con malformacion congenita,2021-04-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2021-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2021-04-01,1,1
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2021-04-01,3,3
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2021-04-01,1,1
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2021-04-01,2,2
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2021-04-01,1,1
YANACACHI,atencion de partos en servicios,rn con malformacion congenita,2021-04-01,1,1
APOLO,atencion de partos en servicios,rn con malformacion congenita,2021-05-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con malformacion congenita,2021-05-01,1,1
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2021-05-01,1,1
CAMIRI,atencion de partos en servicios,rn con malformacion congenita,2021-05-01,1,1
CAPINOTA,atencion de partos en servicios,rn con malformacion congenita,2021-05-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2021-05-01,19,19
COROICO,atencion de partos en servicios,rn con malformacion congenita,2021-05-01,1,1
CULPINA,atencion de partos en servicios,rn con malformacion congenita,2021-05-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2021-05-01,2,2
GUAYARAMERIN,atencion de partos en servicios,rn con malformacion congenita,2021-05-01,5,5
HUANUNI,atencion de partos en servicios,rn con malformacion congenita,2021-05-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2021-05-01,6,6
MAPIRI,atencion de partos en servicios,rn con malformacion congenita,2021-05-01,1,1
MIZQUE,atencion de partos en servicios,rn con malformacion congenita,2021-05-01,3,3
ORURO,atencion de partos en servicios,rn con malformacion congenita,2021-05-01,21,21
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2021-05-01,8,8
PUNATA,atencion de partos en servicios,rn con malformacion congenita,2021-05-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2021-05-01,10,10
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2021-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2021-05-01,8,8
SICA SICA (VILLA AROMA),atencion de partos en servicios,rn con malformacion congenita,2021-05-01,1,1
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2021-05-01,2,2
TARATA,atencion de partos en servicios,rn con malformacion congenita,2021-05-01,1,1
TARVITA,atencion de partos en servicios,rn con malformacion congenita,2021-05-01,1,1
TOLEDO,atencion de partos en servicios,rn con malformacion congenita,2021-05-01,1,1
VILLA MONTES,atencion de partos en servicios,rn con malformacion congenita,2021-05-01,2,2
YACUIBA,atencion de partos en servicios,rn con malformacion congenita,2021-05-01,1,1
ACACIO,atencion de partos en servicios,rn con malformacion congenita,2021-06-01,1,1
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2021-06-01,1,1
CARANAVI,atencion de partos en servicios,rn con malformacion congenita,2021-06-01,1,1
CHALLAPATA,atencion de partos en servicios,rn con malformacion congenita,2021-06-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2021-06-01,1,1
COLQUECHACA,atencion de partos en servicios,rn con malformacion congenita,2021-06-01,1,1
CONCEPCION,atencion de partos en servicios,rn con malformacion congenita,2021-06-01,1,1
CULPINA,atencion de partos en servicios,rn con malformacion congenita,2021-06-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2021-06-01,3,3
ENTRE RIOS TRJ,atencion de partos en servicios,rn con malformacion congenita,2021-06-01,1,1
GUAYARAMERIN,atencion de partos en servicios,rn con malformacion congenita,2021-06-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2021-06-01,7,7
LLALLAGUA,atencion de partos en servicios,rn con malformacion congenita,2021-06-01,1,1
OKINAWA,atencion de partos en servicios,rn con malformacion congenita,2021-06-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2021-06-01,1,1
PORCO,atencion de partos en servicios,rn con malformacion congenita,2021-06-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2021-06-01,14,14
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2021-06-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2021-06-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con malformacion congenita,2021-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2021-06-01,3,3
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2021-06-01,3,3
TIQUIPAYA,atencion de partos en servicios,rn con malformacion congenita,2021-06-01,1,1
UYUNI,atencion de partos en servicios,rn con malformacion congenita,2021-06-01,1,1
YACUIBA,atencion de partos en servicios,rn con malformacion congenita,2021-06-01,2,2
APOLO,atencion de partos en servicios,rn con malformacion congenita,2021-07-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con malformacion congenita,2021-07-01,1,1
BATALLAS,atencion de partos en servicios,rn con malformacion congenita,2021-07-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2021-07-01,1,1
COROICO,atencion de partos en servicios,rn con malformacion congenita,2021-07-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2021-07-01,6,6
ENTRE RIOS TRJ,atencion de partos en servicios,rn con malformacion congenita,2021-07-01,13,13
EXALTACION,atencion de partos en servicios,rn con malformacion congenita,2021-07-01,1,1
GUAYARAMERIN,atencion de partos en servicios,rn con malformacion congenita,2021-07-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2021-07-01,9,9
LORETO,atencion de partos en servicios,rn con malformacion congenita,2021-07-01,1,1
MONTERO,atencion de partos en servicios,rn con malformacion congenita,2021-07-01,2,2
ORURO,atencion de partos en servicios,rn con malformacion congenita,2021-07-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2021-07-01,4,4
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2021-07-01,6,6
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2021-07-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2021-07-01,7,7
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2021-07-01,8,8
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2021-07-01,4,4
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2021-07-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con malformacion congenita,2021-08-01,1,1
CLIZA,atencion de partos en servicios,rn con malformacion congenita,2021-08-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2021-08-01,5,5
CONCEPCION,atencion de partos en servicios,rn con malformacion congenita,2021-08-01,2,2
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2021-08-01,3,3
ENTRE RIOS CBBA,atencion de partos en servicios,rn con malformacion congenita,2021-08-01,2,2
GUAYARAMERIN,atencion de partos en servicios,rn con malformacion congenita,2021-08-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2021-08-01,19,19
ORURO,atencion de partos en servicios,rn con malformacion congenita,2021-08-01,101,101
PADILLA,atencion de partos en servicios,rn con malformacion congenita,2021-08-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2021-08-01,7,7
PUCARANI,atencion de partos en servicios,rn con malformacion congenita,2021-08-01,1,1
SACACA,atencion de partos en servicios,rn con malformacion congenita,2021-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2021-08-01,7,7
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2021-08-01,6,6
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2021-08-01,1,1
TORO TORO,atencion de partos en servicios,rn con malformacion congenita,2021-08-01,1,1
VALLEGRANDE,atencion de partos en servicios,rn con malformacion congenita,2021-08-01,1,1
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2021-08-01,1,1
YACUIBA,atencion de partos en servicios,rn con malformacion congenita,2021-08-01,1,1
CAJUATA,atencion de partos en servicios,rn con malformacion congenita,2021-09-01,1,1
CAMARGO,atencion de partos en servicios,rn con malformacion congenita,2021-09-01,1,1
CLIZA,atencion de partos en servicios,rn con malformacion congenita,2021-09-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2021-09-01,3,3
COMARAPA,atencion de partos en servicios,rn con malformacion congenita,2021-09-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2021-09-01,1,1
LA GUARDIA,atencion de partos en servicios,rn con malformacion congenita,2021-09-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2021-09-01,1,1
MAGDALENA,atencion de partos en servicios,rn con malformacion congenita,2021-09-01,1,1
OCURI,atencion de partos en servicios,rn con malformacion congenita,2021-09-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2021-09-01,2,2
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2021-09-01,5,5
PUCARANI,atencion de partos en servicios,rn con malformacion congenita,2021-09-01,1,1
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con malformacion congenita,2021-09-01,1,1
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2021-09-01,3,3
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2021-09-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2021-09-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2021-09-01,8,8
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2021-09-01,4,4
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2021-09-01,1,1
VILLA SERRANO,atencion de partos en servicios,rn con malformacion congenita,2021-09-01,1,1
CAMIRI,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,2,2
CHARAGUA,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,5,5
COMARAPA,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,1,1
COROICO,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,2,2
GUAYARAMERIN,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,3,3
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,11,11
MIZQUE,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,1,1
MONTERO,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,15,15
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,2,2
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,2,2
SACACA,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,1,1
SAN LUCAS,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,1,1
SAN PEDRO,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,6,6
SIPE SIPE,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,1,1
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,1,1
TACACOMA,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,1,1
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,1,1
TIQUIPAYA,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,1,1
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,1,1
VILLAZON,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,1,1
VINTO,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,1,1
YAMPARAEZ,atencion de partos en servicios,rn con malformacion congenita,2021-10-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2021-11-01,10,10
COMARAPA,atencion de partos en servicios,rn con malformacion congenita,2021-11-01,2,2
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2021-11-01,7,7
ENTRE RIOS CBBA,atencion de partos en servicios,rn con malformacion congenita,2021-11-01,1,1
GUAQUI,atencion de partos en servicios,rn con malformacion congenita,2021-11-01,1,1
GUAYARAMERIN,atencion de partos en servicios,rn con malformacion congenita,2021-11-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,rn con malformacion congenita,2021-11-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2021-11-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2021-11-01,100,100
PADILLA,atencion de partos en servicios,rn con malformacion congenita,2021-11-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2021-11-01,4,4
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2021-11-01,3,3
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2021-11-01,2,2
SACABA,atencion de partos en servicios,rn con malformacion congenita,2021-11-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con malformacion congenita,2021-11-01,1,1
SAN BORJA,atencion de partos en servicios,rn con malformacion congenita,2021-11-01,1,1
SAN MATIAS,atencion de partos en servicios,rn con malformacion congenita,2021-11-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2021-11-01,3,3
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2021-11-01,4,4
TIAHUANACU,atencion de partos en servicios,rn con malformacion congenita,2021-11-01,1,1
UMALA,atencion de partos en servicios,rn con malformacion congenita,2021-11-01,1,1
VILLAZON,atencion de partos en servicios,rn con malformacion congenita,2021-11-01,1,1
YAPACANI,atencion de partos en servicios,rn con malformacion congenita,2021-11-01,1,1
ACHACACHI,atencion de partos en servicios,rn con malformacion congenita,2021-12-01,1,1
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2021-12-01,2,2
CAMARGO,atencion de partos en servicios,rn con malformacion congenita,2021-12-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2021-12-01,3,3
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2021-12-01,4,4
ENTRE RIOS TRJ,atencion de partos en servicios,rn con malformacion congenita,2021-12-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,rn con malformacion congenita,2021-12-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2021-12-01,8,8
MIZQUE,atencion de partos en servicios,rn con malformacion congenita,2021-12-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2021-12-01,6,6
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2021-12-01,3,3
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2021-12-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2021-12-01,2,2
SANTA ANA,atencion de partos en servicios,rn con malformacion congenita,2021-12-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2021-12-01,9,9
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2021-12-01,4,4
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2021-12-01,1,1
TRINIDAD,atencion de partos en servicios,rn con malformacion congenita,2021-12-01,1,1
UNCIA,atencion de partos en servicios,rn con malformacion congenita,2021-12-01,2,2
VILLA CHARCAS,atencion de partos en servicios,rn con malformacion congenita,2021-12-01,1,1
VILLAZON,atencion de partos en servicios,rn con malformacion congenita,2021-12-01,1,1
YACUIBA,atencion de partos en servicios,rn con malformacion congenita,2021-12-01,1,1
