municipality,group,variable,month,Nacidos muertos,TOTAL
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2021-02-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2021-02-01,1,1
SAN BUENA VENTURA,atencion de partos en servicios,nacidos muertos,2021-02-01,2,2
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2021-02-01,1,1
SAN MATIAS,atencion de partos en servicios,nacidos muertos,2021-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2021-02-01,22,22
SIPE SIPE,atencion de partos en servicios,nacidos muertos,2021-02-01,1,1
SORATA,atencion de partos en servicios,nacidos muertos,2021-02-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2021-02-01,2,2
TARIJA,atencion de partos en servicios,nacidos muertos,2021-02-01,3,3
TRINIDAD,atencion de partos en servicios,nacidos muertos,2021-02-01,3,3
UYUNI,atencion de partos en servicios,nacidos muertos,2021-02-01,1,1
VALLEGRANDE,atencion de partos en servicios,nacidos muertos,2021-02-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2021-02-01,2,2
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2021-02-01,4,4
VILLAZON,atencion de partos en servicios,nacidos muertos,2021-02-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos,2021-02-01,1,1
APOLO,atencion de partos en servicios,nacidos muertos,2021-03-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2021-03-01,1,1
ATOCHA,atencion de partos en servicios,nacidos muertos,2021-03-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos,2021-03-01,1,1
BETANZOS,atencion de partos en servicios,nacidos muertos,2021-03-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2021-03-01,2,2
CHARAGUA,atencion de partos en servicios,nacidos muertos,2021-03-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2021-03-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2021-03-01,12,12
EL ALTO,atencion de partos en servicios,nacidos muertos,2021-03-01,18,18
EL TORNO,atencion de partos en servicios,nacidos muertos,2021-03-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos muertos,2021-03-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2021-03-01,3,3
JESUS DE MACHACA,atencion de partos en servicios,nacidos muertos,2021-03-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2021-03-01,20,20
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2021-03-01,2,2
MAIRANA,atencion de partos en servicios,nacidos muertos,2021-03-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2021-03-01,4,4
ORURO,atencion de partos en servicios,nacidos muertos,2021-03-01,4,4
PATACAMAYA,atencion de partos en servicios,nacidos muertos,2021-03-01,1,1
PAZÑA,atencion de partos en servicios,nacidos muertos,2021-03-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2021-03-01,7,7
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2021-03-01,3,3
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2021-03-01,3,3
RIBERALTA,atencion de partos en servicios,nacidos muertos,2021-03-01,3,3
ROBORE,atencion de partos en servicios,nacidos muertos,2021-03-01,1,1
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2021-03-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos,2021-03-01,1,1
SACACA,atencion de partos en servicios,nacidos muertos,2021-03-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2021-03-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2021-03-01,32,32
SUCRE,atencion de partos en servicios,nacidos muertos,2021-03-01,3,3
TARATA,atencion de partos en servicios,nacidos muertos,2021-03-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos,2021-03-01,4,4
TIQUIPAYA,atencion de partos en servicios,nacidos muertos,2021-03-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2021-03-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2021-03-01,2,2
YAPACANI,atencion de partos en servicios,nacidos muertos,2021-03-01,2,2
ACHACACHI,atencion de partos en servicios,nacidos muertos,2021-04-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos,2021-04-01,1,1
CAMARGO,atencion de partos en servicios,nacidos muertos,2021-04-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2021-04-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos,2021-04-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2021-04-01,19,19
COMARAPA,atencion de partos en servicios,nacidos muertos,2021-04-01,1,1
COTOCA,atencion de partos en servicios,nacidos muertos,2021-04-01,1,1
CUATRO CAÑADAS,atencion de partos en servicios,nacidos muertos,2021-04-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2021-04-01,22,22
EL TORNO,atencion de partos en servicios,nacidos muertos,2021-04-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2021-04-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos muertos,2021-04-01,1,1
LA GUARDIA,atencion de partos en servicios,nacidos muertos,2021-04-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2021-04-01,12,12
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2021-04-01,2,2
MAGDALENA,atencion de partos en servicios,nacidos muertos,2021-04-01,3,3
MINEROS,atencion de partos en servicios,nacidos muertos,2021-04-01,2,2
MIZQUE,atencion de partos en servicios,nacidos muertos,2021-04-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2021-04-01,18,18
ORURO,atencion de partos en servicios,nacidos muertos,2021-04-01,11,11
PATACAMAYA,atencion de partos en servicios,nacidos muertos,2021-04-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2021-04-01,6,6
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2021-04-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2021-04-01,3,3
PUNATA,atencion de partos en servicios,nacidos muertos,2021-04-01,2,2
RIBERALTA,atencion de partos en servicios,nacidos muertos,2021-04-01,7,7
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2021-04-01,1,1
SAN CARLOS,atencion de partos en servicios,nacidos muertos,2021-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2021-04-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos,2021-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2021-04-01,32,32
SUCRE,atencion de partos en servicios,nacidos muertos,2021-04-01,2,2
TARIJA,atencion de partos en servicios,nacidos muertos,2021-04-01,2,2
TRINIDAD,atencion de partos en servicios,nacidos muertos,2021-04-01,5,5
VIACHA,atencion de partos en servicios,nacidos muertos,2021-04-01,3,3
VILLAZON,atencion de partos en servicios,nacidos muertos,2021-04-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos,2021-04-01,4,4
YAPACANI,atencion de partos en servicios,nacidos muertos,2021-04-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos,2021-05-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2021-05-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2021-05-01,3,3
CARANAVI,atencion de partos en servicios,nacidos muertos,2021-05-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2021-05-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos,2021-05-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2021-05-01,24,24
EL ALTO,atencion de partos en servicios,nacidos muertos,2021-05-01,18,18
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos muertos,2021-05-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2021-05-01,3,3
INQUISIVI,atencion de partos en servicios,nacidos muertos,2021-05-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2021-05-01,16,16
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2021-05-01,2,2
MAPIRI,atencion de partos en servicios,nacidos muertos,2021-05-01,2,2
MIZQUE,atencion de partos en servicios,nacidos muertos,2021-05-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2021-05-01,4,4
ORURO,atencion de partos en servicios,nacidos muertos,2021-05-01,3,3
POTOSI,atencion de partos en servicios,nacidos muertos,2021-05-01,10,10
PRESTO,atencion de partos en servicios,nacidos muertos,2021-05-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2021-05-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2021-05-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2021-05-01,2,2
REYES,atencion de partos en servicios,nacidos muertos,2021-05-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2021-05-01,3,3
SAN MIGUEL DE VELASCO,atencion de partos en servicios,nacidos muertos,2021-05-01,1,1
SAN RAMON BENI,atencion de partos en servicios,nacidos muertos,2021-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2021-05-01,29,29
SUCRE,atencion de partos en servicios,nacidos muertos,2021-05-01,5,5
TARIJA,atencion de partos en servicios,nacidos muertos,2021-05-01,2,2
TARVITA,atencion de partos en servicios,nacidos muertos,2021-05-01,2,2
TIAHUANACU,atencion de partos en servicios,nacidos muertos,2021-05-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2021-05-01,3,3
UYUNI,atencion de partos en servicios,nacidos muertos,2021-05-01,2,2
VIACHA,atencion de partos en servicios,nacidos muertos,2021-05-01,2,2
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2021-05-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2021-05-01,1,1
APOLO,atencion de partos en servicios,nacidos muertos,2021-06-01,1,1
BUENA VISTA,atencion de partos en servicios,nacidos muertos,2021-06-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2021-06-01,3,3
CARANAVI,atencion de partos en servicios,nacidos muertos,2021-06-01,4,4
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2021-06-01,4,4
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2021-06-01,17,17
COTOCA,atencion de partos en servicios,nacidos muertos,2021-06-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2021-06-01,24,24
EL TORNO,atencion de partos en servicios,nacidos muertos,2021-06-01,1,1
EUCALIPTUS,atencion de partos en servicios,nacidos muertos,2021-06-01,1,1
FILADELFIA,atencion de partos en servicios,nacidos muertos,2021-06-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2021-06-01,1,1
HUACARETA,atencion de partos en servicios,nacidos muertos,2021-06-01,1,1
HUANUNI,atencion de partos en servicios,nacidos muertos,2021-06-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos muertos,2021-06-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2021-06-01,12,12
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2021-06-01,1,1
MINEROS,atencion de partos en servicios,nacidos muertos,2021-06-01,1,1
MIZQUE,atencion de partos en servicios,nacidos muertos,2021-06-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos,2021-06-01,4,4
PADILLA,atencion de partos en servicios,nacidos muertos,2021-06-01,2,2
POTOSI,atencion de partos en servicios,nacidos muertos,2021-06-01,8,8
PUCARANI,atencion de partos en servicios,nacidos muertos,2021-06-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2021-06-01,3,3
PUNATA,atencion de partos en servicios,nacidos muertos,2021-06-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2021-06-01,2,2
ROBORE,atencion de partos en servicios,nacidos muertos,2021-06-01,1,1
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2021-06-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2021-06-01,2,2
SAN LUCAS,atencion de partos en servicios,nacidos muertos,2021-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2021-06-01,20,20
SANTA ROSA,atencion de partos en servicios,nacidos muertos,2021-06-01,1,1
SHINAOTA,atencion de partos en servicios,nacidos muertos,2021-06-01,1,1
SIPE SIPE,atencion de partos en servicios,nacidos muertos,2021-06-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2021-06-01,3,3
TACOPAYA,atencion de partos en servicios,nacidos muertos,2021-06-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos,2021-06-01,2,2
TIQUIPAYA,atencion de partos en servicios,nacidos muertos,2021-06-01,2,2
TORO TORO,atencion de partos en servicios,nacidos muertos,2021-06-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2021-06-01,1,1
TUPIZA,atencion de partos en servicios,nacidos muertos,2021-06-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos,2021-06-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos,2021-06-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos,2021-07-01,2,2
AIQUILE,atencion de partos en servicios,nacidos muertos,2021-07-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2021-07-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos,2021-07-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2021-07-01,4,4
CARANAVI,atencion de partos en servicios,nacidos muertos,2021-07-01,3,3
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2021-07-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos,2021-07-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2021-07-01,3,3
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2021-07-01,19,19
COLOMI,atencion de partos en servicios,nacidos muertos,2021-07-01,1,1
COROICO,atencion de partos en servicios,nacidos muertos,2021-07-01,1,1
CUATRO CAÑADAS,atencion de partos en servicios,nacidos muertos,2021-07-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2021-07-01,16,16
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos muertos,2021-07-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2021-07-01,3,3
LA PAZ,atencion de partos en servicios,nacidos muertos,2021-07-01,20,20
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2021-07-01,1,1
LORETO,atencion de partos en servicios,nacidos muertos,2021-07-01,1,1
MAGDALENA,atencion de partos en servicios,nacidos muertos,2021-07-01,1,1
MAPIRI,atencion de partos en servicios,nacidos muertos,2021-07-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2021-07-01,8,8
ORURO,atencion de partos en servicios,nacidos muertos,2021-07-01,4,4
PATACAMAYA,atencion de partos en servicios,nacidos muertos,2021-07-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2021-07-01,3,3
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2021-07-01,1,1
PUNATA,atencion de partos en servicios,nacidos muertos,2021-07-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2021-07-01,4,4
SACABA,atencion de partos en servicios,nacidos muertos,2021-07-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2021-07-01,41,41
SHINAOTA,atencion de partos en servicios,nacidos muertos,2021-07-01,1,1
SORATA,atencion de partos en servicios,nacidos muertos,2021-07-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2021-07-01,5,5
TARIJA,atencion de partos en servicios,nacidos muertos,2021-07-01,8,8
TOTORA(CBBA),atencion de partos en servicios,nacidos muertos,2021-07-01,2,2
TRINIDAD,atencion de partos en servicios,nacidos muertos,2021-07-01,3,3
UYUNI,atencion de partos en servicios,nacidos muertos,2021-07-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2021-07-01,2,2
VILLAZON,atencion de partos en servicios,nacidos muertos,2021-07-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos,2021-07-01,2,2
YACUIBA,atencion de partos en servicios,nacidos muertos,2021-07-01,1,1
YOTALA,atencion de partos en servicios,nacidos muertos,2021-07-01,1,1
AIQUILE,atencion de partos en servicios,nacidos muertos,2021-08-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2021-08-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2021-08-01,4,4
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2021-08-01,2,2
CLIZA,atencion de partos en servicios,nacidos muertos,2021-08-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2021-08-01,3,3
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2021-08-01,59,59
COROICO,atencion de partos en servicios,nacidos muertos,2021-08-01,2,2
EL ALTO,atencion de partos en servicios,nacidos muertos,2021-08-01,23,23
EL TORNO,atencion de partos en servicios,nacidos muertos,2021-08-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos muertos,2021-08-01,1,1
GUTIERREZ,atencion de partos en servicios,nacidos muertos,2021-08-01,1,1
INCAHUASI,atencion de partos en servicios,nacidos muertos,2021-08-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2021-08-01,14,14
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2021-08-01,2,2
MAGDALENA,atencion de partos en servicios,nacidos muertos,2021-08-01,1,1
MAIRANA,atencion de partos en servicios,nacidos muertos,2021-08-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos,2021-08-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2021-08-01,9,9
ORURO,atencion de partos en servicios,nacidos muertos,2021-08-01,9,9
PADILLA,atencion de partos en servicios,nacidos muertos,2021-08-01,1,1
PORTACHUELO,atencion de partos en servicios,nacidos muertos,2021-08-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2021-08-01,3,3
PUNATA,atencion de partos en servicios,nacidos muertos,2021-08-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2021-08-01,1,1
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2021-08-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos,2021-08-01,2,2
SAN BORJA,atencion de partos en servicios,nacidos muertos,2021-08-01,4,4
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2021-08-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos muertos,2021-08-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos,2021-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2021-08-01,26,26
SUCRE,atencion de partos en servicios,nacidos muertos,2021-08-01,6,6
TARIJA,atencion de partos en servicios,nacidos muertos,2021-08-01,2,2
TOMINA,atencion de partos en servicios,nacidos muertos,2021-08-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2021-08-01,4,4
UNCIA,atencion de partos en servicios,nacidos muertos,2021-08-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos,2021-08-01,1,1
VIACHA,atencion de partos en servicios,nacidos muertos,2021-08-01,1,1
VILLA CHARCAS,atencion de partos en servicios,nacidos muertos,2021-08-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2021-08-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2021-08-01,5,5
VILLAZON,atencion de partos en servicios,nacidos muertos,2021-08-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos,2021-08-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos,2021-09-01,1,1
AIQUILE,atencion de partos en servicios,nacidos muertos,2021-09-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2021-09-01,2,2
BERMEJO,atencion de partos en servicios,nacidos muertos,2021-09-01,1,1
CAPINOTA,atencion de partos en servicios,nacidos muertos,2021-09-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2021-09-01,2,2
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2021-09-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2021-09-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2021-09-01,26,26
CONCEPCION,atencion de partos en servicios,nacidos muertos,2021-09-01,1,1
COROICO,atencion de partos en servicios,nacidos muertos,2021-09-01,1,1
COTOCA,atencion de partos en servicios,nacidos muertos,2021-09-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2021-09-01,28,28
LA PAZ,atencion de partos en servicios,nacidos muertos,2021-09-01,15,15
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2021-09-01,2,2
MAGDALENA,atencion de partos en servicios,nacidos muertos,2021-09-01,1,1
MAIRANA,atencion de partos en servicios,nacidos muertos,2021-09-01,1,1
MIZQUE,atencion de partos en servicios,nacidos muertos,2021-09-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2021-09-01,7,7
ORURO,atencion de partos en servicios,nacidos muertos,2021-09-01,8,8
PORTACHUELO,atencion de partos en servicios,nacidos muertos,2021-09-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2021-09-01,7,7
PUNATA,atencion de partos en servicios,nacidos muertos,2021-09-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2021-09-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2021-09-01,3,3
ROBORE,atencion de partos en servicios,nacidos muertos,2021-09-01,2,2
SACABA,atencion de partos en servicios,nacidos muertos,2021-09-01,3,3
SACABAMBA,atencion de partos en servicios,nacidos muertos,2021-09-01,1,1
SAIPINA,atencion de partos en servicios,nacidos muertos,2021-09-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2021-09-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos muertos,2021-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2021-09-01,31,31
SUCRE,atencion de partos en servicios,nacidos muertos,2021-09-01,6,6
TARIJA,atencion de partos en servicios,nacidos muertos,2021-09-01,4,4
TRINIDAD,atencion de partos en servicios,nacidos muertos,2021-09-01,4,4
TUPIZA,atencion de partos en servicios,nacidos muertos,2021-09-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2021-09-01,2,2
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2021-09-01,2,2
WARNES,atencion de partos en servicios,nacidos muertos,2021-09-01,3,3
ACHACACHI,atencion de partos en servicios,nacidos muertos,2021-10-01,1,1
AIQUILE,atencion de partos en servicios,nacidos muertos,2021-10-01,2,2
BERMEJO,atencion de partos en servicios,nacidos muertos,2021-10-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2021-10-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2021-10-01,8,8
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2021-10-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos,2021-10-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2021-10-01,17,17
CONCEPCION,atencion de partos en servicios,nacidos muertos,2021-10-01,2,2
COROICO,atencion de partos en servicios,nacidos muertos,2021-10-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2021-10-01,20,20
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,nacidos muertos,2021-10-01,1,1
LA GUARDIA,atencion de partos en servicios,nacidos muertos,2021-10-01,1,1
