,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL A. < 15,MUJERES CON 4TA CONSULTA PRENATAL A. < 15,MUJERES CON 4TA CONSULTA PRENATAL B. 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL B. 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL C. 20 - 34,MUJERES CON 4TA CONSULTA PRENATAL C. 20 - 34,MUJERES CON 4TA CONSULTA PRENATAL D. 35 - 49,MUJERES CON 4TA CONSULTA PRENATAL D. 35 - 49,MUJERES CON 4TA CONSULTA PRENATAL E. 50 Y +,MUJERES CON 4TA CONSULTA PRENATAL E. 50 Y +,TOTALES
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,1,0,0,0,0,0,2
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,6,0,0,0,0,0,7
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,7,0,0,0,0,0,8
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,8,0,14,1,2,0,0,0,25
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,10,1,2,0,0,0,14
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,4,0,1,0,0,0,5
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,4,0,6,0,0,0,0,0,10
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,2,0,1,1,2,0,0,0,6
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,4,1,15,1,2,1,0,0,24
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,1,0,3,0,24,1,1,0,0,0,30
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,0,1,1,0,0,0,2
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,11,2,47,0,8,0,0,0,68
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,4,0,18,0,1,0,0,0,23
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,2,0,2,0,0,0,0,0,4
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,6,1,16,0,3,0,0,0,26
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,7,0,57,0,13,0,0,0,77
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,2,0,15,0,3,0,0,0,20
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,1,0,0,0,0,0,2
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,4,0,1,0,0,0,5
CHACARILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,1,0,0,0,0,0,2
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,5,0,25,4,3,3,0,0,40
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,3,0,2,0,0,0,6
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,6,0,18,0,1,1,0,0,26
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,4,0,7,1,2,0,1,0,15
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,6,3,9,5,5,0,0,0,28
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,1,0,0,0,0,0,2
CHOQUE COTA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,0,0,1,0,0,0,1
CHUA COCANI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,8,0,0,0,0,0,8
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,2,0,16,0,3,0,3,0,0,0,24
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,1,4,0,1,0,0,0,6
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,1,1,1,0,0,0,3
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,2,2,4,0,0,0,9
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,3,0,9,0,3,1,0,0,16
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,1,0,22,0,96,0,28,0,0,0,147
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,2,2,7,2,1,1,0,0,15
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,3,0,105,0,750,1,182,0,0,0,1041
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,10,0,96,2,19,0,0,0,127
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,3,0,8,1,4,1,0,0,17
COLLANA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,0,0,1,0,0,0,1
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,7,0,17,1,4,0,0,0,29
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,4,0,5,0,1,0,0,0,10
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,9,1,17,3,4,1,0,0,35
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,7,0,1,0,0,0,9
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,3,6,4,9,0,1,0,0,23
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,1,0,6,0,19,1,2,0,0,0,29
COMBAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,1,0,0,0,0,0,1
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,7,0,19,0,6,1,0,0,33
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,3,0,11,0,1,0,0,0,15
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,2,0,13,0,1,0,0,0,16
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,2,0,1,0,0,0,3
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,2,0,8,0,5,0,0,0,15
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,1,1,0,3,2,1,0,0,0,8
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,6,1,7,1,1,0,0,0,16
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,30,0,66,0,5,0,0,0,101
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,5,0,15,1,2,0,0,0,23
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,1,0,0,0,0,0,1
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,3,0,0,0,0,0,3
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,11,2,4,0,0,0,18
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,1,0,0,0,0,0,2
CURVA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,2,0,0,0,0,0,0,2
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,13,0,0,0,0,0,13
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,5,0,148,27,872,170,178,23,0,0,1423
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,1,1,0,0,0,0,2
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,3,0,12,0,0,0,0,0,15
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,2,0,5,0,2,0,0,0,9
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,18,0,43,0,125,4,60,1,0,0,251
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,2,0,2,0,0,0,4
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,4,2,11,0,4,0,0,0,21
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,1,0,22,1,27,0,3,0,0,0,54
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,5,0,0,0,0,0,5
ESMERALDA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,0,1,0,0,0,0,1
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,1,1,0,0,0,0,0,3
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,0,0,0,0,0,0,1
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,1,0,0,0,0,0,2
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,3,0,10,0,1,0,0,0,14
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,4,0,5,0,0,0,0,0,9
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,1,0,7,0,18,0,2,0,0,0,28
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,5,0,0,0,0,0,6
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,4,1,15,2,4,1,0,0,27
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,2,0,4,0,1,0,0,0,7
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,2,0,26,0,60,0,5,0,0,0,93
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,8,0,15,4,3,0,0,0,30
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,2,1,0,2,1,0,0,6
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,1,1,0,0,0,0,0,2
HUACHACALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,2,0,0,0,0,0,0,0,2
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,15,0,1,0,0,0,17
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,4,0,1,0,0,0,6
HUARINA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,1,0,0,0,10,1,2,0,0,0,14
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,2,0,0,0,0,0,2
HUMANATA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,0,0,0,0,0,0,1
ICHOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,1,0,3,0,1,0,0,5
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,3,0,0,0,0,0,3
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,1,1,2,1,1,0,0,6
INGAVI (HUMAITA),consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,2,0,0,0,0,0,2
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,4,1,2,1,0,1,0,0,9
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,6,0,2,0,0,0,9
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,4,1,2,0,2,0,0,0,9
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,2,0,0,0,0,0,3
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,14,1,38,2,3,0,0,0,58
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,1,0,25,0,80,0,11,0,0,0,117
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,1,0,104,0,820,0,169,0,0,0,1094
LA RIVERA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,2,0,0,0,0,0,2
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,9,0,0,0,0,0,10
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,6,1,10,0,0,0,0,0,17
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,2,0,0,0,0,0,2
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,1,0,0,0,0,0,1
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,1,0,8,1,51,2,5,0,0,0,68
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,2,1,0,0,0,0,3
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,3,0,2,0,0,0,0,0,5
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,2,0,4,0,0,0,0,0,6
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,5,0,0,0,0,0,6
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,1,0,5,0,7,0,2,0,0,0,15
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,2,0,15,0,26,0,1,0,0,0,44
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,3,0,6,0,2,0,0,0,11
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,2,0,0,1,0,0,0,0,3
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,4,0,13,1,6,1,0,0,25
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,9,1,2,1,0,0,13
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,9,1,18,1,3,0,0,0,32
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,1,0,13,0,14,2,9,0,0,0,39
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,2,0,5,0,1,0,0,0,8
MOJINETE,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,0,1,0,0,0,0,1
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,2,0,2,0,1,0,0,0,5
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,2,0,18,0,3,0,0,0,23
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,2,0,35,2,134,28,23,7,0,0,231
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,1,0,0,0,0,0,1
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,5,1,3,0,0,0,0,0,9
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,3,0,0,0,0,0,4
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,2,0,2,0,0,0,0,0,4
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,4,3,1,3,0,0,12
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,6,0,27,0,0,0,0,0,33
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,3,1,0,0,0,0,5
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,76,2,401,2,78,0,0,0,559
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,5,0,17,0,6,1,0,0,29
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,7,1,1,0,0,0,10
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,9,0,30,0,4,0,0,0,43
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,4,0,10,0,1,0,0,0,15
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,10,0,34,0,7,0,0,0,51
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,2,0,0,0,0,0,2
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,5,0,6,0,2,0,0,0,13
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,2,0,2,0,0,0,0,0,4
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,3,0,10,0,0,0,0,0,13
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,4,0,0,0,0,0,4
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,3,0,1,0,0,0,4
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,1,4,5,6,4,0,0,21
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,4,0,5,0,1,0,0,0,10
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,9,0,16,0,6,0,0,0,31
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,9,0,0,0,0,0,10
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,3,0,7,0,1,0,0,0,11
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,6,2,3,0,0,0,11
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,1,4,12,1,1,0,0,19
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,3,0,7,0,21,0,0,0,0,0,31
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,3,0,9,0,0,0,0,0,12
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,4,0,66,10,255,9,37,1,0,0,382
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,3,1,2,0,0,0,6
PUCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,2,0,0,0,0,0,3
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,6,0,15,1,3,0,0,0,25
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,0,1,0,0,0,0,1
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,1,5,2,4,0,0,0,13
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,5,0,6,2,1,0,0,0,14
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,1,0,0,0,0,0,1
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,9,0,2,0,0,0,11
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,8,0,7,0,1,0,0,0,16
PUERTO SILES,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,1,0,0,0,0,0,2
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,6,0,30,0,1,0,0,0,37
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,3,0,32,0,57,0,10,0,0,0,102
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,3,0,9,2,3,0,0,0,17
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,3,0,29,0,5,0,0,0,37
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,2,0,0,0,0,0,2
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,41,2,141,22,32,3,0,0,241
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,11,0,1,0,0,0,13
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,2,0,2,2,3,0,0,0,9
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,7,0,15,0,0,0,0,0,22
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,6,0,64,0,142,0,21,0,0,0,233
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,3,0,12,0,2,0,0,0,17
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,2,0,12,0,48,0,9,0,0,0,71
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,1,0,4,0,0,0,0,0,5
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,29,0,101,1,28,1,0,0,160
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,0,0,1,0,0,0,1
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,2,0,9,0,2,1,0,0,14
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,2,0,6,0,0,0,0,0,8
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,0,0,0,0,4,0,2,0,0,0,6
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2017-01-01,1,0,4,0,9,0,2,0,0,0,16
