,group,variable,month,NUEVAS ANTES DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS ANTES DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS ANTES DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS ANTES DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS ANTES DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS ANTES DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS ANTES DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS ANTES DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS ANTES DEL 5TO MES DE EMBARAZO E. 50 Y +,NUEVAS ANTES DEL 5TO MES DE EMBARAZO E. 50 Y +,TOTALES
BELLA FLOR,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,5,0,4,0,0,0,0,0,9
BERMEJO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,1,0,11,0,36,0,5,0,0,0,53
BETANZOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,4,0,23,3,4,1,0,0,35
BOLIVAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,0,6,0,1,0,0,0,7
BOLPEBRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,0,1,1,0,0,0,0,2
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,3,0,5,0,0,0,0,0,8
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,1,0,4,0,12,0,2,0,0,0,19
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,2,0,14,2,31,1,0,0,0,0,50
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,3,0,10,0,0,0,0,0,13
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,1,0,9,0,2,0,0,0,12
CAJUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,4,0,4,0,17,0,1,0,0,0,26
CALACOTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,0,1,1,0,0,0,0,2
CALAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,10,0,14,3,0,1,0,0,28
CAMARGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,4,0,25,1,3,0,0,0,33
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,0,5,1,0,0,0,0,6
CAMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,1,0,19,0,96,0,5,0,0,0,121
CAPINOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,2,0,6,0,18,1,2,0,0,0,29
CAQUIAVIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,1,0,4,1,0,0,0,0,6
CARACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,10,0,20,1,5,0,0,0,36
CARANAVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,22,0,67,0,7,0,0,0,96
CARAPARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,1,16,0,3,0,0,0,20
CARIPUYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,6,0,2,0,2,0,0,0,10
CARMEN RIVERO TORREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,2,0,5,0,0,0,0,0,7
CHALLAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,7,0,22,3,4,1,0,0,37
CHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,3,0,4,2,4,0,0,0,13
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,3,0,13,0,35,1,7,0,0,0,59
CHARAÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,0,2,0,1,0,0,0,3
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,5,2,8,2,1,0,0,0,18
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,10,0,31,5,2,0,0,0,48
CHIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,0,4,0,0,0,0,0,4
CHOQUE COTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,1,0,0,0,0,0,0,0,1
CHUA COCANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,0,8,0,1,0,0,0,9
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,3,0,16,1,7,0,0,0,0,0,27
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,3,0,1,0,1,0,0,0,5
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,3,0,4,0,1,1,0,0,9
CKOCHAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,2,0,5,1,3,1,0,0,12
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,10,0,22,1,3,0,0,0,36
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,2,0,22,0,87,1,17,0,0,0,129
COCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,2,0,6,2,9,6,3,2,0,0,30
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,7,2,215,7,1176,26,258,2,0,0,1693
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,22,0,112,2,13,0,0,0,149
"COLCHA ""K""",consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,1,0,6,0,4,0,0,0,11
COLLANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,0,2,0,0,0,0,0,2
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,12,0,20,2,2,0,0,0,36
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,3,0,10,0,3,0,0,0,16
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,9,2,32,0,5,1,0,0,49
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,6,0,6,0,1,0,0,0,13
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,2,1,18,3,2,0,0,0,26
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,9,0,14,0,6,0,0,0,29
COMBAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,1,0,1,1,0,0,0,0,3
CONCEPCION,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,4,0,12,1,5,0,0,0,22
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,3,0,10,1,4,0,0,0,18
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,6,0,15,0,1,0,0,0,22
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,0,2,0,0,1,0,0,3
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,3,0,19,0,3,0,0,0,25
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,0,6,1,0,0,0,0,7
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,3,0,20,2,1,1,0,0,27
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,3,0,40,0,78,0,11,0,0,0,132
CRUZ DE MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,0,1,0,0,0,0,0,1
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,6,0,17,3,3,0,0,0,29
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,2,0,2,0,1,0,0,0,5
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,1,1,0,0,7,1,1,0,0,0,11
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,7,1,7,1,4,0,0,0,20
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,1,0,4,0,0,0,0,0,5
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,0,3,0,0,0,0,0,3
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,6,3,226,32,1213,182,295,25,0,0,1982
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,3,0,5,1,0,0,1,0,10
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,5,1,11,0,0,0,0,0,17
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,11,0,26,0,62,3,22,0,0,0,124
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,3,0,1,0,0,0,0,0,4
ENTRE RIOS TRJ,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,9,0,15,1,3,0,0,0,28
ENTRE RIOS CBBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,4,0,29,0,55,1,7,0,0,0,96
ESCOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,1,0,5,0,0,0,0,0,6
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,2,0,3,0,0,0,0,0,5
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,1,0,1,0,0,0,0,0,2
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,2,0,2,0,2,0,0,0,6
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,8,0,16,0,2,0,0,0,26
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,3,0,8,0,1,0,0,0,12
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,13,1,10,1,1,0,0,0,26
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,1,0,2,0,2,0,2,0,0,0,7
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,10,2,19,1,2,3,0,0,37
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,1,0,6,0,1,0,0,0,8
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,1,0,33,0,63,0,11,0,0,0,108
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,1,0,6,0,7,1,0,0,0,0,15
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,2,1,8,1,1,1,0,0,14
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,0,2,3,1,0,0,0,6
HUACHACALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,1,0,3,0,0,0,0,0,4
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,7,0,20,0,8,0,0,0,35
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,2,0,3,0,1,0,0,0,6
HUARINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,2,0,2,0,1,0,0,0,5
HUATAJATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,0,6,0,1,0,0,0,7
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,2,0,2,0,0,0,0,0,4
HUMANATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,1,0,0,0,0,0,0,0,0,0,1
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,1,2,1,0,1,0,0,5
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,1,0,4,1,3,0,0,0,9
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,2,0,5,2,1,1,0,0,11
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,0,1,0,0,0,0,0,1
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,6,0,3,4,3,0,0,0,16
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,3,0,13,3,2,1,0,0,22
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,5,0,8,0,0,0,0,0,13
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,2,0,2,0,0,0,0,0,4
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,3,0,27,0,51,1,12,0,0,0,94
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,58,0,174,1,22,0,0,0,255
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,119,0,983,1,248,7,0,0,1358
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,3,1,8,0,0,0,0,0,12
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,5,2,19,1,2,1,0,0,30
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,0,2,0,0,0,0,0,2
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,0,3,0,0,0,0,0,3
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,15,0,69,0,7,0,0,0,91
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,0,1,0,0,0,0,0,1
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,2,0,2,0,0,0,0,0,4
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,3,0,8,0,1,0,0,0,12
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,0,1,0,0,0,0,0,1
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,2,0,13,0,0,0,0,0,15
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,1,0,7,0,15,0,6,0,0,0,29
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,9,0,14,0,4,0,0,0,27
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,1,0,2,0,1,0,0,0,4
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,17,3,21,0,3,0,0,0,44
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,2,0,11,0,1,0,0,0,14
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,5,0,19,1,4,0,0,0,29
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,2,0,5,0,23,0,8,0,0,0,38
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,2,1,3,2,2,0,0,0,10
MOJINETE,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,1,0,0,0,0,0,0,1
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,1,3,1,1,0,0,0,6
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,9,0,33,0,4,0,0,0,46
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,4,0,68,3,154,19,35,6,0,0,289
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,1,0,1,0,0,0,0,0,2
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,5,0,5,1,2,1,0,0,14
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,1,0,2,0,6,1,0,0,0,0,10
NAZACARA DE PACAJES,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,1,0,1,0,0,0,0,0,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,1,0,0,0,0,0,0,0,0,0,1
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,1,0,8,1,4,1,0,0,15
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,5,0,10,0,1,0,0,0,16
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,3,1,6,1,0,0,0,0,11
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,88,3,551,12,139,0,0,0,793
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,1,0,13,0,6,0,0,0,20
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,2,0,9,2,1,0,0,0,14
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,18,0,32,0,7,0,0,0,57
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,7,0,17,0,0,0,0,0,24
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,17,0,30,1,7,0,0,0,55
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,0,1,0,0,0,0,0,1
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,2,0,12,0,3,0,0,0,17
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,0,2,0,0,0,0,0,2
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,9,0,26,2,3,0,0,0,40
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,1,0,4,0,0,0,0,0,5
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,0,6,0,3,0,0,0,9
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,5,0,5,3,2,0,0,0,15
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,1,0,10,0,0,0,0,0,11
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,5,0,9,0,0,0,0,0,14
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,0,4,0,1,0,0,0,5
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,5,1,20,0,0,0,0,0,26
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,0,3,2,4,1,0,0,10
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,1,0,3,3,6,13,0,0,0,0,26
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,1,0,8,0,17,0,1,0,0,0,27
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,2,0,6,0,0,0,0,0,8
POSTRER VALLE,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,0,2,0,0,0,0,0,2
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,4,0,103,6,330,11,75,1,0,0,530
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,2,0,2,1,1,1,0,0,7
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,0,1,0,0,0,0,0,1
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,1,0,5,1,18,0,1,1,0,0,27
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,2,0,5,0,1,0,0,0,8
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,2,0,5,0,0,0,0,0,7
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,1,0,6,1,1,0,0,0,9
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,0,0,2,0,1,0,0,0,3
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,2,0,9,0,2,0,0,0,13
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,1,0,3,0,8,1,2,0,0,0,15
PUERTO SILES,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,2,0,3,0,0,0,0,0,5
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,8,0,31,0,3,0,0,0,42
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,4,0,38,0,67,1,9,1,0,0,120
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,1,1,7,1,4,0,0,0,14
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,1,0,5,0,43,3,5,0,0,0,57
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,3,0,2,0,2,0,0,0,7
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,2,0,46,6,160,23,29,5,0,0,271
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,2,0,15,0,4,0,0,0,21
QUIRUSILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,1,0,1,0,0,0,0,0,2
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,1,1,3,0,2,0,0,0,7
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,0,0,4,0,7,1,1,0,0,0,13
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2017-01-01,5,0,54,2,125,0,25,0,0,0,211
