,group,variable,month,NUEVAS ANTES DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS ANTES DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS ANTES DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS ANTES DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS ANTES DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS ANTES DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS ANTES DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS ANTES DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS ANTES DEL 5TO MES DE EMBARAZO E. 50 Y +,NUEVAS ANTES DEL 5TO MES DE EMBARAZO E. 50 Y +,TOTALES
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,2,1,5,0,0,0,0,0,8
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,4,0,10,1,0,0,0,0,15
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,3,0,6,0,4,0,0,0,13
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,3,0,11,2,1,0,0,0,17
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,1,0,4,0,0,0,0,0,5
CAJUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,6,1,14,0,1,0,0,0,22
CALACOTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,2,1,0,0,1,0,0,4
CALAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,5,0,8,0,1,0,0,0,14
CAMARGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,13,1,4,0,0,0,18
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,2,0,0,0,0,0,2
CAMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,6,0,30,1,3,0,0,0,40
CAPINOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,4,0,13,0,2,0,0,0,19
CAQUIAVIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,1,0,0,0,2
CARACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,2,0,10,1,1,0,0,0,14
CARANAVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,6,0,49,1,9,0,0,0,65
CARAPARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,13,0,2,0,0,0,15
CARIPUYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,1,0,6,0,1,0,0,0,8
CARMEN RIVERO TORREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,1,0,8,0,0,0,0,0,9
CHACARILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,3,0,2,0,0,0,0,0,5
CHALLAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,7,1,27,4,4,0,0,0,43
CHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,2,0,7,0,1,0,0,0,10
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,4,0,34,1,6,0,0,0,45
CHARAÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,0,0,1,0,0,0,1
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,6,1,7,1,1,1,0,0,17
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,5,1,14,1,1,0,0,0,22
CHUA COCANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,2,0,0,0,3
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,2,0,10,0,3,0,0,0,15
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,2,1,4,1,0,0,0,0,8
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,1,0,2,1,0,1,0,0,5
CKOCHAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,2,0,4,1,3,0,0,0,10
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,4,0,11,2,2,0,0,0,19
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,20,0,75,0,23,0,0,0,118
COCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,4,0,5,1,0,0,0,0,10
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,1,0,78,2,743,13,183,3,1,0,1024
COIPASA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,4,0,29,0,7,1,0,0,41
"COLCHA ""K""",consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,2,0,12,0,2,0,0,0,16
COLLANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,9,0,12,0,5,0,0,0,26
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,5,0,0,0,0,0,5
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,5,0,20,0,1,0,0,0,26
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,1,0,11,0,0,0,0,0,12
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,1,0,3,0,6,2,1,0,0,0,13
COMANCHE,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,3,0,0,0,0,0,3
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,8,0,18,0,3,0,0,0,29
CONCEPCION,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,5,0,7,2,3,0,0,0,17
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,8,0,1,0,0,0,9
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,2,0,17,0,2,0,0,0,21
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,2,0,3,0,1,0,0,0,6
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,3,0,17,0,0,0,0,0,20
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,2,0,4,0,1,0,0,0,7
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,2,0,17,0,3,0,0,0,22
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,15,0,71,0,8,0,0,0,94
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,3,0,6,0,28,0,3,0,0,0,40
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,2,1,2,0,0,0,0,0,5
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,2,0,11,1,4,0,0,0,18
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,1,0,3,0,0,0,0,0,4
CURVA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,0,1,0,0,0,0,1
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,1,0,7,0,0,0,0,0,8
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,1,1,74,12,730,113,142,24,0,0,1097
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,1,2,0,9,1,2,0,0,0,15
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,2,0,4,0,2,0,0,0,8
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,2,0,14,0,40,0,14,0,0,0,70
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,1,0,0,0,2,1,0,0,0,0,4
ENTRE RIOS TRJ,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,3,0,9,0,1,0,0,0,13
ENTRE RIOS CBBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,9,0,52,1,4,0,0,0,66
ESCOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,1,0,2,0,0,0,0,0,3
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,2,0,1,0,0,0,3
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,1,0,2,0,0,0,0,3
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,1,0,1,0,0,0,0,0,2
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,1,0,4,0,11,0,2,0,0,0,18
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,2,0,0,0,3
GAIOC JATUN AYLLU YURA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,1,2,0,1,0,0,0,4
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,1,0,5,0,8,0,0,0,0,0,14
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,2,0,9,1,1,0,0,0,13
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,4,0,10,0,2,0,0,0,16
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,3,0,1,0,0,0,4
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,6,0,16,0,50,0,5,0,0,0,77
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,4,0,11,0,0,0,0,0,15
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,3,0,7,0,0,0,0,0,10
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
HUACHACALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,1,0,1,0,0,0,0,0,2
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,4,0,13,1,2,0,0,0,20
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,1,0,5,0,0,0,0,0,6
HUARINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,1,0,0,0,7,0,0,0,0,0,8
HUATAJATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,1,0,0,0,0,0,0,0,1
HUMANATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,0,1,1,0,0,0,2
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,1,0,0,0,0,1,1,0,0,0,3
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,1,0,3,3,1,0,0,0,8
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,2,0,1,0,0,0,0,0,3
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,1,1,6,2,0,0,0,0,10
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,1,1,10,2,2,1,0,0,17
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,3,1,0,0,0,0,4
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,1,0,11,0,1,0,0,0,13
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,9,1,44,2,8,1,0,0,65
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,2,0,35,1,118,5,35,3,0,0,199
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,1,0,39,0,578,0,162,0,0,0,780
LA RIVERA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,2,0,6,1,0,0,0,0,9
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,2,0,15,0,2,0,0,0,19
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,1,0,0,1,1,0,0,0,3
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,4,0,0,0,0,0,4
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,1,0,10,0,29,1,8,0,0,0,49
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,3,0,0,0,0,0,3
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,2,0,5,0,1,0,0,0,8
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,3,0,1,0,0,0,4
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,4,0,1,0,0,0,5
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,7,0,10,0,1,0,0,0,18
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,5,0,13,0,4,0,0,0,22
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,1,1,1,0,0,0,3
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,9,0,26,0,2,0,0,0,37
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,1,12,2,2,0,1,0,18
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,1,1,7,2,1,1,0,0,13
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,1,0,3,0,20,0,3,1,0,0,28
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,1,0,8,0,1,0,0,0,10
MOJINETE,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,1,1,0,0,0,0,2
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,2,0,1,0,0,0,3
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,3,0,27,0,1,0,0,0,31
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,4,1,35,1,167,4,21,1,0,0,234
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,2,0,4,0,4,0,0,0,10
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,2,0,0,0,0,0,2
NAZACARA DE PACAJES,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,3,0,4,1,2,1,0,0,11
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,6,0,2,0,0,0,8
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,1,0,1,0,3,0,0,0,0,0,5
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,1,0,57,2,395,9,102,1,0,0,567
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,2,0,11,0,3,0,0,0,16
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,1,0,2,0,1,0,0,0,4
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,1,0,9,3,28,0,2,0,0,0,43
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,1,0,15,3,1,0,0,0,20
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,3,0,25,0,5,0,0,0,33
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,2,0,0,0,0,0,2
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,2,0,9,0,5,0,0,0,16
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,2,0,4,0,1,0,0,0,7
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,1,0,1,0,0,0,0,0,2
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,7,0,14,0,2,0,0,0,23
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,1,0,5,0,1,0,0,0,7
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,1,9,0,0,0,0,0,10
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,5,1,14,4,2,2,0,0,28
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,5,0,5,0,2,0,0,0,12
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,5,0,3,0,0,0,0,0,8
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,9,0,7,0,0,0,16
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,2,0,11,1,0,0,0,0,14
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,4,1,8,3,5,2,0,0,23
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,4,0,14,0,1,0,0,0,19
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,1,0,6,0,11,0,3,0,0,0,21
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,1,0,0,0,0,0,0,0,1
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,5,0,41,2,253,8,44,0,1,0,354
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,2,2,1,0,0,0,5
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,1,0,0,0,2,0,0,0,0,0,3
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,10,0,24,1,1,0,0,0,36
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,1,0,2,3,0,0,0,0,6
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,4,0,4,0,1,0,0,0,9
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,1,0,1,0,6,0,0,0,0,0,8
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,2,0,2,0,0,0,0,0,4
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,13,0,18,0,8,0,0,0,39
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,1,0,1,0,2,0,0,0,0,0,4
PUERTO SILES,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,5,0,9,0,3,0,1,0,18
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,1,0,22,0,74,0,8,0,0,0,105
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,3,0,6,0,1,0,0,0,10
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,3,0,35,2,7,0,0,0,47
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,1,0,3,0,0,0,0,0,4
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,18,2,161,25,49,2,0,0,257
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,10,0,1,0,0,0,11
QUIRUSILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,1,0,0,0,2
RAQAYPAMPA(ETA),consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,2,0,5,0,0,0,0,0,7
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,7,0,1,1,2,0,0,0,11
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,1,0,1,0,15,0,1,0,0,0,18
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,3,0,28,1,93,0,10,0,0,0,135
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,2,0,17,0,2,0,0,0,21
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,3,0,6,0,28,0,8,0,0,0,45
SABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2022-01-01,0,0,0,0,3,0,0,0,0,0,3
