,group,variable,month,REPETIDAS A. < 15,REPETIDAS A. < 15,REPETIDAS B. 15 A 19,REPETIDAS B. 15 A 19,REPETIDAS C. 20 - 34,REPETIDAS C. 20 - 34,REPETIDAS D. 35 - 49,REPETIDAS D. 35 - 49,REPETIDAS E. 50 Y +,REPETIDAS E. 50 Y +,TOTALES
CALAMARCA,consultas prenatales,repetidas,2022-01-01,0,0,11,0,41,0,9,0,0,0,61
CAMARGO,consultas prenatales,repetidas,2022-01-01,0,1,12,1,47,1,10,0,0,0,72
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2022-01-01,0,0,0,0,11,2,3,0,0,0,16
CAMIRI,consultas prenatales,repetidas,2022-01-01,0,0,22,0,136,17,15,0,1,0,191
CAPINOTA,consultas prenatales,repetidas,2022-01-01,0,0,20,0,98,0,24,0,0,0,142
CAQUIAVIRI,consultas prenatales,repetidas,2022-01-01,0,0,9,0,15,0,4,0,0,0,28
CARACOLLO,consultas prenatales,repetidas,2022-01-01,2,0,15,0,88,2,6,0,0,0,113
CARANAVI,consultas prenatales,repetidas,2022-01-01,4,0,38,1,206,1,28,0,0,0,278
CARANGAS,consultas prenatales,repetidas,2022-01-01,0,0,1,0,1,0,0,0,0,0,2
CARAPARI,consultas prenatales,repetidas,2022-01-01,0,0,8,0,64,0,11,0,0,0,83
CARIPUYO,consultas prenatales,repetidas,2022-01-01,1,0,7,1,16,1,2,0,0,0,28
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2022-01-01,0,0,7,0,48,0,1,0,0,0,56
CATACORA,consultas prenatales,repetidas,2022-01-01,0,0,1,0,2,1,1,0,0,0,5
CHACARILLA,consultas prenatales,repetidas,2022-01-01,0,0,1,0,3,0,1,0,0,0,5
CHALLAPATA,consultas prenatales,repetidas,2022-01-01,0,0,27,0,119,6,17,2,0,0,171
CHAQUI,consultas prenatales,repetidas,2022-01-01,0,0,9,1,17,0,1,0,0,1,29
CHARAGUA,consultas prenatales,repetidas,2022-01-01,1,1,26,3,67,2,18,2,0,0,120
CHARAÑA,consultas prenatales,repetidas,2022-01-01,0,0,1,0,0,0,0,0,0,0,1
CHAYANTA,consultas prenatales,repetidas,2022-01-01,0,0,11,1,26,4,1,4,0,0,47
CHIMORE,consultas prenatales,repetidas,2022-01-01,1,0,19,2,83,3,14,0,0,0,122
CHIPAYA,consultas prenatales,repetidas,2022-01-01,0,0,1,0,4,0,1,0,0,0,6
CHOQUE COTA,consultas prenatales,repetidas,2022-01-01,0,0,1,0,1,0,0,0,0,0,2
CHUA COCANI,consultas prenatales,repetidas,2022-01-01,0,0,2,0,13,0,1,0,0,0,16
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2022-01-01,0,0,6,0,61,0,14,0,0,0,81
CHUMA,consultas prenatales,repetidas,2022-01-01,0,0,7,3,13,5,2,1,0,0,31
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2022-01-01,1,0,9,1,29,3,3,1,0,0,47
CKOCHAS,consultas prenatales,repetidas,2022-01-01,0,1,9,2,20,5,7,3,0,0,47
CLIZA,consultas prenatales,repetidas,2022-01-01,0,0,23,0,129,0,36,0,0,0,188
COBIJA,consultas prenatales,repetidas,2022-01-01,9,0,88,1,397,1,60,0,0,0,556
COCAPATA,consultas prenatales,repetidas,2022-01-01,2,0,20,4,32,5,8,0,0,0,71
COCHABAMBA,consultas prenatales,repetidas,2022-01-01,14,0,307,0,3704,2,988,0,4,0,5019
COIPASA,consultas prenatales,repetidas,2022-01-01,0,0,0,0,3,0,0,0,0,0,3
COLCAPIRHUA,consultas prenatales,repetidas,2022-01-01,1,0,12,5,229,5,24,3,0,0,279
"COLCHA ""K""",consultas prenatales,repetidas,2022-01-01,0,0,3,1,32,0,4,0,0,0,40
COLLANA,consultas prenatales,repetidas,2022-01-01,0,0,2,0,9,0,1,0,0,0,12
COLOMI,consultas prenatales,repetidas,2022-01-01,3,0,25,1,74,0,16,0,0,0,119
COLPA BELGICA,consultas prenatales,repetidas,2022-01-01,0,0,6,0,16,0,2,0,0,0,24
COLQUECHACA,consultas prenatales,repetidas,2022-01-01,1,0,21,2,52,9,10,2,0,0,97
COLQUENCHA,consultas prenatales,repetidas,2022-01-01,0,0,5,0,42,0,3,0,0,0,50
COLQUIRI,consultas prenatales,repetidas,2022-01-01,1,0,13,1,47,4,8,0,0,0,74
COMANCHE,consultas prenatales,repetidas,2022-01-01,0,0,0,0,4,0,0,0,0,0,4
COMARAPA,consultas prenatales,repetidas,2022-01-01,2,0,23,0,75,2,8,0,0,0,110
COMBAYA,consultas prenatales,repetidas,2022-01-01,0,0,0,0,3,2,0,0,0,0,5
CONCEPCION,consultas prenatales,repetidas,2022-01-01,2,0,24,0,95,1,6,0,0,0,128
COPACABANA,consultas prenatales,repetidas,2022-01-01,0,0,5,0,32,0,3,0,0,0,40
CORIPATA,consultas prenatales,repetidas,2022-01-01,0,0,11,0,76,0,6,0,0,0,93
CORO CORO,consultas prenatales,repetidas,2022-01-01,0,0,3,0,12,5,5,3,0,0,28
COROICO,consultas prenatales,repetidas,2022-01-01,0,0,11,0,87,0,11,0,0,0,109
CORQUE,consultas prenatales,repetidas,2022-01-01,0,0,5,0,10,1,2,0,0,0,18
COTAGAITA,consultas prenatales,repetidas,2022-01-01,1,0,15,2,70,2,14,1,0,0,105
COTOCA,consultas prenatales,repetidas,2022-01-01,1,0,69,2,340,2,53,0,1,0,468
CUATRO CAÑADAS,consultas prenatales,repetidas,2022-01-01,1,0,20,1,96,0,12,0,0,0,130
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2022-01-01,0,0,1,0,10,0,0,0,0,0,11
CUEVO,consultas prenatales,repetidas,2022-01-01,0,0,2,0,9,0,0,0,0,0,11
CULPINA,consultas prenatales,repetidas,2022-01-01,2,1,20,3,47,3,7,0,0,0,83
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2022-01-01,0,0,3,0,8,0,0,0,0,0,11
CURVA,consultas prenatales,repetidas,2022-01-01,0,0,0,0,3,2,0,0,0,0,5
DESAGUADERO,consultas prenatales,repetidas,2022-01-01,0,0,6,0,19,0,5,0,0,0,30
EL ALTO,consultas prenatales,repetidas,2022-01-01,2,2,410,45,4167,448,761,67,1,0,5903
EL CHORO,consultas prenatales,repetidas,2022-01-01,1,0,2,0,6,0,4,0,0,0,13
EL PUENTE(STC),consultas prenatales,repetidas,2022-01-01,1,0,8,0,41,0,9,0,0,0,59
EL PUENTE(TJA),consultas prenatales,repetidas,2022-01-01,0,0,5,1,20,2,3,0,0,0,31
EL TORNO,consultas prenatales,repetidas,2022-01-01,2,0,54,1,265,1,38,0,0,0,361
EL VILLAR,consultas prenatales,repetidas,2022-01-01,0,0,2,1,11,1,1,2,0,0,18
ENTRE RIOS TRJ,consultas prenatales,repetidas,2022-01-01,0,0,11,0,71,7,10,2,0,0,101
ENTRE RIOS CBBA,consultas prenatales,repetidas,2022-01-01,2,0,66,1,274,0,43,0,0,0,386
ESCOMA,consultas prenatales,repetidas,2022-01-01,0,0,2,0,13,0,3,0,0,0,18
ESMERALDA,consultas prenatales,repetidas,2022-01-01,0,0,0,0,1,0,1,0,0,0,2
EUCALIPTUS,consultas prenatales,repetidas,2022-01-01,0,0,4,0,10,1,1,0,0,0,16
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2022-01-01,0,0,0,1,3,1,0,1,0,0,6
EXALTACION,consultas prenatales,repetidas,2022-01-01,0,0,0,0,4,0,0,0,0,0,4
FERNANDEZ ALONSO,consultas prenatales,repetidas,2022-01-01,0,0,17,0,59,0,7,1,0,0,84
FILADELFIA,consultas prenatales,repetidas,2022-01-01,0,0,9,0,27,2,2,0,0,0,40
GAIOC JATUN AYLLU YURA,consultas prenatales,repetidas,2022-01-01,0,0,3,0,5,3,0,0,0,0,11
GENERAL SAAVEDRA,consultas prenatales,repetidas,2022-01-01,3,0,14,0,65,1,9,0,0,0,92
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2022-01-01,0,0,8,0,20,3,3,0,0,0,34
GUANAY,consultas prenatales,repetidas,2022-01-01,0,0,7,0,35,3,7,2,0,0,54
GUAQUI,consultas prenatales,repetidas,2022-01-01,0,0,5,0,18,0,2,0,0,0,25
GUAYARAMERIN,consultas prenatales,repetidas,2022-01-01,15,2,57,0,197,20,27,0,0,0,318
GUTIERREZ,consultas prenatales,repetidas,2022-01-01,0,0,16,0,40,1,10,0,0,0,67
HUACARETA,consultas prenatales,repetidas,2022-01-01,0,1,5,0,26,1,5,0,0,0,38
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2022-01-01,0,0,1,0,7,1,1,0,0,0,10
HUACHACALLA,consultas prenatales,repetidas,2022-01-01,0,0,0,0,2,0,1,0,0,0,3
HUANUNI,consultas prenatales,repetidas,2022-01-01,0,0,9,0,78,0,17,0,0,0,104
HUARACAJE,consultas prenatales,repetidas,2022-01-01,0,0,4,0,14,0,1,0,0,0,19
HUARINA,consultas prenatales,repetidas,2022-01-01,0,0,0,1,18,0,3,1,0,0,23
HUATAJATA,consultas prenatales,repetidas,2022-01-01,0,0,2,0,1,0,1,0,0,0,4
HUAYLLAMARCA,consultas prenatales,repetidas,2022-01-01,0,0,2,0,8,0,2,0,0,0,12
HUMANATA,consultas prenatales,repetidas,2022-01-01,1,0,0,0,7,0,1,0,0,0,9
ICHOCA,consultas prenatales,repetidas,2022-01-01,0,0,3,0,6,1,1,0,0,0,11
ICLA,consultas prenatales,repetidas,2022-01-01,0,0,2,3,4,1,1,3,0,0,14
INCAHUASI,consultas prenatales,repetidas,2022-01-01,0,1,9,6,36,12,5,7,0,0,76
INGAVI (HUMAITA),consultas prenatales,repetidas,2022-01-01,0,0,2,0,10,0,0,0,0,0,12
INQUISIVI,consultas prenatales,repetidas,2022-01-01,0,0,11,4,26,8,4,1,0,0,54
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2022-01-01,0,0,14,0,66,2,10,0,0,0,92
IXIAMAS,consultas prenatales,repetidas,2022-01-01,1,0,6,0,23,0,5,0,0,0,35
JESUS DE MACHACA,consultas prenatales,repetidas,2022-01-01,0,0,9,0,27,3,7,0,0,0,46
LA ASUNTA,consultas prenatales,repetidas,2022-01-01,0,0,47,6,149,7,36,0,0,0,245
LA GUARDIA,consultas prenatales,repetidas,2022-01-01,2,18,117,0,107,6,20,0,0,0,270
LA PAZ,consultas prenatales,repetidas,2022-01-01,6,0,191,0,3150,1,1029,1,1,0,4379
LA RIVERA,consultas prenatales,repetidas,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
LAGUNILLAS,consultas prenatales,repetidas,2022-01-01,0,0,9,2,14,2,0,1,0,0,28
LAJA,consultas prenatales,repetidas,2022-01-01,1,0,16,0,51,1,10,1,0,0,80
LAS CARRERAS,consultas prenatales,repetidas,2022-01-01,0,0,0,0,3,0,3,0,0,0,6
LICOMA PAMPA,consultas prenatales,repetidas,2022-01-01,0,0,3,0,10,0,3,0,0,0,16
LLALLAGUA,consultas prenatales,repetidas,2022-01-01,2,0,46,0,265,1,33,0,0,0,347
LLICA,consultas prenatales,repetidas,2022-01-01,0,0,2,0,12,2,2,0,0,0,18
LORETO,consultas prenatales,repetidas,2022-01-01,0,0,3,2,6,9,2,2,0,0,24
LURIBAY,consultas prenatales,repetidas,2022-01-01,1,0,4,0,22,0,1,0,0,0,28
MACHACAMARCA,consultas prenatales,repetidas,2022-01-01,0,0,2,0,5,0,2,0,0,0,9
MACHARETI,consultas prenatales,repetidas,2022-01-01,0,0,8,0,13,1,4,0,0,0,26
MAGDALENA,consultas prenatales,repetidas,2022-01-01,1,0,19,0,64,0,8,0,0,0,92
MAIRANA,consultas prenatales,repetidas,2022-01-01,0,0,26,0,70,0,11,0,0,0,107
MALLA,consultas prenatales,repetidas,2022-01-01,0,0,4,1,2,1,0,0,0,0,8
MAPIRI,consultas prenatales,repetidas,2022-01-01,1,0,24,0,80,0,19,0,0,0,124
MECAPACA,consultas prenatales,repetidas,2022-01-01,0,0,8,1,23,3,8,0,0,0,43
MINEROS,consultas prenatales,repetidas,2022-01-01,0,0,18,0,35,1,9,0,0,0,63
MIZQUE,consultas prenatales,repetidas,2022-01-01,3,0,32,0,71,4,20,1,0,0,131
MOCOMOCO,consultas prenatales,repetidas,2022-01-01,0,0,1,1,14,4,2,1,0,0,23
MOJINETE,consultas prenatales,repetidas,2022-01-01,0,0,0,0,2,0,0,0,0,0,2
MOJOCOYA,consultas prenatales,repetidas,2022-01-01,0,0,3,0,17,4,2,0,0,0,26
MONTEAGUDO,consultas prenatales,repetidas,2022-01-01,1,0,25,0,120,1,29,0,0,0,176
MONTERO,consultas prenatales,repetidas,2022-01-01,8,0,143,2,660,9,113,3,0,0,938
MORO MORO,consultas prenatales,repetidas,2022-01-01,0,0,2,0,6,0,1,1,0,0,10
MOROCHATA,consultas prenatales,repetidas,2022-01-01,0,0,10,1,17,1,5,0,0,0,34
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2022-01-01,0,0,2,0,7,0,2,0,0,0,11
NAZACARA DE PACAJES,consultas prenatales,repetidas,2022-01-01,0,0,1,0,3,0,0,0,0,0,4
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2022-01-01,0,0,4,0,5,0,1,0,0,0,10
OCURI,consultas prenatales,repetidas,2022-01-01,0,0,15,1,35,4,6,1,0,0,62
OKINAWA,consultas prenatales,repetidas,2022-01-01,0,0,2,0,29,1,8,0,0,0,40
OMEREQUE,consultas prenatales,repetidas,2022-01-01,1,0,6,0,14,0,3,0,0,0,24
ORURO,consultas prenatales,repetidas,2022-01-01,3,0,188,4,1992,19,444,0,0,0,2650
PADCAYA,consultas prenatales,repetidas,2022-01-01,0,0,5,0,48,1,9,0,0,0,63
PADILLA,consultas prenatales,repetidas,2022-01-01,0,0,10,0,33,1,7,0,0,0,51
PAILON,consultas prenatales,repetidas,2022-01-01,4,0,24,5,119,0,18,0,0,0,170
PALCA,consultas prenatales,repetidas,2022-01-01,0,1,9,1,46,2,6,0,0,0,65
PALOS BLANCOS,consultas prenatales,repetidas,2022-01-01,3,0,25,1,100,1,30,0,0,0,160
PAMPA AULLAGAS,consultas prenatales,repetidas,2022-01-01,0,0,1,0,7,0,4,0,0,0,12
PAMPA GRANDE,consultas prenatales,repetidas,2022-01-01,2,0,4,0,36,0,7,0,0,0,49
PAPEL PAMPA,consultas prenatales,repetidas,2022-01-01,0,0,4,0,10,0,1,1,0,0,16
PASORAPA,consultas prenatales,repetidas,2022-01-01,0,0,2,0,1,0,1,0,0,0,4
PATACAMAYA,consultas prenatales,repetidas,2022-01-01,0,0,18,0,114,0,21,0,0,0,153
PAZÑA,consultas prenatales,repetidas,2022-01-01,0,0,3,0,5,2,1,1,0,0,12
PELECHUCO,consultas prenatales,repetidas,2022-01-01,0,0,5,0,20,2,6,0,0,0,33
POCOATA,consultas prenatales,repetidas,2022-01-01,0,0,16,9,38,22,4,4,0,0,93
POCONA,consultas prenatales,repetidas,2022-01-01,2,0,6,0,35,0,9,0,0,0,52
POJO (CBBA),consultas prenatales,repetidas,2022-01-01,1,0,5,0,29,0,5,0,0,0,40
POOPO,consultas prenatales,repetidas,2022-01-01,0,0,1,0,19,1,1,0,0,0,22
PORCO,consultas prenatales,repetidas,2022-01-01,0,0,12,0,64,4,0,0,0,0,80
POROMA,consultas prenatales,repetidas,2022-01-01,1,0,26,2,20,10,5,0,0,0,64
PORONGO,consultas prenatales,repetidas,2022-01-01,0,0,5,0,35,0,0,0,0,0,40
PORTACHUELO,consultas prenatales,repetidas,2022-01-01,2,0,27,0,84,0,7,0,0,0,120
PORVENIR,consultas prenatales,repetidas,2022-01-01,3,0,5,0,20,0,4,0,0,0,32
POSTRER VALLE,consultas prenatales,repetidas,2022-01-01,0,0,0,0,5,2,2,0,0,0,9
POTOSI,consultas prenatales,repetidas,2022-01-01,2,1,188,2,1346,13,282,3,5,0,1842
PRESTO,consultas prenatales,repetidas,2022-01-01,0,0,4,2,6,4,5,2,0,0,23
PUCARA,consultas prenatales,repetidas,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
PUCARANI,consultas prenatales,repetidas,2022-01-01,0,0,16,0,78,2,17,1,0,0,114
PUERTO ACOSTA,consultas prenatales,repetidas,2022-01-01,0,0,3,0,12,3,0,3,0,0,21
PUERTO CARABUCO,consultas prenatales,repetidas,2022-01-01,0,0,8,0,24,3,8,0,0,0,43
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2022-01-01,0,0,6,1,16,1,2,0,0,0,26
PUERTO PEREZ,consultas prenatales,repetidas,2022-01-01,0,0,8,0,19,0,2,0,0,0,29
PUERTO QUIJARRO,consultas prenatales,repetidas,2022-01-01,0,0,6,0,44,0,12,0,0,0,62
PUERTO RICO,consultas prenatales,repetidas,2022-01-01,1,0,12,0,22,0,0,0,0,0,35
PUERTO SILES,consultas prenatales,repetidas,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
PUERTO SUAREZ,consultas prenatales,repetidas,2022-01-01,1,0,50,0,124,0,30,2,4,0,211
PUERTO VILLARROEL,consultas prenatales,repetidas,2022-01-01,3,0,128,0,450,0,67,0,0,0,648
PUNA,consultas prenatales,repetidas,2022-01-01,0,0,12,1,30,5,6,2,0,0,56
PUNATA,consultas prenatales,repetidas,2022-01-01,2,0,39,0,220,6,47,0,0,0,314
QUIABAYA,consultas prenatales,repetidas,2022-01-01,0,0,4,0,15,0,3,0,0,0,22
QUILLACOLLO,consultas prenatales,repetidas,2022-01-01,2,0,68,14,476,104,106,17,0,0,787
QUIME,consultas prenatales,repetidas,2022-01-01,0,0,3,0,14,0,0,0,0,0,17
QUIRUSILLAS,consultas prenatales,repetidas,2022-01-01,0,0,1,0,4,0,2,0,0,0,7
RAQAYPAMPA(ETA),consultas prenatales,repetidas,2022-01-01,0,0,6,0,6,0,3,0,0,0,15
RAVELO,consultas prenatales,repetidas,2022-01-01,1,0,7,1,8,6,9,6,0,0,38
REYES,consultas prenatales,repetidas,2022-01-01,2,0,12,0,40,0,5,0,0,0,59
RIBERALTA,consultas prenatales,repetidas,2022-01-01,15,0,149,5,481,0,71,0,0,0,721
ROBORE,consultas prenatales,repetidas,2022-01-01,1,0,8,0,49,0,12,0,0,0,70
RURRENABAQUE,consultas prenatales,repetidas,2022-01-01,2,0,25,0,77,0,9,0,0,0,113
SABAYA,consultas prenatales,repetidas,2022-01-01,0,0,3,0,12,0,1,0,0,0,16
SACABA,consultas prenatales,repetidas,2022-01-01,2,0,101,14,680,56,95,8,1,0,957
SACABAMBA,consultas prenatales,repetidas,2022-01-01,1,0,4,0,6,0,0,0,0,0,11
SACACA,consultas prenatales,repetidas,2022-01-01,0,0,11,6,30,3,11,3,0,0,64
SAIPINA,consultas prenatales,repetidas,2022-01-01,1,0,4,1,19,3,4,0,0,0,32
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2022-01-01,0,0,9,0,17,5,5,0,0,0,36
SAMAIPATA,consultas prenatales,repetidas,2022-01-01,0,0,7,0,34,0,5,0,0,0,46
SAN AGUSTIN,consultas prenatales,repetidas,2022-01-01,0,0,1,0,6,0,0,0,0,0,7
SAN ANDRES,consultas prenatales,repetidas,2022-01-01,0,0,20,0,48,0,5,0,0,0,73
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2022-01-01,0,0,1,0,6,0,2,0,0,0,9
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2022-01-01,0,0,1,0,1,2,2,0,0,0,6
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2022-01-01,0,0,6,0,18,1,4,1,0,0,30
SAN BENITO,consultas prenatales,repetidas,2022-01-01,0,0,10,0,30,0,9,0,0,0,49
SAN BORJA,consultas prenatales,repetidas,2022-01-01,8,0,52,3,148,1,29,0,0,0,241
SAN BUENA VENTURA,consultas prenatales,repetidas,2022-01-01,0,0,10,0,42,4,7,1,0,0,64
SAN CARLOS,consultas prenatales,repetidas,2022-01-01,1,0,15,0,48,4,8,0,0,0,76
SAN IGNACIO,consultas prenatales,repetidas,2022-01-01,2,0,26,0,102,2,21,1,0,0,154
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2022-01-01,6,0,85,1,260,3,47,0,0,0,402
SAN JAVIER(BNI),consultas prenatales,repetidas,2022-01-01,2,0,1,0,4,0,0,0,0,0,7
SAN JAVIER(STC),consultas prenatales,repetidas,2022-01-01,1,21,45,0,55,0,6,0,0,0,128
SAN JOAQUIN,consultas prenatales,repetidas,2022-01-01,0,0,2,0,17,0,0,0,0,0,19
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2022-01-01,0,0,24,0,64,0,10,0,0,0,98
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2022-01-01,0,0,5,0,31,0,5,0,0,0,41
SAN JULIAN,consultas prenatales,repetidas,2022-01-01,5,0,65,12,143,1,209,0,4,0,439
SAN LORENZO(PND),consultas prenatales,repetidas,2022-01-01,1,0,7,0,14,8,1,0,0,0,31
SAN LORENZO(TJA),consultas prenatales,repetidas,2022-01-01,0,0,19,2,96,2,14,0,0,0,133
SAN LUCAS,consultas prenatales,repetidas,2022-01-01,0,0,28,5,65,10,19,6,0,0,133
SAN MATIAS,consultas prenatales,repetidas,2022-01-01,0,0,10,0,50,1,8,0,0,0,69
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2022-01-01,5,0,16,5,62,6,7,2,0,0,103
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2022-01-01,0,0,2,0,5,0,0,0,0,0,7
SAN PEDRO,consultas prenatales,repetidas,2022-01-01,0,0,16,0,55,1,12,0,0,0,84
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2022-01-01,2,1,32,2,54,15,16,4,0,0,126
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2022-01-01,0,0,2,0,8,0,3,0,0,0,13
SAN PEDRO DE MACHA,consultas prenatales,repetidas,2022-01-01,1,0,15,2,52,6,7,2,0,0,85
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2022-01-01,0,0,0,0,3,1,0,0,0,0,4
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2022-01-01,0,0,3,0,18,0,1,0,0,0,22
SAN PEDRO(PND),consultas prenatales,repetidas,2022-01-01,0,1,3,3,5,0,0,0,0,0,12
SAN RAFAEL,consultas prenatales,repetidas,2022-01-01,0,0,8,0,24,0,3,0,0,0,35
SAN RAMON BENI,consultas prenatales,repetidas,2022-01-01,4,0,22,0,35,0,5,0,0,0,66
SAN RAMON SCZ,consultas prenatales,repetidas,2022-01-01,0,0,7,0,16,0,8,0,0,0,31
SANTA ANA,consultas prenatales,repetidas,2022-01-01,1,0,18,0,55,0,7,0,0,0,81
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2022-01-01,39,8,787,8,6162,31,1091,1,4,0,8131
SANTA ROSA,consultas prenatales,repetidas,2022-01-01,1,0,16,0,36,0,2,0,0,0,55
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2022-01-01,0,0,19,0,68,0,11,0,0,0,98
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2022-01-01,0,0,2,0,5,1,2,0,0,0,10
