,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL A. < 15,MUJERES CON 4TA CONSULTA PRENATAL A. < 15,MUJERES CON 4TA CONSULTA PRENATAL B. 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL B. 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL C. 20 - 34,MUJERES CON 4TA CONSULTA PRENATAL C. 20 - 34,MUJERES CON 4TA CONSULTA PRENATAL D. 35 - 49,MUJERES CON 4TA CONSULTA PRENATAL D. 35 - 49,MUJERES CON 4TA CONSULTA PRENATAL E. 50 Y +,MUJERES CON 4TA CONSULTA PRENATAL E. 50 Y +,TOTALES
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,1,0,0,0,0,0,2
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,1,0,1,0,0,0,2
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,3,0,10,2,0,0,0,0,15
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,8,0,22,0,2,0,0,0,32
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,8,0,1,0,0,0,11
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,6,0,1,0,0,0,7
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,1,0,3,0,9,0,0,0,0,0,13
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,2,0,0,1,0,0,5
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,9,0,0,0,0,0,11
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,6,0,3,0,0,0,9
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,0,1,0,0,0,0,1
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,3,0,25,4,3,0,0,0,35
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,3,0,11,0,3,0,0,0,17
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,3,0,0,0,0,0,3
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,3,0,12,0,1,0,0,0,16
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,1,0,3,0,32,1,3,0,0,0,40
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,15,0,0,0,0,0,17
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,1,3,0,1,0,0,0,5
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,12,0,0,0,0,0,14
CATACORA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,0,0,1,0,0,0,1
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,5,0,30,0,4,0,0,0,39
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,5,0,0,0,0,0,6
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,3,1,9,0,3,1,0,0,17
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,3,1,1,3,0,0,9
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,1,0,8,0,17,0,3,0,0,0,29
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
CHOQUE COTA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,0,0,0,0,0,0,1
CHUA COCANI,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,10,0,3,0,0,0,15
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,3,1,0,0,0,0,5
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,5,1,0,1,0,0,7
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,6,2,0,1,0,0,11
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,5,0,14,0,2,0,0,0,21
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,2,0,19,0,71,0,13,0,0,0,105
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,1,0,4,0,8,1,0,0,0,0,14
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,4,0,52,0,536,1,156,0,0,0,749
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,3,1,29,2,2,0,0,0,37
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,4,0,0,0,0,0,4
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,8,0,13,0,1,0,0,0,22
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,4,0,1,0,0,0,6
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,4,0,10,2,4,2,0,0,22
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,5,0,1,0,0,0,8
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,4,0,1,0,0,0,6
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,7,0,0,0,0,0,9
COMBAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,1,0,5,0,25,0,0,0,0,0,31
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,6,0,0,0,0,0,7
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,12,0,2,0,0,0,16
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,3,2,1,0,0,0,6
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,14,0,2,0,0,0,17
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,3,1,1,0,0,0,5
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,10,0,4,0,0,0,15
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,16,0,73,0,12,0,0,0,101
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,1,31,0,4,0,0,0,38
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,0,0,0,0,0,0,1
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,5,0,0,0,0,0,5
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,9,0,9,1,2,0,0,0,21
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,1,0,0,0,0,0,2
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,1,66,10,685,73,141,8,0,0,984
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,1,0,1,0,3,0,1,0,0,0,6
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,3,0,2,0,0,0,7
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,4,1,0,0,0,0,6
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,15,0,44,0,6,0,0,0,65
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,2,0,0,1,0,0,3
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,4,0,9,3,3,0,0,0,19
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,19,0,31,0,3,0,0,0,53
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,2,0,1,0,0,0,3
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,2,1,0,0,0,0,4
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,1,0,0,1,0,0,2
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,5,0,18,0,2,0,0,0,25
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,4,0,5,0,0,0,0,0,9
GAIOC JATUN AYLLU YURA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,3,1,0,0,0,0,6
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,1,0,3,0,18,1,4,0,0,0,27
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,3,1,1,0,0,0,6
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,10,2,1,1,0,0,15
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,3,0,1,0,0,0,6
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,5,0,20,0,42,3,5,0,0,0,75
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,4,0,6,0,1,0,0,0,11
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,3,0,1,0,0,0,6
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,2,0,0,0,0,0,3
HUACHACALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,3,0,12,0,3,0,0,0,18
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,0,0,0,0,0,0,2
HUARINA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,1,3,0,0,1,0,0,5
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,3,0,0,0,0,0,3
HUMANATA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,3,0,1,0,0,0,4
ICHOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,3,0,1,0,0,0,5
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,1,0,0,0,0,0,2
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,1,0,2,7,2,3,2,0,0,17
INGAVI (HUMAITA),consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,3,0,0,0,0,0,3
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,1,4,1,1,0,0,0,8
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,8,0,3,0,0,0,12
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,0,0,1,0,0,0,3
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,3,0,1,1,0,0,0,0,5
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,7,0,34,0,12,0,0,0,53
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,9,0,44,6,10,0,0,0,69
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,1,0,45,0,494,0,162,1,0,0,703
LA RIVERA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,4,0,0,1,0,0,7
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,1,0,3,0,6,0,0,1,0,0,11
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,1,0,1,0,0,0,2
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,13,0,53,0,7,0,0,0,73
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,3,0,1,0,0,0,4
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,2,6,6,2,2,0,0,20
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,2,0,0,0,0,0,3
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,2,0,0,0,0,0,3
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,1,1,1,0,0,0,3
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,3,0,11,0,4,0,0,0,18
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,7,0,16,0,1,0,0,0,24
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,0,0,0,0,0,0,1
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,3,0,16,0,2,0,0,0,21
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,1,7,0,2,0,0,0,10
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,5,1,1,0,0,0,9
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,9,0,12,0,2,0,0,0,23
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,2,2,0,0,0,0,4
MOJINETE,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,2,1,1,0,0,0,5
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,4,0,17,1,3,0,0,0,25
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,1,0,36,2,177,2,34,0,0,0,252
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,1,0,0,0,0,0,2
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,5,0,4,1,2,0,0,0,12
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,1,0,0,0,0,0,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,1,0,0,0,0,0,3
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,7,1,9,1,2,1,0,0,21
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,0,1,2,0,0,0,3
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,3,0,0,0,0,0,3
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,1,0,35,1,325,4,72,0,0,0,438
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,10,0,4,0,0,0,16
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,8,0,1,0,0,0,10
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,4,1,24,0,3,0,0,0,32
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,1,2,0,8,0,0,0,0,0,11
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,1,0,3,0,16,1,6,0,0,0,27
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,1,0,2,0,0,0,3
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,11,0,2,0,0,0,14
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,2,0,1,0,0,0,4
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,3,0,17,0,4,0,0,0,24
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,1,0,1,0,0,0,2
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,3,1,1,0,0,0,5
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,3,2,6,6,0,1,0,0,18
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,7,0,1,0,0,0,9
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,2,0,0,0,0,0,3
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,13,0,0,0,0,0,15
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,7,0,0,3,1,0,0,0,11
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,10,0,0,0,0,0,12
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,4,0,4,0,2,0,0,0,10
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,4,0,0,0,0,0,5
POSTRER VALLE,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,1,1,0,0,0,0,2
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,1,44,1,344,2,91,0,2,0,485
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,2,1,0,0,0,0,4
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,15,0,2,1,0,0,19
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,3,2,0,0,0,0,6
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,3,0,0,0,0,0,3
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,5,0,0,0,0,0,7
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,2,0,0,0,0,0,4
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,0,0,3,0,0,0,3
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,5,0,7,0,0,0,0,0,12
PUERTO SILES,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,4,0,28,0,6,0,0,0,38
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,1,0,20,0,90,0,18,0,0,0,129
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,3,0,1,1,0,0,6
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,7,0,33,0,7,0,0,0,47
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,2,0,1,0,0,0,3
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,13,3,62,19,20,2,0,0,119
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,4,0,0,0,0,0,6
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
RAQAYPAMPA(ETA),consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,1,0,1,0,0,0,4
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,4,0,2,2,2,1,0,0,11
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,5,0,21,0,1,0,0,0,27
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,3,0,44,2,90,0,18,0,0,0,157
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,10,0,4,0,0,0,16
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,5,0,13,0,1,0,0,0,19
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,1,0,14,4,119,11,16,0,0,0,165
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,3,0,1,0,0,0,0,0,4
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,4,2,5,1,5,1,0,0,18
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,0,0,1,0,1,0,0,0,2
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,2,0,0,0,0,0,4
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,2,0,11,0,1,0,0,0,14
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta prenatal,2022-01-01,0,0,1,0,0,0,0,0,0,0,1
