,group,variable,month,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO E. 50 Y +,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO E. 50 Y +,TOTALES
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,3,0,2,0,1,0,0,0,6
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,2,0,2,0,2,0,0,0,6
CALACOTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,2,0,0,0,0,0,2
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,2,0,8,0,0,0,0,0,10
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,0,0,2,0,0,0,3
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,2,0,6,0,0,0,0,0,8
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,5,0,1,0,0,0,7
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,3,0,1,0,0,0,4
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,3,0,7,0,1,0,0,0,11
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,2,0,0,0,0,0,0,0,2
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,1,0,0,0,1,0,0,0,0,0,2
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,2,0,0,0,0,0,3
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,3,2,4,2,0,0,0,0,11
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,4,0,0,0,0,0,0,0,4
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,1,0,1,0,8,0,5,0,0,0,15
CHARAÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,0,0,0,0,0,0,1
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,1,2,0,1,0,0,0,4
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,3,1,4,2,0,0,0,0,10
CHUA COCANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,5,0,2,0,0,0,8
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,4,1,0,0,0,0,5
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,0,1,0,0,0,0,1
CKOCHAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,2,3,0,1,1,0,0,7
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,2,0,0,0,1,0,0,0,3
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,2,0,6,0,20,0,19,0,0,0,47
COCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,3,0,0,2,0,0,6
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,1,0,33,1,356,13,116,10,1,1,532
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,2,0,11,0,2,0,0,0,15
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,1,0,0,0,2
COLLANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,2,0,8,0,1,0,0,0,11
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,1,0,0,0,0,0,2
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,2,0,0,1,0,0,0,0,3
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,3,0,0,0,0,0,3
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,5,0,0,0,0,0,6
COMANCHE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,2,0,0,0,0,0,0,0,2
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,5,0,11,0,2,0,0,0,18
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,1,0,0,0,2
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,1,0,1,0,0,0,3
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,2,0,0,0,0,0,2
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,2,1,2,2,1,0,0,0,8
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,2,1,5,0,2,0,0,0,10
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,1,0,5,0,23,1,5,1,0,0,36
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,1,0,0,0,0,0,2
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,2,0,0,0,0,0,3
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,1,0,0,0,0,0,2
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,28,6,332,37,53,10,0,0,466
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,2,0,0,0,0,0,2
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,1,0,3,0,4,1,1,0,0,0,10
ENTRE RIOS TRJ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,2,0,2,0,2,0,0,0,6
ENTRE RIOS CBBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,1,0,4,0,6,0,2,0,0,0,13
ESCOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,1,0,0,0,0,0,2
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,0,0,1,0,0,0,2
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,1,0,1,0,1,0,0,3
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,4,0,0,0,0,0,5
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,1,1,0,0,0,0,0,2
GAIOC JATUN AYLLU YURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,2,0,0,0,0,0,0,0,2
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,3,1,0,0,0,0,5
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,4,0,0,0,0,0,5
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,0,2,0,0,0,0,2
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,2,1,3,2,14,0,2,0,0,0,24
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,4,0,6,0,0,0,0,0,10
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,1,0,0,0,1,0,1,0,0,0,3
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,2,0,1,0,0,0,0,0,3
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,1,0,0,0,0,0,2
HUARINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,1,0,1,0,0,0,3
HUMANATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,0,0,0,0,0,0,1
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,0,0,1,0,0,0,2
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,2,0,0,0,0,0,0,0,2
INGAVI (HUMAITA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,1,0,1,0,0,0,0,0,0,0,2
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,3,1,2,1,0,0,8
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,3,0,0,0,0,0,3
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,0,0,0,0,0,0,1
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,4,0,0,0,0,0,4
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,2,0,11,1,5,0,0,0,19
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,1,0,10,0,45,1,18,0,0,0,75
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,21,0,229,0,70,0,0,0,320
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,2,1,0,0,0,0,3
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,6,0,11,0,3,0,0,0,20
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,9,1,5,0,0,0,15
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,0,0,0,0,0,0,1
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,1,3,0,0,0,0,0,5
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,1,1,0,0,0,0,3
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,3,0,5,0,1,0,0,0,9
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,5,0,0,0,0,0,5
MALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,1,1,0,0,0,0,2
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,5,0,4,0,0,0,0,0,9
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,2,0,2,1,0,0,0,0,5
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,1,0,2,0,2,1,1,0,0,0,7
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,4,0,5,0,0,0,0,0,9
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,2,0,1,0,0,0,4
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,1,0,1,0,4,0,0,0,0,0,6
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,8,1,108,5,26,1,0,0,149
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,5,0,0,0,0,0,5
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,1,0,0,0,1,0,0,0,0,0,2
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,1,1,0,1,0,0,4
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,1,0,0,0,2
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,1,0,0,0,2
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,12,0,132,3,54,1,0,0,202
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,0,0,2,0,0,0,3
PADILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,0,0,1,0,0,0,1
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,2,0,12,0,3,0,0,0,17
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,1,9,0,2,0,0,0,12
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,1,5,0,2,0,0,0,8
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,4,0,7,0,0,0,0,0,11
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,1,0,0,0,0,0,2
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,6,1,1,1,0,0,9
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,1,0,0,0,0,0,2
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,4,0,0,0,0,0,5
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,3,0,0,0,0,0,3
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,1,0,0,0,2
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,3,0,0,1,0,0,0,0,0,4
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,4,0,0,0,0,0,4
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,4,0,0,0,0,0,5
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,1,0,17,0,138,3,34,0,1,0,194
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,0,0,0,0,0,0,1
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,1,10,1,2,0,0,0,15
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,1,1,2,1,0,0,0,5
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,1,0,1,0,3,0,1,0,0,0,6
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,1,0,0,0,0,0,2
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,3,0,0,0,0,0,4
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,23,0,19,0,11,0,0,0,53
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,2,0,0,0,0,0,3
PUERTO SILES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,1,1,0,0,0,0,0,2
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,5,0,2,0,0,0,8
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,1,0,5,0,18,1,1,0,0,0,26
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,1,1,0,1,0,0,0,3
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,13,0,5,0,0,0,19
QUIABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,13,3,21,4,10,0,0,0,51
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,3,0,0,0,0,0,3
RAQAYPAMPA(ETA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,4,0,1,0,0,0,0,0,5
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,1,1,0,0,0,0,2
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,2,0,2,0,3,0,0,0,7
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,2,0,11,0,26,0,1,0,0,0,40
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,2,0,25,0,2,0,0,0,29
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,3,0,8,0,0,0,0,0,11
SABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,5,0,38,2,12,1,0,0,58
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,3,1,1,0,2,1,0,0,8
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,2,0,0,0,0,0,2
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,0,1,0,0,2
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,2,1,1,0,0,0,4
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,2,0,2,1,0,1,0,0,6
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,0,0,0,0,0,0,1
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,2,2,0,0,0,0,4
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,3,0,2,0,15,2,4,0,0,0,26
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,3,0,14,0,3,0,0,0,20
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,4,0,19,1,0,0,0,0,24
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,1,0,13,0,25,1,3,2,0,0,45
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,0,0,0,0,0,0,1
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,3,0,7,0,0,0,0,0,10
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,2,0,2,0,0,0,0,0,4
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,1,1,6,0,10,0,2,0,0,0,20
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,1,0,5,0,12,0,4,0,0,0,22
SAN LORENZO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,2,0,0,0,0,0,0,0,2
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,2,0,0,1,0,0,0,0,3
SAN LUCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,4,0,8,0,0,0,0,0,12
SAN MATIAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,1,0,1,0,0,0,3
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,1,0,1,1,3,1,1,0,0,0,8
SAN PABLO DE LIPEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,1,0,0,0,1,0,0,0,0,0,2
SAN PEDRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,1,0,0,0,0,0,1
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,4,0,6,1,2,1,0,0,14
SAN PEDRO DE MACHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,1,0,4,0,2,0,0,0,7
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2022-01-01,0,0,0,0,2,0,0,0,0,0,2
