,group,variable,month,PERSONAS DE 50 A 59 AÑOS NUEVO,PERSONAS DE 50 A 59 AÑOS NUEVO,PERSONAS DE 50 A 59 AÑOS REPETIDO,PERSONAS DE 50 A 59 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 50 a 59 anos,2017-01-01,68,60,4,1,72,61,133
AZURDUY,consulta externa,personas de 50 a 59 anos,2017-01-01,18,27,0,0,18,27,45
BATALLAS,consulta externa,personas de 50 a 59 anos,2017-01-01,32,26,2,2,34,28,62
BAURES,consulta externa,personas de 50 a 59 anos,2017-01-01,31,32,2,1,33,33,66
BELEN DE ANDAMARCA,consulta externa,personas de 50 a 59 anos,2017-01-01,4,3,0,0,4,3,7
BELEN DE URMIRI,consulta externa,personas de 50 a 59 anos,2017-01-01,10,9,0,0,10,9,19
BELLA FLOR,consulta externa,personas de 50 a 59 anos,2017-01-01,10,16,1,0,11,16,27
BERMEJO,consulta externa,personas de 50 a 59 anos,2017-01-01,574,693,62,91,636,784,1420
BETANZOS,consulta externa,personas de 50 a 59 anos,2017-01-01,95,166,6,16,101,182,283
BOLIVAR,consulta externa,personas de 50 a 59 anos,2017-01-01,3,18,0,0,3,18,21
BOLPEBRA,consulta externa,personas de 50 a 59 anos,2017-01-01,20,5,0,0,20,5,25
BOYUIBE,consulta externa,personas de 50 a 59 anos,2017-01-01,8,17,0,0,8,17,25
BUENA VISTA,consulta externa,personas de 50 a 59 anos,2017-01-01,44,75,5,8,49,83,132
CABEZAS,consulta externa,personas de 50 a 59 anos,2017-01-01,114,131,12,17,126,148,274
CAIROMA,consulta externa,personas de 50 a 59 anos,2017-01-01,27,22,1,3,28,25,53
"CAIZA ""D""",consulta externa,personas de 50 a 59 anos,2017-01-01,31,57,0,1,31,58,89
CAJUATA,consulta externa,personas de 50 a 59 anos,2017-01-01,28,21,0,1,28,22,50
CALACOTO,consulta externa,personas de 50 a 59 anos,2017-01-01,8,17,0,0,8,17,25
CALAMARCA,consulta externa,personas de 50 a 59 anos,2017-01-01,26,76,1,8,27,84,111
CAMARGO,consulta externa,personas de 50 a 59 anos,2017-01-01,77,115,3,23,80,138,218
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 50 a 59 anos,2017-01-01,25,28,4,0,29,28,57
CAMIRI,consulta externa,personas de 50 a 59 anos,2017-01-01,268,437,100,117,368,554,922
CAPINOTA,consulta externa,personas de 50 a 59 anos,2017-01-01,45,79,17,14,62,93,155
CAQUIAVIRI,consulta externa,personas de 50 a 59 anos,2017-01-01,15,20,0,0,15,20,35
CARACOLLO,consulta externa,personas de 50 a 59 anos,2017-01-01,43,108,5,5,48,113,161
CARANAVI,consulta externa,personas de 50 a 59 anos,2017-01-01,165,132,17,26,182,158,340
CARANGAS,consulta externa,personas de 50 a 59 anos,2017-01-01,0,1,0,0,0,1,1
CARAPARI,consulta externa,personas de 50 a 59 anos,2017-01-01,138,158,5,17,143,175,318
CARIPUYO,consulta externa,personas de 50 a 59 anos,2017-01-01,3,41,0,0,3,41,44
CARMEN RIVERO TORREZ,consulta externa,personas de 50 a 59 anos,2017-01-01,27,23,3,1,30,24,54
CATACORA,consulta externa,personas de 50 a 59 anos,2017-01-01,12,6,2,1,14,7,21
CHACARILLA,consulta externa,personas de 50 a 59 anos,2017-01-01,2,7,0,0,2,7,9
CHALLAPATA,consulta externa,personas de 50 a 59 anos,2017-01-01,59,95,9,3,68,98,166
CHAQUI,consulta externa,personas de 50 a 59 anos,2017-01-01,27,45,1,3,28,48,76
CHARAGUA,consulta externa,personas de 50 a 59 anos,2017-01-01,72,74,1,9,73,83,156
CHARAÑA,consulta externa,personas de 50 a 59 anos,2017-01-01,4,7,0,0,4,7,11
CHAYANTA,consulta externa,personas de 50 a 59 anos,2017-01-01,44,68,2,8,46,76,122
CHIMORE,consulta externa,personas de 50 a 59 anos,2017-01-01,72,77,4,4,76,81,157
CHIPAYA,consulta externa,personas de 50 a 59 anos,2017-01-01,2,4,0,2,2,6,8
CHOQUE COTA,consulta externa,personas de 50 a 59 anos,2017-01-01,4,7,0,0,4,7,11
CHUA COCANI,consulta externa,personas de 50 a 59 anos,2017-01-01,1,10,0,2,1,12,13
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 50 a 59 anos,2017-01-01,41,51,9,10,50,61,111
CHUMA,consulta externa,personas de 50 a 59 anos,2017-01-01,30,24,1,0,31,24,55
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 50 a 59 anos,2017-01-01,10,6,0,0,10,6,16
CKOCHAS,consulta externa,personas de 50 a 59 anos,2017-01-01,36,74,0,3,36,77,113
CLIZA,consulta externa,personas de 50 a 59 anos,2017-01-01,27,27,6,13,33,40,73
COBIJA,consulta externa,personas de 50 a 59 anos,2017-01-01,232,261,30,85,262,346,608
COCAPATA,consulta externa,personas de 50 a 59 anos,2017-01-01,14,18,0,0,14,18,32
COCHABAMBA,consulta externa,personas de 50 a 59 anos,2017-01-01,4485,7490,2897,5485,7382,12975,20357
COIPASA,consulta externa,personas de 50 a 59 anos,2017-01-01,1,3,0,1,1,4,5
COLCAPIRHUA,consulta externa,personas de 50 a 59 anos,2017-01-01,74,149,38,55,112,204,316
"COLCHA ""K""",consulta externa,personas de 50 a 59 anos,2017-01-01,129,86,23,13,152,99,251
COLLANA,consulta externa,personas de 50 a 59 anos,2017-01-01,8,6,0,0,8,6,14
COLOMI,consulta externa,personas de 50 a 59 anos,2017-01-01,20,23,6,2,26,25,51
COLPA BELGICA,consulta externa,personas de 50 a 59 anos,2017-01-01,29,47,10,13,39,60,99
COLQUECHACA,consulta externa,personas de 50 a 59 anos,2017-01-01,46,57,6,6,52,63,115
COLQUENCHA,consulta externa,personas de 50 a 59 anos,2017-01-01,27,37,11,14,38,51,89
COLQUIRI,consulta externa,personas de 50 a 59 anos,2017-01-01,41,40,24,11,65,51,116
COMANCHE,consulta externa,personas de 50 a 59 anos,2017-01-01,10,1,1,1,11,2,13
COMARAPA,consulta externa,personas de 50 a 59 anos,2017-01-01,30,56,5,4,35,60,95
COMBAYA,consulta externa,personas de 50 a 59 anos,2017-01-01,3,5,0,0,3,5,8
CONCEPCION,consulta externa,personas de 50 a 59 anos,2017-01-01,51,54,14,13,65,67,132
COPACABANA,consulta externa,personas de 50 a 59 anos,2017-01-01,10,17,1,1,11,18,29
CORIPATA,consulta externa,personas de 50 a 59 anos,2017-01-01,26,35,3,5,29,40,69
CORO CORO,consulta externa,personas de 50 a 59 anos,2017-01-01,27,28,1,3,28,31,59
COROICO,consulta externa,personas de 50 a 59 anos,2017-01-01,45,39,3,13,48,52,100
CORQUE,consulta externa,personas de 50 a 59 anos,2017-01-01,21,12,0,1,21,13,34
COTAGAITA,consulta externa,personas de 50 a 59 anos,2017-01-01,153,189,18,25,171,214,385
COTOCA,consulta externa,personas de 50 a 59 anos,2017-01-01,65,102,14,17,79,119,198
CRUZ DE MACHACAMARCA,consulta externa,personas de 50 a 59 anos,2017-01-01,1,1,0,0,1,1,2
CUATRO CAÑADAS,consulta externa,personas de 50 a 59 anos,2017-01-01,39,55,2,10,41,65,106
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 50 a 59 anos,2017-01-01,2,2,0,0,2,2,4
CUEVO,consulta externa,personas de 50 a 59 anos,2017-01-01,41,49,6,9,47,58,105
CULPINA,consulta externa,personas de 50 a 59 anos,2017-01-01,32,51,0,6,32,57,89
CURAHUARA DE CARANGAS,consulta externa,personas de 50 a 59 anos,2017-01-01,6,14,0,2,6,16,22
CURVA,consulta externa,personas de 50 a 59 anos,2017-01-01,4,2,0,1,4,3,7
DESAGUADERO,consulta externa,personas de 50 a 59 anos,2017-01-01,5,7,0,0,5,7,12
EL ALTO,consulta externa,personas de 50 a 59 anos,2017-01-01,2395,3746,1209,1985,3604,5731,9335
EL CHORO,consulta externa,personas de 50 a 59 anos,2017-01-01,14,20,0,3,14,23,37
EL PUENTE(STC),consulta externa,personas de 50 a 59 anos,2017-01-01,32,50,0,2,32,52,84
EL PUENTE(TJA),consulta externa,personas de 50 a 59 anos,2017-01-01,56,130,1,2,57,132,189
EL TORNO,consulta externa,personas de 50 a 59 anos,2017-01-01,415,716,321,443,736,1159,1895
EL VILLAR,consulta externa,personas de 50 a 59 anos,2017-01-01,34,53,1,0,35,53,88
ENTRE RIOS TRJ,consulta externa,personas de 50 a 59 anos,2017-01-01,276,374,11,19,287,393,680
ENTRE RIOS CBBA,consulta externa,personas de 50 a 59 anos,2017-01-01,44,35,6,2,50,37,87
ESCARA,consulta externa,personas de 50 a 59 anos,2017-01-01,2,1,0,0,2,1,3
ESCOMA,consulta externa,personas de 50 a 59 anos,2017-01-01,18,13,3,2,21,15,36
ESMERALDA,consulta externa,personas de 50 a 59 anos,2017-01-01,13,16,0,0,13,16,29
EUCALIPTUS,consulta externa,personas de 50 a 59 anos,2017-01-01,6,11,0,0,6,11,17
EUREKA (SANTOS MERCADO),consulta externa,personas de 50 a 59 anos,2017-01-01,4,1,0,0,4,1,5
EXALTACION,consulta externa,personas de 50 a 59 anos,2017-01-01,9,9,0,0,9,9,18
FERNANDEZ ALONSO,consulta externa,personas de 50 a 59 anos,2017-01-01,19,14,3,10,22,24,46
FILADELFIA,consulta externa,personas de 50 a 59 anos,2017-01-01,35,20,0,1,35,21,56
GENERAL SAAVEDRA,consulta externa,personas de 50 a 59 anos,2017-01-01,14,22,1,3,15,25,40
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 50 a 59 anos,2017-01-01,12,19,3,2,15,21,36
GUANAY,consulta externa,personas de 50 a 59 anos,2017-01-01,49,54,2,12,51,66,117
GUAQUI,consulta externa,personas de 50 a 59 anos,2017-01-01,12,20,1,3,13,23,36
GUAYARAMERIN,consulta externa,personas de 50 a 59 anos,2017-01-01,257,341,41,33,298,374,672
GUTIERREZ,consulta externa,personas de 50 a 59 anos,2017-01-01,36,54,0,6,36,60,96
HUACARETA,consulta externa,personas de 50 a 59 anos,2017-01-01,40,70,3,5,43,75,118
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 50 a 59 anos,2017-01-01,15,35,0,3,15,38,53
HUACHACALLA,consulta externa,personas de 50 a 59 anos,2017-01-01,11,21,0,2,11,23,34
HUANUNI,consulta externa,personas de 50 a 59 anos,2017-01-01,503,247,286,84,789,331,1120
HUARACAJE,consulta externa,personas de 50 a 59 anos,2017-01-01,14,20,0,2,14,22,36
HUARINA,consulta externa,personas de 50 a 59 anos,2017-01-01,8,5,3,2,11,7,18
HUATAJATA,consulta externa,personas de 50 a 59 anos,2017-01-01,6,7,0,1,6,8,14
HUAYLLAMARCA,consulta externa,personas de 50 a 59 anos,2017-01-01,10,10,0,0,10,10,20
HUMANATA,consulta externa,personas de 50 a 59 anos,2017-01-01,6,5,1,0,7,5,12
ICHOCA,consulta externa,personas de 50 a 59 anos,2017-01-01,2,4,0,0,2,4,6
ICLA,consulta externa,personas de 50 a 59 anos,2017-01-01,34,81,4,8,38,89,127
INCAHUASI,consulta externa,personas de 50 a 59 anos,2017-01-01,23,59,1,2,24,61,85
INGAVI (HUMAITA),consulta externa,personas de 50 a 59 anos,2017-01-01,5,8,0,0,5,8,13
INQUISIVI,consulta externa,personas de 50 a 59 anos,2017-01-01,13,20,0,2,13,22,35
IRUPANA (VILLA DE LANZA),consulta externa,personas de 50 a 59 anos,2017-01-01,46,55,5,11,51,66,117
IXIAMAS,consulta externa,personas de 50 a 59 anos,2017-01-01,40,23,0,0,40,23,63
JESUS DE MACHACA,consulta externa,personas de 50 a 59 anos,2017-01-01,30,45,6,11,36,56,92
LA ASUNTA,consulta externa,personas de 50 a 59 anos,2017-01-01,53,47,3,4,56,51,107
LA GUARDIA,consulta externa,personas de 50 a 59 anos,2017-01-01,169,207,26,45,195,252,447
LA PAZ,consulta externa,personas de 50 a 59 anos,2017-01-01,5032,8147,3588,6951,8620,15098,23718
LA RIVERA,consulta externa,personas de 50 a 59 anos,2017-01-01,2,0,0,0,2,0,2
LAGUNILLAS,consulta externa,personas de 50 a 59 anos,2017-01-01,51,65,1,3,52,68,120
LAJA,consulta externa,personas de 50 a 59 anos,2017-01-01,13,19,6,5,19,24,43
LAS CARRERAS,consulta externa,personas de 50 a 59 anos,2017-01-01,16,32,1,0,17,32,49
LICOMA PAMPA,consulta externa,personas de 50 a 59 anos,2017-01-01,6,6,0,0,6,6,12
LLALLAGUA,consulta externa,personas de 50 a 59 anos,2017-01-01,70,82,1,1,71,83,154
LLICA,consulta externa,personas de 50 a 59 anos,2017-01-01,16,24,2,0,18,24,42
LORETO,consulta externa,personas de 50 a 59 anos,2017-01-01,16,18,1,4,17,22,39
LURIBAY,consulta externa,personas de 50 a 59 anos,2017-01-01,25,26,5,2,30,28,58
MACHACAMARCA,consulta externa,personas de 50 a 59 anos,2017-01-01,27,25,0,4,27,29,56
MACHARETI,consulta externa,personas de 50 a 59 anos,2017-01-01,36,70,4,4,40,74,114
MAGDALENA,consulta externa,personas de 50 a 59 anos,2017-01-01,89,150,14,43,103,193,296
MAIRANA,consulta externa,personas de 50 a 59 anos,2017-01-01,37,49,5,20,42,69,111
MALLA,consulta externa,personas de 50 a 59 anos,2017-01-01,4,12,1,0,5,12,17
MAPIRI,consulta externa,personas de 50 a 59 anos,2017-01-01,48,44,2,1,50,45,95
MECAPACA,consulta externa,personas de 50 a 59 anos,2017-01-01,20,20,0,1,20,21,41
MINEROS,consulta externa,personas de 50 a 59 anos,2017-01-01,17,17,2,0,19,17,36
MIZQUE,consulta externa,personas de 50 a 59 anos,2017-01-01,49,49,1,5,50,54,104
MOCOMOCO,consulta externa,personas de 50 a 59 anos,2017-01-01,24,25,4,4,28,29,57
MOJINETE,consulta externa,personas de 50 a 59 anos,2017-01-01,4,4,1,2,5,6,11
MOJOCOYA,consulta externa,personas de 50 a 59 anos,2017-01-01,42,77,3,5,45,82,127
MONTEAGUDO,consulta externa,personas de 50 a 59 anos,2017-01-01,212,281,75,64,287,345,632
MONTERO,consulta externa,personas de 50 a 59 anos,2017-01-01,550,933,141,338,691,1271,1962
MORO MORO,consulta externa,personas de 50 a 59 anos,2017-01-01,10,17,14,3,24,20,44
MOROCHATA,consulta externa,personas de 50 a 59 anos,2017-01-01,15,27,3,4,18,31,49
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 50 a 59 anos,2017-01-01,16,11,0,0,16,11,27
NAZACARA DE PACAJES,consulta externa,personas de 50 a 59 anos,2017-01-01,2,7,0,0,2,7,9
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 50 a 59 anos,2017-01-01,4,7,0,0,4,7,11
OCURI,consulta externa,personas de 50 a 59 anos,2017-01-01,17,32,0,0,17,32,49
OKINAWA,consulta externa,personas de 50 a 59 anos,2017-01-01,24,42,3,1,27,43,70
OMEREQUE,consulta externa,personas de 50 a 59 anos,2017-01-01,32,25,0,2,32,27,59
ORURO,consulta externa,personas de 50 a 59 anos,2017-01-01,1881,2543,578,941,2459,3484,5943
PADCAYA,consulta externa,personas de 50 a 59 anos,2017-01-01,146,255,26,34,172,289,461
PADILLA,consulta externa,personas de 50 a 59 anos,2017-01-01,82,151,5,24,87,175,262
PAILON,consulta externa,personas de 50 a 59 anos,2017-01-01,57,74,5,15,62,89,151
PALCA,consulta externa,personas de 50 a 59 anos,2017-01-01,32,24,10,4,42,28,70
PALOS BLANCOS,consulta externa,personas de 50 a 59 anos,2017-01-01,68,73,5,8,73,81,154
PAMPA AULLAGAS,consulta externa,personas de 50 a 59 anos,2017-01-01,0,4,0,0,0,4,4
PAMPA GRANDE,consulta externa,personas de 50 a 59 anos,2017-01-01,16,32,6,3,22,35,57
PAPEL PAMPA,consulta externa,personas de 50 a 59 anos,2017-01-01,20,22,0,0,20,22,42
PASORAPA,consulta externa,personas de 50 a 59 anos,2017-01-01,18,21,0,0,18,21,39
PATACAMAYA,consulta externa,personas de 50 a 59 anos,2017-01-01,23,32,3,0,26,32,58
PAZÑA,consulta externa,personas de 50 a 59 anos,2017-01-01,31,22,3,4,34,26,60
PELECHUCO,consulta externa,personas de 50 a 59 anos,2017-01-01,21,27,2,1,23,28,51
POCOATA,consulta externa,personas de 50 a 59 anos,2017-01-01,7,22,0,0,7,22,29
POCONA,consulta externa,personas de 50 a 59 anos,2017-01-01,31,56,1,1,32,57,89
POJO (CBBA),consulta externa,personas de 50 a 59 anos,2017-01-01,43,33,3,2,46,35,81
POOPO,consulta externa,personas de 50 a 59 anos,2017-01-01,23,19,20,11,43,30,73
PORCO,consulta externa,personas de 50 a 59 anos,2017-01-01,5,14,0,0,5,14,19
POROMA,consulta externa,personas de 50 a 59 anos,2017-01-01,74,116,1,0,75,116,191
PORONGO,consulta externa,personas de 50 a 59 anos,2017-01-01,32,36,5,5,37,41,78
PORTACHUELO,consulta externa,personas de 50 a 59 anos,2017-01-01,46,112,6,25,52,137,189
PORVENIR,consulta externa,personas de 50 a 59 anos,2017-01-01,17,18,0,2,17,20,37
POSTRER VALLE,consulta externa,personas de 50 a 59 anos,2017-01-01,5,7,4,4,9,11,20
POTOSI,consulta externa,personas de 50 a 59 anos,2017-01-01,1427,2215,498,780,1925,2995,4920
PRESTO,consulta externa,personas de 50 a 59 anos,2017-01-01,23,41,0,1,23,42,65
PUCARA,consulta externa,personas de 50 a 59 anos,2017-01-01,7,13,6,6,13,19,32
PUCARANI,consulta externa,personas de 50 a 59 anos,2017-01-01,28,46,2,6,30,52,82
PUERTO ACOSTA,consulta externa,personas de 50 a 59 anos,2017-01-01,29,12,2,0,31,12,43
PUERTO CARABUCO,consulta externa,personas de 50 a 59 anos,2017-01-01,45,44,1,2,46,46,92
PUERTO GONZALO MORENO,consulta externa,personas de 50 a 59 anos,2017-01-01,17,32,1,2,18,34,52
PUERTO PEREZ,consulta externa,personas de 50 a 59 anos,2017-01-01,12,7,1,1,13,8,21
PUERTO QUIJARRO,consulta externa,personas de 50 a 59 anos,2017-01-01,82,81,4,3,86,84,170
PUERTO RICO,consulta externa,personas de 50 a 59 anos,2017-01-01,28,24,0,0,28,24,52
PUERTO SILES,consulta externa,personas de 50 a 59 anos,2017-01-01,3,4,0,1,3,5,8
PUERTO SUAREZ,consulta externa,personas de 50 a 59 anos,2017-01-01,125,127,56,54,181,181,362
PUERTO VILLARROEL,consulta externa,personas de 50 a 59 anos,2017-01-01,117,141,9,15,126,156,282
PUNA,consulta externa,personas de 50 a 59 anos,2017-01-01,42,67,7,2,49,69,118
PUNATA,consulta externa,personas de 50 a 59 anos,2017-01-01,92,102,110,53,202,155,357
QUIABAYA,consulta externa,personas de 50 a 59 anos,2017-01-01,9,10,0,2,9,12,21
QUILLACOLLO,consulta externa,personas de 50 a 59 anos,2017-01-01,425,830,275,481,700,1311,2011
QUIME,consulta externa,personas de 50 a 59 anos,2017-01-01,96,19,1,0,97,19,116
QUIRUSILLAS,consulta externa,personas de 50 a 59 anos,2017-01-01,4,10,0,0,4,10,14
RAVELO,consulta externa,personas de 50 a 59 anos,2017-01-01,33,70,0,1,33,71,104
REYES,consulta externa,personas de 50 a 59 anos,2017-01-01,20,40,18,18,38,58,96
RIBERALTA,consulta externa,personas de 50 a 59 anos,2017-01-01,356,397,243,253,599,650,1249
ROBORE,consulta externa,personas de 50 a 59 anos,2017-01-01,54,129,8,41,62,170,232
RURRENABAQUE,consulta externa,personas de 50 a 59 anos,2017-01-01,87,113,33,49,120,162,282
SABAYA,consulta externa,personas de 50 a 59 anos,2017-01-01,24,35,3,1,27,36,63
SACABA,consulta externa,personas de 50 a 59 anos,2017-01-01,316,453,163,238,479,691,1170
SACABAMBA,consulta externa,personas de 50 a 59 anos,2017-01-01,6,17,0,1,6,18,24
SACACA,consulta externa,personas de 50 a 59 anos,2017-01-01,22,13,0,0,22,13,35
SAIPINA,consulta externa,personas de 50 a 59 anos,2017-01-01,17,24,7,9,24,33,57
SALINAS DE GARCI MENDOZA,consulta externa,personas de 50 a 59 anos,2017-01-01,46,26,3,1,49,27,76
SAMAIPATA,consulta externa,personas de 50 a 59 anos,2017-01-01,26,37,3,11,29,48,77
SAN AGUSTIN,consulta externa,personas de 50 a 59 anos,2017-01-01,11,12,0,2,11,14,25
SAN ANDRES,consulta externa,personas de 50 a 59 anos,2017-01-01,61,73,2,6,63,79,142
SAN ANDRES DE MACHACA,consulta externa,personas de 50 a 59 anos,2017-01-01,21,19,8,4,29,23,52
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 50 a 59 anos,2017-01-01,3,3,0,0,3,3,6
SAN ANTONIO DE LOMERIO,consulta externa,personas de 50 a 59 anos,2017-01-01,11,20,0,2,11,22,33
SAN BENITO,consulta externa,personas de 50 a 59 anos,2017-01-01,11,26,3,11,14,37,51
SAN BORJA,consulta externa,personas de 50 a 59 anos,2017-01-01,129,192,56,106,185,298,483
SAN BUENA VENTURA,consulta externa,personas de 50 a 59 anos,2017-01-01,31,33,1,3,32,36,68
SAN CARLOS,consulta externa,personas de 50 a 59 anos,2017-01-01,16,23,0,0,16,23,39
SAN IGNACIO,consulta externa,personas de 50 a 59 anos,2017-01-01,111,163,17,32,128,195,323
SAN IGNACIO DE VELASCO,consulta externa,personas de 50 a 59 anos,2017-01-01,88,120,39,43,127,163,290
SAN JAVIER(BNI),consulta externa,personas de 50 a 59 anos,2017-01-01,18,11,3,3,21,14,35
SAN JAVIER(STC),consulta externa,personas de 50 a 59 anos,2017-01-01,14,25,1,0,15,25,40
SAN JOAQUIN,consulta externa,personas de 50 a 59 anos,2017-01-01,77,86,0,2,77,88,165
SAN JOSE DE CHIQUITOS,consulta externa,personas de 50 a 59 anos,2017-01-01,82,115,7,18,89,133,222
SAN JUAN DE YAPACANI,consulta externa,personas de 50 a 59 anos,2017-01-01,32,51,3,16,35,67,102
SAN JULIAN,consulta externa,personas de 50 a 59 anos,2017-01-01,77,123,11,8,88,131,219
SAN LORENZO(PND),consulta externa,personas de 50 a 59 anos,2017-01-01,15,23,0,0,15,23,38
SAN LORENZO(TJA),consulta externa,personas de 50 a 59 anos,2017-01-01,146,199,9,26,155,225,380
SAN LUCAS,consulta externa,personas de 50 a 59 anos,2017-01-01,55,153,6,8,61,161,222
SAN MATIAS,consulta externa,personas de 50 a 59 anos,2017-01-01,15,23,6,7,21,30,51
SAN MIGUEL DE VELASCO,consulta externa,personas de 50 a 59 anos,2017-01-01,14,23,9,12,23,35,58
SAN PABLO DE LIPEZ,consulta externa,personas de 50 a 59 anos,2017-01-01,11,6,0,0,11,6,17
SAN PEDRO,consulta externa,personas de 50 a 59 anos,2017-01-01,49,70,3,2,52,72,124
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 50 a 59 anos,2017-01-01,19,34,0,3,19,37,56
SAN PEDRO DE CURAHUARA,consulta externa,personas de 50 a 59 anos,2017-01-01,17,15,0,0,17,15,32
SAN PEDRO DE QUEMES,consulta externa,personas de 50 a 59 anos,2017-01-01,5,7,0,0,5,7,12
SAN PEDRO DE TIQUINA,consulta externa,personas de 50 a 59 anos,2017-01-01,14,11,6,6,20,17,37
SAN PEDRO(PND),consulta externa,personas de 50 a 59 anos,2017-01-01,5,5,0,0,5,5,10
SAN RAFAEL,consulta externa,personas de 50 a 59 anos,2017-01-01,13,12,4,8,17,20,37
SAN RAMON BENI,consulta externa,personas de 50 a 59 anos,2017-01-01,45,74,0,2,45,76,121
SAN RAMON SCZ,consulta externa,personas de 50 a 59 anos,2017-01-01,26,44,1,4,27,48,75
SANTA ANA,consulta externa,personas de 50 a 59 anos,2017-01-01,69,153,29,52,98,205,303
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 50 a 59 anos,2017-01-01,7696,11589,3110,4528,10806,16117,26923
SANTA ROSA,consulta externa,personas de 50 a 59 anos,2017-01-01,45,79,20,31,65,110,175
SANTA ROSA DEL SARA,consulta externa,personas de 50 a 59 anos,2017-01-01,41,63,0,3,41,66,107
SANTIAGO DE CALLAPA,consulta externa,personas de 50 a 59 anos,2017-01-01,2,2,0,1,2,3,5
SANTIAGO DE HUARI,consulta externa,personas de 50 a 59 anos,2017-01-01,44,48,12,5,56,53,109
SANTIAGO DE HUATA,consulta externa,personas de 50 a 59 anos,2017-01-01,12,19,2,2,14,21,35
SANTIAGO DE MACHACA,consulta externa,personas de 50 a 59 anos,2017-01-01,4,5,0,0,4,5,9
SANTIVAÑES,consulta externa,personas de 50 a 59 anos,2017-01-01,16,23,1,1,17,24,41
SANTUARIO DE QUILLACAS,consulta externa,personas de 50 a 59 anos,2017-01-01,8,11,0,0,8,11,19
SAPAHAQUI,consulta externa,personas de 50 a 59 anos,2017-01-01,25,21,1,0,26,21,47
SENA,consulta externa,personas de 50 a 59 anos,2017-01-01,16,7,0,0,16,7,23
SHINAOTA,consulta externa,personas de 50 a 59 anos,2017-01-01,38,46,6,8,44,54,98
SICA SICA (VILLA AROMA),consulta externa,personas de 50 a 59 anos,2017-01-01,30,32,3,4,33,36,69
SICAYA,consulta externa,personas de 50 a 59 anos,2017-01-01,4,4,1,0,5,4,9
SIPE SIPE,consulta externa,personas de 50 a 59 anos,2017-01-01,63,81,17,40,80,121,201
SOPACHUY,consulta externa,personas de 50 a 59 anos,2017-01-01,30,57,0,2,30,59,89
SORACACHI,consulta externa,personas de 50 a 59 anos,2017-01-01,16,10,0,0,16,10,26
