,group,variable,month,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,TOTALES,TOTALES,TOTALES
AYATA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,20,11,1,1,21,12,33
AYO AYO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,13,9,1,2,14,11,25
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,58,64,6,13,64,77,141
AZURDUY,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,26,27,1,0,27,27,54
BATALLAS,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,21,23,0,1,21,24,45
BAURES,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,26,22,7,3,33,25,58
BELEN DE ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,3,1,0,0,3,1,4
BELEN DE URMIRI,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,4,3,0,0,4,3,7
BELLA FLOR,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,19,19,1,1,20,20,40
BERMEJO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,241,208,13,14,254,222,476
BETANZOS,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,74,44,0,2,74,46,120
BOLIVAR,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,8,6,1,0,9,6,15
BOLPEBRA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,4,2,1,0,5,2,7
BOYUIBE,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,20,10,1,0,21,10,31
BUENA VISTA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,48,36,1,2,49,38,87
CABEZAS,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,104,90,4,5,108,95,203
CAIROMA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,20,21,10,10,30,31,61
"CAIZA ""D""",consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,26,24,0,0,26,24,50
CAJUATA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,37,49,4,5,41,54,95
CALACOTO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,10,7,0,0,10,7,17
CALAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,23,16,1,0,24,16,40
CAMARGO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,26,31,0,1,26,32,58
CAMATAQUI (C. VILLA ABECIA),consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,7,8,0,0,7,8,15
CAMIRI,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,131,154,42,35,173,189,362
CAPINOTA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,51,33,24,10,75,43,118
CAQUIAVIRI,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,9,10,1,0,10,10,20
CARACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,58,42,8,6,66,48,114
CARANAVI,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,227,207,19,9,246,216,462
CARANGAS,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,1,0,0,0,1,0,1
CARAPARI,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,53,37,6,2,59,39,98
CARIPUYO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,14,9,2,0,16,9,25
CARMEN RIVERO TORREZ,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,22,17,0,3,22,20,42
CATACORA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,4,2,1,0,5,2,7
CHACARILLA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,5,5,0,0,5,5,10
CHALLAPATA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,136,127,1,1,137,128,265
CHAQUI,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,29,13,0,1,29,14,43
CHARAGUA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,154,130,12,4,166,134,300
CHARAÑA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,2,1,0,0,2,1,3
CHAYANTA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,26,31,1,0,27,31,58
CHIMORE,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,163,160,6,5,169,165,334
CHIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,2,5,0,1,2,6,8
CHOQUE COTA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,3,1,0,0,3,1,4
CHUA COCANI,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,4,4,0,0,4,4,8
CHULUMANI (V. DE LA LIBERTAD),consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,66,52,2,0,68,52,120
CHUMA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,16,8,1,0,17,8,25
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,17,17,0,0,17,17,34
CKOCHAS,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,24,31,1,0,25,31,56
CLIZA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,37,47,8,4,45,51,96
COBIJA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,202,174,12,24,214,198,412
COCAPATA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,89,86,2,0,91,86,177
COCHABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,2370,2300,1045,1324,3415,3624,7039
COIPASA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,1,0,0,0,1,0,1
COLCAPIRHUA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,132,151,71,61,203,212,415
"COLCHA ""K""",consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,39,46,5,4,44,50,94
COLLANA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,6,2,0,0,6,2,8
COLOMI,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,64,51,5,1,69,52,121
COLPA BELGICA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,15,36,9,12,24,48,72
COLQUECHACA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,67,55,0,0,67,55,122
COLQUENCHA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,10,9,5,3,15,12,27
COLQUIRI,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,35,35,1,0,36,35,71
COMANCHE,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,1,0,1,0,2,0,2
COMARAPA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,55,32,16,6,71,38,109
COMBAYA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,1,4,0,3,1,7,8
CONCEPCION,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,51,58,6,15,57,73,130
COPACABANA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,13,6,9,5,22,11,33
CORIPATA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,60,78,8,8,68,86,154
CORO CORO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,16,15,1,2,17,17,34
COROICO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,66,44,12,8,78,52,130
CORQUE,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,12,14,0,0,12,14,26
COTAGAITA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,76,78,1,7,77,85,162
COTOCA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,190,204,6,3,196,207,403
CUATRO CAÑADAS,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,62,64,12,8,74,72,146
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,3,3,0,1,3,4,7
CUEVO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,17,21,7,13,24,34,58
CULPINA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,33,36,2,0,35,36,71
CURAHUARA DE CARANGAS,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,6,5,0,3,6,8,14
CURVA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,9,5,1,0,10,5,15
DESAGUADERO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,5,4,0,0,5,4,9
EL ALTO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,2277,2232,889,949,3166,3181,6347
EL CHORO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,5,6,0,0,5,6,11
EL PUENTE(STC),consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,30,46,0,0,30,46,76
EL PUENTE(TJA),consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,24,20,3,2,27,22,49
EL TORNO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,258,223,101,105,359,328,687
EL VILLAR,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,12,4,0,1,12,5,17
ENTRE RIOS TRJ,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,59,53,10,2,69,55,124
ENTRE RIOS CBBA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,200,190,17,21,217,211,428
ESCARA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,1,2,0,0,1,2,3
ESCOMA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,10,9,2,5,12,14,26
ESMERALDA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,2,3,0,0,2,3,5
EUCALIPTUS,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,9,6,0,0,9,6,15
EUREKA (SANTOS MERCADO),consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,3,0,0,0,3,0,3
EXALTACION,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,7,8,1,1,8,9,17
FERNANDEZ ALONSO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,51,37,18,15,69,52,121
FILADELFIA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,43,29,1,0,44,29,73
GENERAL SAAVEDRA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,33,48,21,18,54,66,120
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,18,24,6,11,24,35,59
GUANAY,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,46,42,37,29,83,71,154
GUAQUI,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,3,7,1,0,4,7,11
GUAYARAMERIN,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,226,162,2,2,228,164,392
GUTIERREZ,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,66,72,9,10,75,82,157
HUACARETA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,34,39,9,4,43,43,86
HUACAYA (VILLA DE HUACAYA),consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,11,3,1,0,12,3,15
HUACHACALLA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,15,12,1,0,16,12,28
HUANUNI,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,38,59,6,7,44,66,110
HUARACAJE,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,26,17,1,0,27,17,44
HUARINA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,10,5,7,5,17,10,27
HUATAJATA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,2,2,0,5,2,7,9
HUAYLLAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,8,6,0,0,8,6,14
HUMANATA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,3,7,0,0,3,7,10
ICHOCA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,10,13,0,0,10,13,23
ICLA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,35,31,0,0,35,31,66
INCAHUASI,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,36,28,0,0,36,28,64
INGAVI (HUMAITA),consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,2,3,0,0,2,3,5
INQUISIVI,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,19,23,2,1,21,24,45
IRUPANA (VILLA DE LANZA),consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,43,57,5,4,48,61,109
IXIAMAS,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,35,34,1,0,36,34,70
JESUS DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,18,16,22,17,40,33,73
LA ASUNTA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,125,104,5,0,130,104,234
LA GUARDIA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,469,367,39,40,508,407,915
LA PAZ,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,2280,2113,861,925,3141,3038,6179
LA RIVERA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,1,1,0,0,1,1,2
LAGUNILLAS,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,34,36,0,1,34,37,71
LAJA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,26,35,1,2,27,37,64
LAS CARRERAS,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,8,9,1,0,9,9,18
LICOMA PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,9,5,6,7,15,12,27
LLALLAGUA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,169,127,2,0,171,127,298
LLICA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,8,3,0,0,8,3,11
LORETO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,17,19,0,0,17,19,36
LURIBAY,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,16,19,4,1,20,20,40
MACHACAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,8,9,1,0,9,9,18
MACHARETI,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,27,22,0,0,27,22,49
MAGDALENA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,59,50,3,2,62,52,114
MAIRANA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,51,25,4,2,55,27,82
MALLA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,2,5,0,0,2,5,7
MAPIRI,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,46,36,2,0,48,36,84
MECAPACA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,14,31,0,0,14,31,45
MINEROS,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,60,53,17,8,77,61,138
MIZQUE,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,98,93,14,4,112,97,209
MOCOMOCO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,11,7,0,2,11,9,20
MOJINETE,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,2,0,0,1,2,1,3
MOJOCOYA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,12,14,4,7,16,21,37
MONTEAGUDO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,94,72,8,2,102,74,176
MONTERO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,623,548,71,80,694,628,1322
MORO MORO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,12,5,0,0,12,5,17
MOROCHATA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,31,23,1,0,32,23,55
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,10,9,0,0,10,9,19
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,8,9,0,0,8,9,17
OCURI,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,25,28,0,0,25,28,53
OKINAWA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,43,47,4,3,47,50,97
OMEREQUE,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,32,29,2,2,34,31,65
ORURO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,791,800,136,137,927,937,1864
PADCAYA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,72,72,4,7,76,79,155
PADILLA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,32,47,4,7,36,54,90
PAILON,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,90,54,12,7,102,61,163
PALCA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,27,25,2,1,29,26,55
PALOS BLANCOS,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,113,75,61,65,174,140,314
PAMPA AULLAGAS,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,6,5,0,0,6,5,11
PAMPA GRANDE,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,22,23,2,3,24,26,50
PAPEL PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,8,7,0,0,8,7,15
PASORAPA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,6,5,0,0,6,5,11
PATACAMAYA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,86,66,3,7,89,73,162
PAZÑA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,10,9,1,0,11,9,20
PELECHUCO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,21,13,0,0,21,13,34
POCOATA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,38,28,0,0,38,28,66
POCONA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,32,48,1,0,33,48,81
POJO (CBBA),consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,30,28,3,2,33,30,63
POOPO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,13,12,0,0,13,12,25
PORCO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,33,25,3,0,36,25,61
POROMA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,42,47,1,2,43,49,92
PORONGO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,30,39,3,2,33,41,74
PORTACHUELO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,59,43,2,0,61,43,104
PORVENIR,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,15,18,1,3,16,21,37
POSTRER VALLE,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,2,1,1,0,3,1,4
POTOSI,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,831,831,128,157,959,988,1947
PRESTO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,21,13,0,0,21,13,34
PUCARA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,5,5,0,0,5,5,10
PUCARANI,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,41,39,3,1,44,40,84
PUERTO ACOSTA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,13,8,1,0,14,8,22
PUERTO CARABUCO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,17,13,9,7,26,20,46
PUERTO GONZALO MORENO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,20,17,1,3,21,20,41
PUERTO PEREZ,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,11,16,1,0,12,16,28
PUERTO QUIJARRO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,44,53,4,5,48,58,106
PUERTO RICO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,28,30,0,2,28,32,60
PUERTO SILES,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,12,7,1,0,13,7,20
PUERTO SUAREZ,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,74,84,17,20,91,104,195
PUERTO VILLARROEL,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,297,301,12,16,309,317,626
PUNA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,27,30,2,0,29,30,59
PUNATA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,105,56,18,10,123,66,189
QUIABAYA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,11,8,2,5,13,13,26
QUILLACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,444,362,379,392,823,754,1577
QUIME,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,11,11,0,0,11,11,22
QUIRUSILLAS,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,1,0,1,0,2,0,2
RAVELO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,29,20,0,0,29,20,49
REYES,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,53,56,3,0,56,56,112
RIBERALTA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,308,296,137,104,445,400,845
ROBORE,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,47,38,1,1,48,39,87
RURRENABAQUE,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,64,83,4,5,68,88,156
SABAYA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,13,9,1,0,14,9,23
SACABA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,493,445,122,86,615,531,1146
SACABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,12,9,0,1,12,10,22
SACACA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,55,29,0,0,55,29,84
SAIPINA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,16,11,3,1,19,12,31
SALINAS DE GARCI MENDOZA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,21,24,0,2,21,26,47
SAMAIPATA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,23,16,1,1,24,17,41
SAN AGUSTIN,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,6,2,0,0,6,2,8
SAN ANDRES,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,73,46,6,7,79,53,132
SAN ANDRES DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,4,1,0,0,4,1,5
SAN ANTONIO DE ESMORUCO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,5,6,1,1,6,7,13
SAN ANTONIO DE LOMERIO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,36,35,0,2,36,37,73
SAN BENITO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,26,15,17,9,43,24,67
SAN BORJA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,202,200,7,3,209,203,412
SAN BUENA VENTURA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,49,45,2,3,51,48,99
SAN CARLOS,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,45,51,6,4,51,55,106
SAN IGNACIO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,105,121,9,13,114,134,248
SAN IGNACIO DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,178,140,11,7,189,147,336
SAN JAVIER(BNI),consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,4,6,9,7,13,13,26
SAN JAVIER(STC),consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,30,35,0,0,30,35,65
SAN JOAQUIN,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,46,23,0,0,46,23,69
SAN JOSE DE CHIQUITOS,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,51,61,7,3,58,64,122
SAN JUAN DE YAPACANI,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,44,45,7,13,51,58,109
SAN JULIAN,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,139,122,152,100,291,222,513
SAN LORENZO(PND),consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,35,40,0,0,35,40,75
SAN LORENZO(TJA),consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,69,63,22,16,91,79,170
SAN LUCAS,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,60,51,1,2,61,53,114
SAN MATIAS,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,33,47,4,4,37,51,88
SAN MIGUEL DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,37,31,10,5,47,36,83
SAN PABLO DE LIPEZ,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,12,8,0,0,12,8,20
SAN PEDRO,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,110,70,6,4,116,74,190
SAN PEDRO DE BUENA VISTA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,56,42,0,0,56,42,98
SAN PEDRO DE CURAHUARA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,9,13,1,1,10,14,24
SAN PEDRO DE QUEMES,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,2,0,0,0,2,0,2
SAN PEDRO DE TIQUINA,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,4,3,4,4,8,7,15
SAN PEDRO(PND),consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,9,16,0,1,9,17,26
SAN RAFAEL,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,38,31,5,9,43,40,83
SAN RAMON BENI,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,17,26,1,4,18,30,48
SAN RAMON SCZ,consulta externa,ninos de 6 meses a < 1 ano,2017-01-01,24,19,0,1,24,20,44
