,group,variable,month,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 60 anos y mas,2017-01-01,661,760,3,0,664,760,1424
AZURDUY,consulta externa,personas de 60 anos y mas,2017-01-01,175,230,3,2,178,232,410
BATALLAS,consulta externa,personas de 60 anos y mas,2017-01-01,315,265,60,58,375,323,698
BAURES,consulta externa,personas de 60 anos y mas,2017-01-01,99,108,10,10,109,118,227
BELEN DE ANDAMARCA,consulta externa,personas de 60 anos y mas,2017-01-01,51,74,1,9,52,83,135
BELEN DE URMIRI,consulta externa,personas de 60 anos y mas,2017-01-01,62,69,0,0,62,69,131
BELLA FLOR,consulta externa,personas de 60 anos y mas,2017-01-01,55,44,28,9,83,53,136
BERMEJO,consulta externa,personas de 60 anos y mas,2017-01-01,705,780,108,118,813,898,1711
BETANZOS,consulta externa,personas de 60 anos y mas,2017-01-01,1285,1509,46,55,1331,1564,2895
BOLIVAR,consulta externa,personas de 60 anos y mas,2017-01-01,131,145,77,89,208,234,442
BOLPEBRA,consulta externa,personas de 60 anos y mas,2017-01-01,27,31,2,1,29,32,61
BOYUIBE,consulta externa,personas de 60 anos y mas,2017-01-01,80,130,10,9,90,139,229
BUENA VISTA,consulta externa,personas de 60 anos y mas,2017-01-01,327,253,45,42,372,295,667
CABEZAS,consulta externa,personas de 60 anos y mas,2017-01-01,436,437,89,90,525,527,1052
CAIROMA,consulta externa,personas de 60 anos y mas,2017-01-01,220,188,16,25,236,213,449
"CAIZA ""D""",consulta externa,personas de 60 anos y mas,2017-01-01,312,525,1,2,313,527,840
CAJUATA,consulta externa,personas de 60 anos y mas,2017-01-01,279,215,0,0,279,215,494
CALACOTO,consulta externa,personas de 60 anos y mas,2017-01-01,350,329,8,4,358,333,691
CALAMARCA,consulta externa,personas de 60 anos y mas,2017-01-01,221,237,16,13,237,250,487
CAMARGO,consulta externa,personas de 60 anos y mas,2017-01-01,356,627,140,229,496,856,1352
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 60 anos y mas,2017-01-01,191,284,1,7,192,291,483
CAMIRI,consulta externa,personas de 60 anos y mas,2017-01-01,1160,1456,469,368,1629,1824,3453
CAPINOTA,consulta externa,personas de 60 anos y mas,2017-01-01,323,388,151,182,474,570,1044
CAQUIAVIRI,consulta externa,personas de 60 anos y mas,2017-01-01,308,339,8,11,316,350,666
CARACOLLO,consulta externa,personas de 60 anos y mas,2017-01-01,404,446,39,35,443,481,924
CARANAVI,consulta externa,personas de 60 anos y mas,2017-01-01,1002,699,535,355,1537,1054,2591
CARANGAS,consulta externa,personas de 60 anos y mas,2017-01-01,16,10,3,0,19,10,29
CARAPARI,consulta externa,personas de 60 anos y mas,2017-01-01,259,244,18,40,277,284,561
CARIPUYO,consulta externa,personas de 60 anos y mas,2017-01-01,103,96,7,0,110,96,206
CARMEN RIVERO TORREZ,consulta externa,personas de 60 anos y mas,2017-01-01,74,73,15,12,89,85,174
CATACORA,consulta externa,personas de 60 anos y mas,2017-01-01,54,61,5,10,59,71,130
CHACARILLA,consulta externa,personas de 60 anos y mas,2017-01-01,61,50,43,53,104,103,207
CHALLAPATA,consulta externa,personas de 60 anos y mas,2017-01-01,881,1027,43,59,924,1086,2010
CHAQUI,consulta externa,personas de 60 anos y mas,2017-01-01,479,678,4,12,483,690,1173
CHARAGUA,consulta externa,personas de 60 anos y mas,2017-01-01,360,416,42,56,402,472,874
CHARAÑA,consulta externa,personas de 60 anos y mas,2017-01-01,57,50,0,0,57,50,107
CHAYANTA,consulta externa,personas de 60 anos y mas,2017-01-01,369,512,18,19,387,531,918
CHIMORE,consulta externa,personas de 60 anos y mas,2017-01-01,425,360,67,50,492,410,902
CHIPAYA,consulta externa,personas de 60 anos y mas,2017-01-01,27,25,1,2,28,27,55
CHOQUE COTA,consulta externa,personas de 60 anos y mas,2017-01-01,52,84,0,0,52,84,136
CHUA COCANI,consulta externa,personas de 60 anos y mas,2017-01-01,74,86,18,30,92,116,208
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 60 anos y mas,2017-01-01,240,229,138,330,378,559,937
CHUMA,consulta externa,personas de 60 anos y mas,2017-01-01,408,470,29,27,437,497,934
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 60 anos y mas,2017-01-01,36,52,0,0,36,52,88
CKOCHAS,consulta externa,personas de 60 anos y mas,2017-01-01,423,587,8,12,431,599,1030
CLIZA,consulta externa,personas de 60 anos y mas,2017-01-01,366,579,137,195,503,774,1277
COBIJA,consulta externa,personas de 60 anos y mas,2017-01-01,457,386,149,151,606,537,1143
COCAPATA,consulta externa,personas de 60 anos y mas,2017-01-01,475,485,2,11,477,496,973
COCHABAMBA,consulta externa,personas de 60 anos y mas,2017-01-01,10704,14196,10613,14393,21317,28589,49906
COIPASA,consulta externa,personas de 60 anos y mas,2017-01-01,32,27,1,0,33,27,60
COLCAPIRHUA,consulta externa,personas de 60 anos y mas,2017-01-01,417,759,230,495,647,1254,1901
"COLCHA ""K""",consulta externa,personas de 60 anos y mas,2017-01-01,360,440,38,53,398,493,891
COLLANA,consulta externa,personas de 60 anos y mas,2017-01-01,97,75,25,15,122,90,212
COLOMI,consulta externa,personas de 60 anos y mas,2017-01-01,255,317,104,134,359,451,810
COLPA BELGICA,consulta externa,personas de 60 anos y mas,2017-01-01,180,122,30,25,210,147,357
COLQUECHACA,consulta externa,personas de 60 anos y mas,2017-01-01,995,1154,2,7,997,1161,2158
COLQUENCHA,consulta externa,personas de 60 anos y mas,2017-01-01,85,129,51,82,136,211,347
COLQUIRI,consulta externa,personas de 60 anos y mas,2017-01-01,310,294,29,14,339,308,647
COMANCHE,consulta externa,personas de 60 anos y mas,2017-01-01,67,52,7,7,74,59,133
COMARAPA,consulta externa,personas de 60 anos y mas,2017-01-01,276,321,49,69,325,390,715
COMBAYA,consulta externa,personas de 60 anos y mas,2017-01-01,130,114,5,5,135,119,254
CONCEPCION,consulta externa,personas de 60 anos y mas,2017-01-01,217,199,32,36,249,235,484
COPACABANA,consulta externa,personas de 60 anos y mas,2017-01-01,136,168,50,24,186,192,378
CORIPATA,consulta externa,personas de 60 anos y mas,2017-01-01,353,271,144,104,497,375,872
CORO CORO,consulta externa,personas de 60 anos y mas,2017-01-01,225,231,15,20,240,251,491
COROICO,consulta externa,personas de 60 anos y mas,2017-01-01,344,264,104,99,448,363,811
CORQUE,consulta externa,personas de 60 anos y mas,2017-01-01,257,260,14,20,271,280,551
COTAGAITA,consulta externa,personas de 60 anos y mas,2017-01-01,806,1305,182,231,988,1536,2524
COTOCA,consulta externa,personas de 60 anos y mas,2017-01-01,483,470,207,216,690,686,1376
CRUZ DE MACHACAMARCA,consulta externa,personas de 60 anos y mas,2017-01-01,10,13,0,0,10,13,23
CUATRO CAÑADAS,consulta externa,personas de 60 anos y mas,2017-01-01,241,260,77,78,318,338,656
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 60 anos y mas,2017-01-01,50,68,31,57,81,125,206
CUEVO,consulta externa,personas de 60 anos y mas,2017-01-01,77,98,43,56,120,154,274
CULPINA,consulta externa,personas de 60 anos y mas,2017-01-01,200,337,10,17,210,354,564
CURAHUARA DE CARANGAS,consulta externa,personas de 60 anos y mas,2017-01-01,175,188,2,4,177,192,369
CURVA,consulta externa,personas de 60 anos y mas,2017-01-01,57,97,10,3,67,100,167
DESAGUADERO,consulta externa,personas de 60 anos y mas,2017-01-01,46,62,21,16,67,78,145
EL ALTO,consulta externa,personas de 60 anos y mas,2017-01-01,6157,6917,3540,4049,9697,10966,20663
EL CHORO,consulta externa,personas de 60 anos y mas,2017-01-01,159,184,1,6,160,190,350
EL PUENTE(STC),consulta externa,personas de 60 anos y mas,2017-01-01,217,170,8,7,225,177,402
EL PUENTE(TJA),consulta externa,personas de 60 anos y mas,2017-01-01,325,494,5,19,330,513,843
EL TORNO,consulta externa,personas de 60 anos y mas,2017-01-01,1533,1673,699,593,2232,2266,4498
EL VILLAR,consulta externa,personas de 60 anos y mas,2017-01-01,155,295,2,5,157,300,457
ENTRE RIOS TRJ,consulta externa,personas de 60 anos y mas,2017-01-01,585,650,45,45,630,695,1325
ENTRE RIOS CBBA,consulta externa,personas de 60 anos y mas,2017-01-01,317,298,67,35,384,333,717
ESCARA,consulta externa,personas de 60 anos y mas,2017-01-01,34,65,0,0,34,65,99
ESCOMA,consulta externa,personas de 60 anos y mas,2017-01-01,131,147,30,15,161,162,323
ESMERALDA,consulta externa,personas de 60 anos y mas,2017-01-01,54,56,5,1,59,57,116
EUCALIPTUS,consulta externa,personas de 60 anos y mas,2017-01-01,237,288,0,2,237,290,527
EUREKA (SANTOS MERCADO),consulta externa,personas de 60 anos y mas,2017-01-01,6,3,0,0,6,3,9
EXALTACION,consulta externa,personas de 60 anos y mas,2017-01-01,13,13,0,0,13,13,26
FERNANDEZ ALONSO,consulta externa,personas de 60 anos y mas,2017-01-01,127,119,30,38,157,157,314
FILADELFIA,consulta externa,personas de 60 anos y mas,2017-01-01,103,68,4,3,107,71,178
GENERAL SAAVEDRA,consulta externa,personas de 60 anos y mas,2017-01-01,180,219,16,13,196,232,428
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 60 anos y mas,2017-01-01,254,261,54,44,308,305,613
GUANAY,consulta externa,personas de 60 anos y mas,2017-01-01,384,250,80,84,464,334,798
GUAQUI,consulta externa,personas de 60 anos y mas,2017-01-01,145,179,72,91,217,270,487
GUAYARAMERIN,consulta externa,personas de 60 anos y mas,2017-01-01,587,640,71,80,658,720,1378
GUTIERREZ,consulta externa,personas de 60 anos y mas,2017-01-01,274,347,26,37,300,384,684
HUACARETA,consulta externa,personas de 60 anos y mas,2017-01-01,129,194,13,26,142,220,362
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 60 anos y mas,2017-01-01,44,77,1,9,45,86,131
HUACHACALLA,consulta externa,personas de 60 anos y mas,2017-01-01,69,98,14,24,83,122,205
HUANUNI,consulta externa,personas de 60 anos y mas,2017-01-01,341,364,146,124,487,488,975
HUARACAJE,consulta externa,personas de 60 anos y mas,2017-01-01,44,37,1,0,45,37,82
HUARINA,consulta externa,personas de 60 anos y mas,2017-01-01,134,116,139,120,273,236,509
HUATAJATA,consulta externa,personas de 60 anos y mas,2017-01-01,38,45,66,66,104,111,215
HUAYLLAMARCA,consulta externa,personas de 60 anos y mas,2017-01-01,215,260,6,5,221,265,486
HUMANATA,consulta externa,personas de 60 anos y mas,2017-01-01,204,195,0,0,204,195,399
ICHOCA,consulta externa,personas de 60 anos y mas,2017-01-01,193,163,1,0,194,163,357
ICLA,consulta externa,personas de 60 anos y mas,2017-01-01,137,218,8,21,145,239,384
INCAHUASI,consulta externa,personas de 60 anos y mas,2017-01-01,210,376,1,1,211,377,588
INGAVI (HUMAITA),consulta externa,personas de 60 anos y mas,2017-01-01,12,4,3,0,15,4,19
INQUISIVI,consulta externa,personas de 60 anos y mas,2017-01-01,309,282,0,0,309,282,591
IRUPANA (VILLA DE LANZA),consulta externa,personas de 60 anos y mas,2017-01-01,423,335,83,98,506,433,939
IXIAMAS,consulta externa,personas de 60 anos y mas,2017-01-01,134,124,3,2,137,126,263
JESUS DE MACHACA,consulta externa,personas de 60 anos y mas,2017-01-01,355,350,168,231,523,581,1104
LA ASUNTA,consulta externa,personas de 60 anos y mas,2017-01-01,295,206,51,26,346,232,578
LA GUARDIA,consulta externa,personas de 60 anos y mas,2017-01-01,1105,1383,266,375,1371,1758,3129
LA PAZ,consulta externa,personas de 60 anos y mas,2017-01-01,12216,15286,11807,16360,24023,31646,55669
LA RIVERA,consulta externa,personas de 60 anos y mas,2017-01-01,9,13,0,2,9,15,24
LAGUNILLAS,consulta externa,personas de 60 anos y mas,2017-01-01,72,89,2,7,74,96,170
LAJA,consulta externa,personas de 60 anos y mas,2017-01-01,260,253,210,231,470,484,954
LAS CARRERAS,consulta externa,personas de 60 anos y mas,2017-01-01,92,150,7,15,99,165,264
LICOMA PAMPA,consulta externa,personas de 60 anos y mas,2017-01-01,96,95,5,9,101,104,205
LLALLAGUA,consulta externa,personas de 60 anos y mas,2017-01-01,391,598,22,24,413,622,1035
LLICA,consulta externa,personas de 60 anos y mas,2017-01-01,36,42,0,0,36,42,78
LORETO,consulta externa,personas de 60 anos y mas,2017-01-01,61,59,12,5,73,64,137
LURIBAY,consulta externa,personas de 60 anos y mas,2017-01-01,302,242,39,37,341,279,620
MACHACAMARCA,consulta externa,personas de 60 anos y mas,2017-01-01,180,207,9,14,189,221,410
MACHARETI,consulta externa,personas de 60 anos y mas,2017-01-01,101,141,15,17,116,158,274
MAGDALENA,consulta externa,personas de 60 anos y mas,2017-01-01,154,193,65,53,219,246,465
MAIRANA,consulta externa,personas de 60 anos y mas,2017-01-01,94,115,51,81,145,196,341
MALLA,consulta externa,personas de 60 anos y mas,2017-01-01,108,117,18,17,126,134,260
MAPIRI,consulta externa,personas de 60 anos y mas,2017-01-01,209,180,38,24,247,204,451
MECAPACA,consulta externa,personas de 60 anos y mas,2017-01-01,245,246,8,6,253,252,505
MINEROS,consulta externa,personas de 60 anos y mas,2017-01-01,458,411,2,1,460,412,872
MIZQUE,consulta externa,personas de 60 anos y mas,2017-01-01,558,726,146,212,704,938,1642
MOCOMOCO,consulta externa,personas de 60 anos y mas,2017-01-01,556,576,171,153,727,729,1456
MOJINETE,consulta externa,personas de 60 anos y mas,2017-01-01,28,42,3,7,31,49,80
MOJOCOYA,consulta externa,personas de 60 anos y mas,2017-01-01,239,321,62,75,301,396,697
MONTEAGUDO,consulta externa,personas de 60 anos y mas,2017-01-01,496,669,97,125,593,794,1387
MONTERO,consulta externa,personas de 60 anos y mas,2017-01-01,1766,2057,383,514,2149,2571,4720
MORO MORO,consulta externa,personas de 60 anos y mas,2017-01-01,37,55,26,62,63,117,180
MOROCHATA,consulta externa,personas de 60 anos y mas,2017-01-01,366,413,46,47,412,460,872
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 60 anos y mas,2017-01-01,15,10,2,0,17,10,27
NAZACARA DE PACAJES,consulta externa,personas de 60 anos y mas,2017-01-01,20,27,0,0,20,27,47
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 60 anos y mas,2017-01-01,57,38,4,6,61,44,105
OCURI,consulta externa,personas de 60 anos y mas,2017-01-01,390,464,2,2,392,466,858
OKINAWA,consulta externa,personas de 60 anos y mas,2017-01-01,166,173,27,24,193,197,390
OMEREQUE,consulta externa,personas de 60 anos y mas,2017-01-01,131,172,26,23,157,195,352
ORURO,consulta externa,personas de 60 anos y mas,2017-01-01,4864,5877,2255,2987,7119,8864,15983
PADCAYA,consulta externa,personas de 60 anos y mas,2017-01-01,389,514,92,136,481,650,1131
PADILLA,consulta externa,personas de 60 anos y mas,2017-01-01,437,605,22,44,459,649,1108
PAILON,consulta externa,personas de 60 anos y mas,2017-01-01,252,226,49,47,301,273,574
PALCA,consulta externa,personas de 60 anos y mas,2017-01-01,259,209,35,31,294,240,534
PALOS BLANCOS,consulta externa,personas de 60 anos y mas,2017-01-01,545,379,350,238,895,617,1512
PAMPA AULLAGAS,consulta externa,personas de 60 anos y mas,2017-01-01,31,35,0,0,31,35,66
PAMPA GRANDE,consulta externa,personas de 60 anos y mas,2017-01-01,111,148,86,88,197,236,433
PAPEL PAMPA,consulta externa,personas de 60 anos y mas,2017-01-01,284,224,8,6,292,230,522
PASORAPA,consulta externa,personas de 60 anos y mas,2017-01-01,159,183,14,23,173,206,379
PATACAMAYA,consulta externa,personas de 60 anos y mas,2017-01-01,206,207,16,21,222,228,450
PAZÑA,consulta externa,personas de 60 anos y mas,2017-01-01,114,107,25,20,139,127,266
PELECHUCO,consulta externa,personas de 60 anos y mas,2017-01-01,107,80,5,5,112,85,197
POCOATA,consulta externa,personas de 60 anos y mas,2017-01-01,788,1045,1,3,789,1048,1837
POCONA,consulta externa,personas de 60 anos y mas,2017-01-01,386,596,21,33,407,629,1036
POJO (CBBA),consulta externa,personas de 60 anos y mas,2017-01-01,207,275,17,14,224,289,513
POOPO,consulta externa,personas de 60 anos y mas,2017-01-01,64,102,54,74,118,176,294
PORCO,consulta externa,personas de 60 anos y mas,2017-01-01,87,137,2,1,89,138,227
POROMA,consulta externa,personas de 60 anos y mas,2017-01-01,330,422,8,7,338,429,767
PORONGO,consulta externa,personas de 60 anos y mas,2017-01-01,239,237,12,19,251,256,507
PORTACHUELO,consulta externa,personas de 60 anos y mas,2017-01-01,222,256,144,159,366,415,781
PORVENIR,consulta externa,personas de 60 anos y mas,2017-01-01,57,57,22,9,79,66,145
POSTRER VALLE,consulta externa,personas de 60 anos y mas,2017-01-01,18,19,32,49,50,68,118
POTOSI,consulta externa,personas de 60 anos y mas,2017-01-01,3535,4554,1298,1586,4833,6140,10973
PRESTO,consulta externa,personas de 60 anos y mas,2017-01-01,327,418,4,5,331,423,754
PUCARA,consulta externa,personas de 60 anos y mas,2017-01-01,46,49,69,110,115,159,274
PUCARANI,consulta externa,personas de 60 anos y mas,2017-01-01,384,371,165,152,549,523,1072
PUERTO ACOSTA,consulta externa,personas de 60 anos y mas,2017-01-01,219,210,13,17,232,227,459
PUERTO CARABUCO,consulta externa,personas de 60 anos y mas,2017-01-01,282,278,55,48,337,326,663
PUERTO GONZALO MORENO,consulta externa,personas de 60 anos y mas,2017-01-01,125,110,10,8,135,118,253
PUERTO PEREZ,consulta externa,personas de 60 anos y mas,2017-01-01,82,100,59,64,141,164,305
PUERTO QUIJARRO,consulta externa,personas de 60 anos y mas,2017-01-01,96,111,23,30,119,141,260
PUERTO RICO,consulta externa,personas de 60 anos y mas,2017-01-01,54,69,0,0,54,69,123
PUERTO SILES,consulta externa,personas de 60 anos y mas,2017-01-01,26,11,4,3,30,14,44
PUERTO SUAREZ,consulta externa,personas de 60 anos y mas,2017-01-01,149,236,23,17,172,253,425
PUERTO VILLARROEL,consulta externa,personas de 60 anos y mas,2017-01-01,615,558,116,99,731,657,1388
PUNA,consulta externa,personas de 60 anos y mas,2017-01-01,719,1277,16,39,735,1316,2051
PUNATA,consulta externa,personas de 60 anos y mas,2017-01-01,351,471,501,648,852,1119,1971
QUIABAYA,consulta externa,personas de 60 anos y mas,2017-01-01,190,131,1,3,191,134,325
QUILLACOLLO,consulta externa,personas de 60 anos y mas,2017-01-01,1479,1886,1830,1944,3309,3830,7139
QUIME,consulta externa,personas de 60 anos y mas,2017-01-01,208,185,5,6,213,191,404
QUIRUSILLAS,consulta externa,personas de 60 anos y mas,2017-01-01,33,44,16,24,49,68,117
RAVELO,consulta externa,personas de 60 anos y mas,2017-01-01,541,743,3,8,544,751,1295
REYES,consulta externa,personas de 60 anos y mas,2017-01-01,203,178,64,94,267,272,539
RIBERALTA,consulta externa,personas de 60 anos y mas,2017-01-01,687,589,257,105,944,694,1638
ROBORE,consulta externa,personas de 60 anos y mas,2017-01-01,423,391,48,84,471,475,946
RURRENABAQUE,consulta externa,personas de 60 anos y mas,2017-01-01,444,428,104,130,548,558,1106
SABAYA,consulta externa,personas de 60 anos y mas,2017-01-01,217,243,34,33,251,276,527
SACABA,consulta externa,personas de 60 anos y mas,2017-01-01,1392,1747,1277,1760,2669,3507,6176
SACABAMBA,consulta externa,personas de 60 anos y mas,2017-01-01,113,153,36,65,149,218,367
SACACA,consulta externa,personas de 60 anos y mas,2017-01-01,165,296,2,6,167,302,469
SAIPINA,consulta externa,personas de 60 anos y mas,2017-01-01,74,75,71,78,145,153,298
SALINAS DE GARCI MENDOZA,consulta externa,personas de 60 anos y mas,2017-01-01,277,351,7,12,284,363,647
SAMAIPATA,consulta externa,personas de 60 anos y mas,2017-01-01,128,153,197,237,325,390,715
SAN AGUSTIN,consulta externa,personas de 60 anos y mas,2017-01-01,38,61,6,11,44,72,116
SAN ANDRES,consulta externa,personas de 60 anos y mas,2017-01-01,175,156,23,26,198,182,380
SAN ANDRES DE MACHACA,consulta externa,personas de 60 anos y mas,2017-01-01,195,205,81,104,276,309,585
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 60 anos y mas,2017-01-01,30,36,1,0,31,36,67
SAN ANTONIO DE LOMERIO,consulta externa,personas de 60 anos y mas,2017-01-01,140,131,28,27,168,158,326
SAN BENITO,consulta externa,personas de 60 anos y mas,2017-01-01,152,227,162,273,314,500,814
SAN BORJA,consulta externa,personas de 60 anos y mas,2017-01-01,546,490,165,171,711,661,1372
SAN BUENA VENTURA,consulta externa,personas de 60 anos y mas,2017-01-01,122,125,7,14,129,139,268
SAN CARLOS,consulta externa,personas de 60 anos y mas,2017-01-01,283,303,55,33,338,336,674
SAN IGNACIO,consulta externa,personas de 60 anos y mas,2017-01-01,335,303,45,44,380,347,727
SAN IGNACIO DE VELASCO,consulta externa,personas de 60 anos y mas,2017-01-01,754,741,38,67,792,808,1600
SAN JAVIER(BNI),consulta externa,personas de 60 anos y mas,2017-01-01,27,19,11,2,38,21,59
SAN JAVIER(STC),consulta externa,personas de 60 anos y mas,2017-01-01,152,156,3,5,155,161,316
SAN JOAQUIN,consulta externa,personas de 60 anos y mas,2017-01-01,54,115,64,76,118,191,309
SAN JOSE DE CHIQUITOS,consulta externa,personas de 60 anos y mas,2017-01-01,230,277,10,14,240,291,531
SAN JUAN DE YAPACANI,consulta externa,personas de 60 anos y mas,2017-01-01,259,212,40,42,299,254,553
SAN JULIAN,consulta externa,personas de 60 anos y mas,2017-01-01,679,633,56,60,735,693,1428
SAN LORENZO(PND),consulta externa,personas de 60 anos y mas,2017-01-01,39,33,3,0,42,33,75
SAN LORENZO(TJA),consulta externa,personas de 60 anos y mas,2017-01-01,332,498,28,62,360,560,920
SAN LUCAS,consulta externa,personas de 60 anos y mas,2017-01-01,1016,1470,12,21,1028,1491,2519
SAN MATIAS,consulta externa,personas de 60 anos y mas,2017-01-01,119,132,23,21,142,153,295
SAN MIGUEL DE VELASCO,consulta externa,personas de 60 anos y mas,2017-01-01,117,116,103,106,220,222,442
SAN PABLO DE LIPEZ,consulta externa,personas de 60 anos y mas,2017-01-01,85,76,5,2,90,78,168
SAN PEDRO,consulta externa,personas de 60 anos y mas,2017-01-01,400,372,50,40,450,412,862
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 60 anos y mas,2017-01-01,348,461,1,0,349,461,810
SAN PEDRO DE CURAHUARA,consulta externa,personas de 60 anos y mas,2017-01-01,239,319,2,3,241,322,563
SAN PEDRO DE QUEMES,consulta externa,personas de 60 anos y mas,2017-01-01,37,58,0,2,37,60,97
SAN PEDRO DE TIQUINA,consulta externa,personas de 60 anos y mas,2017-01-01,48,61,212,229,260,290,550
SAN PEDRO(PND),consulta externa,personas de 60 anos y mas,2017-01-01,57,28,9,7,66,35,101
SAN RAFAEL,consulta externa,personas de 60 anos y mas,2017-01-01,52,50,84,51,136,101,237
SAN RAMON BENI,consulta externa,personas de 60 anos y mas,2017-01-01,96,114,3,4,99,118,217
SAN RAMON SCZ,consulta externa,personas de 60 anos y mas,2017-01-01,76,80,0,21,76,101,177
SANTA ANA,consulta externa,personas de 60 anos y mas,2017-01-01,210,321,33,107,243,428,671
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 60 anos y mas,2017-01-01,16216,19612,5818,12834,22034,32446,54480
SANTA ROSA,consulta externa,personas de 60 anos y mas,2017-01-01,213,183,16,43,229,226,455
SANTA ROSA DEL SARA,consulta externa,personas de 60 anos y mas,2017-01-01,453,337,31,14,484,351,835
SANTIAGO DE CALLAPA,consulta externa,personas de 60 anos y mas,2017-01-01,300,292,99,113,399,405,804
SANTIAGO DE HUARI,consulta externa,personas de 60 anos y mas,2017-01-01,282,316,35,37,317,353,670
SANTIAGO DE HUATA,consulta externa,personas de 60 anos y mas,2017-01-01,237,265,42,43,279,308,587
SANTIAGO DE MACHACA,consulta externa,personas de 60 anos y mas,2017-01-01,89,95,17,26,106,121,227
SANTIVAÑES,consulta externa,personas de 60 anos y mas,2017-01-01,177,324,17,29,194,353,547
SANTUARIO DE QUILLACAS,consulta externa,personas de 60 anos y mas,2017-01-01,155,180,0,1,155,181,336
SAPAHAQUI,consulta externa,personas de 60 anos y mas,2017-01-01,283,219,30,17,313,236,549
SENA,consulta externa,personas de 60 anos y mas,2017-01-01,35,24,2,0,37,24,61
SHINAOTA,consulta externa,personas de 60 anos y mas,2017-01-01,233,235,25,32,258,267,525
SICA SICA (VILLA AROMA),consulta externa,personas de 60 anos y mas,2017-01-01,427,489,66,86,493,575,1068
SICAYA,consulta externa,personas de 60 anos y mas,2017-01-01,62,89,31,36,93,125,218
SIPE SIPE,consulta externa,personas de 60 anos y mas,2017-01-01,645,944,376,523,1021,1467,2488
SOPACHUY,consulta externa,personas de 60 anos y mas,2017-01-01,184,273,8,13,192,286,478
SORACACHI,consulta externa,personas de 60 anos y mas,2017-01-01,266,256,2,2,268,258,526
SORATA,consulta externa,personas de 60 anos y mas,2017-01-01,316,333,180,175,496,508,1004
SUCRE,consulta externa,personas de 60 anos y mas,2017-01-01,6013,7943,2027,3198,8040,11141,19181
TACACHI,consulta externa,personas de 60 anos y mas,2017-01-01,54,85,0,1,54,86,140
