,group,variable,month,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES REPETIDO,MENORES DE 6 MESES REPETIDO,TOTALES,TOTALES,TOTALES
BATALLAS,consulta externa,menores de 6 meses,2017-01-01,19,18,2,2,21,20,41
BAURES,consulta externa,menores de 6 meses,2017-01-01,11,15,1,2,12,17,29
BELEN DE ANDAMARCA,consulta externa,menores de 6 meses,2017-01-01,2,1,0,0,2,1,3
BELEN DE URMIRI,consulta externa,menores de 6 meses,2017-01-01,0,2,0,0,0,2,2
BELLA FLOR,consulta externa,menores de 6 meses,2017-01-01,9,5,0,0,9,5,14
BERMEJO,consulta externa,menores de 6 meses,2017-01-01,203,192,11,20,214,212,426
BETANZOS,consulta externa,menores de 6 meses,2017-01-01,55,44,3,0,58,44,102
BOLIVAR,consulta externa,menores de 6 meses,2017-01-01,10,6,1,0,11,6,17
BOLPEBRA,consulta externa,menores de 6 meses,2017-01-01,3,7,0,0,3,7,10
BOYUIBE,consulta externa,menores de 6 meses,2017-01-01,11,8,1,0,12,8,20
BUENA VISTA,consulta externa,menores de 6 meses,2017-01-01,59,48,6,5,65,53,118
CABEZAS,consulta externa,menores de 6 meses,2017-01-01,101,75,6,5,107,80,187
CAIROMA,consulta externa,menores de 6 meses,2017-01-01,32,20,6,7,38,27,65
"CAIZA ""D""",consulta externa,menores de 6 meses,2017-01-01,14,27,2,3,16,30,46
CAJUATA,consulta externa,menores de 6 meses,2017-01-01,33,30,0,0,33,30,63
CALACOTO,consulta externa,menores de 6 meses,2017-01-01,6,8,0,0,6,8,14
CALAMARCA,consulta externa,menores de 6 meses,2017-01-01,31,8,2,0,33,8,41
CAMARGO,consulta externa,menores de 6 meses,2017-01-01,31,31,1,0,32,31,63
CAMATAQUI (C. VILLA ABECIA),consulta externa,menores de 6 meses,2017-01-01,1,9,1,0,2,9,11
CAMIRI,consulta externa,menores de 6 meses,2017-01-01,159,150,37,27,196,177,373
CAPINOTA,consulta externa,menores de 6 meses,2017-01-01,51,29,14,10,65,39,104
CAQUIAVIRI,consulta externa,menores de 6 meses,2017-01-01,9,13,0,0,9,13,22
CARACOLLO,consulta externa,menores de 6 meses,2017-01-01,48,29,5,0,53,29,82
CARANAVI,consulta externa,menores de 6 meses,2017-01-01,259,190,6,3,265,193,458
CARAPARI,consulta externa,menores de 6 meses,2017-01-01,72,54,7,4,79,58,137
CARIPUYO,consulta externa,menores de 6 meses,2017-01-01,10,7,0,0,10,7,17
CARMEN RIVERO TORREZ,consulta externa,menores de 6 meses,2017-01-01,9,10,0,2,9,12,21
CATACORA,consulta externa,menores de 6 meses,2017-01-01,7,3,4,1,11,4,15
CHACARILLA,consulta externa,menores de 6 meses,2017-01-01,3,4,0,0,3,4,7
CHALLAPATA,consulta externa,menores de 6 meses,2017-01-01,175,163,3,0,178,163,341
CHAQUI,consulta externa,menores de 6 meses,2017-01-01,30,15,0,0,30,15,45
CHARAGUA,consulta externa,menores de 6 meses,2017-01-01,115,116,3,7,118,123,241
CHARAÑA,consulta externa,menores de 6 meses,2017-01-01,1,0,0,0,1,0,1
CHAYANTA,consulta externa,menores de 6 meses,2017-01-01,34,19,0,0,34,19,53
CHIMORE,consulta externa,menores de 6 meses,2017-01-01,142,125,2,1,144,126,270
CHIPAYA,consulta externa,menores de 6 meses,2017-01-01,4,1,0,0,4,1,5
CHUA COCANI,consulta externa,menores de 6 meses,2017-01-01,1,4,1,1,2,5,7
CHULUMANI (V. DE LA LIBERTAD),consulta externa,menores de 6 meses,2017-01-01,74,66,4,4,78,70,148
CHUMA,consulta externa,menores de 6 meses,2017-01-01,9,9,0,0,9,9,18
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,menores de 6 meses,2017-01-01,16,9,0,0,16,9,25
CKOCHAS,consulta externa,menores de 6 meses,2017-01-01,26,35,0,0,26,35,61
CLIZA,consulta externa,menores de 6 meses,2017-01-01,53,56,14,17,67,73,140
COBIJA,consulta externa,menores de 6 meses,2017-01-01,210,225,23,11,233,236,469
COCAPATA,consulta externa,menores de 6 meses,2017-01-01,53,72,0,2,53,74,127
COCHABAMBA,consulta externa,menores de 6 meses,2017-01-01,3013,2769,1265,1173,4278,3942,8220
COIPASA,consulta externa,menores de 6 meses,2017-01-01,4,1,1,0,5,1,6
COLCAPIRHUA,consulta externa,menores de 6 meses,2017-01-01,192,190,69,89,261,279,540
"COLCHA ""K""",consulta externa,menores de 6 meses,2017-01-01,32,42,4,5,36,47,83
COLLANA,consulta externa,menores de 6 meses,2017-01-01,3,13,0,1,3,14,17
COLOMI,consulta externa,menores de 6 meses,2017-01-01,48,44,4,3,52,47,99
COLPA BELGICA,consulta externa,menores de 6 meses,2017-01-01,18,27,13,8,31,35,66
COLQUECHACA,consulta externa,menores de 6 meses,2017-01-01,58,52,0,0,58,52,110
COLQUENCHA,consulta externa,menores de 6 meses,2017-01-01,13,13,4,4,17,17,34
COLQUIRI,consulta externa,menores de 6 meses,2017-01-01,32,23,0,0,32,23,55
COMANCHE,consulta externa,menores de 6 meses,2017-01-01,2,0,1,0,3,0,3
COMARAPA,consulta externa,menores de 6 meses,2017-01-01,56,54,13,15,69,69,138
COMBAYA,consulta externa,menores de 6 meses,2017-01-01,0,4,0,0,0,4,4
CONCEPCION,consulta externa,menores de 6 meses,2017-01-01,65,41,5,8,70,49,119
COPACABANA,consulta externa,menores de 6 meses,2017-01-01,7,12,1,3,8,15,23
CORIPATA,consulta externa,menores de 6 meses,2017-01-01,59,63,12,16,71,79,150
CORO CORO,consulta externa,menores de 6 meses,2017-01-01,5,13,0,2,5,15,20
COROICO,consulta externa,menores de 6 meses,2017-01-01,54,44,14,5,68,49,117
CORQUE,consulta externa,menores de 6 meses,2017-01-01,7,11,0,0,7,11,18
COTAGAITA,consulta externa,menores de 6 meses,2017-01-01,54,73,0,2,54,75,129
COTOCA,consulta externa,menores de 6 meses,2017-01-01,188,166,9,6,197,172,369
CUATRO CAÑADAS,consulta externa,menores de 6 meses,2017-01-01,50,42,7,2,57,44,101
CUCHUMUELA (V. G. VILLARROEL),consulta externa,menores de 6 meses,2017-01-01,11,4,3,0,14,4,18
CUEVO,consulta externa,menores de 6 meses,2017-01-01,8,14,4,5,12,19,31
CULPINA,consulta externa,menores de 6 meses,2017-01-01,33,22,0,0,33,22,55
CURAHUARA DE CARANGAS,consulta externa,menores de 6 meses,2017-01-01,6,4,0,2,6,6,12
CURVA,consulta externa,menores de 6 meses,2017-01-01,12,1,0,0,12,1,13
DESAGUADERO,consulta externa,menores de 6 meses,2017-01-01,1,12,1,0,2,12,14
EL ALTO,consulta externa,menores de 6 meses,2017-01-01,3586,3329,1099,1005,4685,4334,9019
EL CHORO,consulta externa,menores de 6 meses,2017-01-01,11,3,2,0,13,3,16
EL PUENTE(STC),consulta externa,menores de 6 meses,2017-01-01,50,24,1,1,51,25,76
EL PUENTE(TJA),consulta externa,menores de 6 meses,2017-01-01,18,15,1,1,19,16,35
EL TORNO,consulta externa,menores de 6 meses,2017-01-01,238,161,61,44,299,205,504
EL VILLAR,consulta externa,menores de 6 meses,2017-01-01,6,11,1,0,7,11,18
ENTRE RIOS TRJ,consulta externa,menores de 6 meses,2017-01-01,59,48,1,3,60,51,111
ENTRE RIOS CBBA,consulta externa,menores de 6 meses,2017-01-01,145,151,14,14,159,165,324
ESCARA,consulta externa,menores de 6 meses,2017-01-01,2,0,0,0,2,0,2
ESCOMA,consulta externa,menores de 6 meses,2017-01-01,11,14,1,0,12,14,26
ESMERALDA,consulta externa,menores de 6 meses,2017-01-01,4,2,1,0,5,2,7
EUCALIPTUS,consulta externa,menores de 6 meses,2017-01-01,9,3,1,0,10,3,13
EUREKA (SANTOS MERCADO),consulta externa,menores de 6 meses,2017-01-01,8,4,0,0,8,4,12
EXALTACION,consulta externa,menores de 6 meses,2017-01-01,12,11,0,0,12,11,23
FERNANDEZ ALONSO,consulta externa,menores de 6 meses,2017-01-01,121,40,11,6,132,46,178
FILADELFIA,consulta externa,menores de 6 meses,2017-01-01,30,20,3,0,33,20,53
GENERAL SAAVEDRA,consulta externa,menores de 6 meses,2017-01-01,48,42,11,18,59,60,119
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,menores de 6 meses,2017-01-01,11,18,6,8,17,26,43
GUANAY,consulta externa,menores de 6 meses,2017-01-01,56,49,7,13,63,62,125
GUAQUI,consulta externa,menores de 6 meses,2017-01-01,10,10,0,0,10,10,20
GUAYARAMERIN,consulta externa,menores de 6 meses,2017-01-01,258,179,4,5,262,184,446
GUTIERREZ,consulta externa,menores de 6 meses,2017-01-01,79,58,7,7,86,65,151
HUACARETA,consulta externa,menores de 6 meses,2017-01-01,31,34,2,2,33,36,69
HUACAYA (VILLA DE HUACAYA),consulta externa,menores de 6 meses,2017-01-01,5,8,2,1,7,9,16
HUACHACALLA,consulta externa,menores de 6 meses,2017-01-01,8,6,1,0,9,6,15
HUANUNI,consulta externa,menores de 6 meses,2017-01-01,89,72,18,12,107,84,191
HUARACAJE,consulta externa,menores de 6 meses,2017-01-01,22,7,0,1,22,8,30
HUARINA,consulta externa,menores de 6 meses,2017-01-01,7,9,12,13,19,22,41
HUATAJATA,consulta externa,menores de 6 meses,2017-01-01,3,3,3,11,6,14,20
HUAYLLAMARCA,consulta externa,menores de 6 meses,2017-01-01,2,3,0,0,2,3,5
HUMANATA,consulta externa,menores de 6 meses,2017-01-01,6,4,0,0,6,4,10
ICHOCA,consulta externa,menores de 6 meses,2017-01-01,10,6,0,0,10,6,16
ICLA,consulta externa,menores de 6 meses,2017-01-01,24,23,0,1,24,24,48
INCAHUASI,consulta externa,menores de 6 meses,2017-01-01,26,42,0,0,26,42,68
INGAVI (HUMAITA),consulta externa,menores de 6 meses,2017-01-01,13,12,1,1,14,13,27
INQUISIVI,consulta externa,menores de 6 meses,2017-01-01,21,19,2,0,23,19,42
IRUPANA (VILLA DE LANZA),consulta externa,menores de 6 meses,2017-01-01,39,47,7,7,46,54,100
IXIAMAS,consulta externa,menores de 6 meses,2017-01-01,28,23,0,1,28,24,52
JESUS DE MACHACA,consulta externa,menores de 6 meses,2017-01-01,18,21,16,14,34,35,69
LA ASUNTA,consulta externa,menores de 6 meses,2017-01-01,117,127,6,4,123,131,254
LA GUARDIA,consulta externa,menores de 6 meses,2017-01-01,497,371,31,31,528,402,930
LA PAZ,consulta externa,menores de 6 meses,2017-01-01,3565,3549,1051,1189,4616,4738,9354
LA RIVERA,consulta externa,menores de 6 meses,2017-01-01,1,0,0,0,1,0,1
LAGUNILLAS,consulta externa,menores de 6 meses,2017-01-01,46,36,2,2,48,38,86
LAJA,consulta externa,menores de 6 meses,2017-01-01,33,36,2,3,35,39,74
LAS CARRERAS,consulta externa,menores de 6 meses,2017-01-01,9,7,0,0,9,7,16
LICOMA PAMPA,consulta externa,menores de 6 meses,2017-01-01,6,1,6,3,12,4,16
LLALLAGUA,consulta externa,menores de 6 meses,2017-01-01,147,147,3,1,150,148,298
LLICA,consulta externa,menores de 6 meses,2017-01-01,4,6,0,0,4,6,10
LORETO,consulta externa,menores de 6 meses,2017-01-01,12,8,3,2,15,10,25
LURIBAY,consulta externa,menores de 6 meses,2017-01-01,16,12,3,2,19,14,33
MACHACAMARCA,consulta externa,menores de 6 meses,2017-01-01,10,6,0,0,10,6,16
MACHARETI,consulta externa,menores de 6 meses,2017-01-01,14,28,0,1,14,29,43
MAGDALENA,consulta externa,menores de 6 meses,2017-01-01,30,29,0,0,30,29,59
MAIRANA,consulta externa,menores de 6 meses,2017-01-01,46,26,6,4,52,30,82
MALLA,consulta externa,menores de 6 meses,2017-01-01,2,4,0,1,2,5,7
MAPIRI,consulta externa,menores de 6 meses,2017-01-01,53,29,2,3,55,32,87
MECAPACA,consulta externa,menores de 6 meses,2017-01-01,13,25,0,2,13,27,40
MINEROS,consulta externa,menores de 6 meses,2017-01-01,49,36,8,11,57,47,104
MIZQUE,consulta externa,menores de 6 meses,2017-01-01,89,63,3,7,92,70,162
MOCOMOCO,consulta externa,menores de 6 meses,2017-01-01,13,14,1,1,14,15,29
MOJINETE,consulta externa,menores de 6 meses,2017-01-01,2,4,0,0,2,4,6
MOJOCOYA,consulta externa,menores de 6 meses,2017-01-01,8,9,4,4,12,13,25
MONTEAGUDO,consulta externa,menores de 6 meses,2017-01-01,95,100,9,7,104,107,211
MONTERO,consulta externa,menores de 6 meses,2017-01-01,723,594,273,193,996,787,1783
MORO MORO,consulta externa,menores de 6 meses,2017-01-01,5,3,2,0,7,3,10
MOROCHATA,consulta externa,menores de 6 meses,2017-01-01,20,17,2,1,22,18,40
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,menores de 6 meses,2017-01-01,12,10,0,0,12,10,22
NAZACARA DE PACAJES,consulta externa,menores de 6 meses,2017-01-01,1,2,0,0,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,menores de 6 meses,2017-01-01,4,10,0,0,4,10,14
OCURI,consulta externa,menores de 6 meses,2017-01-01,34,25,0,0,34,25,59
OKINAWA,consulta externa,menores de 6 meses,2017-01-01,45,38,2,2,47,40,87
OMEREQUE,consulta externa,menores de 6 meses,2017-01-01,27,16,0,2,27,18,45
ORURO,consulta externa,menores de 6 meses,2017-01-01,1387,1270,314,320,1701,1590,3291
PADCAYA,consulta externa,menores de 6 meses,2017-01-01,44,43,3,3,47,46,93
PADILLA,consulta externa,menores de 6 meses,2017-01-01,45,43,4,7,49,50,99
PAILON,consulta externa,menores de 6 meses,2017-01-01,86,48,6,2,92,50,142
PALCA,consulta externa,menores de 6 meses,2017-01-01,31,21,0,3,31,24,55
PALOS BLANCOS,consulta externa,menores de 6 meses,2017-01-01,69,72,47,108,116,180,296
PAMPA AULLAGAS,consulta externa,menores de 6 meses,2017-01-01,3,3,0,0,3,3,6
PAMPA GRANDE,consulta externa,menores de 6 meses,2017-01-01,21,21,3,1,24,22,46
PAPEL PAMPA,consulta externa,menores de 6 meses,2017-01-01,4,7,0,0,4,7,11
PASORAPA,consulta externa,menores de 6 meses,2017-01-01,2,8,0,0,2,8,10
PATACAMAYA,consulta externa,menores de 6 meses,2017-01-01,89,83,39,25,128,108,236
PAZÑA,consulta externa,menores de 6 meses,2017-01-01,10,7,2,3,12,10,22
PELECHUCO,consulta externa,menores de 6 meses,2017-01-01,15,21,0,2,15,23,38
POCOATA,consulta externa,menores de 6 meses,2017-01-01,22,20,0,0,22,20,42
POCONA,consulta externa,menores de 6 meses,2017-01-01,26,27,1,1,27,28,55
POJO (CBBA),consulta externa,menores de 6 meses,2017-01-01,32,22,1,0,33,22,55
POOPO,consulta externa,menores de 6 meses,2017-01-01,9,11,0,1,9,12,21
PORCO,consulta externa,menores de 6 meses,2017-01-01,24,22,0,1,24,23,47
POROMA,consulta externa,menores de 6 meses,2017-01-01,33,34,0,2,33,36,69
PORONGO,consulta externa,menores de 6 meses,2017-01-01,25,24,1,1,26,25,51
PORTACHUELO,consulta externa,menores de 6 meses,2017-01-01,59,79,1,2,60,81,141
PORVENIR,consulta externa,menores de 6 meses,2017-01-01,11,13,1,0,12,13,25
POSTRER VALLE,consulta externa,menores de 6 meses,2017-01-01,3,2,1,0,4,2,6
POTOSI,consulta externa,menores de 6 meses,2017-01-01,884,845,61,57,945,902,1847
PRESTO,consulta externa,menores de 6 meses,2017-01-01,20,14,0,0,20,14,34
PUCARA,consulta externa,menores de 6 meses,2017-01-01,4,1,0,0,4,1,5
PUCARANI,consulta externa,menores de 6 meses,2017-01-01,49,41,1,1,50,42,92
PUERTO ACOSTA,consulta externa,menores de 6 meses,2017-01-01,11,16,0,0,11,16,27
PUERTO CARABUCO,consulta externa,menores de 6 meses,2017-01-01,15,9,6,5,21,14,35
PUERTO GONZALO MORENO,consulta externa,menores de 6 meses,2017-01-01,37,33,5,0,42,33,75
PUERTO PEREZ,consulta externa,menores de 6 meses,2017-01-01,2,3,0,0,2,3,5
PUERTO QUIJARRO,consulta externa,menores de 6 meses,2017-01-01,29,43,6,6,35,49,84
PUERTO RICO,consulta externa,menores de 6 meses,2017-01-01,19,17,0,0,19,17,36
PUERTO SILES,consulta externa,menores de 6 meses,2017-01-01,2,4,0,0,2,4,6
PUERTO SUAREZ,consulta externa,menores de 6 meses,2017-01-01,80,71,9,9,89,80,169
PUERTO VILLARROEL,consulta externa,menores de 6 meses,2017-01-01,285,295,11,15,296,310,606
PUNA,consulta externa,menores de 6 meses,2017-01-01,29,17,2,0,31,17,48
PUNATA,consulta externa,menores de 6 meses,2017-01-01,113,97,26,8,139,105,244
QUIABAYA,consulta externa,menores de 6 meses,2017-01-01,4,7,2,3,6,10,16
QUILLACOLLO,consulta externa,menores de 6 meses,2017-01-01,508,468,322,376,830,844,1674
QUIME,consulta externa,menores de 6 meses,2017-01-01,12,12,0,0,12,12,24
QUIRUSILLAS,consulta externa,menores de 6 meses,2017-01-01,1,1,0,0,1,1,2
RAVELO,consulta externa,menores de 6 meses,2017-01-01,21,17,0,0,21,17,38
REYES,consulta externa,menores de 6 meses,2017-01-01,55,49,1,1,56,50,106
RIBERALTA,consulta externa,menores de 6 meses,2017-01-01,383,346,47,42,430,388,818
ROBORE,consulta externa,menores de 6 meses,2017-01-01,51,30,1,0,52,30,82
RURRENABAQUE,consulta externa,menores de 6 meses,2017-01-01,72,80,2,3,74,83,157
SABAYA,consulta externa,menores de 6 meses,2017-01-01,6,12,0,1,6,13,19
SACABA,consulta externa,menores de 6 meses,2017-01-01,526,520,101,123,627,643,1270
SACABAMBA,consulta externa,menores de 6 meses,2017-01-01,9,11,3,0,12,11,23
SACACA,consulta externa,menores de 6 meses,2017-01-01,46,29,0,0,46,29,75
SAIPINA,consulta externa,menores de 6 meses,2017-01-01,11,13,1,1,12,14,26
SALINAS DE GARCI MENDOZA,consulta externa,menores de 6 meses,2017-01-01,19,23,0,0,19,23,42
SAMAIPATA,consulta externa,menores de 6 meses,2017-01-01,24,27,0,1,24,28,52
SAN AGUSTIN,consulta externa,menores de 6 meses,2017-01-01,2,2,0,0,2,2,4
SAN ANDRES,consulta externa,menores de 6 meses,2017-01-01,70,72,5,3,75,75,150
SAN ANDRES DE MACHACA,consulta externa,menores de 6 meses,2017-01-01,4,3,0,0,4,3,7
SAN ANTONIO DE ESMORUCO,consulta externa,menores de 6 meses,2017-01-01,1,1,0,1,1,2,3
SAN ANTONIO DE LOMERIO,consulta externa,menores de 6 meses,2017-01-01,21,17,0,1,21,18,39
SAN BENITO,consulta externa,menores de 6 meses,2017-01-01,10,21,10,11,20,32,52
SAN BORJA,consulta externa,menores de 6 meses,2017-01-01,171,133,8,0,179,133,312
SAN BUENA VENTURA,consulta externa,menores de 6 meses,2017-01-01,43,34,3,0,46,34,80
SAN CARLOS,consulta externa,menores de 6 meses,2017-01-01,47,38,7,7,54,45,99
SAN IGNACIO,consulta externa,menores de 6 meses,2017-01-01,104,98,7,2,111,100,211
SAN IGNACIO DE VELASCO,consulta externa,menores de 6 meses,2017-01-01,144,126,6,11,150,137,287
SAN JAVIER(BNI),consulta externa,menores de 6 meses,2017-01-01,4,9,10,3,14,12,26
SAN JAVIER(STC),consulta externa,menores de 6 meses,2017-01-01,38,27,0,0,38,27,65
SAN JOAQUIN,consulta externa,menores de 6 meses,2017-01-01,28,24,3,0,31,24,55
SAN JOSE DE CHIQUITOS,consulta externa,menores de 6 meses,2017-01-01,45,54,7,7,52,61,113
SAN JUAN DE YAPACANI,consulta externa,menores de 6 meses,2017-01-01,36,30,4,1,40,31,71
SAN JULIAN,consulta externa,menores de 6 meses,2017-01-01,128,120,88,76,216,196,412
SAN LORENZO(PND),consulta externa,menores de 6 meses,2017-01-01,25,34,0,1,25,35,60
SAN LORENZO(TJA),consulta externa,menores de 6 meses,2017-01-01,70,57,39,16,109,73,182
SAN LUCAS,consulta externa,menores de 6 meses,2017-01-01,81,62,0,0,81,62,143
SAN MATIAS,consulta externa,menores de 6 meses,2017-01-01,30,26,2,3,32,29,61
SAN MIGUEL DE VELASCO,consulta externa,menores de 6 meses,2017-01-01,27,20,14,9,41,29,70
SAN PABLO DE LIPEZ,consulta externa,menores de 6 meses,2017-01-01,11,6,0,0,11,6,17
SAN PEDRO,consulta externa,menores de 6 meses,2017-01-01,73,72,6,10,79,82,161
SAN PEDRO DE BUENA VISTA,consulta externa,menores de 6 meses,2017-01-01,41,43,3,0,44,43,87
SAN PEDRO DE CURAHUARA,consulta externa,menores de 6 meses,2017-01-01,7,15,0,0,7,15,22
SAN PEDRO DE QUEMES,consulta externa,menores de 6 meses,2017-01-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,consulta externa,menores de 6 meses,2017-01-01,12,3,5,7,17,10,27
SAN PEDRO(PND),consulta externa,menores de 6 meses,2017-01-01,4,10,0,0,4,10,14
SAN RAFAEL,consulta externa,menores de 6 meses,2017-01-01,26,13,8,2,34,15,49
SAN RAMON BENI,consulta externa,menores de 6 meses,2017-01-01,35,21,1,0,36,21,57
SAN RAMON SCZ,consulta externa,menores de 6 meses,2017-01-01,27,12,0,0,27,12,39
SANTA ANA,consulta externa,menores de 6 meses,2017-01-01,76,101,9,14,85,115,200
SANTA CRUZ DE LA SIERRA,consulta externa,menores de 6 meses,2017-01-01,5734,4945,1005,991,6739,5936,12675
SANTA ROSA,consulta externa,menores de 6 meses,2017-01-01,30,19,2,2,32,21,53
SANTA ROSA DEL SARA,consulta externa,menores de 6 meses,2017-01-01,47,56,3,7,50,63,113
SANTIAGO DE CALLAPA,consulta externa,menores de 6 meses,2017-01-01,5,5,2,2,7,7,14
SANTIAGO DE HUARI,consulta externa,menores de 6 meses,2017-01-01,20,20,0,0,20,20,40
SANTIAGO DE HUATA,consulta externa,menores de 6 meses,2017-01-01,2,9,0,0,2,9,11
SANTIAGO DE MACHACA,consulta externa,menores de 6 meses,2017-01-01,3,2,1,0,4,2,6
SANTIVAÑES,consulta externa,menores de 6 meses,2017-01-01,16,14,2,3,18,17,35
SANTUARIO DE QUILLACAS,consulta externa,menores de 6 meses,2017-01-01,6,10,0,0,6,10,16
SAPAHAQUI,consulta externa,menores de 6 meses,2017-01-01,13,13,0,0,13,13,26
SENA,consulta externa,menores de 6 meses,2017-01-01,21,26,4,0,25,26,51
SHINAOTA,consulta externa,menores de 6 meses,2017-01-01,95,98,11,9,106,107,213
SICA SICA (VILLA AROMA),consulta externa,menores de 6 meses,2017-01-01,44,32,2,0,46,32,78
SICAYA,consulta externa,menores de 6 meses,2017-01-01,14,13,0,0,14,13,27
SIPE SIPE,consulta externa,menores de 6 meses,2017-01-01,135,81,27,22,162,103,265
SOPACHUY,consulta externa,menores de 6 meses,2017-01-01,30,22,2,0,32,22,54
SORACACHI,consulta externa,menores de 6 meses,2017-01-01,16,14,0,0,16,14,30
SORATA,consulta externa,menores de 6 meses,2017-01-01,52,34,6,2,58,36,94
SUCRE,consulta externa,menores de 6 meses,2017-01-01,1030,982,233,189,1263,1171,2434
TACACHI,consulta externa,menores de 6 meses,2017-01-01,3,3,0,0,3,3,6
TACACOMA,consulta externa,menores de 6 meses,2017-01-01,22,14,0,0,22,14,36
TACOBAMBA,consulta externa,menores de 6 meses,2017-01-01,14,10,0,0,14,10,24
TACOPAYA,consulta externa,menores de 6 meses,2017-01-01,10,12,0,0,10,12,22
TAHUA,consulta externa,menores de 6 meses,2017-01-01,2,3,0,0,2,3,5
TAPACARI,consulta externa,menores de 6 meses,2017-01-01,36,51,3,1,39,52,91
TARABUCO,consulta externa,menores de 6 meses,2017-01-01,27,32,0,0,27,32,59
TARACO,consulta externa,menores de 6 meses,2017-01-01,6,4,0,1,6,5,11
TARATA,consulta externa,menores de 6 meses,2017-01-01,32,15,1,0,33,15,48
TARIJA,consulta externa,menores de 6 meses,2017-01-01,891,957,326,337,1217,1294,2511
TARVITA,consulta externa,menores de 6 meses,2017-01-01,57,67,0,3,57,70,127
TEOPONTE,consulta externa,menores de 6 meses,2017-01-01,36,60,10,18,46,78,124
TIAWANACU,consulta externa,menores de 6 meses,2017-01-01,22,16,3,2,25,18,43
TINGUIPAYA,consulta externa,menores de 6 meses,2017-01-01,27,36,0,0,27,36,63
TIPUANI,consulta externa,menores de 6 meses,2017-01-01,44,43,7,3,51,46,97
TIQUIPAYA,consulta externa,menores de 6 meses,2017-01-01,170,146,100,122,270,268,538
TIRAQUE (CBBA),consulta externa,menores de 6 meses,2017-01-01,40,30,1,4,41,34,75
TITO YUPANQUI (PARQUIPUJIO),consulta externa,menores de 6 meses,2017-01-01,2,2,0,0,2,2,4
TOCO,consulta externa,menores de 6 meses,2017-01-01,14,13,8,4,22,17,39
TODOS SANTOS,consulta externa,menores de 6 meses,2017-01-01,1,0,0,0,1,0,1
TOLATA,consulta externa,menores de 6 meses,2017-01-01,14,11,8,14,22,25,47
TOLEDO,consulta externa,menores de 6 meses,2017-01-01,5,6,0,0,5,6,11
TOMAVE,consulta externa,menores de 6 meses,2017-01-01,25,32,0,0,25,32,57
TOMINA,consulta externa,menores de 6 meses,2017-01-01,25,21,0,0,25,21,46
TORO TORO,consulta externa,menores de 6 meses,2017-01-01,15,10,1,0,16,10,26
TOTORA(CBBA),consulta externa,menores de 6 meses,2017-01-01,46,30,1,1,47,31,78
TOTORA(ORR),consulta externa,menores de 6 meses,2017-01-01,13,8,0,0,13,8,21
