,group,variable,month,PERSONAS DE 5 A 9 AÑOS NUEVO,PERSONAS DE 5 A 9 AÑOS NUEVO,PERSONAS DE 5 A 9 AÑOS REPETIDO,PERSONAS DE 5 A 9 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 5 a 9 anos,2017-01-01,44,34,3,0,47,34,81
AZURDUY,consulta externa,personas de 5 a 9 anos,2017-01-01,9,8,0,0,9,8,17
BATALLAS,consulta externa,personas de 5 a 9 anos,2017-01-01,16,11,0,0,16,11,27
BAURES,consulta externa,personas de 5 a 9 anos,2017-01-01,25,34,0,0,25,34,59
BELEN DE ANDAMARCA,consulta externa,personas de 5 a 9 anos,2017-01-01,1,1,0,0,1,1,2
BELEN DE URMIRI,consulta externa,personas de 5 a 9 anos,2017-01-01,2,1,0,0,2,1,3
BELLA FLOR,consulta externa,personas de 5 a 9 anos,2017-01-01,19,22,1,0,20,22,42
BERMEJO,consulta externa,personas de 5 a 9 anos,2017-01-01,294,269,14,18,308,287,595
BETANZOS,consulta externa,personas de 5 a 9 anos,2017-01-01,57,50,3,0,60,50,110
BOLIVAR,consulta externa,personas de 5 a 9 anos,2017-01-01,5,5,1,0,6,5,11
BOLPEBRA,consulta externa,personas de 5 a 9 anos,2017-01-01,13,4,0,0,13,4,17
BOYUIBE,consulta externa,personas de 5 a 9 anos,2017-01-01,18,7,1,1,19,8,27
BUENA VISTA,consulta externa,personas de 5 a 9 anos,2017-01-01,71,53,8,11,79,64,143
CABEZAS,consulta externa,personas de 5 a 9 anos,2017-01-01,104,136,1,2,105,138,243
CAIROMA,consulta externa,personas de 5 a 9 anos,2017-01-01,15,16,1,0,16,16,32
"CAIZA ""D""",consulta externa,personas de 5 a 9 anos,2017-01-01,24,18,0,0,24,18,42
CAJUATA,consulta externa,personas de 5 a 9 anos,2017-01-01,17,23,0,0,17,23,40
CALACOTO,consulta externa,personas de 5 a 9 anos,2017-01-01,4,5,0,0,4,5,9
CALAMARCA,consulta externa,personas de 5 a 9 anos,2017-01-01,32,32,4,2,36,34,70
CAMARGO,consulta externa,personas de 5 a 9 anos,2017-01-01,54,33,1,1,55,34,89
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 5 a 9 anos,2017-01-01,18,15,0,0,18,15,33
CAMIRI,consulta externa,personas de 5 a 9 anos,2017-01-01,169,173,41,23,210,196,406
CAPINOTA,consulta externa,personas de 5 a 9 anos,2017-01-01,43,54,5,6,48,60,108
CAQUIAVIRI,consulta externa,personas de 5 a 9 anos,2017-01-01,8,10,0,0,8,10,18
CARACOLLO,consulta externa,personas de 5 a 9 anos,2017-01-01,72,52,0,0,72,52,124
CARANAVI,consulta externa,personas de 5 a 9 anos,2017-01-01,114,91,5,4,119,95,214
CARANGAS,consulta externa,personas de 5 a 9 anos,2017-01-01,0,1,0,0,0,1,1
CARAPARI,consulta externa,personas de 5 a 9 anos,2017-01-01,147,123,3,5,150,128,278
CARIPUYO,consulta externa,personas de 5 a 9 anos,2017-01-01,7,3,0,0,7,3,10
CARMEN RIVERO TORREZ,consulta externa,personas de 5 a 9 anos,2017-01-01,19,22,0,0,19,22,41
CATACORA,consulta externa,personas de 5 a 9 anos,2017-01-01,5,3,0,0,5,3,8
CHACARILLA,consulta externa,personas de 5 a 9 anos,2017-01-01,1,2,0,0,1,2,3
CHALLAPATA,consulta externa,personas de 5 a 9 anos,2017-01-01,20,54,2,0,22,54,76
CHAQUI,consulta externa,personas de 5 a 9 anos,2017-01-01,27,12,0,0,27,12,39
CHARAGUA,consulta externa,personas de 5 a 9 anos,2017-01-01,66,74,0,3,66,77,143
CHARAÑA,consulta externa,personas de 5 a 9 anos,2017-01-01,3,2,0,0,3,2,5
CHAYANTA,consulta externa,personas de 5 a 9 anos,2017-01-01,33,32,0,0,33,32,65
CHIMORE,consulta externa,personas de 5 a 9 anos,2017-01-01,92,112,1,1,93,113,206
CHIPAYA,consulta externa,personas de 5 a 9 anos,2017-01-01,0,2,0,0,0,2,2
CHOQUE COTA,consulta externa,personas de 5 a 9 anos,2017-01-01,1,1,0,0,1,1,2
CHUA COCANI,consulta externa,personas de 5 a 9 anos,2017-01-01,1,1,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 5 a 9 anos,2017-01-01,38,51,1,0,39,51,90
CHUMA,consulta externa,personas de 5 a 9 anos,2017-01-01,11,11,0,0,11,11,22
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 5 a 9 anos,2017-01-01,6,5,0,0,6,5,11
CKOCHAS,consulta externa,personas de 5 a 9 anos,2017-01-01,15,11,0,0,15,11,26
CLIZA,consulta externa,personas de 5 a 9 anos,2017-01-01,35,29,4,4,39,33,72
COBIJA,consulta externa,personas de 5 a 9 anos,2017-01-01,257,243,38,25,295,268,563
COCAPATA,consulta externa,personas de 5 a 9 anos,2017-01-01,8,10,0,0,8,10,18
COCHABAMBA,consulta externa,personas de 5 a 9 anos,2017-01-01,3767,3533,1554,1504,5321,5037,10358
COIPASA,consulta externa,personas de 5 a 9 anos,2017-01-01,1,0,0,0,1,0,1
COLCAPIRHUA,consulta externa,personas de 5 a 9 anos,2017-01-01,131,111,51,38,182,149,331
"COLCHA ""K""",consulta externa,personas de 5 a 9 anos,2017-01-01,77,77,10,18,87,95,182
COLLANA,consulta externa,personas de 5 a 9 anos,2017-01-01,11,5,0,0,11,5,16
COLOMI,consulta externa,personas de 5 a 9 anos,2017-01-01,26,24,1,1,27,25,52
COLPA BELGICA,consulta externa,personas de 5 a 9 anos,2017-01-01,49,34,21,20,70,54,124
COLQUECHACA,consulta externa,personas de 5 a 9 anos,2017-01-01,23,20,0,0,23,20,43
COLQUENCHA,consulta externa,personas de 5 a 9 anos,2017-01-01,37,27,9,4,46,31,77
COLQUIRI,consulta externa,personas de 5 a 9 anos,2017-01-01,17,21,9,12,26,33,59
COMANCHE,consulta externa,personas de 5 a 9 anos,2017-01-01,5,3,0,0,5,3,8
COMARAPA,consulta externa,personas de 5 a 9 anos,2017-01-01,57,36,9,6,66,42,108
COMBAYA,consulta externa,personas de 5 a 9 anos,2017-01-01,0,4,0,0,0,4,4
CONCEPCION,consulta externa,personas de 5 a 9 anos,2017-01-01,64,49,17,12,81,61,142
COPACABANA,consulta externa,personas de 5 a 9 anos,2017-01-01,13,12,2,0,15,12,27
CORIPATA,consulta externa,personas de 5 a 9 anos,2017-01-01,45,34,0,3,45,37,82
CORO CORO,consulta externa,personas de 5 a 9 anos,2017-01-01,8,14,0,0,8,14,22
COROICO,consulta externa,personas de 5 a 9 anos,2017-01-01,68,50,0,2,68,52,120
CORQUE,consulta externa,personas de 5 a 9 anos,2017-01-01,15,12,0,0,15,12,27
COTAGAITA,consulta externa,personas de 5 a 9 anos,2017-01-01,120,104,5,4,125,108,233
COTOCA,consulta externa,personas de 5 a 9 anos,2017-01-01,130,116,5,6,135,122,257
CRUZ DE MACHACAMARCA,consulta externa,personas de 5 a 9 anos,2017-01-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,consulta externa,personas de 5 a 9 anos,2017-01-01,53,51,3,2,56,53,109
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 5 a 9 anos,2017-01-01,3,4,0,4,3,8,11
CUEVO,consulta externa,personas de 5 a 9 anos,2017-01-01,37,34,4,3,41,37,78
CULPINA,consulta externa,personas de 5 a 9 anos,2017-01-01,27,22,1,1,28,23,51
CURAHUARA DE CARANGAS,consulta externa,personas de 5 a 9 anos,2017-01-01,5,3,0,0,5,3,8
CURVA,consulta externa,personas de 5 a 9 anos,2017-01-01,0,1,0,0,0,1,1
DESAGUADERO,consulta externa,personas de 5 a 9 anos,2017-01-01,3,4,1,0,4,4,8
EL ALTO,consulta externa,personas de 5 a 9 anos,2017-01-01,2691,2663,490,505,3181,3168,6349
EL CHORO,consulta externa,personas de 5 a 9 anos,2017-01-01,7,8,0,5,7,13,20
EL PUENTE(STC),consulta externa,personas de 5 a 9 anos,2017-01-01,35,28,0,0,35,28,63
EL PUENTE(TJA),consulta externa,personas de 5 a 9 anos,2017-01-01,56,46,1,1,57,47,104
EL TORNO,consulta externa,personas de 5 a 9 anos,2017-01-01,415,420,179,156,594,576,1170
EL VILLAR,consulta externa,personas de 5 a 9 anos,2017-01-01,13,9,0,0,13,9,22
ENTRE RIOS TRJ,consulta externa,personas de 5 a 9 anos,2017-01-01,123,157,6,7,129,164,293
ENTRE RIOS CBBA,consulta externa,personas de 5 a 9 anos,2017-01-01,99,64,13,12,112,76,188
ESCARA,consulta externa,personas de 5 a 9 anos,2017-01-01,0,1,0,0,0,1,1
ESCOMA,consulta externa,personas de 5 a 9 anos,2017-01-01,4,5,0,4,4,9,13
ESMERALDA,consulta externa,personas de 5 a 9 anos,2017-01-01,4,5,0,0,4,5,9
EUCALIPTUS,consulta externa,personas de 5 a 9 anos,2017-01-01,6,4,0,0,6,4,10
EUREKA (SANTOS MERCADO),consulta externa,personas de 5 a 9 anos,2017-01-01,3,4,0,0,3,4,7
EXALTACION,consulta externa,personas de 5 a 9 anos,2017-01-01,16,21,0,0,16,21,37
FERNANDEZ ALONSO,consulta externa,personas de 5 a 9 anos,2017-01-01,39,29,3,7,42,36,78
FILADELFIA,consulta externa,personas de 5 a 9 anos,2017-01-01,23,18,0,0,23,18,41
GENERAL SAAVEDRA,consulta externa,personas de 5 a 9 anos,2017-01-01,31,31,4,4,35,35,70
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 5 a 9 anos,2017-01-01,9,15,1,1,10,16,26
GUANAY,consulta externa,personas de 5 a 9 anos,2017-01-01,25,25,3,2,28,27,55
GUAQUI,consulta externa,personas de 5 a 9 anos,2017-01-01,5,6,0,0,5,6,11
GUAYARAMERIN,consulta externa,personas de 5 a 9 anos,2017-01-01,323,283,13,9,336,292,628
GUTIERREZ,consulta externa,personas de 5 a 9 anos,2017-01-01,63,84,1,0,64,84,148
HUACARETA,consulta externa,personas de 5 a 9 anos,2017-01-01,41,25,0,1,41,26,67
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 5 a 9 anos,2017-01-01,17,19,0,0,17,19,36
HUACHACALLA,consulta externa,personas de 5 a 9 anos,2017-01-01,16,8,1,0,17,8,25
HUANUNI,consulta externa,personas de 5 a 9 anos,2017-01-01,98,100,284,30,382,130,512
HUARACAJE,consulta externa,personas de 5 a 9 anos,2017-01-01,38,46,3,3,41,49,90
HUARINA,consulta externa,personas de 5 a 9 anos,2017-01-01,3,5,0,3,3,8,11
HUATAJATA,consulta externa,personas de 5 a 9 anos,2017-01-01,7,2,2,0,9,2,11
HUAYLLAMARCA,consulta externa,personas de 5 a 9 anos,2017-01-01,3,4,0,0,3,4,7
HUMANATA,consulta externa,personas de 5 a 9 anos,2017-01-01,2,0,0,0,2,0,2
ICHOCA,consulta externa,personas de 5 a 9 anos,2017-01-01,3,0,0,0,3,0,3
ICLA,consulta externa,personas de 5 a 9 anos,2017-01-01,25,28,0,4,25,32,57
INCAHUASI,consulta externa,personas de 5 a 9 anos,2017-01-01,22,14,0,1,22,15,37
INGAVI (HUMAITA),consulta externa,personas de 5 a 9 anos,2017-01-01,11,7,0,0,11,7,18
INQUISIVI,consulta externa,personas de 5 a 9 anos,2017-01-01,8,7,0,0,8,7,15
IRUPANA (VILLA DE LANZA),consulta externa,personas de 5 a 9 anos,2017-01-01,34,31,1,1,35,32,67
IXIAMAS,consulta externa,personas de 5 a 9 anos,2017-01-01,30,28,1,1,31,29,60
JESUS DE MACHACA,consulta externa,personas de 5 a 9 anos,2017-01-01,12,20,1,2,13,22,35
LA ASUNTA,consulta externa,personas de 5 a 9 anos,2017-01-01,83,100,2,1,85,101,186
LA GUARDIA,consulta externa,personas de 5 a 9 anos,2017-01-01,340,280,31,20,371,300,671
LA PAZ,consulta externa,personas de 5 a 9 anos,2017-01-01,3227,3051,1205,1042,4432,4093,8525
LA RIVERA,consulta externa,personas de 5 a 9 anos,2017-01-01,2,0,0,0,2,0,2
LAGUNILLAS,consulta externa,personas de 5 a 9 anos,2017-01-01,70,88,1,0,71,88,159
LAJA,consulta externa,personas de 5 a 9 anos,2017-01-01,21,17,1,3,22,20,42
LAS CARRERAS,consulta externa,personas de 5 a 9 anos,2017-01-01,17,10,0,0,17,10,27
LICOMA PAMPA,consulta externa,personas de 5 a 9 anos,2017-01-01,7,8,0,0,7,8,15
LLALLAGUA,consulta externa,personas de 5 a 9 anos,2017-01-01,118,101,5,1,123,102,225
LLICA,consulta externa,personas de 5 a 9 anos,2017-01-01,4,7,0,0,4,7,11
LORETO,consulta externa,personas de 5 a 9 anos,2017-01-01,49,48,1,1,50,49,99
LURIBAY,consulta externa,personas de 5 a 9 anos,2017-01-01,10,11,2,1,12,12,24
MACHACAMARCA,consulta externa,personas de 5 a 9 anos,2017-01-01,18,19,14,0,32,19,51
MACHARETI,consulta externa,personas de 5 a 9 anos,2017-01-01,49,57,0,4,49,61,110
MAGDALENA,consulta externa,personas de 5 a 9 anos,2017-01-01,96,63,9,0,105,63,168
MAIRANA,consulta externa,personas de 5 a 9 anos,2017-01-01,47,55,2,5,49,60,109
MALLA,consulta externa,personas de 5 a 9 anos,2017-01-01,1,6,0,0,1,6,7
MAPIRI,consulta externa,personas de 5 a 9 anos,2017-01-01,28,27,0,0,28,27,55
MECAPACA,consulta externa,personas de 5 a 9 anos,2017-01-01,16,24,0,0,16,24,40
MINEROS,consulta externa,personas de 5 a 9 anos,2017-01-01,29,22,1,1,30,23,53
MIZQUE,consulta externa,personas de 5 a 9 anos,2017-01-01,47,58,4,2,51,60,111
MOCOMOCO,consulta externa,personas de 5 a 9 anos,2017-01-01,9,7,0,0,9,7,16
MOJINETE,consulta externa,personas de 5 a 9 anos,2017-01-01,1,5,0,0,1,5,6
MOJOCOYA,consulta externa,personas de 5 a 9 anos,2017-01-01,32,24,0,0,32,24,56
MONTEAGUDO,consulta externa,personas de 5 a 9 anos,2017-01-01,138,134,9,5,147,139,286
MONTERO,consulta externa,personas de 5 a 9 anos,2017-01-01,958,884,136,141,1094,1025,2119
MORO MORO,consulta externa,personas de 5 a 9 anos,2017-01-01,7,5,0,1,7,6,13
MOROCHATA,consulta externa,personas de 5 a 9 anos,2017-01-01,10,8,0,1,10,9,19
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 5 a 9 anos,2017-01-01,21,14,0,0,21,14,35
NAZACARA DE PACAJES,consulta externa,personas de 5 a 9 anos,2017-01-01,4,3,0,0,4,3,7
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 5 a 9 anos,2017-01-01,5,5,0,0,5,5,10
OCURI,consulta externa,personas de 5 a 9 anos,2017-01-01,14,6,1,0,15,6,21
OKINAWA,consulta externa,personas de 5 a 9 anos,2017-01-01,16,24,0,3,16,27,43
OMEREQUE,consulta externa,personas de 5 a 9 anos,2017-01-01,23,31,1,1,24,32,56
ORURO,consulta externa,personas de 5 a 9 anos,2017-01-01,1295,1313,211,234,1506,1547,3053
PADCAYA,consulta externa,personas de 5 a 9 anos,2017-01-01,144,145,3,7,147,152,299
PADILLA,consulta externa,personas de 5 a 9 anos,2017-01-01,58,45,7,7,65,52,117
PAILON,consulta externa,personas de 5 a 9 anos,2017-01-01,109,99,5,7,114,106,220
PALCA,consulta externa,personas de 5 a 9 anos,2017-01-01,36,34,6,3,42,37,79
PALOS BLANCOS,consulta externa,personas de 5 a 9 anos,2017-01-01,94,65,2,1,96,66,162
PAMPA AULLAGAS,consulta externa,personas de 5 a 9 anos,2017-01-01,0,1,0,0,0,1,1
PAMPA GRANDE,consulta externa,personas de 5 a 9 anos,2017-01-01,20,13,1,0,21,13,34
PAPEL PAMPA,consulta externa,personas de 5 a 9 anos,2017-01-01,12,11,0,0,12,11,23
PASORAPA,consulta externa,personas de 5 a 9 anos,2017-01-01,10,5,0,0,10,5,15
PATACAMAYA,consulta externa,personas de 5 a 9 anos,2017-01-01,27,21,2,5,29,26,55
PAZÑA,consulta externa,personas de 5 a 9 anos,2017-01-01,18,29,1,0,19,29,48
PELECHUCO,consulta externa,personas de 5 a 9 anos,2017-01-01,15,17,0,0,15,17,32
POCOATA,consulta externa,personas de 5 a 9 anos,2017-01-01,9,5,0,0,9,5,14
POCONA,consulta externa,personas de 5 a 9 anos,2017-01-01,37,25,2,1,39,26,65
POJO (CBBA),consulta externa,personas de 5 a 9 anos,2017-01-01,24,31,0,2,24,33,57
POOPO,consulta externa,personas de 5 a 9 anos,2017-01-01,27,20,1,3,28,23,51
PORCO,consulta externa,personas de 5 a 9 anos,2017-01-01,11,16,0,0,11,16,27
POROMA,consulta externa,personas de 5 a 9 anos,2017-01-01,38,46,0,0,38,46,84
PORONGO,consulta externa,personas de 5 a 9 anos,2017-01-01,57,42,0,0,57,42,99
PORTACHUELO,consulta externa,personas de 5 a 9 anos,2017-01-01,70,53,0,2,70,55,125
PORVENIR,consulta externa,personas de 5 a 9 anos,2017-01-01,31,16,0,0,31,16,47
POSTRER VALLE,consulta externa,personas de 5 a 9 anos,2017-01-01,1,8,1,1,2,9,11
POTOSI,consulta externa,personas de 5 a 9 anos,2017-01-01,911,892,205,198,1116,1090,2206
PRESTO,consulta externa,personas de 5 a 9 anos,2017-01-01,18,16,0,0,18,16,34
PUCARA,consulta externa,personas de 5 a 9 anos,2017-01-01,9,9,1,0,10,9,19
PUCARANI,consulta externa,personas de 5 a 9 anos,2017-01-01,25,22,0,0,25,22,47
PUERTO ACOSTA,consulta externa,personas de 5 a 9 anos,2017-01-01,6,5,0,0,6,5,11
PUERTO CARABUCO,consulta externa,personas de 5 a 9 anos,2017-01-01,23,28,0,1,23,29,52
PUERTO GONZALO MORENO,consulta externa,personas de 5 a 9 anos,2017-01-01,39,28,2,2,41,30,71
PUERTO PEREZ,consulta externa,personas de 5 a 9 anos,2017-01-01,8,5,0,0,8,5,13
PUERTO QUIJARRO,consulta externa,personas de 5 a 9 anos,2017-01-01,43,50,4,5,47,55,102
PUERTO RICO,consulta externa,personas de 5 a 9 anos,2017-01-01,62,58,2,5,64,63,127
PUERTO SILES,consulta externa,personas de 5 a 9 anos,2017-01-01,11,18,0,0,11,18,29
PUERTO SUAREZ,consulta externa,personas de 5 a 9 anos,2017-01-01,124,105,39,33,163,138,301
PUERTO VILLARROEL,consulta externa,personas de 5 a 9 anos,2017-01-01,180,103,2,1,182,104,286
PUNA,consulta externa,personas de 5 a 9 anos,2017-01-01,40,26,1,2,41,28,69
PUNATA,consulta externa,personas de 5 a 9 anos,2017-01-01,114,71,43,20,157,91,248
QUIABAYA,consulta externa,personas de 5 a 9 anos,2017-01-01,5,7,0,0,5,7,12
QUILLACOLLO,consulta externa,personas de 5 a 9 anos,2017-01-01,611,566,281,230,892,796,1688
QUIME,consulta externa,personas de 5 a 9 anos,2017-01-01,28,12,0,0,28,12,40
QUIRUSILLAS,consulta externa,personas de 5 a 9 anos,2017-01-01,5,2,1,0,6,2,8
RAVELO,consulta externa,personas de 5 a 9 anos,2017-01-01,13,12,0,0,13,12,25
REYES,consulta externa,personas de 5 a 9 anos,2017-01-01,46,48,11,14,57,62,119
RIBERALTA,consulta externa,personas de 5 a 9 anos,2017-01-01,332,285,139,110,471,395,866
ROBORE,consulta externa,personas de 5 a 9 anos,2017-01-01,67,39,0,4,67,43,110
RURRENABAQUE,consulta externa,personas de 5 a 9 anos,2017-01-01,88,75,18,20,106,95,201
SABAYA,consulta externa,personas de 5 a 9 anos,2017-01-01,38,23,0,0,38,23,61
SACABA,consulta externa,personas de 5 a 9 anos,2017-01-01,354,364,81,84,435,448,883
SACABAMBA,consulta externa,personas de 5 a 9 anos,2017-01-01,4,4,0,0,4,4,8
SACACA,consulta externa,personas de 5 a 9 anos,2017-01-01,11,12,0,1,11,13,24
SAIPINA,consulta externa,personas de 5 a 9 anos,2017-01-01,32,36,7,15,39,51,90
SALINAS DE GARCI MENDOZA,consulta externa,personas de 5 a 9 anos,2017-01-01,13,10,0,0,13,10,23
SAMAIPATA,consulta externa,personas de 5 a 9 anos,2017-01-01,25,35,0,0,25,35,60
SAN AGUSTIN,consulta externa,personas de 5 a 9 anos,2017-01-01,9,4,0,1,9,5,14
SAN ANDRES,consulta externa,personas de 5 a 9 anos,2017-01-01,103,114,4,2,107,116,223
SAN ANDRES DE MACHACA,consulta externa,personas de 5 a 9 anos,2017-01-01,5,4,0,0,5,4,9
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 5 a 9 anos,2017-01-01,11,9,0,0,11,9,20
SAN ANTONIO DE LOMERIO,consulta externa,personas de 5 a 9 anos,2017-01-01,14,21,1,1,15,22,37
SAN BENITO,consulta externa,personas de 5 a 9 anos,2017-01-01,20,16,2,6,22,22,44
SAN BORJA,consulta externa,personas de 5 a 9 anos,2017-01-01,226,225,11,3,237,228,465
SAN BUENA VENTURA,consulta externa,personas de 5 a 9 anos,2017-01-01,45,40,0,1,45,41,86
SAN CARLOS,consulta externa,personas de 5 a 9 anos,2017-01-01,30,54,0,2,30,56,86
SAN IGNACIO,consulta externa,personas de 5 a 9 anos,2017-01-01,224,240,6,6,230,246,476
SAN IGNACIO DE VELASCO,consulta externa,personas de 5 a 9 anos,2017-01-01,91,79,6,8,97,87,184
SAN JAVIER(BNI),consulta externa,personas de 5 a 9 anos,2017-01-01,23,18,14,17,37,35,72
SAN JAVIER(STC),consulta externa,personas de 5 a 9 anos,2017-01-01,24,28,0,0,24,28,52
SAN JOAQUIN,consulta externa,personas de 5 a 9 anos,2017-01-01,19,14,0,0,19,14,33
SAN JOSE DE CHIQUITOS,consulta externa,personas de 5 a 9 anos,2017-01-01,58,95,7,8,65,103,168
SAN JUAN DE YAPACANI,consulta externa,personas de 5 a 9 anos,2017-01-01,68,57,6,2,74,59,133
SAN JULIAN,consulta externa,personas de 5 a 9 anos,2017-01-01,98,86,13,6,111,92,203
SAN LORENZO(PND),consulta externa,personas de 5 a 9 anos,2017-01-01,25,27,0,0,25,27,52
SAN LORENZO(TJA),consulta externa,personas de 5 a 9 anos,2017-01-01,129,141,8,7,137,148,285
SAN LUCAS,consulta externa,personas de 5 a 9 anos,2017-01-01,83,67,6,6,89,73,162
SAN MATIAS,consulta externa,personas de 5 a 9 anos,2017-01-01,32,28,0,3,32,31,63
SAN MIGUEL DE VELASCO,consulta externa,personas de 5 a 9 anos,2017-01-01,24,26,3,5,27,31,58
SAN PABLO DE LIPEZ,consulta externa,personas de 5 a 9 anos,2017-01-01,7,10,1,0,8,10,18
SAN PEDRO,consulta externa,personas de 5 a 9 anos,2017-01-01,86,90,1,5,87,95,182
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 5 a 9 anos,2017-01-01,14,20,0,0,14,20,34
SAN PEDRO DE CURAHUARA,consulta externa,personas de 5 a 9 anos,2017-01-01,10,3,1,0,11,3,14
SAN PEDRO DE QUEMES,consulta externa,personas de 5 a 9 anos,2017-01-01,6,4,0,0,6,4,10
SAN PEDRO DE TIQUINA,consulta externa,personas de 5 a 9 anos,2017-01-01,7,8,0,4,7,12,19
SAN PEDRO(PND),consulta externa,personas de 5 a 9 anos,2017-01-01,17,5,0,0,17,5,22
SAN RAFAEL,consulta externa,personas de 5 a 9 anos,2017-01-01,32,13,1,0,33,13,46
SAN RAMON BENI,consulta externa,personas de 5 a 9 anos,2017-01-01,36,45,7,2,43,47,90
SAN RAMON SCZ,consulta externa,personas de 5 a 9 anos,2017-01-01,43,36,2,0,45,36,81
SANTA ANA,consulta externa,personas de 5 a 9 anos,2017-01-01,99,70,9,4,108,74,182
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 5 a 9 anos,2017-01-01,5905,5889,1171,1193,7076,7082,14158
SANTA ROSA,consulta externa,personas de 5 a 9 anos,2017-01-01,53,61,3,2,56,63,119
SANTA ROSA DEL SARA,consulta externa,personas de 5 a 9 anos,2017-01-01,67,42,3,4,70,46,116
SANTIAGO DE CALLAPA,consulta externa,personas de 5 a 9 anos,2017-01-01,0,2,0,0,0,2,2
SANTIAGO DE HUARI,consulta externa,personas de 5 a 9 anos,2017-01-01,31,15,1,0,32,15,47
SANTIAGO DE HUATA,consulta externa,personas de 5 a 9 anos,2017-01-01,3,6,0,1,3,7,10
SANTIAGO DE MACHACA,consulta externa,personas de 5 a 9 anos,2017-01-01,3,2,0,0,3,2,5
SANTIVAÑES,consulta externa,personas de 5 a 9 anos,2017-01-01,16,22,0,0,16,22,38
SANTUARIO DE QUILLACAS,consulta externa,personas de 5 a 9 anos,2017-01-01,6,4,0,0,6,4,10
SAPAHAQUI,consulta externa,personas de 5 a 9 anos,2017-01-01,17,12,1,0,18,12,30
SENA,consulta externa,personas de 5 a 9 anos,2017-01-01,29,38,0,0,29,38,67
SHINAOTA,consulta externa,personas de 5 a 9 anos,2017-01-01,64,79,4,1,68,80,148
SICA SICA (VILLA AROMA),consulta externa,personas de 5 a 9 anos,2017-01-01,31,16,0,1,31,17,48
SICAYA,consulta externa,personas de 5 a 9 anos,2017-01-01,9,1,0,0,9,1,10
SIPE SIPE,consulta externa,personas de 5 a 9 anos,2017-01-01,96,111,19,14,115,125,240
SOPACHUY,consulta externa,personas de 5 a 9 anos,2017-01-01,25,25,0,0,25,25,50
SORACACHI,consulta externa,personas de 5 a 9 anos,2017-01-01,8,18,0,0,8,18,26
