,group,variable,month,DE 5 AÑOS Y MÁS VIVAX,DE 5 AÑOS Y MÁS VIVAX,DE 5 AÑOS Y MÁS FALCIPARUM,DE 5 AÑOS Y MÁS FALCIPARUM,TOTALES,TOTALES,TOTALES
CONCEPCION,malaria,de 5 anos y mas,2018-02-01,16,21,0,0,16,21,37
EL ALTO,malaria,de 5 anos y mas,2018-02-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2018-02-01,1,0,0,0,1,0,1
FILADELFIA,malaria,de 5 anos y mas,2018-02-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,de 5 anos y mas,2018-02-01,43,25,0,0,43,25,68
INGAVI (HUMAITA),malaria,de 5 anos y mas,2018-02-01,0,1,0,0,0,1,1
IXIAMAS,malaria,de 5 anos y mas,2018-02-01,1,0,0,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2018-02-01,7,1,0,0,7,1,8
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2018-02-01,7,4,0,0,7,4,11
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2018-02-01,1,1,0,0,1,1,2
PUERTO RICO,malaria,de 5 anos y mas,2018-02-01,4,2,0,0,4,2,6
REYES,malaria,de 5 anos y mas,2018-02-01,1,2,0,0,1,2,3
RIBERALTA,malaria,de 5 anos y mas,2018-02-01,130,59,0,0,130,59,189
RURRENABAQUE,malaria,de 5 anos y mas,2018-02-01,1,0,0,0,1,0,1
SAIPINA,malaria,de 5 anos y mas,2018-02-01,15,49,0,0,15,49,64
SAN BORJA,malaria,de 5 anos y mas,2018-02-01,1,0,0,0,1,0,1
SAN BUENA VENTURA,malaria,de 5 anos y mas,2018-02-01,1,0,0,0,1,0,1
SAN LORENZO(PND),malaria,de 5 anos y mas,2018-02-01,14,10,0,0,14,10,24
SAN MATIAS,malaria,de 5 anos y mas,2018-02-01,10,5,0,0,10,5,15
SAN PEDRO(PND),malaria,de 5 anos y mas,2018-02-01,0,1,0,0,0,1,1
SANTA ROSA,malaria,de 5 anos y mas,2018-02-01,2,4,0,0,2,4,6
SENA,malaria,de 5 anos y mas,2018-02-01,11,8,0,0,11,8,19
YACUIBA,malaria,de 5 anos y mas,2018-02-01,0,1,0,0,0,1,1
COBIJA,malaria,de 5 anos y mas,2018-03-01,1,0,0,0,1,0,1
CONCEPCION,malaria,de 5 anos y mas,2018-03-01,28,22,0,0,28,22,50
ENTRE RIOS TRJ,malaria,de 5 anos y mas,2018-03-01,9,23,0,0,9,23,32
GUAYARAMERIN,malaria,de 5 anos y mas,2018-03-01,60,20,0,0,60,20,80
INGAVI (HUMAITA),malaria,de 5 anos y mas,2018-03-01,1,0,0,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2018-03-01,2,1,0,0,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2018-03-01,7,5,0,0,7,5,12
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2018-03-01,3,1,0,0,3,1,4
PUERTO RICO,malaria,de 5 anos y mas,2018-03-01,6,4,0,0,6,4,10
PUERTO SUAREZ,malaria,de 5 anos y mas,2018-03-01,32,33,0,0,32,33,65
REYES,malaria,de 5 anos y mas,2018-03-01,3,0,0,0,3,0,3
RIBERALTA,malaria,de 5 anos y mas,2018-03-01,115,52,0,0,115,52,167
RURRENABAQUE,malaria,de 5 anos y mas,2018-03-01,1,1,0,0,1,1,2
SAIPINA,malaria,de 5 anos y mas,2018-03-01,28,80,0,0,28,80,108
SAN BORJA,malaria,de 5 anos y mas,2018-03-01,1,0,0,0,1,0,1
SAN BUENA VENTURA,malaria,de 5 anos y mas,2018-03-01,0,1,0,0,0,1,1
SAN LORENZO(PND),malaria,de 5 anos y mas,2018-03-01,9,11,0,0,9,11,20
SANTA ROSA,malaria,de 5 anos y mas,2018-03-01,0,1,0,0,0,1,1
SENA,malaria,de 5 anos y mas,2018-03-01,12,3,0,0,12,3,15
CARANAVI,malaria,de 5 anos y mas,2018-04-01,1,0,0,0,1,0,1
COBIJA,malaria,de 5 anos y mas,2018-04-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2018-04-01,0,1,0,0,0,1,1
FILADELFIA,malaria,de 5 anos y mas,2018-04-01,0,1,0,0,0,1,1
GUAYARAMERIN,malaria,de 5 anos y mas,2018-04-01,79,48,0,0,79,48,127
IXIAMAS,malaria,de 5 anos y mas,2018-04-01,4,1,0,0,4,1,5
LA PAZ,malaria,de 5 anos y mas,2018-04-01,1,0,0,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2018-04-01,6,2,0,0,6,2,8
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2018-04-01,4,2,0,0,4,2,6
PORVENIR,malaria,de 5 anos y mas,2018-04-01,0,1,0,0,0,1,1
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2018-04-01,5,0,0,0,5,0,5
PUERTO RICO,malaria,de 5 anos y mas,2018-04-01,5,4,0,0,5,4,9
REYES,malaria,de 5 anos y mas,2018-04-01,4,6,0,0,4,6,10
RIBERALTA,malaria,de 5 anos y mas,2018-04-01,186,77,0,0,186,77,263
SAN BORJA,malaria,de 5 anos y mas,2018-04-01,1,1,0,0,1,1,2
SAN LORENZO(PND),malaria,de 5 anos y mas,2018-04-01,19,11,0,0,19,11,30
SAN MATIAS,malaria,de 5 anos y mas,2018-04-01,12,10,0,0,12,10,22
SANTA ROSA,malaria,de 5 anos y mas,2018-04-01,1,1,0,0,1,1,2
SENA,malaria,de 5 anos y mas,2018-04-01,15,16,0,0,15,16,31
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2018-04-01,1,0,0,0,1,0,1
YACUIBA,malaria,de 5 anos y mas,2018-04-01,2,0,0,0,2,0,2
BELLA FLOR,malaria,de 5 anos y mas,2018-05-01,2,0,0,0,2,0,2
COBIJA,malaria,de 5 anos y mas,2018-05-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2018-05-01,3,0,0,0,3,0,3
FILADELFIA,malaria,de 5 anos y mas,2018-05-01,0,1,0,0,0,1,1
GUAYARAMERIN,malaria,de 5 anos y mas,2018-05-01,194,121,0,0,194,121,315
INGAVI (HUMAITA),malaria,de 5 anos y mas,2018-05-01,1,0,0,0,1,0,1
IXIAMAS,malaria,de 5 anos y mas,2018-05-01,1,0,0,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2018-05-01,15,2,0,0,15,2,17
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2018-05-01,4,7,0,0,4,7,11
PORVENIR,malaria,de 5 anos y mas,2018-05-01,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2018-05-01,11,0,0,0,11,0,11
REYES,malaria,de 5 anos y mas,2018-05-01,8,12,0,0,8,12,20
RIBERALTA,malaria,de 5 anos y mas,2018-05-01,192,86,0,0,192,86,278
SAN BORJA,malaria,de 5 anos y mas,2018-05-01,2,0,0,0,2,0,2
SAN JOAQUIN,malaria,de 5 anos y mas,2018-05-01,1,1,0,0,1,1,2
SAN PEDRO(PND),malaria,de 5 anos y mas,2018-05-01,2,0,0,0,2,0,2
SANTA ROSA,malaria,de 5 anos y mas,2018-05-01,4,2,0,0,4,2,6
SENA,malaria,de 5 anos y mas,2018-05-01,11,6,0,0,11,6,17
SUCRE,malaria,de 5 anos y mas,2018-05-01,2,8,0,0,2,8,10
BELLA FLOR,malaria,de 5 anos y mas,2018-06-01,1,0,0,0,1,0,1
COBIJA,malaria,de 5 anos y mas,2018-06-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2018-06-01,1,0,0,0,1,0,1
FILADELFIA,malaria,de 5 anos y mas,2018-06-01,0,1,0,0,0,1,1
GUAYARAMERIN,malaria,de 5 anos y mas,2018-06-01,115,73,0,0,115,73,188
IXIAMAS,malaria,de 5 anos y mas,2018-06-01,3,0,0,0,3,0,3
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2018-06-01,5,1,0,0,5,1,6
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2018-06-01,5,3,0,0,5,3,8
PALOS BLANCOS,malaria,de 5 anos y mas,2018-06-01,1,1,0,0,1,1,2
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2018-06-01,4,0,0,0,4,0,4
PUERTO RICO,malaria,de 5 anos y mas,2018-06-01,6,3,0,0,6,3,9
REYES,malaria,de 5 anos y mas,2018-06-01,8,4,0,0,8,4,12
RIBERALTA,malaria,de 5 anos y mas,2018-06-01,127,66,0,0,127,66,193
RURRENABAQUE,malaria,de 5 anos y mas,2018-06-01,0,2,0,0,0,2,2
SAN BORJA,malaria,de 5 anos y mas,2018-06-01,1,0,0,0,1,0,1
SAN BUENA VENTURA,malaria,de 5 anos y mas,2018-06-01,1,0,0,0,1,0,1
SAN JOAQUIN,malaria,de 5 anos y mas,2018-06-01,2,0,0,0,2,0,2
SAN LORENZO(PND),malaria,de 5 anos y mas,2018-06-01,10,5,0,0,10,5,15
SANTA ROSA,malaria,de 5 anos y mas,2018-06-01,0,1,0,0,0,1,1
SENA,malaria,de 5 anos y mas,2018-06-01,10,4,0,0,10,4,14
SUCRE,malaria,de 5 anos y mas,2018-06-01,4,14,0,0,4,14,18
TARVITA,malaria,de 5 anos y mas,2018-06-01,0,5,0,0,0,5,5
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2018-06-01,1,0,0,0,1,0,1
YACUIBA,malaria,de 5 anos y mas,2018-06-01,0,1,0,0,0,1,1
BELLA FLOR,malaria,de 5 anos y mas,2018-07-01,1,0,0,0,1,0,1
COBIJA,malaria,de 5 anos y mas,2018-07-01,2,1,0,0,2,1,3
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2018-07-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,de 5 anos y mas,2018-07-01,104,71,0,0,104,71,175
INGAVI (HUMAITA),malaria,de 5 anos y mas,2018-07-01,1,1,0,0,1,1,2
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2018-07-01,1,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2018-07-01,3,1,0,0,3,1,4
PORVENIR,malaria,de 5 anos y mas,2018-07-01,2,0,0,0,2,0,2
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2018-07-01,3,0,0,0,3,0,3
PUERTO RICO,malaria,de 5 anos y mas,2018-07-01,2,1,0,0,2,1,3
REYES,malaria,de 5 anos y mas,2018-07-01,3,1,0,0,3,1,4
RIBERALTA,malaria,de 5 anos y mas,2018-07-01,128,70,0,0,128,70,198
SAN BUENA VENTURA,malaria,de 5 anos y mas,2018-07-01,1,0,0,0,1,0,1
SAN JOAQUIN,malaria,de 5 anos y mas,2018-07-01,0,1,0,0,0,1,1
SAN LORENZO(PND),malaria,de 5 anos y mas,2018-07-01,10,2,0,0,10,2,12
SAN PEDRO(PND),malaria,de 5 anos y mas,2018-07-01,1,0,0,0,1,0,1
SANTA ROSA,malaria,de 5 anos y mas,2018-07-01,2,0,0,0,2,0,2
SENA,malaria,de 5 anos y mas,2018-07-01,4,2,0,0,4,2,6
YACUIBA,malaria,de 5 anos y mas,2018-07-01,2,0,0,0,2,0,2
COBIJA,malaria,de 5 anos y mas,2018-08-01,1,1,0,0,1,1,2
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2018-08-01,6,14,0,0,6,14,20
FILADELFIA,malaria,de 5 anos y mas,2018-08-01,1,2,0,0,1,2,3
GUAYARAMERIN,malaria,de 5 anos y mas,2018-08-01,90,60,0,0,90,60,150
INGAVI (HUMAITA),malaria,de 5 anos y mas,2018-08-01,2,2,0,0,2,2,4
MAGDALENA,malaria,de 5 anos y mas,2018-08-01,0,4,0,0,0,4,4
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2018-08-01,14,3,0,0,14,3,17
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2018-08-01,4,4,0,0,4,4,8
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2018-08-01,2,3,0,0,2,3,5
PUERTO RICO,malaria,de 5 anos y mas,2018-08-01,2,0,0,0,2,0,2
PUERTO SILES,malaria,de 5 anos y mas,2018-08-01,1,0,0,0,1,0,1
REYES,malaria,de 5 anos y mas,2018-08-01,5,3,0,0,5,3,8
RIBERALTA,malaria,de 5 anos y mas,2018-08-01,100,73,0,0,100,73,173
RURRENABAQUE,malaria,de 5 anos y mas,2018-08-01,0,3,0,0,0,3,3
SAN BORJA,malaria,de 5 anos y mas,2018-08-01,2,0,0,0,2,0,2
SAN LORENZO(PND),malaria,de 5 anos y mas,2018-08-01,16,9,0,0,16,9,25
SAN PEDRO(PND),malaria,de 5 anos y mas,2018-08-01,6,4,0,0,6,4,10
SENA,malaria,de 5 anos y mas,2018-08-01,11,8,0,0,11,8,19
TARVITA,malaria,de 5 anos y mas,2018-08-01,0,0,0,1,0,1,1
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2018-08-01,2,0,0,0,2,0,2
CARANAVI,malaria,de 5 anos y mas,2018-09-01,1,0,0,0,1,0,1
COBIJA,malaria,de 5 anos y mas,2018-09-01,2,1,0,0,2,1,3
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2018-09-01,7,5,0,0,7,5,12
FILADELFIA,malaria,de 5 anos y mas,2018-09-01,0,1,0,0,0,1,1
GUAYARAMERIN,malaria,de 5 anos y mas,2018-09-01,65,65,0,0,65,65,130
INGAVI (HUMAITA),malaria,de 5 anos y mas,2018-09-01,2,1,0,0,2,1,3
IXIAMAS,malaria,de 5 anos y mas,2018-09-01,1,0,0,0,1,0,1
MAGDALENA,malaria,de 5 anos y mas,2018-09-01,1,4,0,0,1,4,5
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2018-09-01,3,2,0,0,3,2,5
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2018-09-01,10,6,0,0,10,6,16
PALOS BLANCOS,malaria,de 5 anos y mas,2018-09-01,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2018-09-01,0,1,0,0,0,1,1
PUERTO RICO,malaria,de 5 anos y mas,2018-09-01,4,0,0,0,4,0,4
REYES,malaria,de 5 anos y mas,2018-09-01,2,0,0,0,2,0,2
RIBERALTA,malaria,de 5 anos y mas,2018-09-01,129,107,0,0,129,107,236
SAN BUENA VENTURA,malaria,de 5 anos y mas,2018-09-01,1,0,0,0,1,0,1
SAN LORENZO(PND),malaria,de 5 anos y mas,2018-09-01,15,14,0,0,15,14,29
SAN PEDRO(PND),malaria,de 5 anos y mas,2018-09-01,6,3,0,0,6,3,9
SANTA ROSA,malaria,de 5 anos y mas,2018-09-01,2,0,0,0,2,0,2
SENA,malaria,de 5 anos y mas,2018-09-01,12,7,0,0,12,7,19
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2018-09-01,0,3,0,0,0,3,3
YACUIBA,malaria,de 5 anos y mas,2018-09-01,0,1,0,1,0,2,2
CARANAVI,malaria,de 5 anos y mas,2018-10-01,1,0,0,0,1,0,1
COBIJA,malaria,de 5 anos y mas,2018-10-01,2,0,0,0,2,0,2
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2018-10-01,2,1,0,0,2,1,3
GUAYARAMERIN,malaria,de 5 anos y mas,2018-10-01,128,76,0,0,128,76,204
INGAVI (HUMAITA),malaria,de 5 anos y mas,2018-10-01,2,1,0,0,2,1,3
IXIAMAS,malaria,de 5 anos y mas,2018-10-01,1,0,0,0,1,0,1
MAGDALENA,malaria,de 5 anos y mas,2018-10-01,2,0,0,0,2,0,2
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2018-10-01,2,2,0,0,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2018-10-01,14,12,0,0,14,12,26
PALOS BLANCOS,malaria,de 5 anos y mas,2018-10-01,0,1,0,0,0,1,1
POROMA,malaria,de 5 anos y mas,2018-10-01,0,10,0,0,0,10,10
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2018-10-01,3,0,0,0,3,0,3
PUERTO RICO,malaria,de 5 anos y mas,2018-10-01,6,3,0,0,6,3,9
REYES,malaria,de 5 anos y mas,2018-10-01,1,0,0,0,1,0,1
RIBERALTA,malaria,de 5 anos y mas,2018-10-01,139,82,0,0,139,82,221
RURRENABAQUE,malaria,de 5 anos y mas,2018-10-01,2,1,0,0,2,1,3
SAN JOAQUIN,malaria,de 5 anos y mas,2018-10-01,1,0,0,0,1,0,1
SAN LORENZO(PND),malaria,de 5 anos y mas,2018-10-01,26,14,0,0,26,14,40
SAN PEDRO(PND),malaria,de 5 anos y mas,2018-10-01,1,1,0,0,1,1,2
SENA,malaria,de 5 anos y mas,2018-10-01,16,15,0,0,16,15,31
TRINIDAD,malaria,de 5 anos y mas,2018-10-01,20,8,0,0,20,8,28
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2018-10-01,9,4,0,0,9,4,13
YACUIBA,malaria,de 5 anos y mas,2018-10-01,1,0,0,0,1,0,1
COBIJA,malaria,de 5 anos y mas,2018-11-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2018-11-01,4,1,0,0,4,1,5
FILADELFIA,malaria,de 5 anos y mas,2018-11-01,4,4,0,0,4,4,8
GUAYARAMERIN,malaria,de 5 anos y mas,2018-11-01,88,74,0,0,88,74,162
MAGDALENA,malaria,de 5 anos y mas,2018-11-01,0,2,0,0,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2018-11-01,3,0,0,0,3,0,3
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2018-11-01,11,12,0,0,11,12,23
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2018-11-01,8,3,0,0,8,3,11
PUERTO RICO,malaria,de 5 anos y mas,2018-11-01,3,4,0,0,3,4,7
REYES,malaria,de 5 anos y mas,2018-11-01,3,1,0,0,3,1,4
RIBERALTA,malaria,de 5 anos y mas,2018-11-01,138,84,0,0,138,84,222
SAN BUENA VENTURA,malaria,de 5 anos y mas,2018-11-01,1,0,0,0,1,0,1
SAN LORENZO(PND),malaria,de 5 anos y mas,2018-11-01,16,14,0,0,16,14,30
SAN PEDRO(PND),malaria,de 5 anos y mas,2018-11-01,1,4,0,0,1,4,5
SENA,malaria,de 5 anos y mas,2018-11-01,9,3,0,0,9,3,12
TRINIDAD,malaria,de 5 anos y mas,2018-11-01,20,8,0,0,20,8,28
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2018-11-01,7,2,0,0,7,2,9
BELLA FLOR,malaria,de 5 anos y mas,2018-12-01,1,0,0,0,1,0,1
CARANAVI,malaria,de 5 anos y mas,2018-12-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2018-12-01,0,2,0,0,0,2,2
FILADELFIA,malaria,de 5 anos y mas,2018-12-01,3,0,0,0,3,0,3
GUAYARAMERIN,malaria,de 5 anos y mas,2018-12-01,68,46,0,0,68,46,114
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2018-12-01,4,0,0,0,4,0,4
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2018-12-01,11,7,0,0,11,7,18
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2018-12-01,5,2,0,0,5,2,7
PUERTO RICO,malaria,de 5 anos y mas,2018-12-01,4,0,0,0,4,0,4
REYES,malaria,de 5 anos y mas,2018-12-01,0,1,0,0,0,1,1
RIBERALTA,malaria,de 5 anos y mas,2018-12-01,105,62,0,0,105,62,167
SAN BORJA,malaria,de 5 anos y mas,2018-12-01,0,1,0,0,0,1,1
SAN JOAQUIN,malaria,de 5 anos y mas,2018-12-01,0,1,0,0,0,1,1
SAN LORENZO(PND),malaria,de 5 anos y mas,2018-12-01,14,12,0,0,14,12,26
SAN PEDRO(PND),malaria,de 5 anos y mas,2018-12-01,1,1,0,0,1,1,2
SANTA ROSA,malaria,de 5 anos y mas,2018-12-01,2,2,0,0,2,2,4
SENA,malaria,de 5 anos y mas,2018-12-01,12,8,0,0,12,8,20
TRINIDAD,malaria,de 5 anos y mas,2018-12-01,10,2,0,0,10,2,12
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2018-12-01,5,1,0,0,5,1,6
YACUIBA,malaria,de 5 anos y mas,2018-12-01,4,5,0,0,4,5,9
