municipality,group,variable,month,Pacientes derivados de la comunidad o medicina tradicional,TOTAL
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-04-01,13,13
YOTALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-04-01,4,4
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-04-01,8,8
ARANI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-05-01,1,1
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-05-01,20,20
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-05-01,2,2
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-05-01,5,5
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-05-01,11,11
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-05-01,3,3
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-05-01,10,10
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-05-01,18,18
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-05-01,13,13
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-05-01,4,4
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-05-01,15,15
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-05-01,2,2
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-05-01,3,3
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-05-01,15,15
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-05-01,4,4
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-05-01,4,4
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-05-01,35,35
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-05-01,9,9
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-05-01,2,2
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-05-01,5,5
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-05-01,2,2
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-05-01,8,8
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-05-01,9,9
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,7,7
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,1,1
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,2,2
CHARAGUA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,1,1
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,1,1
COLCAPIRHUA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,1,1
CORIPATA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,1,1
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,1,1
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,13,13
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,15,15
HUACHACALLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,1,1
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,10,10
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,14,14
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,37,37
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,2,2
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,11,11
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,3,3
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,2,2
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,9,9
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,4,4
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,4,4
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,11,11
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,3,3
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,3,3
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,15,15
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,5,5
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,2,2
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,3,3
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,3,3
YACUIBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,12,12
YOTALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,2,2
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-06-01,6,6
ARANI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,1,1
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,16,16
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,1,1
CHARAGUA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,1,1
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,1,1
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,14,14
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,5,5
LAS CARRERAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,12,12
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,21,21
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,4,4
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,6,6
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,5,5
SAN BENITO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,1,1
SAN LORENZO(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,8,8
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,2,2
SANTA ANA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,1,1
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,10,10
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,2,2
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,4,4
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,24,24
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,3,3
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,10,10
YUNCHARA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-07-01,9,9
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-08-01,12,12
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-08-01,4,4
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-08-01,7,7
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-08-01,3,3
HUARACAJE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-08-01,1,1
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-08-01,4,4
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-08-01,12,12
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-08-01,12,12
MONTERO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-08-01,1,1
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-08-01,7,7
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-08-01,9,9
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-08-01,1,1
SAN LORENZO(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-08-01,8,8
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-08-01,8,8
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-08-01,9,9
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-08-01,3,3
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-08-01,4,4
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-08-01,35,35
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-08-01,6,6
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-08-01,4,4
VILLA MONTES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-08-01,4,4
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-08-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-08-01,9,9
YOTALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-08-01,2,2
YUNCHARA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-08-01,3,3
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-08-01,8,8
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,25,25
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,1,1
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,1,1
CHARAGUA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,2,2
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,7,7
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,2,2
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,6,6
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,13,13
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,10,10
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,6,6
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,1,1
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,8,8
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,7,7
SAN BUENA VENTURA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,2,2
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,3,3
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,14,14
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,2,2
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,2,2
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,20,20
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,5,5
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,2,2
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,4,4
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,2,2
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,9,9
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-09-01,6,6
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-10-01,33,33
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-10-01,2,2
CHARAGUA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-10-01,3,3
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-10-01,4,4
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-10-01,5,5
INCAHUASI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-10-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-10-01,11,11
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-10-01,14,14
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-10-01,5,5
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-10-01,8,8
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-10-01,4,4
RIBERALTA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-10-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-10-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-10-01,5,5
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-10-01,9,9
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2021-10-01,1,1
