municipality,group,variable,month,PCD referidas a Unidades de Calificación de Discapacidad.,TOTAL
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-02-01,1,1
SAN ANDRES,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-02-01,1,1
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-02-01,7,7
VIACHA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-02-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-02-01,1,1
BAURES,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-03-01,2,2
BELEN DE URMIRI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-03-01,1,1
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-03-01,6,6
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-03-01,2,2
CONCEPCION,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-03-01,1,1
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-03-01,8,8
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-03-01,3,3
MONTEAGUDO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-03-01,1,1
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-03-01,10,10
PADCAYA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-03-01,2,2
PAILON,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-03-01,2,2
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-03-01,4,4
PUERTO RICO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-03-01,1,1
PUERTO VILLARROEL,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-03-01,1,1
RIBERALTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-03-01,1,1
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-03-01,147,147
TARVITA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-03-01,11,11
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-03-01,25,25
AYOPAYA (V. DE INDEPENDENCIA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-04-01,2,2
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-04-01,8,8
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-04-01,1,1
CORO CORO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-04-01,1,1
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-04-01,66,66
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-04-01,1,1
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-04-01,8,8
LAGUNILLAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-04-01,1,1
LAJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-04-01,1,1
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-04-01,2,2
PAILON,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-04-01,8,8
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-04-01,3,3
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-04-01,1,1
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-04-01,12,12
TARABUCO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-04-01,3,3
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-04-01,137,137
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-04-01,4,4
VILLA NUEVA (LOMA ALTA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-04-01,1,1
AYO AYO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-05-01,2,2
BETANZOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-05-01,1,1
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-05-01,8,8
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-05-01,3,3
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-05-01,7,7
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-05-01,1,1
HUACARETA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-05-01,2,2
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-05-01,3,3
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-05-01,5,5
PADCAYA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-05-01,1,1
PAILON,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-05-01,3,3
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-05-01,11,11
TARABUCO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-05-01,1,1
TARATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-05-01,1,1
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-05-01,143,143
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-05-01,4,4
URIONDO (A. CONCEPCION),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-05-01,2,2
WARNES,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-05-01,91,91
CABEZAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-06-01,1,1
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-06-01,18,18
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-06-01,1,1
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-06-01,2,2
GUANAY,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-06-01,2,2
GUAYARAMERIN,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-06-01,1,1
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-06-01,4,4
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-06-01,8,8
PUCARANI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-06-01,1,1
RIBERALTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-06-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-06-01,1,1
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-06-01,4,4
TARATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-06-01,2,2
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-06-01,48,48
TARVITA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-06-01,1,1
VIACHA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-06-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-06-01,1,1
ATOCHA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-07-01,2,2
AYO AYO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-07-01,1,1
BETANZOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-07-01,1,1
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-07-01,6,6
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-07-01,3,3
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-07-01,2,2
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-07-01,2,2
HUACARETA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-07-01,3,3
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-07-01,2,2
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-07-01,7,7
PADCAYA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-07-01,3,3
POROMA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-07-01,1,1
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-07-01,1,1
RIBERALTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-07-01,1,1
SACABA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-07-01,1,1
SAN BUENA VENTURA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-07-01,5,5
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-07-01,1,1
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-07-01,6,6
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-07-01,49,49
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-07-01,2,2
VINTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-07-01,1,1
YOCALLA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-07-01,1,1
ACHACACHI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,1,1
BELLA FLOR,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,6,6
BETANZOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,1,1
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,7,7
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,2,2
CONCEPCION,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,1,1
CORO CORO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,2,2
COTOCA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,1,1
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,5,5
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,2,2
MOCOMOCO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,1,1
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,4,4
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,22,22
PAILON,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,4,4
PORONGO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,1,1
PUERTO CARABUCO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,1,1
PUERTO VILLARROEL,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,1,1
RIBERALTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,3,3
SACABA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,1,1
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,52,52
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,124,124
TARVITA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,2,2
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,3,3
YACUIBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,2,2
YAMPARAEZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,3,3
ZUDAÑEZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-08-01,9,9
BETANZOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-09-01,2,2
CAIROMA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-09-01,2,2
CAJUATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-09-01,12,12
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-09-01,9,9
CHIMORE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-09-01,1,1
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-09-01,8,8
CONCEPCION,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-09-01,7,7
CORO CORO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-09-01,1,1
COTAGAITA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-09-01,2,2
COTOCA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-09-01,1,1
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-09-01,8,8
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-09-01,3,3
ICLA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-09-01,1,1
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-09-01,1,1
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-09-01,1,1
RIBERALTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-09-01,5,5
SACABA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-09-01,1,1
SAN JUAN DE YAPACANI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-09-01,4,4
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-09-01,1,1
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-09-01,5,5
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-09-01,69,69
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-09-01,4,4
VIACHA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-09-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-09-01,2,2
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-10-01,13,13
CHIMORE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-10-01,1,1
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-10-01,16,16
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-10-01,12,12
EL PUENTE(STC),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-10-01,1,1
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-10-01,100,100
MINEROS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-10-01,1,1
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-10-01,3,3
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-10-01,1,1
PAMPA GRANDE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-10-01,1,1
RIBERALTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-10-01,5,5
SACABA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-10-01,2,2
SAN JUAN DE YAPACANI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-10-01,1,1
SAN LORENZO(TJA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-10-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-10-01,1,1
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-10-01,5,5
TARABUCO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-10-01,2,2
TARATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-10-01,1,1
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-10-01,2,2
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-10-01,34,34
VACAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-10-01,1,1
VALLEGRANDE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-10-01,1,1
VILLA SERRANO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-10-01,9,9
WARNES,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-10-01,19,19
ZUDAÑEZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-10-01,1,1
AZURDUY,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-11-01,1,1
BETANZOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-11-01,2,2
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-11-01,11,11
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-11-01,17,17
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-11-01,12,12
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-11-01,1,1
JESUS DE MACHACA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-11-01,1,1
MOROCHATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-11-01,1,1
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-11-01,2,2
PADCAYA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-11-01,1,1
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-11-01,1,1
RAVELO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-11-01,1,1
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-11-01,2,2
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-11-01,5,5
TIRAQUE (CBBA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-11-01,1,1
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-11-01,8,8
YACUIBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-11-01,1,1
YAMPARAEZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-11-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-11-01,5,5
AYO AYO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-12-01,1,1
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-12-01,13,13
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-12-01,14,14
COTAGAITA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-12-01,2,2
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-12-01,12,12
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-12-01,8,8
JESUS DE MACHACA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-12-01,1,1
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-12-01,3,3
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-12-01,2,2
MOROCHATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-12-01,7,7
PAILON,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-12-01,2,2
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-12-01,1,1
PUCARANI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-12-01,1,1
PUERTO CARABUCO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-12-01,1,1
RIBERALTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-12-01,1,1
SAN BORJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-12-01,7,7
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-12-01,1,1
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-12-01,6,6
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-12-01,9,9
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-12-01,3,3
UYUNI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2021-12-01,1,1
