municipality,group,variable,month,Pacientes referidos recibidos por el establecimiento,TOTAL
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,8,8
PUERTO RICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,3,3
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,351,351
PUNATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,782,782
QUILLACOLLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,98,98
QUIME,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,1,1
REYES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,933,933
ROBORE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,5,5
RURRENABAQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,13,13
SACABA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,266,266
SACABAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,5,5
SACACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,1,1
SAIPINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,1,1
SAMAIPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,12,12
SAN ANDRES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,1,1
SAN BENITO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,2,2
SAN BORJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,15,15
SAN BUENA VENTURA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,18,18
SAN CARLOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,94,94
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,52,52
SAN JAVIER(STC),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,2,2
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,5,5
SAN JULIAN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,34,34
SAN LORENZO(TJA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,9,9
SAN LUCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,47,47
SAN MATIAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,3,3
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,3,3
SAN PABLO DE LIPEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,3,3
SAN PEDRO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,12,12
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,3,3
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,3364,3364
SANTIVAÑES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,1,1
SANTUARIO DE QUILLACAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,1,1
SHINAOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,8,8
SIPE SIPE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,3,3
SOPACHUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,8,8
SORATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,16,16
SUCRE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,1252,1252
TACOPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,1,1
TAPACARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,2,2
TARABUCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,27,27
TARATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,2,2
TARIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,1011,1011
TARVITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,1,1
TIPUANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,1,1
TIQUIPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,201,201
TIRAQUE (CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,1,1
TOLATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,7,7
TOLEDO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,1,1
TOMINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,4,4
TOTORA(CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,20,20
TRINIDAD,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,336,336
TUPIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,224,224
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,5,5
UYUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,18,18
VACAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,11,11
VALLEGRANDE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,24,24
VIACHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,230,230
VILLA CHARCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,2,2
VILLA MONTES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,47,47
VILLA NUEVA (LOMA ALTA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,1,1
VILLA SERRANO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,3,3
VILLA TUNARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,304,304
VILLAZON,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,154,154
VINTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,111,111
WARNES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,170,170
YACO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,1,1
YACUIBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,314,314
YAPACANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,287,287
ZUDAÑEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-01-01,1,1
ACACIO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,1,1
ACHACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,106,106
ACHOCALLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,4,4
AIQUILE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,15,15
ALALAY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,2,2
ALTO BENI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,1,1
ANZALDO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,2,2
APOLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,2,2
ARAMPAMPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,1,1
ARANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,3,3
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,16,16
ATOCHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,1,1
AUCAPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,1,1
AYO AYO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,3,3
AZURDUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,4,4
BERMEJO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,264,264
BETANZOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,1,1
CABEZAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,7,7
"CAIZA ""D""",refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,1,1
CAMARGO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,39,39
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,2,2
CAMIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,68,68
CAPINOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,24,24
CARACOLLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,2,2
CARANAVI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,67,67
CARAPARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,90,90
CHALLAPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,10,10
CHARAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,11,11
CHARAÑA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,1,1
CHAYANTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,4,4
CHIMORE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,4,4
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,18,18
CKOCHAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,1,1
CLIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,30,30
COBIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,49,49
COCAPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,7,7
COCHABAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,1907,1907
COLCAPIRHUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,29,29
COLOMI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,2,2
COLQUIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,1,1
COMARAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,18,18
CONCEPCION,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,4,4
CORIPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,2,2
COROICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,83,83
COTOCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,13,13
CUATRO CAÑADAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,2,2
CUEVO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,4,4
CULPINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,14,14
CURAHUARA DE CARANGAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,1,1
EL ALTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,1265,1265
EL PUENTE(TJA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,1,1
EL TORNO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,119,119
EL VILLAR,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,2,2
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,7,7
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,27,27
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,5,5
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,24,24
GUTIERREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,9,9
HUACARETA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,2,2
HUANUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,3,3
HUARINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,2,2
ICHOCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,1,1
INCAHUASI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,5,5
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,4,4
IXIAMAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,1,1
LA ASUNTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,6,6
LA GUARDIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,88,88
LA PAZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,5035,5035
LAGUNILLAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,2,2
LAJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,7,7
LAS CARRERAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,3,3
LLALLAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,58,58
MACHARETI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,2,2
MAIRANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,8,8
MALLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,1,1
MIZQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,35,35
MONTEAGUDO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,49,49
MONTERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,1028,1028
OCURI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,1,1
OKINAWA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,2,2
ORURO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,563,563
PADCAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,2,2
PADILLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,21,21
PAILON,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,5,5
PALOS BLANCOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,5,5
PAMPA GRANDE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,2,2
PASORAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,1,1
PATACAMAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,37,37
PORONGO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,10,10
POSTRER VALLE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,2,2
POTOSI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,341,341
PRESTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,5,5
PUCARANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,1,1
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,5,5
PUERTO RICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,2,2
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,298,298
PUNA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,4,4
PUNATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,811,811
QUILLACOLLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,89,89
RIBERALTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,796,796
ROBORE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,1,1
RURRENABAQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,18,18
SACABA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,305,305
SACABAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,3,3
SAIPINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,2,2
SAMAIPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,11,11
SAN ANTONIO DE LOMERIO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,3,3
SAN BENITO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,3,3
SAN BORJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,17,17
SAN BUENA VENTURA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,14,14
SAN CARLOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,135,135
SAN IGNACIO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2021-02-01,1,1
