municipality,group,variable,month,Pacientes referidos a otros establecimientos,TOTAL
CARACOLLO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,12,12
CARANAVI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,65,65
CARAPARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,70,70
CARIPUYO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,7,7
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,11,11
CHACARILLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,2,2
CHALLAPATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,52,52
CHAQUI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,16,16
CHARAGUA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,35,35
CHAYANTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,6,6
CHIMORE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,124,124
CHIPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,4,4
CHOQUE COTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,2,2
CHUA COCANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,6,6
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,30,30
CHUMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,8,8
CKOCHAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,8,8
CLIZA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,43,43
COBIJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,295,295
COCAPATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,10,10
COCHABAMBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,3978,3978
COLCAPIRHUA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,207,207
"COLCHA ""K""",refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,13,13
COLOMI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,43,43
COLPA BELGICA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,23,23
COLQUECHACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,10,10
COLQUENCHA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,4,4
COLQUIRI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,6,6
COMANCHE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,3,3
COMARAPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,33,33
COMBAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,1,1
CONCEPCION,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,13,13
COPACABANA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,13,13
CORIPATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,36,36
CORO CORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,1,1
COROICO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,106,106
CORQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,6,6
COTAGAITA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,57,57
COTOCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,158,158
CUATRO CAÑADAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,6,6
CUCHUMUELA (V. G. VILLARROEL),refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,5,5
CUEVO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,10,10
CULPINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,37,37
CURAHUARA DE CARANGAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,1,1
CURVA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,1,1
DESAGUADERO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,7,7
EL ALTO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,5512,5512
EL CHORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,2,2
EL PUENTE(STC),refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,14,14
EL PUENTE(TJA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,16,16
EL TORNO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,188,188
EL VILLAR,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,6,6
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,25,25
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,197,197
ESCARA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,1,1
ESCOMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,3,3
EUCALIPTUS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,3,3
EUREKA (SANTOS MERCADO),refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,1,1
EXALTACION,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,1,1
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,21,21
FILADELFIA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,16,16
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,28,28
GUANAY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,18,18
GUAYARAMERIN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,119,119
GUTIERREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,20,20
HUACARETA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,5,5
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,5,5
HUACHACALLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,3,3
HUANUNI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,37,37
HUARINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,47,47
HUATAJATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,1,1
HUAYLLAMARCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,2,2
ICLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,15,15
INCAHUASI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,20,20
INQUISIVI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,2,2
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,22,22
IXIAMAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,3,3
JESUS DE MACHACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,15,15
LA ASUNTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,57,57
LA GUARDIA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,389,389
LA PAZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,5564,5564
LA RIVERA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,1,1
LAGUNILLAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,1,1
LAJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,18,18
LAS CARRERAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,19,19
LICOMA PAMPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,1,1
LLALLAGUA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,44,44
LLICA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,6,6
LORETO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,1,1
LURIBAY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,1,1
MACHACAMARCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,18,18
MACHARETI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,21,21
MAIRANA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,40,40
MAPIRI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,11,11
MECAPACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,17,17
MINEROS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,32,32
MIZQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,86,86
MOCOMOCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,7,7
MOJINETE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,29,29
MONTEAGUDO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,58,58
MONTERO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,1300,1300
MORO MORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,6,6
MOROCHATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,4,4
NUEVO MANOA (NUEVA ESPERANZA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,3,3
OCURI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,4,4
OKINAWA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,39,39
OMEREQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,7,7
ORURO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,1393,1393
PADCAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,59,59
PADILLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,27,27
PAILON,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,38,38
PALCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,30,30
PALOS BLANCOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,17,17
PAMPA AULLAGAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,1,1
PAMPA GRANDE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,20,20
PAPEL PAMPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,5,5
PASORAPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,2,2
PATACAMAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,41,41
PAZÑA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,6,6
PELECHUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,1,1
POCOATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,3,3
POCONA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,6,6
POJO (CBBA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,20,20
POOPO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,49,49
PORCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,13,13
POROMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,11,11
PORONGO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,33,33
PORTACHUELO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,18,18
PORVENIR,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,18,18
POSTRER VALLE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,2,2
POTOSI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,152,152
PRESTO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,24,24
PUCARANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,40,40
PUERTO ACOSTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,1,1
PUERTO CARABUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,1,1
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,10,10
PUERTO PEREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,4,4
PUERTO QUIJARRO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,4,4
PUERTO RICO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,13,13
PUERTO SUAREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,13,13
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,267,267
PUNA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,8,8
PUNATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,332,332
QUIABAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,1,1
QUILLACOLLO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,633,633
QUIME,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,10,10
QUIRUSILLAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,9,9
RAQAYPAMPA(ETA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,1,1
RAVELO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,7,7
REYES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,6,6
RIBERALTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,555,555
ROBORE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,32,32
RURRENABAQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,20,20
SABAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,4,4
SACABA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,633,633
SACABAMBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,6,6
SACACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,9,9
SAIPINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,17,17
SALINAS DE GARCI MENDOZA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,6,6
SAMAIPATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,13,13
SAN AGUSTIN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,1,1
SAN ANDRES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,6,6
SAN ANTONIO DE ESMORUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,1,1
SAN ANTONIO DE LOMERIO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,8,8
SAN BENITO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,39,39
SAN BORJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,23,23
SAN BUENA VENTURA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,20,20
SAN CARLOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,114,114
SAN IGNACIO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,14,14
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,39,39
SAN JAVIER(BNI),refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,2,2
SAN JAVIER(STC),refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,7,7
SAN JOAQUIN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,5,5
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,36,36
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,24,24
SAN JULIAN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,84,84
SAN LORENZO(PND),refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,11,11
SAN LORENZO(TJA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,59,59
SAN LUCAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,111,111
SAN MATIAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,18,18
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,36,36
SAN PABLO DE LIPEZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,1,1
SAN PEDRO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,40,40
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,13,13
SAN PEDRO DE CURAHUARA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,5,5
SAN PEDRO DE MACHA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,10,10
SAN PEDRO DE QUEMES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,1,1
SAN PEDRO DE TIQUINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,9,9
SAN PEDRO(PND),refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,4,4
SAN RAFAEL,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,11,11
SAN RAMON BENI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,5,5
SAN RAMON SCZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,8,8
SANTA ANA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,18,18
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,8344,8344
SANTA ROSA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,19,19
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,50,50
SANTIAGO DE CALLAPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,2,2
SANTIAGO DE HUARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,3,3
SANTIAGO DE HUATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,2,2
SANTIVAÑES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,6,6
SANTUARIO DE QUILLACAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,2,2
SAPAHAQUI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,5,5
SENA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,2,2
SHINAOTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,81,81
SICA SICA (VILLA AROMA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,6,6
SICAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,7,7
SIPE SIPE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,124,124
SOPACHUY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,21,21
SORACACHI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,22,22
SORATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,5,5
SUCRE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,2271,2271
TACACHI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,1,1
TACACOMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,9,9
TACOBAMBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,3,3
TACOPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,3,3
TAPACARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,10,10
TARABUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,34,34
TARACO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,7,7
TARATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,21,21
TARIJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,502,502
TARVITA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,19,19
TEOPONTE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,3,3
TIAHUANACU,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,20,20
TINGUIPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,2,2
TIPUANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,12,12
TIQUIPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,188,188
TIRAQUE (CBBA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,20,20
TITO YUPANQUI (PARQUIPUJIO),refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,3,3
TOCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,5,5
TOLATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,32,32
TOLEDO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,2,2
TOMAVE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,5,5
TOMINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,44,44
TORO TORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,7,7
TOTORA(CBBA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,38,38
TOTORA(ORR),refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,2,2
TRINIDAD,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,329,329
TUPIZA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,250,250
UMALA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,2,2
UNCIA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,6,6
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,30,30
URUBICHA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,9,9
UYUNI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,69,69
VACAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,10,10
VALLEGRANDE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,14,14
VIACHA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,552,552
VILA VILA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,2,2
VILLA CHARCAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,14,14
VILLA MONTES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2021-01-01,108,108
