municipality,group,variable,month,Nacidos vivos con peso menor a 2500g,TOTAL
TOTORA(ORR),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-01-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-01-01,7,7
TUPIZA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-01-01,2,2
UNCIA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-01-01,1,1
UYUNI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-01-01,1,1
VILLA MONTES,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-01-01,2,2
VILLAZON,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-01-01,1,1
VINTO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-01-01,1,1
YACUIBA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-01-01,5,5
YAPACANI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-01-01,1,1
AIQUILE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,6,6
ANZALDO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
ATOCHA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,2,2
BERMEJO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,4,4
BETANZOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,2,2
BUENA VISTA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,2,2
CABEZAS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
CAMARGO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,2,2
CAMIRI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,2,2
CARANAVI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
CARAPARI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,9,9
CHAQUI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
CHARAGUA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,2,2
COBIJA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,5,5
COCHABAMBA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,57,57
COLOMI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
COLQUECHACA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
COMARAPA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,2,2
COROICO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
COTAGAITA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
EL ALTO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,53,53
ENTRE RIOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
ENTRE RIOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
GUAYARAMERIN,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,4,4
HUANUNI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,2,2
LA PAZ,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,117,117
LLALLAGUA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,3,3
MECAPACA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
MINEROS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,2,2
MONTEAGUDO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,4,4
MONTERO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,14,14
OCURI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
ORURO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,22,22
PADILLA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,3,3
PALOS BLANCOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
POCONA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
PORVENIR,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,2,2
POTOSI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,17,17
PUERTO CARABUCO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
PUERTO QUIJARRO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
PUNATA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,3,3
QUILLACOLLO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
RAVELO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,2,2
ROBORE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
SACABA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,2,2
SAIPINA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
SAN BORJA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,3,3
SAN BUENA VENTURA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
SAN CARLOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
SAN IGNACIO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,5,5
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
SAN JUAN DE YAPACANI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
SAN JULIAN,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,3,3
SAN MIGUEL DE VELASCO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,3,3
SAN RAMON,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
SANTA ANA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,135,135
SANTA ROSA DEL SARA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,2,2
SUCRE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,21,21
TARABUCO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
TARIJA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,15,15
TIRAQUE (CBBA),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
TOMINA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
TOTORA(CBBA),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,13,13
TUPIZA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,3,3
VALLEGRANDE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
VILLA MONTES,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,3,3
VILLA TUNARI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,3,3
VILLAZON,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
VINTO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
VITICHI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
WARNES,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
YACUIBA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,1,1
YAPACANI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-02-01,2,2
APOLO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,8,8
ARANI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,2,2
ATOCHA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
BERMEJO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
CAMARGO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
CAMIRI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,4,4
CAPINOTA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,2,2
CARANAVI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,3,3
CHARAGUA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
CHIMORE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
COBIJA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,5,5
COCHABAMBA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,80,80
COMARAPA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,2,2
COROICO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
COTAGAITA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
COTOCA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,2,2
CUATRO CAÑADAS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
EL ALTO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,62,62
ENTRE RIOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
EUCALIPTUS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
GUANAY,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
GUAYARAMERIN,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
GUTIERREZ,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
JESUS DE MACHACA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,2,2
LA GUARDIA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
LA PAZ,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,92,92
LLALLAGUA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,7,7
LURIBAY,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
MAIRANA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
MOJOCOYA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
MONTEAGUDO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,3,3
MONTERO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,5,5
ORURO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,21,21
PADILLA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,2,2
PAILON,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
POTOSI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,23,23
PUERTO QUIJARRO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,2,2
PUERTO SUAREZ,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,2,2
PUNATA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,2,2
QUILLACOLLO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,4,4
REYES,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
RIBERALTA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,6,6
RURRENABAQUE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
SACABA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,4,4
SACACA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
SAMAIPATA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
SAN IGNACIO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,3,3
SAN JAVIER(STC),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
SAN LORENZO(PND),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
SANTA ANA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,129,129
SANTA ROSA DEL SARA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
SUCRE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,26,26
TARIJA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,23,23
TARVITA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,7,7
TUPIZA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,12,12
VILLA MONTES,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,3,3
VILLA SERRANO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,3,3
VINTO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
WALDO BALLIVIAN,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
WARNES,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
YACUIBA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,2,2
YAMPARAEZ,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
YOCALLA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
ZUDAÑEZ,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-03-01,1,1
AIQUILE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,10,10
ANZALDO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,3,3
ARANI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,2,2
AZURDUY,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
BETANZOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
CAMARGO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,3,3
CAMIRI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
CHALLAPATA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
CHARAGUA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
CHAYANTA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
CLIZA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
COBIJA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,7,7
COCHABAMBA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,97,97
COLQUENCHA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
COMARAPA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,3,3
COROICO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
COTAGAITA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
DESAGUADERO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
EL ALTO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,59,59
EL TORNO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
ENTRE RIOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,2,2
GUAYARAMERIN,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,9,9
LA PAZ,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,79,79
MAGDALENA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
MAPIRI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
MIZQUE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
MONTEAGUDO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,3,3
MONTERO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,4,4
ORURO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,23,23
PADILLA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,2,2
PAILON,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
PALOS BLANCOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
POCONA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,2,2
PORVENIR,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
POTOSI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,39,39
QUILLACOLLO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,4,4
RIBERALTA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,9,9
ROBORE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
SACABA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
SACACA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
SAN ANDRES,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,2,2
SAN BORJA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,2,2
SAN BUENA VENTURA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
SAN CARLOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
SAN IGNACIO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,5,5
SAN JULIAN,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
SAN LORENZO(TJA),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,2,2
SAN MATIAS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
SAN PEDRO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
SAN RAMON,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
SANTA ANA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,120,120
SANTIAGO DE MACHACA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,2,2
SICA SICA (VILLA AROMA),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,3,3
SUCRE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,29,29
TACOPAYA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,1,1
TARIJA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,16,16
TARVITA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2005-04-01,2,2
