municipality,group,variable,month,N°de visitas familiares planificadas,TOTAL
BELLA FLOR,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,74,74
BERMEJO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,69,69
BETANZOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,387,387
BOLIVAR,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,35,35
BOLPEBRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,80,80
BUENA VISTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,81,81
CABEZAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,57,57
CAIROMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,9,9
"CAIZA ""D""",actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,109,109
CAJUATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,7,7
CALACOTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,30,30
CALAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,80,80
CAMARGO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,122,122
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,75,75
CAMIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,145,145
CAPINOTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,30,30
CAQUIAVIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,46,46
CARACOLLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,235,235
CARANAVI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,20,20
CARAPARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,30,30
CARIPUYO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,12,12
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,55,55
CHACARILLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,100,100
CHALLAPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,317,317
CHAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,68,68
CHARAGUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,102,102
CHAYANTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,26,26
CHIMORE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,190,190
CHOQUE COTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,12,12
CHUMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,189,189
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,70,70
CLIZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,69,69
COBIJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,77,77
COCHABAMBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,34,34
COIPASA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,15,15
COLCAPIRHUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,141,141
"COLCHA ""K""",actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,10,10
COLLANA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,28,28
COLOMI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,10,10
COLPA BELGICA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,12,12
COLQUECHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,34,34
COLQUENCHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,30,30
COLQUIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,43,43
COMANCHE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,4,4
COMARAPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,279,279
COMBAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,84,84
CONCEPCION,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,10,10
COPACABANA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,114,114
CORO CORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,51,51
COROICO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,94,94
CORQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,10,10
COTAGAITA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,991,991
COTOCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,53,53
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,76,76
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,20,20
CUEVO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,48,48
CULPINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,269,269
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,104,104
CURVA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,20,20
DESAGUADERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,8,8
EL ALTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,679,679
EL CHORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,10,10
EL PUENTE(STC),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,100,100
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,201,201
EL TORNO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,220,220
EL VILLAR,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,107,107
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,463,463
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,111,111
FILADELFIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,50,50
GAIOC JATUN AYLLU YURA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,5,5
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,141,141
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,32,32
GUAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,18,18
GUAYARAMERIN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,61,61
HUACARETA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,513,513
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,80,80
HUANUNI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,70,70
HUARACAJE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,10,10
HUARINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,119,119
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,40,40
HUMANATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,500,500
ICHOCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,6,6
ICLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,231,231
INCAHUASI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,282,282
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,5,5
INQUISIVI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,50,50
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,38,38
IXIAMAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,26,26
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,67,67
LA GUARDIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,42,42
LA PAZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,7,7
LAGUNILLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,340,340
LAJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,12,12
LAS CARRERAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,50,50
LLALLAGUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,42,42
LLICA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,438,438
LORETO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,245,245
LURIBAY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,40,40
MACHARETI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,265,265
MAIRANA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,67,67
MALLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,67,67
MECAPACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,5,5
MINEROS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,55,55
MIZQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,167,167
MOCOMOCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,271,271
MOJINETE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,61,61
MOJOCOYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,169,169
MONTEAGUDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,373,373
MONTERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,196,196
MOROCHATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,14,14
OKINAWA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,46,46
OMEREQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,502,502
ORURO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,24,24
PADCAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,263,263
PADILLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,55,55
PAILON,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,193,193
PALCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,235,235
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,155,155
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,37,37
PAPEL PAMPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,10,10
PASORAPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,15,15
PAZÑA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,43,43
PELECHUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,69,69
POCOATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,198,198
POCONA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,14,14
POJO (CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,108,108
PORCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,57,57
POROMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,293,293
PORONGO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,62,62
PORTACHUELO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,41,41
POTOSI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,728,728
PRESTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,215,215
PUCARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,43,43
PUCARANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,154,154
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,61,61
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,140,140
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,143,143
PUERTO PEREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,35,35
PUERTO RICO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,11,11
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,45,45
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,61,61
PUNA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,123,123
PUNATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,390,390
QUILLACOLLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,200,200
QUIME,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,54,54
QUIRUSILLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,130,130
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,31,31
RAVELO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,260,260
REYES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,64,64
RIBERALTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,430,430
ROBORE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,11,11
RURRENABAQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,158,158
SABAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,90,90
SACABA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,527,527
SACABAMBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,98,98
SACACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,116,116
SAIPINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,217,217
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,201,201
SAMAIPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,75,75
SAN AGUSTIN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,15,15
SAN ANDRES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,41,41
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,30,30
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,3,3
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,15,15
SAN BENITO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,78,78
SAN BORJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,484,484
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,186,186
SAN IGNACIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,281,281
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,113,113
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,13,13
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,40,40
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,20,20
SAN JULIAN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,399,399
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,29,29
SAN LUCAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,390,390
SAN MATIAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,13,13
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,65,65
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,9,9
SAN PEDRO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,46,46
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,34,34
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,22,22
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,51,51
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,230,230
SAN PEDRO(PND),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,21,21
SAN RAMON BENI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,5,5
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,27,27
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,59,59
SANTA ROSA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,130,130
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,5,5
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,8,8
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,139,139
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,130,130
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,46,46
SANTIVAÑES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,75,75
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,85,85
SAPAHAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,150,150
SENA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,20,20
SHINAOTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,51,51
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,189,189
SICAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,90,90
SIPE SIPE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,174,174
SOPACHUY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,129,129
SORACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,289,289
SORATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,227,227
SUCRE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,37658,37658
TACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,20,20
TACACOMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,24,24
TACOPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,17,17
TAHUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,60,60
TAPACARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,30,30
TARABUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,238,238
TARACO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,4,4
TARATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,69,69
TARIJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,309,309
TARVITA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,258,258
TINGUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,189,189
TIQUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,157,157
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,114,114
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,50,50
TOCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,115,115
TOLEDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,190,190
TOMINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,222,222
TORO TORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,5,5
TOTORA(CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,105,105
TOTORA(ORR),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,104,104
TRIGAL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,145,145
TRINIDAD,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,70,70
TUPIZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,654,654
TURCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,28,28
UMALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,55,55
UNCIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,75,75
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,16,16
UYUNI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,22,22
VACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,86,86
VALLEGRANDE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,181,181
VIACHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,205,205
VILA VILA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,96,96
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,571,571
VILLA MONTES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,115,115
VILLA RIVERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,83,83
VILLA SERRANO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,318,318
VILLA TUNARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,375,375
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,163,163
VILLAZON,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,542,542
VINTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,262,262
VITICHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,113,113
WARNES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,155,155
YACO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,148,148
YACUIBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,183,183
YAMPARAEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,515,515
YANACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,229,229
YAPACANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2022-01-01,950,950
