municipality,group,variable,month,N° de CAI de establecimiento,TOTAL
PUNA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,6,6
QUILLACOLLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,2,2
QUIME,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,5,5
ROBORE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,1,1
SACABA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,2,2
SACACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,3,3
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,1,1
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,3,3
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,4,4
SAN BORJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,1,1
SAN JOAQUIN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,5,5
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,8,8
SAN PEDRO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,1,1
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,10,10
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,4,4
SANTA ANA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,28,28
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,1,1
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,1,1
SANTIVAÑES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,4,4
SORATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,5,5
SUCRE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,3,3
TARVITA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,3,3
TIAHUANACU,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,3,3
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,1,1
TOLEDO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,1,1
TUPIZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,11,11
TURCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,3,3
UMALA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,3,3
UNCIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,2,2
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,5,5
VILLA RIVERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,2,2
VITICHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,1,1
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,1,1
WARNES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,10,10
YACO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,7,7
YAPACANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,3,3
YOCALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-01-01,3,3
ACHACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,7,7
ACHOCALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,10,10
AIQUILE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,3,3
ANDAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,3,3
ANTEQUERA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
APOLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,2,2
ARAMPAMPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,2,2
ARQUE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,9,9
ATOCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,6,6
AUCAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
AYATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,3,3
AYO AYO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
BATALLAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,4,4
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,25,25
CAIROMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,4,4
"CAIZA ""D""",actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,10,10
CALACOTO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,3,3
CALAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,6,6
CAPINOTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
CAQUIAVIRI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
CARANAVI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,2,2
CHACARILLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
CHARAGUA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
CHAYANTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,4,4
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,6,6
CKOCHAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,7,7
CLIZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,3,3
COCHABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,6,6
"COLCHA ""K""",actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
COLLANA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,3,3
COLQUECHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
COMBAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,2,2
CONCEPCION,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
COPACABANA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
CORIPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,2,2
COROICO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,4,4
CORQUE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
COTOCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,11,11
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
CURVA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,46,46
EL TORNO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
ESCOMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,4,4
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,7,7
GUAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,3,3
GUAYARAMERIN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,4,4
HUATAJATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
HUMANATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
INQUISIVI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,3,3
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,3,3
LA ASUNTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,3,3
LA GUARDIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,6,6
LA PAZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,39,39
LAJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,4,4
LLALLAGUA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,3,3
LURIBAY,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,9,9
MACHACAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,3,3
MALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,2,2
MECAPACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,2,2
MINEROS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
MOCOMOCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
MOJINETE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,2,2
MONTERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,3,3
ORURO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,3,3
PADCAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
PALCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,8,8
PALOS BLANCOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,8,8
PAPEL PAMPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,2,2
PELECHUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,5,5
POCOATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,15,15
POOPO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
PORCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,2,2
PORONGO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,7,7
PUCARANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,6,6
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,2,2
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,2,2
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,4,4
PUERTO PEREZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
PUERTO RICO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
PUNA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,11,11
PUNATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,4,4
QUILLACOLLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,13,13
RIBERALTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,12,12
RURRENABAQUE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
SACABA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,4,4
SACABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,2,2
SACACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,2,2
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
SAN AGUSTIN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,2,2
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,3,3
SAN BORJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,2,2
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
SAN JOAQUIN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,5,5
SAN LUCAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,10,10
SAN PEDRO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,2,2
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,9,9
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,3,3
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,2,2
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,2,2
SANTA ANA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,37,37
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,4,4
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,3,3
SAPAHAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,4,4
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,3,3
SORACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,2,2
SORATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,6,6
SUCRE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,4,4
TAHUA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
TAPACARI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,7,7
TARVITA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,3,3
TIAHUANACU,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,2,2
TIQUIPAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,2,2
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,2,2
TOCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
TUPIZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
TURCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
UMALA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,7,7
UYUNI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,2,2
VIACHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,8,8
VILLA NUEVA (LOMA ALTA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
VILLAZON,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,1,1
VITICHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,2,2
WARNES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,13,13
YACO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,7,7
YANACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-02-01,2,2
ACACIO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-03-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-03-01,6,6
ACHOCALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-03-01,10,10
AIQUILE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-03-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-03-01,3,3
ANDAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-03-01,3,3
APOLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-03-01,4,4
ARAMPAMPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-03-01,3,3
ARANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-03-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-03-01,3,3
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-03-01,6,6
ATOCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-03-01,8,8
AUCAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-03-01,1,1
AYATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-03-01,4,4
AYO AYO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-03-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-03-01,1,1
BATALLAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-03-01,4,4
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-03-01,1,1
BELLA FLOR,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2022-03-01,3,3
