municipality,group,variable,month,N° de autoevaluciones para acreditación del establecimiento,TOTAL
PALCA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-02-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-02-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-02-01,3,3
TARABUCO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-02-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-02-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,14,14
ACHOCALLA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,9,9
ALTO BENI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,2,2
ANCORAIMES,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,7,7
APOLO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,6,6
AUCAPATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,5,5
AYATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,5,5
AYO AYO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,4,4
BATALLAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
CAIROMA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,5,5
"CAIZA ""D""",actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,2,2
CAJUATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,6,6
CALACOTO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,7,7
CALAMARCA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,5,5
CAQUIAVIRI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
CHACARILLA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,2,2
CHARAÑA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
CHAYANTA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,3,3
CHUMA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,6,6
COBIJA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
COIPASA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
"COLCHA ""K""",actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
COLLANA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,3,3
COLQUENCHA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,5,5
COLQUIRI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,3,3
COMARAPA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
COMBAYA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
CORIPATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,3,3
CORO CORO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,7,7
COROICO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,6,6
COTAGAITA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
CURVA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,3,3
EL ALTO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,19,19
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
ESCOMA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,4,4
GUAQUI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,2,2
HUARINA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
INQUISIVI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,10,10
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,13,13
IXIAMAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,6,6
LA ASUNTA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,8,8
LA PAZ,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,5,5
LAGUNILLAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,2,2
LAJA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,5,5
LURIBAY,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,7,7
MALLA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,4,4
MECAPACA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,2,2
MOCOMOCO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,10,10
MONTERO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
ORURO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
PALCA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,7,7
PALOS BLANCOS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,2,2
PAPEL PAMPA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,5,5
PATACAMAYA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,4,4
PELECHUCO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,5,5
POCOATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,3,3
PUCARANI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,9,9
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,2,2
PUERTO PEREZ,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,3,3
PUNA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,2,2
QUIABAYA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,5,5
SAN JULIAN,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,6,6
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,4,4
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,22,22
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,5,5
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,3,3
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,3,3
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,9,9
SORATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,2,2
SUCRE,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,4,4
TACACOMA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,5,5
TARACO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,3,3
TARIJA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,9,9
TEOPONTE,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
TIAHUANACU,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
TIPUANI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
UMALA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,6,6
VIACHA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,3,3
VILLA MONTES,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
VILLAZON,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
WARNES,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,1,1
YACO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,7,7
YACUIBA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,2,2
YANACACHI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-03-01,4,4
ACACIO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,1,1
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,6,6
ATOCHA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,1,1
CABEZAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,1,1
CHARAGUA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,7,7
CHIPAYA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,1,1
COBIJA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,1,1
COIPASA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,1,1
CORIPATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,8,8
FILADELFIA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,1,1
LA ASUNTA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,6,6
LAJA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,1,1
LURIBAY,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,2,2
MOJOCOYA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,1,1
ORURO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,1,1
PALCA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,14,14
SACACA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,1,1
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,1,1
SAN MATIAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,1,1
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,5,5
SORATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,1,1
TAPACARI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,5,5
TIAHUANACU,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,1,1
TODOS SANTOS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,2,2
VILLA MONTES,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-04-01,3,3
ACHACACHI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,1,1
ANDAMARCA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,3,3
CABEZAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,2,2
CARAPARI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,2,2
CHARAGUA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,1,1
COBIJA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,1,1
COIPASA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,1,1
"COLCHA ""K""",actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,8,8
COROICO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,1,1
COTOCA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,17,17
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,1,1
EL TORNO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,2,2
PAZÑA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,4,4
PUNATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,1,1
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,1,1
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,1,1
SAN MATIAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,3,3
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,4,4
SUCRE,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,4,4
TARACO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,3,3
VALLEGRANDE,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,2,2
VILLA MONTES,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,2,2
WARNES,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,2,2
YAPACANI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,1,1
YUNGUYO DE LITORAL,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-05-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,14,14
ACHOCALLA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,10,10
ALCALA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,1,1
ALTO BENI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,2,2
ANCORAIMES,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,8,8
APOLO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,7,7
ARBIETO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,1,1
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,1,1
AUCAPATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,3,3
AYATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,6,6
AYO AYO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,4,4
BATALLAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,1,1
CAIROMA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,5,5
"CAIZA ""D""",actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,2,2
CAJUATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,5,5
CALACOTO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,6,6
CALAMARCA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,5,5
CAQUIAVIRI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,1,1
CARAPARI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,2,2
CARIPUYO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,1,1
CHACARILLA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,2,2
CHARAÑA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,2,2
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,3,3
CHUMA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,6,6
COBIJA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,1,1
COIPASA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,1,1
"COLCHA ""K""",actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,1,1
COLLANA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,2,2
COLQUENCHA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,4,4
COLQUIRI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,3,3
COMANCHE,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,1,1
COMBAYA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,4,4
COPACABANA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,1,1
CORIPATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,3,3
CORO CORO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,8,8
COROICO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,5,5
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,2,2
CURVA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,2,2
DESAGUADERO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2022-06-01,1,1
