municipality,group,variable,month,Nº de reuniones realizadas con autoridades locales de salud,TOTAL
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,2,2
LLICA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
LORETO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,11,11
LURIBAY,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,2,2
MACHARETI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
MINEROS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,2,2
MIZQUE,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,3,3
MOCOMOCO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,3,3
MOJINETE,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,2,2
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,4,4
MONTERO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,2,2
MOROCHATA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
OCURI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,2,2
ORURO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
PADCAYA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,4,4
PALCA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,2,2
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,8,8
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
PAZÑA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
PELECHUCO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,3,3
POCOATA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,53,53
POCONA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,2,2
PORCO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,5,5
POROMA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,5,5
PORONGO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,5,5
POTOSI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,7,7
PRESTO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,8,8
PUCARANI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,2,2
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,6,6
PUNA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,10,10
PUNATA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,4,4
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,3,3
REYES,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,2,2
RIBERALTA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,6,6
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,6,6
SACABA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,2,2
SACABAMBA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
SACACA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,5,5
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,3,3
SAMAIPATA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,3,3
SAN ANDRES,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
SAN BENITO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,6,6
SAN BORJA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,5,5
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,2,2
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,3,3
SAN LUCAS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,25,25
SAN MATIAS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,5,5
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,2,2
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
SAN PEDRO(PND),actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,2,2
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,2,2
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,2,2
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,2,2
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
SORACACHI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,5,5
SUCRE,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,8,8
TACACHI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
TACACOMA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
TAPACARI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,2,2
TARIJA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,6,6
TARVITA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,2,2
TEOPONTE,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,2,2
TIAHUANACU,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,5,5
TIPUANI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
TOLEDO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,4,4
TRINIDAD,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,6,6
TUPIZA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,10,10
UMALA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,3,3
VILA VILA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
VILLA MONTES,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,2,2
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,13,13
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,2,2
VILLAZON,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,7,7
VINTO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,11,11
VITICHI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,12,12
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,7,7
YACO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
YACUIBA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,6,6
YAPACANI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,2,2
YOCALLA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
YOTALA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-01-01,1,1
ACACIO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,5,5
ACHOCALLA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,2,2
AIQUILE,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,2,2
ALALAY,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,3,3
ALTO BENI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
ARQUE,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,3,3
AYATA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,2,2
BATALLAS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,2,2
BETANZOS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,26,26
BOLIVAR,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,4,4
CABEZAS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,3,3
CAIROMA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,13,13
CAJUATA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,2,2
CALAMARCA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,2,2
CAMARGO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,9,9
CAPINOTA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,2,2
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,2,2
CARACOLLO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
CARANAVI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,4,4
CARAPARI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,3,3
CHAQUI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,3,3
CHAYANTA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,7,7
CHIMORE,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,5,5
CHIPAYA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
CHOQUE COTA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,4,4
CKOCHAS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,11,11
CLIZA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
COBIJA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
COCAPATA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,6,6
COCHABAMBA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,5,5
COIPASA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,5,5
COLLANA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
COLOMI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
COMANCHE,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,2,2
COMARAPA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
CORO CORO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,4,4
COROICO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
CORQUE,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,8,8
COTOCA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,3,3
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,2,2
CULPINA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,5,5
CURVA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,28,28
EL CHORO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,2,2
EL TORNO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
EL VILLAR,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,1,1
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de reuniones realizadas con autoridades locales de salud,2022-02-01,4,4
