municipality,group,variable,month,Nº de actividades educativas en Salud,TOTAL
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,7,7
CURVA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,7,7
DESAGUADERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,3,3
EL ALTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,306,306
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,188,188
EL TORNO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,46,46
EL VILLAR,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,24,24
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,45,45
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,31,31
ESCARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,4,4
EUCALIPTUS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,18,18
EXALTACION,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,2,2
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,25,25
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,26,26
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,12,12
GUAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,7,7
GUTIERREZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,12,12
HUACARETA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,7,7
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,19,19
HUANUNI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,54,54
HUARINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,2,2
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,11,11
HUMANATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,2,2
ICHOCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,6,6
ICLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,34,34
INCAHUASI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,7,7
INQUISIVI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,51,51
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,5,5
IXIAMAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,25,25
LA ASUNTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,6,6
LA GUARDIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,74,74
LA PAZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,36,36
LA RIVERA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,1,1
LAJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,13,13
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,21,21
LLALLAGUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,31,31
LLICA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,2,2
LORETO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,12,12
LURIBAY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,22,22
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,31,31
MACHARETI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,16,16
MAIRANA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,12,12
MALLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,7,7
MECAPACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,13,13
MINEROS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,8,8
MIZQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,39,39
MOCOMOCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,4,4
MOJINETE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,6,6
MOJOCOYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,31,31
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,27,27
MONTERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,279,279
MORO MORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,1,1
MOROCHATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,6,6
OCURI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,5,5
OKINAWA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,9,9
OMEREQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,16,16
ORURO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,175,175
PADCAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,24,24
PADILLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,11,11
PAILON,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,5,5
PALCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,3,3
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,58,58
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,21,21
PASORAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,2,2
PATACAMAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,6,6
PAZÑA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,19,19
PELECHUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,9,9
POCOATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,60,60
POCONA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,18,18
POOPO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,4,4
PORCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,24,24
POROMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,64,64
PORONGO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,31,31
PORTACHUELO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,4,4
POTOSI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,40,40
PRESTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,33,33
PUCARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,4,4
PUCARANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,96,96
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,12,12
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,12,12
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,28,28
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,20,20
PUERTO SILES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,5,5
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,61,61
PUNA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,23,23
PUNATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,677,677
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,104,104
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,23,23
REYES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,3,3
RIBERALTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,102,102
ROBORE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,13,13
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,38,38
SABAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,30,30
SACABA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,105,105
SACABAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,11,11
SACACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,42,42
SAIPINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,16,16
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,73,73
SAMAIPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,24,24
SAN ANDRES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,9,9
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,3,3
SAN BENITO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,12,12
SAN BORJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,49,49
SAN CARLOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,4,4
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,74,74
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,27,27
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,5,5
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,10,10
SAN JULIAN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,32,32
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,13,13
SAN LUCAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,4,4
SAN MATIAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,1,1
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,28,28
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,4,4
SAN PEDRO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,14,14
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,60,60
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,16,16
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,88,88
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,21,21
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,487,487
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,13,13
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,61,61
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,2,2
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,2,2
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,9,9
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,26,26
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,10,10
SENA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,5,5
SHINAOTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,23,23
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,23,23
SICAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,16,16
SIPE SIPE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,45,45
SOPACHUY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,6,6
SORACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,84,84
SORATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,6,6
SUCRE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,69,69
TACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,4,4
TACACOMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,4,4
TACOPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,6,6
TAPACARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,5,5
TARABUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,74,74
TARIJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,335,335
TARVITA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,52,52
TEOPONTE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,4,4
TIAHUANACU,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,28,28
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,23,23
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,35,35
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,1,1
TOCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,24,24
TOLATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,4,4
TOLEDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,13,13
TOMINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,25,25
TORO TORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,34,34
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,12,12
TRIGAL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,149,149
TUPIZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,11,11
TURCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,15,15
UMALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,25,25
UNCIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,39,39
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,39,39
URUBICHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,8,8
UYUNI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,23,23
VACAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,26,26
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,11,11
VIACHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,99,99
VILA VILA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,28,28
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,20,20
VILLA MONTES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,7,7
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,11,11
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,20,20
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,122,122
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,12,12
VILLAZON,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,35,35
VINTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,54,54
VITICHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,2,2
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,165,165
YACO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,8,8
YACUIBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,79,79
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,47,47
YANACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,8,8
YAPACANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,160,160
YOTALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,27,27
YUNCHARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,28,28
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-01-01,45,45
ACACIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-02-01,9,9
ACHACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-02-01,24,24
ACHOCALLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-02-01,65,65
AIQUILE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-02-01,31,31
ALALAY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-02-01,5,5
ALCALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-02-01,24,24
ALTO BENI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-02-01,16,16
ANCORAIMES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-02-01,8,8
ANDAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-02-01,21,21
ANTEQUERA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-02-01,4,4
ANZALDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-02-01,29,29
APOLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-02-01,1,1
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-02-01,12,12
ARANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-02-01,7,7
ARBIETO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-02-01,11,11
ARQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2022-02-01,5,5
