municipality,group,variable,month,Nº de visitas familiares realizadas,TOTAL
BERMEJO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,114,114
BETANZOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,388,388
BOLIVAR,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,63,63
BOLPEBRA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,50,50
BOYUIBE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,176,176
BUENA VISTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,52,52
CABEZAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,96,96
CAIROMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,23,23
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,285,285
CAJUATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,94,94
CALACOTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,99,99
CALAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,72,72
CAMARGO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,122,122
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,67,67
CAMIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,106,106
CAPINOTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,59,59
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,90,90
CARACOLLO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,206,206
CARANAVI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,88,88
CARAPARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,138,138
CARIPUYO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,104,104
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,22,22
CATACORA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,8,8
CHACARILLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,136,136
CHALLAPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,401,401
CHAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,283,283
CHARAGUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,124,124
CHARAÑA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,4,4
CHAYANTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,107,107
CHIMORE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,206,206
CHIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,21,21
CHOQUE COTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,38,38
CHUMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,360,360
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,16,16
CKOCHAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,166,166
CLIZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,157,157
COBIJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,102,102
COCAPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,23,23
COCHABAMBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,133,133
COIPASA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,20,20
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,222,222
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,316,316
COLLANA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,66,66
COLOMI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,75,75
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,11,11
COLQUECHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,34,34
COLQUENCHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,46,46
COLQUIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,96,96
COMANCHE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,11,11
COMARAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,336,336
COMBAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,138,138
CONCEPCION,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,10,10
COPACABANA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,114,114
CORO CORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,100,100
COROICO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,79,79
CORQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,146,146
COTAGAITA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,1002,1002
COTOCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,39,39
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,74,74
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,30,30
CUEVO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,70,70
CULPINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,158,158
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,116,116
CURVA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,15,15
DESAGUADERO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,337,337
EL CHORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,57,57
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,50,50
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,411,411
EL TORNO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,64,64
EL VILLAR,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,107,107
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,440,440
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,63,63
ESMERALDA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,3,3
EUCALIPTUS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,24,24
EXALTACION,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,11,11
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,130,130
FILADELFIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,51,51
GAIOC JATUN AYLLU YURA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,5,5
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,158,158
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,54,54
GUAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,20,20
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,61,61
GUTIERREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,49,49
HUACARETA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,513,513
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,69,69
HUANUNI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,227,227
HUARACAJE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,6,6
HUARINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,162,162
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,138,138
HUMANATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,445,445
ICHOCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,6,6
ICLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,231,231
INCAHUASI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,273,273
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,5,5
INQUISIVI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,43,43
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,192,192
IXIAMAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,34,34
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,161,161
LA ASUNTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,13,13
LA GUARDIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,56,56
LA PAZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,14,14
LA RIVERA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,1,1
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,314,314
LAJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,82,82
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,50,50
LLALLAGUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,114,114
LLICA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,386,386
LORETO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,230,230
LURIBAY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,91,91
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,432,432
MACHARETI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,263,263
MAGDALENA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,63,63
MAIRANA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,139,139
MALLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,54,54
MECAPACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,16,16
MINEROS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,139,139
MIZQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,393,393
MOCOMOCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,272,272
MOJINETE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,66,66
MOJOCOYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,169,169
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,385,385
MONTERO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,520,520
MORO MORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,146,146
MOROCHATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,37,37
OCURI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,20,20
OKINAWA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,42,42
OMEREQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,623,623
ORURO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,70,70
PADCAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,471,471
PADILLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,55,55
PAILON,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,120,120
PALCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,208,208
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,384,384
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,21,21
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,24,24
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,139,139
PASORAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,38,38
PATACAMAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,79,79
PAZÑA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,37,37
PELECHUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,88,88
POCOATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,231,231
POCONA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,66,66
POJO (CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,99,99
POOPO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,99,99
PORCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,156,156
POROMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,282,282
PORONGO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,71,71
PORTACHUELO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,39,39
POTOSI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,298,298
PRESTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,187,187
PUCARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,59,59
PUCARANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,237,237
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,55,55
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,179,179
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,118,118
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,57,57
PUERTO RICO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,8,8
PUERTO SILES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,15,15
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,68,68
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,127,127
PUNA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,310,310
PUNATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,532,532
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,241,241
QUIME,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,45,45
QUIRUSILLAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,150,150
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,43,43
RAVELO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,191,191
REYES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,64,64
RIBERALTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,1044,1044
ROBORE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,34,34
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,212,212
SABAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,259,259
SACABA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,606,606
SACABAMBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,94,94
SACACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,323,323
SAIPINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,314,314
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,319,319
SAMAIPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,75,75
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,20,20
SAN ANDRES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,39,39
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,21,21
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,7,7
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,15,15
SAN BENITO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,84,84
SAN BORJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,428,428
SAN CARLOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,172,172
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,192,192
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,121,121
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,9,9
SAN JOAQUIN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,6,6
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,52,52
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,80,80
SAN JULIAN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,882,882
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,187,187
SAN LUCAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,301,301
SAN MATIAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,13,13
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,67,67
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,58,58
SAN PEDRO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,388,388
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,86,86
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,180,180
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,124,124
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,43,43
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,191,191
SAN PEDRO(PND),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,7,7
SAN RAMON BENI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,46,46
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,22,22
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,202,202
SANTA ROSA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,213,213
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,13,13
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,5,5
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,204,204
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,134,134
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,73,73
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,73,73
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,173,173
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,110,110
SENA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,20,20
SHINAOTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,224,224
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,144,144
SICAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,111,111
SIPE SIPE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,141,141
SOPACHUY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,129,129
SORACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,292,292
SORATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,182,182
SUCRE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,855,855
TACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,45,45
TACACOMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,4,4
TACOPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,22,22
TAHUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,83,83
TAPACARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,49,49
TARABUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,238,238
TARACO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,4,4
TARATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,84,84
TARIJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,1114,1114
TARVITA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,258,258
TEOPONTE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,24,24
TIAHUANACU,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,28,28
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,452,452
TIPUANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,4,4
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,221,221
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,461,461
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,36,36
TOCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,132,132
TODOS SANTOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,2,2
TOLATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,13,13
TOLEDO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2022-01-01,209,209
