municipality,group,variable,month,PCD referidas a Unidades de Calificación de Discapacidad.,TOTAL
CAPINOTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-03-01,1,1
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-03-01,9,9
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-03-01,18,18
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-03-01,10,10
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-03-01,2,2
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-03-01,28,28
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-03-01,2,2
RIBERALTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-03-01,1,1
RURRENABAQUE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-03-01,1,1
SAN ANDRES,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-03-01,1,1
SAN IGNACIO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-03-01,17,17
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-03-01,20,20
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-03-01,3,3
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-03-01,214,214
TARVITA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-03-01,1,1
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-03-01,11,11
VINTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-03-01,1,1
ALALAY,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-04-01,1,1
ANZALDO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-04-01,1,1
ATOCHA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-04-01,2,2
AZURDUY,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-04-01,18,18
CAMARGO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-04-01,1,1
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-04-01,6,6
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-04-01,13,13
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-04-01,20,20
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-04-01,2,2
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-04-01,16,16
QUILLACOLLO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-04-01,1,1
RIBERALTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-04-01,3,3
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-04-01,11,11
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-04-01,200,200
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-04-01,24,24
TUPIZA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-04-01,14,14
ZUDAÑEZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-04-01,1,1
BETANZOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-05-01,3,3
CAMARGO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-05-01,2,2
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-05-01,11,11
CHUMA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-05-01,1,1
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-05-01,15,15
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-05-01,8,8
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-05-01,3,3
ICLA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-05-01,1,1
INGAVI (HUMAITA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-05-01,1,1
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-05-01,112,112
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-05-01,6,6
RIBERALTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-05-01,1,1
SAN ANDRES DE MACHACA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-05-01,1,1
SAN JULIAN,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-05-01,1,1
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-05-01,7,7
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-05-01,22,22
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-05-01,2,2
ZUDAÑEZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-05-01,1,1
AYATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-06-01,1,1
CAMARGO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-06-01,2,2
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-06-01,17,17
COBIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-06-01,4,4
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-06-01,11,11
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-06-01,12,12
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-06-01,13,13
MONTEAGUDO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-06-01,4,4
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-06-01,1,1
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-06-01,2,2
RIBERALTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-06-01,1,1
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-06-01,10,10
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-06-01,30,30
TARVITA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-06-01,2,2
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-06-01,9,9
VINTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-06-01,1,1
ANDAMARCA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,1,1
AZURDUY,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,38,38
BETANZOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,1,1
"CAIZA ""D""",refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,1,1
CAJUATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,5,5
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,13,13
CHUMA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,1,1
COBIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,1,1
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,16,16
CORO CORO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,13,13
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,21,21
EL PUENTE(TJA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,2,2
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,2,2
JESUS DE MACHACA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,1,1
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,11,11
LAJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,1,1
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,1,1
PAILON,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,3,3
PALOS BLANCOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,1,1
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,1,1
RIBERALTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,1,1
ROBORE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,1,1
RURRENABAQUE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,1,1
SAN JULIAN,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,2,2
SAN LUCAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,4,4
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,9,9
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,23,23
TARVITA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,1,1
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,4,4
YACUIBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-07-01,1,1
ACHOCALLA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-08-01,1,1
BETANZOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-08-01,1,1
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-08-01,1,1
COBIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-08-01,2,2
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-08-01,11,11
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-08-01,77,77
ENTRE RIOS CBBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-08-01,1,1
EUREKA (SANTOS MERCADO),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-08-01,6,6
LA GUARDIA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-08-01,1,1
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-08-01,10,10
MONTEAGUDO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-08-01,1,1
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-08-01,4,4
RIBERALTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-08-01,1,1
SAN IGNACIO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-08-01,1,1
SAN JULIAN,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-08-01,2,2
SAN LUCAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-08-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-08-01,7,7
SORATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-08-01,0,0
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-08-01,8,8
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-08-01,21,21
TARVITA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-08-01,1,1
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-08-01,6,6
YACUIBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-08-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-08-01,1,1
ACHACACHI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-09-01,17,17
BERMEJO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-09-01,1,1
BUENA VISTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-09-01,1,1
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-09-01,25,25
COBIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-09-01,1,1
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-09-01,6,6
CORO CORO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-09-01,4,4
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-09-01,119,119
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-09-01,2,2
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-09-01,9,9
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-09-01,22,22
PAILON,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-09-01,3,3
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-09-01,4,4
RURRENABAQUE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-09-01,1,1
SAN IGNACIO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-09-01,2,2
SAN JULIAN,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-09-01,3,3
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-09-01,1,1
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-09-01,12,12
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-09-01,10,10
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-09-01,5,5
URUBICHA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-09-01,1,1
VACAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-09-01,1,1
ALALAY,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-10-01,1,1
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-10-01,16,16
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-10-01,3,3
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-10-01,45,45
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-10-01,1,1
HUACARETA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-10-01,8,8
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-10-01,47,47
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-10-01,30,30
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-10-01,1,1
PUERTO SUAREZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-10-01,1,1
SACABA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-10-01,1,1
SAN JULIAN,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-10-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-10-01,2,2
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-10-01,3,3
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-10-01,21,21
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-10-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-10-01,22,22
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-11-01,23,23
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-11-01,4,4
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-11-01,3,3
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-11-01,1,1
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-11-01,2,2
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-11-01,7,7
POOPO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-11-01,1,1
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-11-01,1,1
SAN JULIAN,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-11-01,3,3
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-11-01,2,2
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-11-01,6,6
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-11-01,47,47
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-11-01,4,4
YACUIBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-11-01,1,1
BETANZOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-12-01,1,1
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-12-01,8,8
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-12-01,2,2
CULPINA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-12-01,1,1
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-12-01,15,15
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-12-01,1,1
IXIAMAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-12-01,2,2
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-12-01,7,7
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-12-01,2,2
SAIPINA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-12-01,1,1
SAN JULIAN,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-12-01,2,2
SAN LUCAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-12-01,2,2
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-12-01,6,6
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-12-01,36,36
TARVITA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-12-01,1,1
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2019-12-01,6,6
