municipality,group,variable,month,Pacientes contrareferidos al establecimiento,TOTAL
YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-01-01,2,2
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-01-01,2,2
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
ARBIETO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,19,19
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
BAURES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,5,5
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,2,2
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,4,4
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,22,22
CHARAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,3,3
CHIMORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,14,14
CLIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,45,45
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1617,1617
COLCAPIRHUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,2,2
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
CORIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,2,2
COTAGAITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,2,2
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,2,2
CUATRO CAÑADAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
CULPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,5,5
CURAHUARA DE CARANGAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,449,449
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,2,2
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,2,2
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,2,2
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,11,11
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,2,2
LA ASUNTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,3,3
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1389,1389
MACHACAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,2,2
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
MINEROS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,3,3
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,3,3
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,85,85
OCURI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,43,43
PAILON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,3,3
PALOS BLANCOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
PAZÑA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
PELECHUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,13,13
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,22,22
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,2,2
PUCARANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
PUNATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,11,11
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,120,120
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,23,23
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,27,27
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,6,6
SAN JAVIER(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
SAN LORENZO(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,5,5
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,5,5
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,494,494
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,244,244
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,3,3
TARATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,3,3
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,77,77
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
TIQUIPAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
TOMAVE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,4,4
TORO TORO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,48,48
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,7,7
URUBICHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
UYUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
VACAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,2,2
VALLEGRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,1,1
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,2,2
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,2,2
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,2,2
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,3,3
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,5,5
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,4,4
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-02-01,2,2
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,3,3
ARBIETO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,4,4
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,2,2
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,6,6
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,2,2
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,43,43
CARACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,2,2
CARAPARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
CHARAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
CHIMORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,2,2
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,18,18
CLIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,44,44
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,348,348
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,4,4
COTAGAITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,202,202
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
EL PUENTE(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,4,4
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,23,23
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,3,3
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,5,5
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,2,2
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,2,2
HUACARETA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,2,2
JESUS DE MACHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,2,2
LA ASUNTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,2,2
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1273,1273
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
LAS CARRERAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
MINEROS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,224,224
OMEREQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,40,40
PADCAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
PAILON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,5,5
PALCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,4,4
PATACAMAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
PAZÑA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
PELECHUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
POOPO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,8,8
PORVENIR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
POSTRER VALLE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,21,21
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,2,2
PUERTO RICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,2,2
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,3,3
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,119,119
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,9,9
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,21,21
SAIPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,4,4
SAN ANDRES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
SAN BORJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,3,3
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,16,16
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,6,6
SAN IGNACIO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
SAN LORENZO(PND),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,2,2
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,3,3
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,6,6
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,3,3
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1120,1120
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
SHINAOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,4,4
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,197,197
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,8,8
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,105,105
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,3,3
TIQUIPAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,2,2
TOLATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,2,2
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,3,3
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,4,4
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,69,69
VALLEGRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,3,3
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,4,4
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,2,2
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,4,4
VINTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,14,14
YANACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,4,4
YOTALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-03-01,3,3
ACHACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,1,1
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,6,6
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,22,22
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,4,4
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,4,4
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,2,2
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,9,9
CAMARGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,3,3
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,34,34
CARACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,5,5
CHARAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,3,3
CHIMORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,1,1
CKOCHAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,1,1
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,52,52
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,424,424
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,1,1
CORIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,1,1
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,13,13
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,142,142
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,4,4
EL PUENTE(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,1,1
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,62,62
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,4,4
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,3,3
FILADELFIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,2,2
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,1,1
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,3,3
INCAHUASI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,5,5
LA ASUNTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,3,3
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,1441,1441
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,1,1
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,282,282
MOROCHATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,1,1
OKINAWA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,1,1
OMEREQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,53,53
PAILON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,3,3
PATACAMAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,1,1
PAZÑA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,1,1
PORCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,2,2
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,16,16
PORVENIR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,5,5
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,48,48
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2019-04-01,1,1
