municipality,group,variable,month,Pacientes derivados de la comunidad o medicina tradicional,TOTAL
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-02-01,10,10
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-02-01,5,5
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-02-01,16,16
YOTALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-02-01,4,4
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-02-01,14,14
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,26,26
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,15,15
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,13,13
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,15,15
COTAGAITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,1,1
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,34,34
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,9,9
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,5,5
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,31,31
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,9,9
LAS CARRERAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,11,11
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,3,3
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,14,14
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,35,35
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,1,1
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,36,36
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,25,25
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,17,17
PUERTO VILLARROEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,1,1
SAN ANTONIO DE LOMERIO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,25,25
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,6,6
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,3,3
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,171,171
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,24,24
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,2,2
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,39,39
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,14,14
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,11,11
VILLA MONTES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,1,1
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,10,10
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,4,4
VILLAZON,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,1,1
VINTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,28,28
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-03-01,26,26
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,22,22
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,39,39
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,18,18
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,2,2
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,1,1
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,25,25
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,1,1
EL PUENTE(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,1,1
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,10,10
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,3,3
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,23,23
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,7,7
LA PAZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,2,2
LAS CARRERAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,9,9
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,23,23
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,61,61
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,2,2
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,17,17
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,49,49
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,27,27
SAMAIPATA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,62,62
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,3,3
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,2,2
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,166,166
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,43,43
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,3,3
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,75,75
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,13,13
TRINIDAD,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,14,14
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,7,7
VILLA MONTES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,2,2
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,10,10
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,5,5
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,25,25
YOTALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,2,2
YUNCHARA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-04-01,12,12
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,32,32
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,1,1
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,16,16
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,25,25
EL PUENTE(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,1,1
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,13,13
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,1,1
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,6,6
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,26,26
LAS CARRERAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,13,13
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,3,3
MAGDALENA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,2,2
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,29,29
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,52,52
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,3,3
PASORAPA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,1,1
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,25,25
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,21,21
SAN LORENZO(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,32,32
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,6,6
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,195,195
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,42,42
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,1,1
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,75,75
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,18,18
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,24,24
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,4,4
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,26,26
YOTALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,2,2
YUNCHARA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-05-01,26,26
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,25,25
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,7,7
BERMEJO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,1,1
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,25,25
CKOCHAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,2,2
CUATRO CAÑADAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,4,4
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,32,32
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,8,8
EL PUENTE(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,1,1
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,13,13
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,23,23
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,19,19
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,44,44
INCAHUASI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,1,1
LA PAZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,1,1
LAS CARRERAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,11,11
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,20,20
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,74,74
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,3,3
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,6,6
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,43,43
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,20,20
SACABA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,66,66
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,2,2
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,7,7
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,277,277
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,36,36
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,7,7
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,61,61
TIQUIPAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,1,1
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,20,20
TRINIDAD,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,3,3
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,19,19
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,11,11
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,3,3
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,24,24
YOTALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,2,2
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-06-01,16,16
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,34,34
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,10,10
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,5,5
CARANAVI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,1,1
CKOCHAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,1,1
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,4,4
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,16,16
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,85,85
EL PUENTE(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,1,1
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,13,13
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,2,2
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,4,4
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,17,17
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,1,1
LAS CARRERAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,20,20
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,2,2
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,18,18
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,49,49
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,3,3
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,20,20
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,21,21
SACABA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,1,1
SAN LORENZO(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,5,5
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,54,54
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,1,1
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,2,2
SANTA ROSA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,11,11
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,238,238
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,27,27
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,2,2
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,137,137
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,6,6
TRINIDAD,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,10,10
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,16,16
VILLA MONTES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,2,2
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,9,9
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,2,2
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,25,25
YOTALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-07-01,6,6
AIQUILE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,4,4
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,41,41
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,10,10
BERMEJO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,2,2
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,7,7
COBIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,2,2
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,2,2
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2019-08-01,38,38
