municipality,group,variable,month,Pacientes referidos a otros establecimientos,TOTAL
BOYUIBE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,13,13
BUENA VISTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,88,88
CABEZAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,61,61
CAIROMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,13,13
"CAIZA ""D""",refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,3,3
CAJUATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,2,2
CALACOTO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,4,4
CALAMARCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,12,12
CAMARGO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,55,55
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,8,8
CAMIRI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,237,237
CAPINOTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,103,103
CAQUIAVIRI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,10,10
CARACOLLO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,70,70
CARANAVI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,65,65
CARAPARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,101,101
CARIPUYO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,1,1
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,16,16
CATACORA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,1,1
CHALLAPATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,74,74
CHAQUI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,14,14
CHARAGUA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,48,48
CHARAÑA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,1,1
CHAYANTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,10,10
CHIMORE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,97,97
CHIPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,1,1
CHUA COCANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,5,5
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,12,12
CHUMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,3,3
CKOCHAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,10,10
CLIZA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,48,48
COBIJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,357,357
COCAPATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,10,10
COCHABAMBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,5185,5185
COLCAPIRHUA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,76,76
"COLCHA ""K""",refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,111,111
COLOMI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,52,52
COLPA BELGICA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,27,27
COLQUECHACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,21,21
COLQUENCHA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,6,6
COLQUIRI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,3,3
COMANCHE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,6,6
COMARAPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,38,38
CONCEPCION,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,31,31
COPACABANA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,34,34
CORIPATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,36,36
CORO CORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,15,15
COROICO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,26,26
CORQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,10,10
COTAGAITA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,105,105
COTOCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,222,222
CUATRO CAÑADAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,44,44
CUCHUMUELA (V. G. VILLARROEL),refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,2,2
CUEVO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,6,6
CULPINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,21,21
CURAHUARA DE CARANGAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,16,16
CURVA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,1,1
DESAGUADERO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,9,9
EL ALTO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,8306,8306
EL PUENTE(STC),refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,20,20
EL PUENTE(TJA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,17,17
EL TORNO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,209,209
EL VILLAR,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,34,34
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,28,28
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,135,135
ESMERALDA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,1,1
EUCALIPTUS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,8,8
EUREKA (SANTOS MERCADO),refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,1,1
EXALTACION,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,3,3
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,28,28
FILADELFIA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,12,12
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,20,20
GRAL. J.J. PEREZ (CHARAZANI),refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,1,1
GUANAY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,11,11
GUAQUI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,118,118
GUTIERREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,17,17
HUACARETA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,22,22
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,2,2
HUANUNI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,256,256
HUARINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,5,5
HUATAJATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,2,2
HUAYLLAMARCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,7,7
HUMANATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,2,2
ICLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,27,27
INCAHUASI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,13,13
INQUISIVI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,10,10
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,16,16
IXIAMAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,1,1
JESUS DE MACHACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,19,19
LA ASUNTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,35,35
LA GUARDIA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,540,540
LA PAZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,10577,10577
LAGUNILLAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,23,23
LAJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,49,49
LAS CARRERAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,5,5
LLALLAGUA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,26,26
LLICA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,2,2
LORETO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,5,5
LURIBAY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,5,5
MACHACAMARCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,6,6
MACHARETI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,18,18
MAGDALENA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,10,10
MAIRANA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,41,41
MAPIRI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,10,10
MECAPACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,7,7
MINEROS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,41,41
MIZQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,46,46
MOCOMOCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,8,8
MOJINETE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,3,3
MOJOCOYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,7,7
MONTEAGUDO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,94,94
MONTERO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,1483,1483
MORO MORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,10,10
MOROCHATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,10,10
NACEBE (SANTA ROSA DEL ABUNA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,5,5
OCURI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,5,5
OKINAWA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,34,34
OMEREQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,12,12
ORURO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,1228,1228
PADCAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,66,66
PADILLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,23,23
PAILON,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,76,76
PALCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,43,43
PALOS BLANCOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,63,63
PAMPA AULLAGAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,1,1
PAMPA GRANDE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,35,35
PAPEL PAMPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,2,2
PASORAPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,1,1
PATACAMAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,18,18
PAZÑA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,21,21
PELECHUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,4,4
POCOATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,4,4
POCONA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,3,3
POJO (CBBA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,7,7
POOPO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,24,24
PORCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,10,10
POROMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,11,11
PORONGO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,21,21
PORTACHUELO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,31,31
PORVENIR,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,18,18
POSTRER VALLE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,6,6
POTOSI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,336,336
PRESTO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,19,19
PUCARA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,8,8
PUCARANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,52,52
PUERTO ACOSTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,1,1
PUERTO CARABUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,10,10
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,19,19
PUERTO PEREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,6,6
PUERTO QUIJARRO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,15,15
PUERTO RICO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,8,8
PUERTO SUAREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,9,9
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,188,188
PUNA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,8,8
PUNATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,241,241
QUILLACOLLO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,847,847
QUIME,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,22,22
QUIRUSILLAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,7,7
RAQAYPAMPA(ETA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,3,3
RAVELO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,10,10
RIBERALTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,280,280
ROBORE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,30,30
RURRENABAQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,58,58
SABAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,2,2
SACABA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,328,328
SACABAMBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,4,4
SACACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,6,6
SAIPINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,22,22
SALINAS DE GARCI MENDOZA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,14,14
SAMAIPATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,7,7
SAN ANDRES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,19,19
SAN ANDRES DE MACHACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,9,9
SAN ANTONIO DE LOMERIO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,6,6
SAN BENITO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,18,18
SAN BORJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,116,116
SAN BUENA VENTURA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,14,14
SAN CARLOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,146,146
SAN IGNACIO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,18,18
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,96,96
SAN JAVIER(BNI),refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,10,10
SAN JAVIER(STC),refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,5,5
SAN JOAQUIN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,3,3
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,15,15
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,36,36
SAN JULIAN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,63,63
SAN LORENZO(PND),refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,9,9
SAN LORENZO(TJA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,43,43
SAN LUCAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,117,117
SAN MATIAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,41,41
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,44,44
SAN PABLO DE LIPEZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,5,5
SAN PEDRO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,46,46
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,9,9
SAN PEDRO DE CURAHUARA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,1,1
SAN PEDRO DE QUEMES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,1,1
SAN PEDRO DE TIQUINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,4,4
SAN RAFAEL,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,9,9
SAN RAMON BENI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,4,4
SAN RAMON SCZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,5,5
SANTA ANA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,17,17
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,14613,14613
SANTA ROSA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,2,2
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,49,49
SANTIAGO DE CALLAPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,1,1
SANTIAGO DE HUARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,5,5
SANTIAGO DE HUATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,4,4
SANTIAGO DE MACHACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,2,2
SANTIVAÑES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,10,10
SAPAHAQUI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,7,7
SENA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,15,15
SHINAOTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,55,55
SICA SICA (VILLA AROMA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,12,12
SICAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,3,3
SIPE SIPE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,183,183
SOPACHUY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,43,43
SORACACHI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,10,10
SORATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,12,12
SUCRE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,3542,3542
TACACHI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,1,1
TACACOMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,6,6
TACOBAMBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,4,4
TACOPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,6,6
TAPACARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,18,18
TARABUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,31,31
TARACO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,5,5
TARATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,15,15
TARIJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,855,855
TARVITA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,43,43
TEOPONTE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,15,15
TIAHUANACU,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,16,16
TINGUIPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,2,2
TIPUANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,5,5
TIQUIPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,116,116
TIRAQUE (CBBA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,28,28
TITO YUPANQUI (PARQUIPUJIO),refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,1,1
TOCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,3,3
TOLATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,39,39
TOLEDO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,5,5
TOMAVE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,3,3
TOMINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,65,65
TORO TORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,7,7
TOTORA(CBBA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,24,24
TOTORA(ORR),refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,3,3
TRINIDAD,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,1069,1069
TUPIZA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,293,293
UMALA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,4,4
UNCIA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,102,102
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,14,14
URUBICHA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,24,24
UYUNI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,31,31
VACAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,11,11
VALLEGRANDE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,23,23
VIACHA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,402,402
VILA VILA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,4,4
VILLA CHARCAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,15,15
VILLA MONTES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,120,120
VILLA NUEVA (LOMA ALTA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,6,6
VILLA RIVERO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,24,24
VILLA SERRANO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,18,18
VILLA TUNARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,202,202
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,35,35
VILLAZON,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,331,331
VINTO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2019-01-01,91,91
