municipality,group,variable,month,Pacientes referidos recibidos por el establecimiento,TOTAL
POTOSI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,319,319
PRESTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,7,7
PUERTO ACOSTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,1,1
PUERTO CARABUCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,1,1
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,1,1
PUERTO SUAREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,5,5
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,250,250
PUNATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,290,290
QUILLACOLLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,90,90
RAVELO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,2,2
REYES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,100,100
ROBORE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,2,2
RURRENABAQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,10,10
SABAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,7,7
SACABA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,120,120
SAIPINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,1,1
SAMAIPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,3,3
SAN ANDRES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,13,13
SAN BENITO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,7,7
SAN BORJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,10,10
SAN BUENA VENTURA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,7,7
SAN CARLOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,122,122
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,56,56
SAN JAVIER(STC),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,9,9
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,7,7
SAN JULIAN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,44,44
SAN LUCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,39,39
SAN MATIAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,2,2
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,2,2
SAN PABLO DE LIPEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,1,1
SAN PEDRO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,12,12
SAN RAMON SCZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,8982,8982
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,11,11
SANTIVAÑES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,1,1
SHINAOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,6,6
SICAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,1,1
SIPE SIPE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,5,5
SOPACHUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,22,22
SORATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,2,2
SUCRE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,2304,2304
TACOPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,1,1
TARABUCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,14,14
TARATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,5,5
TARIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,359,359
TARVITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,20,20
TEOPONTE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,1,1
TIAHUANACU,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,1,1
TIPUANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,1,1
TIQUIPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,2,2
TIRAQUE (CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,2,2
TOCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,1,1
TOLATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,8,8
TOMAVE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,1,1
TOMINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,5,5
TORO TORO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,3,3
TOTORA(CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,6,6
TRIGAL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,1,1
TRINIDAD,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,1086,1086
TUPIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,289,289
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,8,8
UYUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,11,11
VACAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,2,2
VALLEGRANDE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,49,49
VIACHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,24,24
VILLA CHARCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,3,3
VILLA MONTES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,33,33
VILLA RIVERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,1,1
VILLA SERRANO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,2,2
VILLA TUNARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,18,18
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,3,3
VILLAZON,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,138,138
VINTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,2,2
WARNES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,176,176
YACO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,1,1
YACUIBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,94,94
YANACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,1,1
YAPACANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,448,448
YOTALA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,13,13
ZUDAÑEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-01-01,1,1
ACHACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,49,49
ACHOCALLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,2,2
AIQUILE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,2,2
ALCALA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,1,1
ANZALDO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,2,2
APOLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,4,4
ARAMPAMPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,1,1
ARANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,4,4
ARBIETO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,44,44
ATOCHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,27,27
AUCAPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,5,5
BAURES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,4,4
BELEN DE URMIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,1,1
BERMEJO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,10,10
BETANZOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,4,4
BUENA VISTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,4,4
CABEZAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,5,5
CAMARGO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,29,29
CAMIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,309,309
CARANAVI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,15,15
CARIPUYO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,1,1
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,1,1
CHALLAPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,13,13
CHARAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,38,38
CHIMORE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,5,5
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,48,48
CHUQUIHUTA AYLLU JUCUMANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,9,9
CLIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,67,67
COBIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,129,129
COCHABAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,3001,3001
COLCAPIRHUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,55,55
COLOMI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,1,1
COLQUECHACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,2,2
COLQUIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,2,2
COMARAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,34,34
COROICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,85,85
COTAGAITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,4,4
COTOCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,12,12
CUATRO CAÑADAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,40,40
CULPINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,6,6
DESAGUADERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,1,1
EL ALTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,2533,2533
EL CHORO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,1,1
EL TORNO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,134,134
EL VILLAR,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,2,2
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,3,3
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,2,2
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,6,6
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,3,3
GUANAY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,4,4
GUAYARAMERIN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,10,10
GUTIERREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,1,1
HUANUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,107,107
HUAYLLAMARCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,1,1
ICHOCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,1,1
ICLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,3,3
INCAHUASI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,1,1
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,4,4
IXIAMAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,2,2
JESUS DE MACHACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,2,2
LA GUARDIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,165,165
LA PAZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,6359,6359
LAJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,2,2
LLALLAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,45,45
LORETO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,2,2
LURIBAY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,5,5
MACHARETI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,1,1
MAGDALENA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,1,1
MAIRANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,11,11
MAPIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,1,1
MECAPACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,2,2
MINEROS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,5,5
MIZQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,17,17
MONTEAGUDO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,53,53
MONTERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,1192,1192
MOROCHATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,3,3
OCURI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,3,3
OKINAWA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,1,1
ORURO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,731,731
PADCAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,2,2
PADILLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,38,38
PAILON,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,2,2
PALOS BLANCOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,3,3
PASORAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,1,1
PATACAMAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,6,6
PELECHUCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,3,3
POOPO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,1,1
POROMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,1,1
PORONGO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,14,14
POSTRER VALLE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,2,2
POTOSI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,242,242
PRESTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,5,5
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,1,1
PUERTO SUAREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,1,1
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,204,204
PUNA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,3,3
PUNATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,287,287
QUILLACOLLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2019-02-01,61,61
