,group,variable,month,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 60 anos y mas,2011-01-01,54,79,14,10,68,89,157
AZURDUY,consulta externa,personas de 60 anos y mas,2011-01-01,31,71,0,0,31,71,102
BATALLAS,consulta externa,personas de 60 anos y mas,2011-01-01,133,104,3,1,136,105,241
BAURES,consulta externa,personas de 60 anos y mas,2011-01-01,12,16,3,5,15,21,36
BELEN DE ANDAMARCA,consulta externa,personas de 60 anos y mas,2011-01-01,14,14,0,2,14,16,30
BELEN DE URMIRI,consulta externa,personas de 60 anos y mas,2011-01-01,8,12,0,0,8,12,20
BELLA FLOR,consulta externa,personas de 60 anos y mas,2011-01-01,10,8,2,1,12,9,21
BERMEJO,consulta externa,personas de 60 anos y mas,2011-01-01,669,762,55,62,724,824,1548
BETANZOS,consulta externa,personas de 60 anos y mas,2011-01-01,254,342,18,28,272,370,642
BOLIVAR,consulta externa,personas de 60 anos y mas,2011-01-01,16,34,4,8,20,42,62
BOLPEBRA,consulta externa,personas de 60 anos y mas,2011-01-01,9,7,0,2,9,9,18
BOYUIBE,consulta externa,personas de 60 anos y mas,2011-01-01,41,82,5,11,46,93,139
BUENA VISTA,consulta externa,personas de 60 anos y mas,2011-01-01,77,43,1,1,78,44,122
CABEZAS,consulta externa,personas de 60 anos y mas,2011-01-01,137,109,3,3,140,112,252
CAIROMA,consulta externa,personas de 60 anos y mas,2011-01-01,117,77,5,2,122,79,201
"CAIZA ""D""",consulta externa,personas de 60 anos y mas,2011-01-01,35,56,0,2,35,58,93
CAJUATA,consulta externa,personas de 60 anos y mas,2011-01-01,111,117,8,27,119,144,263
CALACOTO,consulta externa,personas de 60 anos y mas,2011-01-01,48,49,0,7,48,56,104
CALAMARCA,consulta externa,personas de 60 anos y mas,2011-01-01,42,59,46,38,88,97,185
CAMARGO,consulta externa,personas de 60 anos y mas,2011-01-01,199,377,38,16,237,393,630
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 60 anos y mas,2011-01-01,39,92,3,9,42,101,143
CAMIRI,consulta externa,personas de 60 anos y mas,2011-01-01,725,963,112,135,837,1098,1935
CAPINOTA,consulta externa,personas de 60 anos y mas,2011-01-01,70,71,46,78,116,149,265
CAQUIAVIRI,consulta externa,personas de 60 anos y mas,2011-01-01,34,41,6,7,40,48,88
CARACOLLO,consulta externa,personas de 60 anos y mas,2011-01-01,68,54,25,19,93,73,166
CARANAVI,consulta externa,personas de 60 anos y mas,2011-01-01,173,130,254,169,427,299,726
CARANGAS,consulta externa,personas de 60 anos y mas,2011-01-01,6,8,0,1,6,9,15
CARAPARI,consulta externa,personas de 60 anos y mas,2011-01-01,73,84,1,0,74,84,158
CARIPUYO,consulta externa,personas de 60 anos y mas,2011-01-01,7,25,0,1,7,26,33
CARMEN RIVERO TORREZ,consulta externa,personas de 60 anos y mas,2011-01-01,30,28,17,23,47,51,98
CATACORA,consulta externa,personas de 60 anos y mas,2011-01-01,6,7,1,1,7,8,15
CHACARILLA,consulta externa,personas de 60 anos y mas,2011-01-01,4,5,0,1,4,6,10
CHALLAPATA,consulta externa,personas de 60 anos y mas,2011-01-01,186,241,71,108,257,349,606
CHAQUI,consulta externa,personas de 60 anos y mas,2011-01-01,54,110,1,3,55,113,168
CHARAGUA,consulta externa,personas de 60 anos y mas,2011-01-01,168,200,22,38,190,238,428
CHARAÑA,consulta externa,personas de 60 anos y mas,2011-01-01,9,12,1,0,10,12,22
CHAYANTA,consulta externa,personas de 60 anos y mas,2011-01-01,63,84,4,1,67,85,152
CHIMORE,consulta externa,personas de 60 anos y mas,2011-01-01,63,49,3,7,66,56,122
CHIPAYA,consulta externa,personas de 60 anos y mas,2011-01-01,11,4,1,0,12,4,16
CHOQUE COTA,consulta externa,personas de 60 anos y mas,2011-01-01,17,23,3,1,20,24,44
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 60 anos y mas,2011-01-01,84,57,73,45,157,102,259
CHUMA,consulta externa,personas de 60 anos y mas,2011-01-01,88,85,6,6,94,91,185
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 60 anos y mas,2011-01-01,14,11,0,0,14,11,25
CKOCHAS,consulta externa,personas de 60 anos y mas,2011-01-01,48,86,3,5,51,91,142
CLIZA,consulta externa,personas de 60 anos y mas,2011-01-01,127,181,73,41,200,222,422
COBIJA,consulta externa,personas de 60 anos y mas,2011-01-01,177,195,78,84,255,279,534
COCAPATA,consulta externa,personas de 60 anos y mas,2011-01-01,12,19,0,1,12,20,32
COCHABAMBA,consulta externa,personas de 60 anos y mas,2011-01-01,5416,8302,6516,9360,11932,17662,29594
COIPASA,consulta externa,personas de 60 anos y mas,2011-01-01,4,1,0,0,4,1,5
COLCAPIRHUA,consulta externa,personas de 60 anos y mas,2011-01-01,59,74,78,55,137,129,266
"COLCHA ""K""",consulta externa,personas de 60 anos y mas,2011-01-01,58,73,1,1,59,74,133
COLLANA,consulta externa,personas de 60 anos y mas,2011-01-01,35,51,24,9,59,60,119
COLOMI,consulta externa,personas de 60 anos y mas,2011-01-01,6,14,2,0,8,14,22
COLPA BELGICA,consulta externa,personas de 60 anos y mas,2011-01-01,69,64,47,53,116,117,233
COLQUECHACA,consulta externa,personas de 60 anos y mas,2011-01-01,97,111,3,2,100,113,213
COLQUENCHA,consulta externa,personas de 60 anos y mas,2011-01-01,77,83,18,19,95,102,197
COLQUIRI,consulta externa,personas de 60 anos y mas,2011-01-01,38,61,12,9,50,70,120
COMANCHE,consulta externa,personas de 60 anos y mas,2011-01-01,59,29,1,0,60,29,89
COMARAPA,consulta externa,personas de 60 anos y mas,2011-01-01,50,67,10,21,60,88,148
COMBAYA,consulta externa,personas de 60 anos y mas,2011-01-01,43,41,2,2,45,43,88
CONCEPCION,consulta externa,personas de 60 anos y mas,2011-01-01,76,63,11,7,87,70,157
COPACABANA,consulta externa,personas de 60 anos y mas,2011-01-01,65,74,7,10,72,84,156
CORIPATA,consulta externa,personas de 60 anos y mas,2011-01-01,82,57,25,12,107,69,176
CORO CORO,consulta externa,personas de 60 anos y mas,2011-01-01,56,40,7,3,63,43,106
COROICO,consulta externa,personas de 60 anos y mas,2011-01-01,76,57,76,71,152,128,280
CORQUE,consulta externa,personas de 60 anos y mas,2011-01-01,35,23,2,6,37,29,66
COTAGAITA,consulta externa,personas de 60 anos y mas,2011-01-01,287,454,18,42,305,496,801
COTOCA,consulta externa,personas de 60 anos y mas,2011-01-01,41,35,6,12,47,47,94
CUATRO CAÑADAS,consulta externa,personas de 60 anos y mas,2011-01-01,47,46,2,3,49,49,98
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 60 anos y mas,2011-01-01,3,21,0,1,3,22,25
CUEVO,consulta externa,personas de 60 anos y mas,2011-01-01,40,72,12,13,52,85,137
CULPINA,consulta externa,personas de 60 anos y mas,2011-01-01,123,170,2,3,125,173,298
CURAHUARA DE CARANGAS,consulta externa,personas de 60 anos y mas,2011-01-01,27,30,0,0,27,30,57
CURVA,consulta externa,personas de 60 anos y mas,2011-01-01,7,17,0,1,7,18,25
DESAGUADERO,consulta externa,personas de 60 anos y mas,2011-01-01,38,22,0,0,38,22,60
EL ALTO,consulta externa,personas de 60 anos y mas,2011-01-01,2872,3078,1721,1874,4593,4952,9545
EL CHORO,consulta externa,personas de 60 anos y mas,2011-01-01,39,38,0,0,39,38,77
EL PUENTE(STC),consulta externa,personas de 60 anos y mas,2011-01-01,47,51,1,0,48,51,99
EL PUENTE(TJA),consulta externa,personas de 60 anos y mas,2011-01-01,105,188,9,5,114,193,307
EL TORNO,consulta externa,personas de 60 anos y mas,2011-01-01,307,329,101,95,408,424,832
EL VILLAR,consulta externa,personas de 60 anos y mas,2011-01-01,72,93,3,5,75,98,173
ENTRE RIOS TRJ,consulta externa,personas de 60 anos y mas,2011-01-01,96,134,4,11,100,145,245
ENTRE RIOS CBBA,consulta externa,personas de 60 anos y mas,2011-01-01,71,51,2,2,73,53,126
ESCARA,consulta externa,personas de 60 anos y mas,2011-01-01,0,2,0,0,0,2,2
ESCOMA,consulta externa,personas de 60 anos y mas,2011-01-01,55,85,54,31,109,116,225
ESMERALDA,consulta externa,personas de 60 anos y mas,2011-01-01,13,20,0,4,13,24,37
EUCALIPTUS,consulta externa,personas de 60 anos y mas,2011-01-01,42,5,3,0,45,5,50
EUREKA (SANTOS MERCADO),consulta externa,personas de 60 anos y mas,2011-01-01,4,2,1,1,5,3,8
EXALTACION,consulta externa,personas de 60 anos y mas,2011-01-01,2,5,0,1,2,6,8
FERNANDEZ ALONSO,consulta externa,personas de 60 anos y mas,2011-01-01,44,44,0,6,44,50,94
FILADELFIA,consulta externa,personas de 60 anos y mas,2011-01-01,19,9,0,1,19,10,29
GENERAL SAAVEDRA,consulta externa,personas de 60 anos y mas,2011-01-01,70,69,6,2,76,71,147
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 60 anos y mas,2011-01-01,32,51,12,23,44,74,118
GUANAY,consulta externa,personas de 60 anos y mas,2011-01-01,76,44,37,27,113,71,184
GUAQUI,consulta externa,personas de 60 anos y mas,2011-01-01,44,84,9,6,53,90,143
GUAYARAMERIN,consulta externa,personas de 60 anos y mas,2011-01-01,372,449,209,226,581,675,1256
GUTIERREZ,consulta externa,personas de 60 anos y mas,2011-01-01,63,77,0,2,63,79,142
HUACARETA,consulta externa,personas de 60 anos y mas,2011-01-01,54,124,13,16,67,140,207
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 60 anos y mas,2011-01-01,18,44,0,0,18,44,62
HUACHACALLA,consulta externa,personas de 60 anos y mas,2011-01-01,18,28,12,10,30,38,68
HUANUNI,consulta externa,personas de 60 anos y mas,2011-01-01,209,210,40,45,249,255,504
HUARACAJE,consulta externa,personas de 60 anos y mas,2011-01-01,7,5,0,1,7,6,13
HUARINA,consulta externa,personas de 60 anos y mas,2011-01-01,86,65,40,40,126,105,231
HUAYLLAMARCA,consulta externa,personas de 60 anos y mas,2011-01-01,44,50,2,6,46,56,102
HUMANATA,consulta externa,personas de 60 anos y mas,2011-01-01,12,16,1,2,13,18,31
ICHOCA,consulta externa,personas de 60 anos y mas,2011-01-01,22,31,6,3,28,34,62
ICLA,consulta externa,personas de 60 anos y mas,2011-01-01,55,103,1,1,56,104,160
INCAHUASI,consulta externa,personas de 60 anos y mas,2011-01-01,55,77,2,0,57,77,134
INGAVI (HUMAITA),consulta externa,personas de 60 anos y mas,2011-01-01,16,9,0,0,16,9,25
INQUISIVI,consulta externa,personas de 60 anos y mas,2011-01-01,40,52,1,5,41,57,98
IRUPANA (VILLA DE LANZA),consulta externa,personas de 60 anos y mas,2011-01-01,121,97,22,27,143,124,267
IXIAMAS,consulta externa,personas de 60 anos y mas,2011-01-01,15,12,1,0,16,12,28
JESUS DE MACHACA,consulta externa,personas de 60 anos y mas,2011-01-01,195,231,89,94,284,325,609
LA ASUNTA,consulta externa,personas de 60 anos y mas,2011-01-01,67,45,26,13,93,58,151
LA GUARDIA,consulta externa,personas de 60 anos y mas,2011-01-01,144,139,15,13,159,152,311
LA PAZ,consulta externa,personas de 60 anos y mas,2011-01-01,9209,11673,9946,13790,19155,25463,44618
LA RIVERA,consulta externa,personas de 60 anos y mas,2011-01-01,7,7,0,0,7,7,14
LAGUNILLAS,consulta externa,personas de 60 anos y mas,2011-01-01,28,48,0,2,28,50,78
LAJA,consulta externa,personas de 60 anos y mas,2011-01-01,61,80,34,22,95,102,197
LAS CARRERAS,consulta externa,personas de 60 anos y mas,2011-01-01,56,66,2,1,58,67,125
LICOMA PAMPA,consulta externa,personas de 60 anos y mas,2011-01-01,46,32,8,0,54,32,86
LLALLAGUA,consulta externa,personas de 60 anos y mas,2011-01-01,104,166,5,2,109,168,277
LLICA,consulta externa,personas de 60 anos y mas,2011-01-01,36,43,2,2,38,45,83
LORETO,consulta externa,personas de 60 anos y mas,2011-01-01,19,18,1,1,20,19,39
LURIBAY,consulta externa,personas de 60 anos y mas,2011-01-01,111,108,15,23,126,131,257
MACHACAMARCA,consulta externa,personas de 60 anos y mas,2011-01-01,47,84,13,17,60,101,161
MACHARETI,consulta externa,personas de 60 anos y mas,2011-01-01,72,68,5,1,77,69,146
MAGDALENA,consulta externa,personas de 60 anos y mas,2011-01-01,53,52,90,109,143,161,304
MAIRANA,consulta externa,personas de 60 anos y mas,2011-01-01,52,74,3,1,55,75,130
MALLA,consulta externa,personas de 60 anos y mas,2011-01-01,9,11,0,0,9,11,20
MAPIRI,consulta externa,personas de 60 anos y mas,2011-01-01,73,65,2,0,75,65,140
MECAPACA,consulta externa,personas de 60 anos y mas,2011-01-01,40,37,5,1,45,38,83
MINEROS,consulta externa,personas de 60 anos y mas,2011-01-01,16,20,0,4,16,24,40
MIZQUE,consulta externa,personas de 60 anos y mas,2011-01-01,55,86,0,5,55,91,146
MOCOMOCO,consulta externa,personas de 60 anos y mas,2011-01-01,63,52,10,10,73,62,135
MOJINETE,consulta externa,personas de 60 anos y mas,2011-01-01,6,7,4,2,10,9,19
MOJOCOYA,consulta externa,personas de 60 anos y mas,2011-01-01,83,135,13,16,96,151,247
MONTEAGUDO,consulta externa,personas de 60 anos y mas,2011-01-01,422,530,65,97,487,627,1114
MONTERO,consulta externa,personas de 60 anos y mas,2011-01-01,566,732,549,881,1115,1613,2728
MORO MORO,consulta externa,personas de 60 anos y mas,2011-01-01,30,75,0,1,30,76,106
MOROCHATA,consulta externa,personas de 60 anos y mas,2011-01-01,21,29,4,7,25,36,61
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 60 anos y mas,2011-01-01,5,7,0,0,5,7,12
NAZACARA DE PACAJES,consulta externa,personas de 60 anos y mas,2011-01-01,3,2,0,0,3,2,5
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 60 anos y mas,2011-01-01,5,3,0,0,5,3,8
OCURI,consulta externa,personas de 60 anos y mas,2011-01-01,36,61,3,2,39,63,102
OKINAWA,consulta externa,personas de 60 anos y mas,2011-01-01,56,67,3,2,59,69,128
OMEREQUE,consulta externa,personas de 60 anos y mas,2011-01-01,20,34,1,2,21,36,57
ORURO,consulta externa,personas de 60 anos y mas,2011-01-01,3664,3510,1958,1887,5622,5397,11019
PADCAYA,consulta externa,personas de 60 anos y mas,2011-01-01,123,163,6,9,129,172,301
PADILLA,consulta externa,personas de 60 anos y mas,2011-01-01,161,238,51,104,212,342,554
PAILON,consulta externa,personas de 60 anos y mas,2011-01-01,59,54,0,13,59,67,126
PALCA,consulta externa,personas de 60 anos y mas,2011-01-01,76,69,4,1,80,70,150
PALOS BLANCOS,consulta externa,personas de 60 anos y mas,2011-01-01,195,104,6,1,201,105,306
PAMPA AULLAGAS,consulta externa,personas de 60 anos y mas,2011-01-01,10,21,0,2,10,23,33
PAMPA GRANDE,consulta externa,personas de 60 anos y mas,2011-01-01,33,36,6,15,39,51,90
PAPEL PAMPA,consulta externa,personas de 60 anos y mas,2011-01-01,77,69,6,4,83,73,156
PASORAPA,consulta externa,personas de 60 anos y mas,2011-01-01,16,32,2,0,18,32,50
PATACAMAYA,consulta externa,personas de 60 anos y mas,2011-01-01,80,75,1,0,81,75,156
PAZÑA,consulta externa,personas de 60 anos y mas,2011-01-01,56,65,13,17,69,82,151
PELECHUCO,consulta externa,personas de 60 anos y mas,2011-01-01,63,13,0,0,63,13,76
POCOATA,consulta externa,personas de 60 anos y mas,2011-01-01,64,95,0,2,64,97,161
POCONA,consulta externa,personas de 60 anos y mas,2011-01-01,35,95,0,1,35,96,131
POJO (CBBA),consulta externa,personas de 60 anos y mas,2011-01-01,33,38,0,0,33,38,71
POOPO,consulta externa,personas de 60 anos y mas,2011-01-01,46,65,26,20,72,85,157
PORCO,consulta externa,personas de 60 anos y mas,2011-01-01,17,25,0,0,17,25,42
POROMA,consulta externa,personas de 60 anos y mas,2011-01-01,45,58,1,1,46,59,105
PORONGO,consulta externa,personas de 60 anos y mas,2011-01-01,47,53,16,7,63,60,123
PORTACHUELO,consulta externa,personas de 60 anos y mas,2011-01-01,217,243,75,58,292,301,593
PORVENIR,consulta externa,personas de 60 anos y mas,2011-01-01,36,13,9,0,45,13,58
POSTRER VALLE,consulta externa,personas de 60 anos y mas,2011-01-01,27,36,3,0,30,36,66
POTOSI,consulta externa,personas de 60 anos y mas,2011-01-01,1850,2508,1101,1594,2951,4102,7053
PRESTO,consulta externa,personas de 60 anos y mas,2011-01-01,43,81,0,8,43,89,132
PUCARA,consulta externa,personas de 60 anos y mas,2011-01-01,21,21,1,1,22,22,44
PUCARANI,consulta externa,personas de 60 anos y mas,2011-01-01,204,233,8,12,212,245,457
PUERTO ACOSTA,consulta externa,personas de 60 anos y mas,2011-01-01,31,35,1,1,32,36,68
PUERTO CARABUCO,consulta externa,personas de 60 anos y mas,2011-01-01,97,65,4,7,101,72,173
PUERTO GONZALO MORENO,consulta externa,personas de 60 anos y mas,2011-01-01,65,30,12,7,77,37,114
PUERTO PEREZ,consulta externa,personas de 60 anos y mas,2011-01-01,42,41,4,10,46,51,97
PUERTO QUIJARRO,consulta externa,personas de 60 anos y mas,2011-01-01,125,126,9,3,134,129,263
PUERTO RICO,consulta externa,personas de 60 anos y mas,2011-01-01,35,37,3,2,38,39,77
PUERTO SILES,consulta externa,personas de 60 anos y mas,2011-01-01,10,1,1,1,11,2,13
PUERTO SUAREZ,consulta externa,personas de 60 anos y mas,2011-01-01,171,180,25,28,196,208,404
PUERTO VILLARROEL,consulta externa,personas de 60 anos y mas,2011-01-01,128,88,14,8,142,96,238
PUNA,consulta externa,personas de 60 anos y mas,2011-01-01,158,279,20,18,178,297,475
PUNATA,consulta externa,personas de 60 anos y mas,2011-01-01,244,338,62,93,306,431,737
QUIABAYA,consulta externa,personas de 60 anos y mas,2011-01-01,63,36,0,0,63,36,99
QUILLACOLLO,consulta externa,personas de 60 anos y mas,2011-01-01,795,996,364,493,1159,1489,2648
QUIME,consulta externa,personas de 60 anos y mas,2011-01-01,60,40,17,9,77,49,126
QUIRUSILLAS,consulta externa,personas de 60 anos y mas,2011-01-01,17,36,2,10,19,46,65
RAVELO,consulta externa,personas de 60 anos y mas,2011-01-01,120,174,2,4,122,178,300
REYES,consulta externa,personas de 60 anos y mas,2011-01-01,106,134,56,64,162,198,360
RIBERALTA,consulta externa,personas de 60 anos y mas,2011-01-01,484,460,112,93,596,553,1149
ROBORE,consulta externa,personas de 60 anos y mas,2011-01-01,190,192,23,65,213,257,470
RURRENABAQUE,consulta externa,personas de 60 anos y mas,2011-01-01,46,41,25,35,71,76,147
SABAYA,consulta externa,personas de 60 anos y mas,2011-01-01,39,36,1,0,40,36,76
SACABA,consulta externa,personas de 60 anos y mas,2011-01-01,403,453,199,195,602,648,1250
SACABAMBA,consulta externa,personas de 60 anos y mas,2011-01-01,23,71,5,9,28,80,108
SACACA,consulta externa,personas de 60 anos y mas,2011-01-01,18,55,0,1,18,56,74
SAIPINA,consulta externa,personas de 60 anos y mas,2011-01-01,19,33,0,0,19,33,52
SALINAS DE GARCI MENDOZA,consulta externa,personas de 60 anos y mas,2011-01-01,44,45,2,1,46,46,92
SAMAIPATA,consulta externa,personas de 60 anos y mas,2011-01-01,93,102,2,2,95,104,199
SAN AGUSTIN,consulta externa,personas de 60 anos y mas,2011-01-01,14,23,3,1,17,24,41
SAN ANDRES,consulta externa,personas de 60 anos y mas,2011-01-01,18,14,9,1,27,15,42
SAN ANDRES DE MACHACA,consulta externa,personas de 60 anos y mas,2011-01-01,58,88,12,14,70,102,172
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 60 anos y mas,2011-01-01,3,7,1,0,4,7,11
SAN ANTONIO DE LOMERIO,consulta externa,personas de 60 anos y mas,2011-01-01,25,12,1,0,26,12,38
SAN BENITO,consulta externa,personas de 60 anos y mas,2011-01-01,148,232,51,80,199,312,511
SAN BORJA,consulta externa,personas de 60 anos y mas,2011-01-01,212,181,121,139,333,320,653
SAN BUENA VENTURA,consulta externa,personas de 60 anos y mas,2011-01-01,114,92,6,1,120,93,213
SAN CARLOS,consulta externa,personas de 60 anos y mas,2011-01-01,182,182,14,11,196,193,389
SAN IGNACIO,consulta externa,personas de 60 anos y mas,2011-01-01,92,112,88,79,180,191,371
SAN IGNACIO DE VELASCO,consulta externa,personas de 60 anos y mas,2011-01-01,282,268,15,19,297,287,584
SAN JAVIER(BNI),consulta externa,personas de 60 anos y mas,2011-01-01,9,6,0,0,9,6,15
SAN JAVIER(STC),consulta externa,personas de 60 anos y mas,2011-01-01,33,43,1,2,34,45,79
SAN JOAQUIN,consulta externa,personas de 60 anos y mas,2011-01-01,5,1,62,75,67,76,143
SAN JOSE DE CHIQUITOS,consulta externa,personas de 60 anos y mas,2011-01-01,74,107,7,10,81,117,198
SAN JUAN DE YAPACANI,consulta externa,personas de 60 anos y mas,2011-01-01,58,73,4,13,62,86,148
SAN JULIAN,consulta externa,personas de 60 anos y mas,2011-01-01,125,83,15,14,140,97,237
SAN LORENZO(PND),consulta externa,personas de 60 anos y mas,2011-01-01,12,11,0,0,12,11,23
SAN LORENZO(TJA),consulta externa,personas de 60 anos y mas,2011-01-01,164,252,3,7,167,259,426
SAN LUCAS,consulta externa,personas de 60 anos y mas,2011-01-01,290,456,1,10,291,466,757
SAN MATIAS,consulta externa,personas de 60 anos y mas,2011-01-01,43,37,0,0,43,37,80
SAN MIGUEL DE VELASCO,consulta externa,personas de 60 anos y mas,2011-01-01,11,25,42,54,53,79,132
SAN PABLO DE LIPEZ,consulta externa,personas de 60 anos y mas,2011-01-01,17,24,2,3,19,27,46
SAN PEDRO,consulta externa,personas de 60 anos y mas,2011-01-01,104,70,16,7,120,77,197
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 60 anos y mas,2011-01-01,32,57,5,2,37,59,96
SAN PEDRO DE CURAHUARA,consulta externa,personas de 60 anos y mas,2011-01-01,40,33,8,10,48,43,91
SAN PEDRO DE QUEMES,consulta externa,personas de 60 anos y mas,2011-01-01,13,9,1,0,14,9,23
SAN PEDRO DE TIQUINA,consulta externa,personas de 60 anos y mas,2011-01-01,94,95,17,37,111,132,243
SAN PEDRO(PND),consulta externa,personas de 60 anos y mas,2011-01-01,7,1,0,0,7,1,8
SAN RAFAEL,consulta externa,personas de 60 anos y mas,2011-01-01,27,28,1,1,28,29,57
SAN RAMON BENI,consulta externa,personas de 60 anos y mas,2011-01-01,3,3,0,0,3,3,6
SAN RAMON SCZ,consulta externa,personas de 60 anos y mas,2011-01-01,30,28,3,7,33,35,68
SANTA ANA,consulta externa,personas de 60 anos y mas,2011-01-01,196,192,21,6,217,198,415
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 60 anos y mas,2011-01-01,8117,10400,3327,5239,11444,15639,27083
SANTA ROSA,consulta externa,personas de 60 anos y mas,2011-01-01,79,100,62,79,141,179,320
SANTA ROSA DEL SARA,consulta externa,personas de 60 anos y mas,2011-01-01,39,31,1,0,40,31,71
SANTIAGO DE CALLAPA,consulta externa,personas de 60 anos y mas,2011-01-01,90,80,14,0,104,80,184
SANTIAGO DE HUARI,consulta externa,personas de 60 anos y mas,2011-01-01,62,64,6,13,68,77,145
SANTIAGO DE HUATA,consulta externa,personas de 60 anos y mas,2011-01-01,39,31,10,6,49,37,86
SANTIAGO DE MACHACA,consulta externa,personas de 60 anos y mas,2011-01-01,56,65,41,59,97,124,221
SANTIVAÑES,consulta externa,personas de 60 anos y mas,2011-01-01,30,50,0,5,30,55,85
SANTUARIO DE QUILLACAS,consulta externa,personas de 60 anos y mas,2011-01-01,16,19,0,2,16,21,37
SAPAHAQUI,consulta externa,personas de 60 anos y mas,2011-01-01,69,57,2,4,71,61,132
SENA,consulta externa,personas de 60 anos y mas,2011-01-01,4,5,0,0,4,5,9
SHINAOTA,consulta externa,personas de 60 anos y mas,2011-01-01,35,39,7,10,42,49,91
SICA SICA (VILLA AROMA),consulta externa,personas de 60 anos y mas,2011-01-01,146,132,27,16,173,148,321
SICAYA,consulta externa,personas de 60 anos y mas,2011-01-01,5,18,0,0,5,18,23
SIPE SIPE,consulta externa,personas de 60 anos y mas,2011-01-01,23,44,0,2,23,46,69
SOPACHUY,consulta externa,personas de 60 anos y mas,2011-01-01,115,171,7,4,122,175,297
SORACACHI,consulta externa,personas de 60 anos y mas,2011-01-01,18,19,2,1,20,20,40
SORATA,consulta externa,personas de 60 anos y mas,2011-01-01,223,170,31,28,254,198,452
SUCRE,consulta externa,personas de 60 anos y mas,2011-01-01,4026,4827,1799,2366,5825,7193,13018
TACACHI,consulta externa,personas de 60 anos y mas,2011-01-01,2,4,0,0,2,4,6
TACACOMA,consulta externa,personas de 60 anos y mas,2011-01-01,26,17,14,8,40,25,65
TACOBAMBA,consulta externa,personas de 60 anos y mas,2011-01-01,23,38,2,1,25,39,64
TACOPAYA,consulta externa,personas de 60 anos y mas,2011-01-01,17,61,2,2,19,63,82
TAHUA,consulta externa,personas de 60 anos y mas,2011-01-01,6,3,0,0,6,3,9
TAPACARI,consulta externa,personas de 60 anos y mas,2011-01-01,42,71,0,2,42,73,115
