municipality,group,variable,month,Curaciones y/o suturas,TOTAL
ESCOMA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,135,135
EUCALIPTUS,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,92,92
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,11,11
EXALTACION,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,6,6
FERNANDEZ ALONSO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,103,103
FILADELFIA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,63,63
GENERAL SAAVEDRA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,97,97
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,73,73
GUANAY,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,103,103
GUAQUI,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,43,43
GUAYARAMERIN,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,1632,1632
GUTIERREZ,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,53,53
HUACARETA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,118,118
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,12,12
HUACHACALLA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,128,128
HUANUNI,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,860,860
HUARACAJE,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,126,126
HUARINA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,51,51
HUATAJATA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,59,59
HUAYLLAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,47,47
HUMANATA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,13,13
ICHOCA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,18,18
ICLA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,35,35
INCAHUASI,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,13,13
INGAVI (HUMAITA),otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,7,7
INQUISIVI,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,26,26
IXIAMAS,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,58,58
JESUS DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,84,84
LA GUARDIA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,1025,1025
LA PAZ,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,36011,36011
LA RIVERA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,16,16
LAGUNILLAS,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,47,47
LAJA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,27,27
LAS CARRERAS,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,27,27
LICOMA PAMPA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,24,24
LLALLAGUA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,249,249
LLICA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,33,33
LORETO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,27,27
LURIBAY,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,80,80
MACHACAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,55,55
MACHARETI,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,60,60
MAGDALENA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,443,443
MAIRANA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,384,384
MALLA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,2,2
MAPIRI,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,104,104
MECAPACA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,64,64
MINEROS,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,160,160
MIZQUE,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,182,182
MOCOMOCO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,31,31
MOJINETE,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,4,4
MOJOCOYA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,28,28
MONTEAGUDO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,329,329
MONTERO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,2180,2180
MORO MORO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,35,35
MOROCHATA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,32,32
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,38,38
NAZACARA DE PACAJES,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,16,16
OCURI,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,18,18
OKINAWA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,74,74
OMEREQUE,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,56,56
ORURO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,11801,11801
PADCAYA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,295,295
PADILLA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,213,213
PAILON,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,345,345
PALCA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,103,103
PALOS BLANCOS,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,195,195
PAMPA AULLAGAS,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,32,32
PAMPA GRANDE,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,69,69
PAPEL PAMPA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,36,36
PASORAPA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,18,18
PATACAMAYA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,95,95
PAZÑA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,72,72
PELECHUCO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,35,35
POCOATA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,62,62
POCONA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,77,77
POJO (CBBA),otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,29,29
POOPO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,109,109
PORCO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,46,46
POROMA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,48,48
PORONGO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,74,74
PORTACHUELO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,1158,1158
PORVENIR,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,77,77
POSTRER VALLE,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,14,14
POTOSI,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,6082,6082
PRESTO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,14,14
PUCARA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,2,2
PUCARANI,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,104,104
PUERTO ACOSTA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,41,41
PUERTO CARABUCO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,65,65
PUERTO GONZALO MORENO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,59,59
PUERTO PEREZ,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,16,16
PUERTO QUIJARRO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,179,179
PUERTO RICO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,26,26
PUERTO SILES,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,12,12
PUERTO SUAREZ,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,380,380
PUERTO VILLARROEL,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,434,434
PUNA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,96,96
PUNATA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,664,664
QUIABAYA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,18,18
QUILLACOLLO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,823,823
QUIME,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,61,61
QUIRUSILLAS,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,110,110
RAVELO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,16,16
REYES,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,219,219
RIBERALTA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,1852,1852
ROBORE,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,230,230
RURRENABAQUE,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,74,74
SABAYA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,37,37
SACABA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,1340,1340
SACABAMBA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,15,15
SACACA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,54,54
SAIPINA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,65,65
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,52,52
SAMAIPATA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,128,128
SAN AGUSTIN,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,1,1
SAN ANDRES,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,50,50
SAN ANDRES DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,23,23
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,6,6
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,45,45
SAN BENITO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,100,100
SAN BORJA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,973,973
SAN BUENA VENTURA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,82,82
SAN CARLOS,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,174,174
SAN IGNACIO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,373,373
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,751,751
SAN JAVIER(BNI),otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,11,11
SAN JAVIER(STC),otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,95,95
SAN JOAQUIN,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,120,120
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,398,398
SAN JUAN DE YAPACANI,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,130,130
SAN JULIAN,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,619,619
SAN LORENZO(PND),otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,29,29
SAN LORENZO(TJA),otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,209,209
SAN LUCAS,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,84,84
SAN MATIAS,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,105,105
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,80,80
SAN PABLO DE LIPEZ,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,4,4
SAN PEDRO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,177,177
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,57,57
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,28,28
SAN PEDRO DE QUEMES,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,5,5
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,77,77
SAN PEDRO(PND),otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,7,7
SAN RAFAEL,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,62,62
SAN RAMON BENI,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,158,158
SAN RAMON SCZ,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,200,200
SANTA ANA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,568,568
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,24992,24992
SANTA ROSA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,125,125
SANTA ROSA DEL SARA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,247,247
SANTIAGO DE CALLAPA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,15,15
SANTIAGO DE HUARI,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,119,119
SANTIAGO DE HUATA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,56,56
SANTIAGO DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,20,20
SANTIVAÑES,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,93,93
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,23,23
SAPAHAQUI,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,50,50
SENA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,44,44
SHINAOTA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,75,75
SICA SICA (VILLA AROMA),otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,215,215
SICAYA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,11,11
SIPE SIPE,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,370,370
SOPACHUY,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,4,4
SORACACHI,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,46,46
SORATA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,56,56
SUCRE,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,7735,7735
TACACHI,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,6,6
TACACOMA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,67,67
TACOBAMBA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,4,4
TACOPAYA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,10,10
TAHUA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,4,4
TAPACARI,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,49,49
TARABUCO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,49,49
TARACO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,31,31
TARATA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,80,80
TARIJA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,252481,252481
TARVITA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,78,78
TEOPONTE,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,38,38
TIAWANACU,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,29,29
TINGUIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,23,23
TIPUANI,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,151,151
TIQUIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,349,349
TIRAQUE (CBBA),otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,117,117
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,16,16
TOCO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,69,69
TODOS SANTOS,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,3,3
TOLATA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,78,78
TOLEDO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,29,29
TOMAVE,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,58,58
TOMINA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,59,59
TORO TORO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,36,36
TOTORA(CBBA),otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,81,81
TOTORA(ORR),otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,17,17
TRIGAL,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,31,31
TRINIDAD,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,4088,4088
TUPIZA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,1039,1039
TURCO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,15,15
UMALA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,22,22
UNCIA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,309,309
URIONDO (A. CONCEPCION),otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,320,320
URUBICHA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,27,27
UYUNI,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,385,385
VACAS,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,60,60
VALLEGRANDE,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,229,229
VIACHA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,706,706
VILA VILA,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,8,8
VILLA CHARCAS,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,27,27
VILLA MONTES,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,1272,1272
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,28,28
VILLA RIVERO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,64,64
VILLA SERRANO,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,114,114
VILLA TUNARI,otras actividades de enfermeria,curaciones y/o suturas,2013-01-01,555,555
