,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,17,25,0,0,17,25,42
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,1,0,1,3,2,3,5
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,4,5,0,1,4,6,10
AYATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,3,1,3,4,6,5,11
AYO AYO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,1,1,2,4,3,5,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,9,5,7,14,16,19,35
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,5,0,2,2,7,2,9
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,10,9,0,0,10,9,19
BAURES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,1,3,2,3,3,6
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,1,1,3,1,4,5
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,12,19,0,0,12,19,31
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,11,13,9,4,20,17,37
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,3,2,0,0,3,2,5
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,0,2,5,4,5,9
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,4,12,4,1,8,13,21
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,12,9,5,3,17,12,29
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,5,4,1,1,6,5,11
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,1,6,1,3,2,9,11
CAJUATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,9,9,2,1,11,10,21
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,0,2,2,2,2,4
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,5,8,2,2,7,10,17
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,6,11,2,0,8,11,19
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,2,1,0,3,2,5
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,14,15,0,2,14,17,31
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,10,16,0,0,10,16,26
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,4,3,0,2,4,5,9
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,19,12,0,2,19,14,33
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,40,25,3,1,43,26,69
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,5,5,0,0,5,5,10
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,1,5,0,0,1,5,6
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,0,1,8,3,8,11
CATACORA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,1,0,0,1,1,1,2
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,1,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,25,11,6,11,31,22,53
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,6,7,2,1,8,8,16
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,13,8,11,11,24,19,43
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,1,0,0,0,1,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,7,3,5,5,12,17
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,17,23,1,0,18,23,41
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,1,0,0,0,1,1
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,1,0,0,0,1,0,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,1,0,0,2,1,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,4,8,0,1,4,9,13
CHUMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,1,2,0,4,1,5
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,3,4,1,1,4,5,9
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,0,3,3,5,3,8
CLIZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,10,9,5,6,15,15,30
COBIJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,38,23,20,21,58,44,102
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,5,4,7,6,12,18
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,465,499,4,1,469,500,969
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,18,20,0,1,18,21,39
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,1,10,0,1,1,11,12
COLOMI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,11,10,9,5,20,15,35
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,1,10,3,0,4,10,14
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,3,4,2,3,5,7,12
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,4,5,0,0,4,5,9
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,8,5,7,8,15,13,28
COMANCHE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,4,1,0,0,4,1,5
COMARAPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,11,14,3,4,14,18,32
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,14,12,2,3,16,15,31
COPACABANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,4,2,3,4,7,11
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,10,10,5,3,15,13,28
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,2,3,2,3,4,7
COROICO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,13,7,2,2,15,9,24
CORQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,2,0,0,2,2,4
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,5,8,0,1,5,9,14
COTOCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,67,57,4,10,71,67,138
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,15,16,5,2,20,18,38
CUEVO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,1,3,3,3,4,7
CULPINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,3,4,7,6,10,16
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,0,0,0,2,0,2
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,0,3,3,3,3,6
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,420,416,88,69,508,485,993
EL CHORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,0,0,2,2,2,4
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,4,10,1,1,5,11,16
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,1,5,3,2,4,7,11
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,33,34,0,0,33,34,67
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,2,0,0,0,2,2
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,7,4,2,4,9,8,17
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,54,47,2,2,56,49,105
ESCOMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,2,0,4,0,6,6
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,3,0,0,2,3,5
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,1,0,1,2,2,4
EXALTACION,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,1,1,0,0,1,1,2
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,1,9,10,11,11,22
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,1,2,4,3,5,5,10
GAIOC JATUN AYLLU YURA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,3,0,1,2,4,2,6
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,11,7,2,4,13,11,24
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,2,8,1,8,3,11
GUANAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,5,7,2,1,7,8,15
GUAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,6,2,0,0,6,2,8
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,22,20,4,3,26,23,49
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,1,3,1,1,2,4,6
HUACARAJE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,9,4,0,0,9,4,13
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,3,0,3,2,6,8
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,1,1,0,1,1,2
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,1,1,0,0,1,1,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,5,9,1,2,6,11,17
HUARINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,6,3,2,2,8,5,13
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,0,1,0,1,0,1
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,3,0,0,0,3,3
HUMANATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,0,2,2,2,2,4
ICHOCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,0,2,2,2,2,4
ICLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,4,3,5,3,9,12
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,1,4,3,4,4,8,12
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,0,1,6,3,6,9
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,14,9,9,6,23,15,38
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,2,1,1,3,3,6
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,3,5,1,1,4,6,10
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,32,35,0,1,32,36,68
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,104,103,3,1,107,104,211
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,379,317,8,4,387,321,708
LA RIVERA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,1,0,0,0,1,0,1
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,0,3,4,3,4,7
LAJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,8,5,3,2,11,7,18
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,5,0,0,2,5,7
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,6,7,48,35,54,42,96
LLICA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,2,2,0,2,2,4
LORETO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,1,2,2,2,3,5
LURIBAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,3,5,3,2,6,7,13
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,3,1,0,0,3,1,4
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,3,2,0,2,3,4,7
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,1,0,8,7,9,7,16
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,5,12,0,0,5,12,17
MALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,1,4,1,6,2,8
MAPIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,10,14,3,3,13,17,30
MECAPACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,10,6,5,4,15,10,25
MINEROS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,11,8,6,3,17,11,28
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,15,23,10,6,25,29,54
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,5,2,6,3,11,5,16
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,5,5,1,0,6,5,11
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,10,12,0,1,10,13,23
MONTERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,58,78,13,9,71,87,158
MORO MORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,1,2,0,0,1,2,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,1,1,7,3,8,4,12
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,1,1,2,3,3,4,7
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,0,1,0,1,0,1
OCURI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,3,6,3,5,6,11,17
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,5,10,6,5,11,15,26
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,1,5,6,5,7,12
ORURO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,226,211,5,8,231,219,450
PADCAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,6,9,2,3,8,12,20
PADILLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,7,1,1,1,8,9
PAILON,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,9,14,11,7,20,21,41
PALCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,18,21,6,5,24,26,50
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,19,13,7,6,26,19,45
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,1,0,1,2,2,4
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,6,6,2,3,8,9,17
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,5,1,2,2,7,3,10
PASORAPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,1,1,0,0,1,1,2
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,17,20,1,1,18,21,39
PAZÑA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,3,0,0,0,3,0,3
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,6,8,0,0,6,8,14
POCOATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,4,1,10,6,14,7,21
POCONA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,6,7,10,12,16,19,35
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,7,5,5,1,12,6,18
POOPO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,5,4,0,0,5,4,9
PORCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,8,8,2,1,10,9,19
POROMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,4,3,3,5,7,12
PORONGO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,9,5,5,3,14,8,22
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,15,11,2,1,17,12,29
PORVENIR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,1,0,6,2,7,2,9
POTOSI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,181,177,8,10,189,187,376
PRESTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,5,3,1,0,6,3,9
PUCARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,3,0,0,0,3,3
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,12,11,17,9,29,20,49
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,3,2,5,3,8,5,13
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,8,2,4,3,12,5,17
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,6,1,5,3,11,14
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,2,2,2,4,4,8
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,1,5,6,5,7,10,17
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,1,1,1,0,2,1,3
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,3,0,0,0,3,3
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,6,9,8,6,14,15,29
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,67,58,8,10,75,68,143
PUNA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,6,7,5,5,11,12,23
PUNATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,19,19,9,12,28,31,59
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,0,5,1,5,1,6
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,82,73,48,47,130,120,250
QUIME,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,0,8,5,10,5,15
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,0,0,1,2,1,3
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,4,1,0,0,4,1,5
RAVELO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,1,0,5,7,6,7,13
REYES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,8,3,0,0,8,3,11
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,72,61,10,14,82,75,157
ROBORE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,13,20,2,1,15,21,36
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,11,11,8,10,19,21,40
SABAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,3,4,1,2,4,6,10
SACABA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,117,105,21,28,138,133,271
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,1,3,1,0,2,3,5
SACACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,4,4,5,3,9,7,16
SAIPINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,0,1,1,3,1,4,5
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,2,6,1,2,3,8,11
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,5,8,1,3,6,11,17
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,8,5,8,11,16,16,32
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,1,2,3,0,4,2,6
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,1,0,0,2,1,2,3
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,4,3,4,3,8,6,14
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,10,6,1,0,11,6,17
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,17,26,13,4,30,30,60
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2023-01-01,5,3,6,3,11,6,17
