,group,variable,month,PENTAVALENTE 1RA DOSIS DENTRO,PENTAVALENTE 1RA DOSIS DENTRO,PENTAVALENTE 1RA DOSIS FUERA,PENTAVALENTE 1RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
HUACARETA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,0,0,0,1,0,1,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,0,1,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,1,0,0,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,1,1,0,0,1,1,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,3,0,0,0,3,0,3
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,0,0,0,1,0,1,1
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,0,0,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,3,2,0,0,3,2,5
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,1,1,0,2,1,3,4
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,3,2,0,0,3,2,5
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,0,0,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,1,3,0,0,1,3,4
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,3,1,2,4,5,5,10
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,1,0,1,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,1,0,0,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,0,0,0,1,0,1,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,0,1,1,1,1,2,3
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,0,1,0,0,0,1,1
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,0,1,0,0,0,1,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,0,0,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,3,5,0,0,3,5,8
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,1,1,0,0,1,1,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,0,0,1,1,1,1,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,0,0,2,0,2,0,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,9,7,0,1,9,8,17
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,0,0,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,0,0,0,1,0,1,1
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,0,0,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,0,3,0,0,0,3,3
TACACOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,1,0,0,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,2,0,0,0,2,0,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,1,1,11,7,12,8,20
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,1,0,0,1,1,1,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,1,2,0,0,1,2,3
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,0,0,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,1,0,0,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,1,0,1,0,2,0,2
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-01-01,0,0,0,1,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,1,1,0,0,1,1,2
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,1,0,0,0,1,1
BATALLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,1,0,0,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,0,1,1,1,1,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,0,1,4,1,4,5
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,0,1,2,1,2,3
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,1,0,0,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,0,2,0,2,0,2
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,0,1,1,1,1,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,1,2,0,2,1,4,5
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,0,0,1,0,1,1
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,0,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,1,0,0,0,1,1
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,1,1,0,0,1,1,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,2,5,4,4,6,9,15
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,1,0,0,0,1,0,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,0,0,1,0,1,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,1,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,1,0,0,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,2,4,0,0,2,4,6
MAPIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,1,1,0,1,1,2,3
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,0,1,0,1,0,1
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,0,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,0,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,2,1,0,0,2,1,3
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,0,5,4,5,4,9
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,1,2,0,1,1,3,4
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,0,2,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,1,1,1,1,2,3
RAVELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,0,0,1,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,2,2,0,2,2,4,6
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,1,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,1,1,4,5,5,6,11
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,0,4,1,4,1,5
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,1,2,0,2,1,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,1,2,0,2,1,3
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,0,0,1,0,1,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,1,0,0,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,1,1,1,1,2,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,8,9,1,1,9,10,19
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,1,0,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,0,0,1,0,1,1
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,0,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,1,0,0,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,7,4,11,8,18,12,30
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,1,0,0,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,1,3,1,2,2,5,7
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,1,0,1,0,2,2
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,2,0,0,0,2,0,2
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,1,2,0,0,1,2,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,0,0,1,0,1,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-02-01,0,0,0,1,0,1,1
AYO AYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,0,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,1,0,0,0,1,0,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,0,2,1,2,1,3
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,1,0,0,0,1,0,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,0,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,1,0,0,0,1,1
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,1,0,0,0,1,0,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,0,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,3,4,2,2,5,6,11
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,1,0,0,0,1,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,1,0,0,0,1,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,0,3,3,3,3,6
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,1,0,0,0,1,1
CORO CORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,0,1,0,1,0,1
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,1,0,0,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,1,0,0,0,1,1
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,1,0,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,6,9,3,5,9,14,23
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,2,0,1,1,3,1,4
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,1,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,1,0,0,0,1,0,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,0,0,4,0,4,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,4,4,1,0,5,4,9
MAPIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,1,0,0,0,1,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,1,0,0,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,4,1,1,0,5,1,6
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,1,0,0,0,1,0,1
POCOATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,0,0,1,0,1,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,1,0,0,0,1,0,1
PORCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,2,1,2,0,4,1,5
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,0,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,2,1,3,0,5,1,6
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,0,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,1,0,0,1,1,1,2
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,1,0,0,1,1,1,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,2,5,0,1,2,6,8
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,1,0,1,0,2,2
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,1,0,1,0,2,0,2
SACACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,1,0,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,1,3,2,0,3,3,6
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,2,0,0,0,2,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,2,0,1,0,3,3
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,0,2,1,2,1,3
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,1,1,0,0,1,1,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,1,1,0,1,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,8,7,1,2,9,9,18
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,1,0,0,0,1,0,1
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,0,1,0,1,0,1
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,0,0,1,0,1,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,0,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,1,0,0,2,1,2,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,1,0,0,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,0,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,2,4,2,4,4,8,12
TURCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,1,0,0,0,1,0,1
VILA VILA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,0,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,0,2,3,2,3,5
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,0,1,1,1,1,2
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,1,0,0,0,1,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,0,0,1,0,1,1
YANACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,0,1,0,0,0,1,1
YOTALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-03-01,1,0,0,0,1,0,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,1,0,0,0,1,0,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,1,1,2,1,3,2,5
AYATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,0,0,1,0,1,0,1
AYO AYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,0,0,0,1,0,1,1
BAURES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,0,1,0,0,0,1,1
CAJUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,0,1,0,0,0,1,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,0,1,0,0,0,1,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,1,0,0,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,1,0,0,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,0,0,0,1,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,0,0,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,5,3,6,9,11,12,23
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,0,0,1,0,1,0,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,0,1,2,0,2,1,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,1,0,0,0,1,0,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,1,0,0,1,1,1,2
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,0,0,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,0,1,6,1,6,2,8
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,4,8,9,20,13,28,41
EXALTACION,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,0,0,1,1,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,0,0,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,1,0,0,1,1,1,2
HUACARAJE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,0,1,0,0,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,1,0,0,1,1,1,2
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,0,0,0,1,0,1,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,0,0,1,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,1,1,0,0,1,1,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,0,0,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,1,0,3,1,4,1,5
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,0,1,0,0,0,1,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,0,0,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,0,0,1,1,1,1,2
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,2,2,5,5,7,7,14
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,0,1,2,0,2,1,3
POCOATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,0,0,0,1,0,1,1
PORCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2023-04-01,2,0,1,0,3,0,3
