,group,variable,month,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS DENTRO,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS DENTRO,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS FUERA,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS FUERA,TOTALES
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,2,2,1,7
CHALLAPATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,3,5,1,3,12
CHAQUI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,2,0,0,4
CHARAGUA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,7,8,0,2,17
CHIPAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,0,1,0,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,3,0,0,5
CKOCHAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,4,3,1,10
COBIJA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,11,15,6,1,33
COCHABAMBA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,94,93,3,3,193
"COLCHA ""K""",vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,1,1,0,0,2
COLOMI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,7,8,1,0,16
COLPA BELGICA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,3,1,1,0,5
COMANCHE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,1,0,0,0,1
COMARAPA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,6,1,0,0,7
COPACABANA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,4,1,0,0,5
CORIPATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,3,4,0,1,8
COROICO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,4,0,0,6
COTAGAITA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,1,0,0,3
COTOCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,48,47,4,2,101
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,13,14,1,0,28
EL ALTO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,86,60,2,1,149
EL TORNO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,15,6,0,0,21
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,6,0,0,8
ESCOMA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,1,3,1,1,6
EUCALIPTUS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,5,6,0,0,11
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,0,0,4,2,6
EXALTACION,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,0,1,0,0,1
GUANAY,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,6,5,0,0,11
GUAYARAMERIN,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,30,17,0,2,49
GUTIERREZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,2,0,0,4
HUACARAJE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,0,1,0,0,1
HUACARETA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,1,0,0,3
HUANUNI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,6,1,0,0,7
HUAYLLAMARCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,3,0,3,0,6
ICHOCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,0,0,1,0,1
INQUISIVI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,3,1,2,0,6
IXIAMAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,7,2,1,0,10
LA ASUNTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,8,4,1,0,13
LA GUARDIA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,10,5,0,0,15
LA PAZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,215,212,1,6,434
MACHACAMARCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,0,1,0,0,1
MAGDALENA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,7,5,2,0,14
MAPIRI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,10,8,5,4,27
MINEROS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,1,1,0,0,2
MOJINETE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,1,0,0,0,1
MONTERO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,38,59,5,0,102
MORO MORO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,1,0,0,3
OCURI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,1,2,1,6
OKINAWA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,9,5,0,1,15
ORURO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,107,104,1,0,212
PADILLA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,1,0,0,3
PAILON,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,10,7,11,10,38
PALCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,0,0,0,2
PALOS BLANCOS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,4,0,0,0,4
PELECHUCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,0,1,3,6
POCOATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,1,4,1,0,6
POOPO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,7,1,0,0,8
PORCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,4,10,0,0,14
POROMA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,2,0,0,4
PORONGO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,4,9,0,1,14
PORTACHUELO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,1,0,0,0,1
POSTRER VALLE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,0,1,0,0,1
POTOSI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,121,116,1,3,241
PUCARA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,1,0,0,0,1
PUCARANI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,6,9,1,0,16
PUERTO ACOSTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,0,1,0,0,1
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,3,3,0,0,6
PUERTO RICO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,4,0,1,7
PUERTO SILES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,1,1,0,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,18,10,0,0,28
PUNA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,1,0,1,3,5
PUNATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,17,27,5,8,57
QUIME,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,1,6,2,0,9
REYES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,7,3,0,0,10
RIBERALTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,19,23,1,4,47
RURRENABAQUE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,3,2,0,0,5
SACABA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,32,39,0,2,73
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,0,0,1,0,1
SAMAIPATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,3,0,0,5
SAN ANDRES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,4,1,2,1,8
SAN BORJA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,14,14,2,3,33
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,1,1,0,0,2
SAN CARLOS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,4,7,0,0,11
SAN IGNACIO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,1,3,0,0,4
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,20,27,2,2,51
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,1,1,0,1,3
SAN JOAQUIN,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,4,3,0,0,7
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,11,16,1,2,30
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,4,4,2,0,10
SAN JULIAN,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,6,0,0,8
SAN LORENZO(PND),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,3,6,1,0,10
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,1,1,1,0,3
SAN LUCAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,6,2,3,13
SAN MATIAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,14,16,2,0,32
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,0,1,0,0,1
SAN PEDRO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,5,1,0,0,6
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,4,1,0,0,5
SAN PEDRO DE MACHA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,1,1,0,4
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,1,1,0,0,2
SAN RAFAEL,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,3,6,0,0,9
SAN RAMON BENI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,5,0,0,7
SAN RAMON SCZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,10,7,0,0,17
SANTA ANA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,8,6,0,0,14
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,686,656,10,8,1360
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,1,0,0,0,1
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,4,1,1,1,7
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,0,0,1,3,4
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,0,1,0,3
SAPAHAQUI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,2,0,0,4
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,4,4,0,0,8
SUCRE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,106,100,0,2,208
TARATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,11,4,0,0,15
TARIJA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,58,70,1,0,129
TINGUIPAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,0,0,1,0,1
TIQUIPAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,16,10,5,1,32
TORO TORO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,3,0,0,5
TOTORA(CBBA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,4,0,2,8
TRINIDAD,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,67,66,5,3,141
TUPIZA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,12,7,0,0,19
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,3,4,1,1,9
UYUNI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,7,2,0,0,9
VALLEGRANDE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,5,5,0,0,10
VIACHA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,1,0,0,3
VILLA MONTES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,6,1,0,1,8
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,1,0,0,0,1
WARNES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,10,31,0,1,42
YACO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,2,0,0,4
YACUIBA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,48,49,4,0,101
YAPACANI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,2,0,0,4
YOCALLA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,6,2,2,2,12
YOTALA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,2,1,1,2,6
YUNCHARA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-01-01,1,1,0,0,2
ACHOCALLA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,1,1,0,0,2
ANDAMARCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,2,1,0,1,4
ANTEQUERA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,1,2,0,0,3
ARQUE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,2,0,1,0,3
ATOCHA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,6,3,0,1,10
AYO AYO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,0,0,0,1,1
AZURDUY,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,7,1,8,5,21
BATALLAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,0,1,0,0,1
BERMEJO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,1,3,0,0,4
BETANZOS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,5,8,1,1,15
CABEZAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,3,9,0,0,12
"CAIZA ""D""",vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,6,2,0,2,10
CAJUATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,2,3,0,0,5
CAMARGO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,0,1,0,0,1
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,0,0,1,0,1
CAMIRI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,3,0,0,0,3
CAPINOTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,1,1,2,1,5
CAQUIAVIRI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,2,1,0,0,3
CARANAVI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,0,1,0,0,1
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,0,1,0,0,1
CATACORA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,0,0,0,2,2
CHALLAPATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,2,1,0,1,4
CHAQUI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,0,1,0,0,1
CHARAGUA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,2,4,0,1,7
CHIPAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,0,1,0,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,2,3,0,0,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,1,0,0,0,1
CKOCHAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,2,3,2,1,8
COBIJA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,7,7,0,1,15
COCHABAMBA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,75,70,1,2,148
"COLCHA ""K""",vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,2,2,1,3,8
COLLANA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,1,0,0,0,1
COLPA BELGICA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,3,3,0,1,7
COMANCHE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,2,1,0,0,3
COMARAPA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,2,5,0,0,7
COMBAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,1,0,0,0,1
COPACABANA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,3,1,0,0,4
CORIPATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,0,2,0,0,2
COROICO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,2,1,0,0,3
CORQUE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,0,0,1,1,2
COTAGAITA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,2,6,0,0,8
COTOCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,10,14,0,1,25
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,3,2,0,0,5
EL ALTO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,37,45,3,2,87
EL CHORO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,2,0,0,0,2
EL PUENTE(TJA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,3,0,0,0,3
EL TORNO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,10,1,0,0,11
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,3,7,0,0,10
ESCOMA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,1,0,0,0,1
EUCALIPTUS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2023-02-01,6,1,0,0,7
