,group,variable,month,BCG DENTRO,BCG DENTRO,BCG FUERA,BCG FUERA,TOTALES
CAMARGO,vacunaciones en menores de 1 ano,bcg,2023-01-01,9,11,1,0,21
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2023-01-01,0,1,0,0,1
CAMIRI,vacunaciones en menores de 1 ano,bcg,2023-01-01,33,32,0,0,65
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2023-01-01,6,7,2,0,15
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,3,1,3,7
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2023-01-01,8,5,2,3,18
CARANAVI,vacunaciones en menores de 1 ano,bcg,2023-01-01,45,50,1,1,97
CARAPARI,vacunaciones en menores de 1 ano,bcg,2023-01-01,5,1,0,1,7
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,3,2,1,7
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2023-01-01,2,2,1,2,7
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2023-01-01,19,26,4,2,51
CHAQUI,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,5,2,2,10
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2023-01-01,15,17,17,18,67
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,0,1,0,1
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2023-01-01,2,6,1,1,10
CHIMORE,vacunaciones en menores de 1 ano,bcg,2023-01-01,16,17,0,0,33
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,0,1,1,2
CHOQUE COTA,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,0,0,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2023-01-01,15,5,0,0,20
CHUMA,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,0,3,2,5
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,3,2,5,10
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2023-01-01,4,2,2,8,16
CLIZA,vacunaciones en menores de 1 ano,bcg,2023-01-01,13,12,1,1,27
COBIJA,vacunaciones en menores de 1 ano,bcg,2023-01-01,47,57,3,3,110
COCAPATA,vacunaciones en menores de 1 ano,bcg,2023-01-01,4,4,3,5,16
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2023-01-01,635,631,2,3,1271
COIPASA,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,1,0,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2023-01-01,22,21,0,0,43
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2023-01-01,3,0,1,1,5
COLLANA,vacunaciones en menores de 1 ano,bcg,2023-01-01,2,0,0,0,2
COLOMI,vacunaciones en menores de 1 ano,bcg,2023-01-01,14,7,1,0,22
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2023-01-01,2,2,0,0,4
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2023-01-01,4,3,5,11,23
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,2,3,6,11
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2023-01-01,5,3,5,3,16
COMANCHE,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,0,0,1,1
COMARAPA,vacunaciones en menores de 1 ano,bcg,2023-01-01,3,7,0,0,10
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2023-01-01,21,20,2,0,43
COPACABANA,vacunaciones en menores de 1 ano,bcg,2023-01-01,3,3,2,1,9
CORIPATA,vacunaciones en menores de 1 ano,bcg,2023-01-01,12,9,0,0,21
CORO CORO,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,0,3,1,4
COROICO,vacunaciones en menores de 1 ano,bcg,2023-01-01,11,8,2,1,22
CORQUE,vacunaciones en menores de 1 ano,bcg,2023-01-01,3,2,0,0,5
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2023-01-01,7,5,2,1,15
COTOCA,vacunaciones en menores de 1 ano,bcg,2023-01-01,58,53,2,1,114
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2023-01-01,11,26,1,1,39
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2023-01-01,0,3,1,0,4
CUEVO,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,0,0,1,2
CULPINA,vacunaciones en menores de 1 ano,bcg,2023-01-01,7,9,2,5,23
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,1,1,1,3
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2023-01-01,2,0,1,1,4
EL ALTO,vacunaciones en menores de 1 ano,bcg,2023-01-01,607,577,60,78,1322
EL CHORO,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,0,0,1,2
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2023-01-01,4,5,1,0,10
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2023-01-01,1,4,1,2,8
EL TORNO,vacunaciones en menores de 1 ano,bcg,2023-01-01,35,39,2,5,81
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,0,0,0,1
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2023-01-01,3,9,1,1,14
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2023-01-01,32,27,2,0,61
ESCOMA,vacunaciones en menores de 1 ano,bcg,2023-01-01,3,6,1,1,11
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,3,0,0,3
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2023-01-01,1,0,0,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2023-01-01,3,3,10,5,21
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,1,0,1,2
GAIOC JATUN AYLLU YURA,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,1,1,5,8
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2023-01-01,9,7,0,0,16
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2023-01-01,1,4,6,3,14
GUANAY,vacunaciones en menores de 1 ano,bcg,2023-01-01,5,6,1,1,13
GUAQUI,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,1,1,0,2
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2023-01-01,43,31,0,0,74
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2023-01-01,6,5,1,0,12
HUACARAJE,vacunaciones en menores de 1 ano,bcg,2023-01-01,2,3,0,0,5
HUACARETA,vacunaciones en menores de 1 ano,bcg,2023-01-01,5,1,0,0,6
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2023-01-01,0,0,1,1,2
HUACHACALLA,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,1,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,bcg,2023-01-01,6,13,1,0,20
HUARINA,vacunaciones en menores de 1 ano,bcg,2023-01-01,2,0,2,3,7
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,1,0,2,3
HUMANATA,vacunaciones en menores de 1 ano,bcg,2023-01-01,3,3,0,2,8
ICHOCA,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,1,1,4,6
ICLA,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,3,0,0,3
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2023-01-01,3,3,3,0,9
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,bcg,2023-01-01,1,1,0,0,2
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2023-01-01,6,3,4,7,20
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2023-01-01,3,7,3,6,19
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2023-01-01,5,7,1,1,14
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2023-01-01,2,8,4,0,14
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2023-01-01,35,23,4,4,66
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2023-01-01,50,66,0,0,116
LA PAZ,vacunaciones en menores de 1 ano,bcg,2023-01-01,650,627,5,4,1286
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2023-01-01,2,2,0,2,6
LAJA,vacunaciones en menores de 1 ano,bcg,2023-01-01,8,9,4,0,21
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,4,0,0,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,2,2,0,5
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2023-01-01,7,5,48,52,112
LLICA,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,1,0,1,3
LORETO,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,0,2,1,3
LURIBAY,vacunaciones en menores de 1 ano,bcg,2023-01-01,2,6,2,3,13
MACHARETI,vacunaciones en menores de 1 ano,bcg,2023-01-01,2,3,0,0,5
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,3,2,0,6
MAIRANA,vacunaciones en menores de 1 ano,bcg,2023-01-01,4,7,0,0,11
MALLA,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,0,1,3,4
MAPIRI,vacunaciones en menores de 1 ano,bcg,2023-01-01,15,16,3,7,41
MECAPACA,vacunaciones en menores de 1 ano,bcg,2023-01-01,2,4,0,2,8
MINEROS,vacunaciones en menores de 1 ano,bcg,2023-01-01,14,10,0,1,25
MIZQUE,vacunaciones en menores de 1 ano,bcg,2023-01-01,18,19,0,2,39
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2023-01-01,2,2,7,4,15
MOJINETE,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,0,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,4,1,1,7
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2023-01-01,21,21,0,0,42
MONTERO,vacunaciones en menores de 1 ano,bcg,2023-01-01,95,97,0,0,192
MORO MORO,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,0,0,0,1
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,4,1,2,8
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2023-01-01,0,1,0,0,1
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,0,0,1,1
OCURI,vacunaciones en menores de 1 ano,bcg,2023-01-01,2,1,3,3,9
OKINAWA,vacunaciones en menores de 1 ano,bcg,2023-01-01,5,4,1,1,11
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,0,1,0,1
ORURO,vacunaciones en menores de 1 ano,bcg,2023-01-01,318,284,5,7,614
PADCAYA,vacunaciones en menores de 1 ano,bcg,2023-01-01,7,5,0,1,13
PADILLA,vacunaciones en menores de 1 ano,bcg,2023-01-01,6,10,0,0,16
PAILON,vacunaciones en menores de 1 ano,bcg,2023-01-01,23,22,5,7,57
PALCA,vacunaciones en menores de 1 ano,bcg,2023-01-01,3,2,12,9,26
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2023-01-01,19,12,4,8,43
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2023-01-01,5,3,0,0,8
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,0,1,2,3
PASORAPA,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,1,0,1,2
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2023-01-01,19,11,1,4,35
PAZÑA,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,0,1,0,2
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,0,1,2,4
POCOATA,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,3,9,13,26
POCONA,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,1,4,3,8
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2023-01-01,13,6,0,5,24
POOPO,vacunaciones en menores de 1 ano,bcg,2023-01-01,2,1,0,0,3
PORCO,vacunaciones en menores de 1 ano,bcg,2023-01-01,8,5,2,3,18
POROMA,vacunaciones en menores de 1 ano,bcg,2023-01-01,3,1,2,6,12
PORONGO,vacunaciones en menores de 1 ano,bcg,2023-01-01,8,0,2,5,15
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2023-01-01,14,12,2,1,29
PORVENIR,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,3,0,0,4
POTOSI,vacunaciones en menores de 1 ano,bcg,2023-01-01,236,210,8,11,465
PRESTO,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,0,1,3,5
PUCARANI,vacunaciones en menores de 1 ano,bcg,2023-01-01,8,6,7,11,32
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,0,3,2,5
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,0,3,6,9
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,1,0,0,2
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,2,3,3,8
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2023-01-01,8,10,0,1,19
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2023-01-01,3,0,1,1,5
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2023-01-01,4,11,0,0,15
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2023-01-01,66,71,0,1,138
PUNA,vacunaciones en menores de 1 ano,bcg,2023-01-01,3,3,3,3,12
PUNATA,vacunaciones en menores de 1 ano,bcg,2023-01-01,45,35,2,0,82
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,0,1,1,2
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2023-01-01,106,108,4,5,223
QUIME,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,3,0,1,4
QUIRUSILLAS,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,1,0,0,1
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,bcg,2023-01-01,2,1,0,0,3
RAVELO,vacunaciones en menores de 1 ano,bcg,2023-01-01,3,3,2,2,10
REYES,vacunaciones en menores de 1 ano,bcg,2023-01-01,6,1,0,0,7
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2023-01-01,145,139,0,6,290
ROBORE,vacunaciones en menores de 1 ano,bcg,2023-01-01,12,15,0,0,27
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2023-01-01,24,19,3,6,52
SABAYA,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,1,0,0,2
SACABA,vacunaciones en menores de 1 ano,bcg,2023-01-01,144,137,1,2,284
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2023-01-01,2,0,0,0,2
SACACA,vacunaciones en menores de 1 ano,bcg,2023-01-01,8,10,7,10,35
SAIPINA,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,1,0,0,2
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,4,0,2,7
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2023-01-01,2,3,0,0,5
SAN AGUSTIN,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,1,0,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2023-01-01,2,3,0,2,7
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,0,1,0,1
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,1,1,1,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,0,3,0,4
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,2,0,1,4
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2023-01-01,42,38,13,16,109
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2023-01-01,12,10,0,0,22
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2023-01-01,9,20,1,0,30
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2023-01-01,17,19,2,3,41
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2023-01-01,56,74,4,7,141
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2023-01-01,1,0,0,0,1
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2023-01-01,17,15,0,0,32
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2023-01-01,4,1,1,1,7
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2023-01-01,19,17,16,6,58
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2023-01-01,7,1,0,0,8
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2023-01-01,37,41,0,1,79
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2023-01-01,2,5,0,0,7
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2023-01-01,6,3,0,0,9
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2023-01-01,13,12,4,4,33
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2023-01-01,17,13,1,4,35
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2023-01-01,8,5,0,0,13
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,0,0,0,1
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2023-01-01,6,9,0,0,15
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2023-01-01,17,14,5,10,46
SAN PEDRO DE MACHA,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,2,7,11,21
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,0,1,2,3
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2023-01-01,3,3,2,1,9
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,2,2,0,5
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,0,2,3,6
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2023-01-01,12,2,0,0,14
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2023-01-01,14,15,1,1,31
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2023-01-01,1359,1305,34,36,2734
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2023-01-01,8,8,0,0,16
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2023-01-01,6,2,0,0,8
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,1,1,1,3
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,0,2,1,4
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,0,3,1,4
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,0,1,2,4
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,4,0,0,5
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,0,1,0,1
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2023-01-01,3,0,1,1,5
SENA,vacunaciones en menores de 1 ano,bcg,2023-01-01,3,4,1,1,9
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2023-01-01,31,22,0,1,54
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2023-01-01,7,15,5,0,27
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2023-01-01,26,29,0,2,57
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2023-01-01,3,1,2,1,7
SORACACHI,vacunaciones en menores de 1 ano,bcg,2023-01-01,2,2,3,0,7
SORATA,vacunaciones en menores de 1 ano,bcg,2023-01-01,10,3,4,1,18
SUCRE,vacunaciones en menores de 1 ano,bcg,2023-01-01,240,258,0,2,500
TACACHI,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,0,1,1,3
TACACOMA,vacunaciones en menores de 1 ano,bcg,2023-01-01,2,1,0,0,3
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,1,3,3,7
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,6,3,2,11
TAHUA,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,0,1,2,3
TAPACARI,vacunaciones en menores de 1 ano,bcg,2023-01-01,9,9,7,10,35
TARABUCO,vacunaciones en menores de 1 ano,bcg,2023-01-01,6,8,3,1,18
TARACO,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,2,0,0,3
TARATA,vacunaciones en menores de 1 ano,bcg,2023-01-01,5,5,0,0,10
TARIJA,vacunaciones en menores de 1 ano,bcg,2023-01-01,177,145,0,2,324
TARVITA,vacunaciones en menores de 1 ano,bcg,2023-01-01,5,11,1,1,18
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2023-01-01,3,4,0,1,8
TIAHUANACU,vacunaciones en menores de 1 ano,bcg,2023-01-01,5,7,2,3,17
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2023-01-01,2,0,7,8,17
TIPUANI,vacunaciones en menores de 1 ano,bcg,2023-01-01,3,2,1,0,6
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2023-01-01,33,28,4,2,67
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2023-01-01,6,8,0,0,14
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,bcg,2023-01-01,0,0,0,1,1
TOCO,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,1,0,0,1
TOLATA,vacunaciones en menores de 1 ano,bcg,2023-01-01,2,1,0,0,3
TOMAVE,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,1,0,0,2
TOMINA,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,2,0,1,4
TORO TORO,vacunaciones en menores de 1 ano,bcg,2023-01-01,4,2,3,5,14
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2023-01-01,16,17,1,1,35
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2023-01-01,4,0,1,0,5
TRIGAL,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,0,0,0,1
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2023-01-01,158,133,0,1,292
TUPIZA,vacunaciones en menores de 1 ano,bcg,2023-01-01,39,40,2,1,82
TURCO,vacunaciones en menores de 1 ano,bcg,2023-01-01,3,2,0,0,5
UMALA,vacunaciones en menores de 1 ano,bcg,2023-01-01,3,1,1,2,7
UNCIA,vacunaciones en menores de 1 ano,bcg,2023-01-01,4,7,2,3,16
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2023-01-01,2,6,0,1,9
URUBICHA,vacunaciones en menores de 1 ano,bcg,2023-01-01,8,1,0,0,9
UYUNI,vacunaciones en menores de 1 ano,bcg,2023-01-01,27,14,5,4,50
VACAS,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,1,1,5,7
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2023-01-01,18,18,0,0,36
VIACHA,vacunaciones en menores de 1 ano,bcg,2023-01-01,10,11,3,2,26
VILA VILA,vacunaciones en menores de 1 ano,bcg,2023-01-01,0,0,3,2,5
VILLA CHARCAS,vacunaciones en menores de 1 ano,bcg,2023-01-01,6,6,5,3,20
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2023-01-01,33,31,3,1,68
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2023-01-01,0,1,1,1,3
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,5,0,2,8
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2023-01-01,1,3,0,0,4
