,group,variable,month,NEUMONÍAS EN MENORES DE 5 AÑOS CANTIDAD,NEUMONÍAS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-01-01,3,3,6
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2012-01-01,11,11,22
SAN JOSE DE CHIQUITOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-01-01,1,1,2
SAN MATIAS,diagnostico de egreso,neumonias en menores de 5 anos,2012-01-01,0,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2012-01-01,0,1,1
SAN RAMON BENI,diagnostico de egreso,neumonias en menores de 5 anos,2012-01-01,1,0,1
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2012-01-01,0,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2012-01-01,136,167,303
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-01-01,4,8,12
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2012-01-01,38,23,61
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2012-01-01,2,0,2
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-01-01,5,2,7
TIQUIPAYA,diagnostico de egreso,neumonias en menores de 5 anos,2012-01-01,1,0,1
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2012-01-01,6,5,11
UYUNI,diagnostico de egreso,neumonias en menores de 5 anos,2012-01-01,1,0,1
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2012-01-01,0,2,2
VIACHA,diagnostico de egreso,neumonias en menores de 5 anos,2012-01-01,2,0,2
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2012-01-01,1,0,1
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2012-01-01,8,8,16
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2012-01-01,1,2,3
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2012-01-01,2,1,3
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2012-01-01,9,2,11
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2012-01-01,3,2,5
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,1,4,5
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,1,2,3
CABEZAS,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,1,0,1
CAMARGO,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,3,5,8
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,1,0,1
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,3,3,6
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,2,0,2
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,1,0,1
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,1,0,1
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,31,23,54
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,38,30,68
COLCAPIRHUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,1,0,1
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,0,1,1
COTOCA,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,7,1,8
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,29,33,62
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,1,1,2
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,1,1,2
GUTIERREZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,0,1,1
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,1,0,1
LA ASUNTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,0,1,1
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,10,19,29
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,2,1,3
MAGDALENA,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,1,0,1
MIZQUE,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,0,1,1
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,1,2,3
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,4,3,7
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,5,6,11
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,1,1,2
PAILON,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,2,0,2
PALCA,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,0,1,1
PALOS BLANCOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,1,1,2
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,3,5,8
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,10,5,15
PUNA,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,0,1,1
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,1,1,2
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,2,0,2
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,6,7,13
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,1,2,3
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,1,1,2
SAMAIPATA,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,1,0,1
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,4,1,5
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,2,2,4
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,5,5,10
SAN JOAQUIN,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,0,1,1
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,1,1,2
SAN MATIAS,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,2,1,3
SAN PEDRO,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,18,15,33
SAN RAMON BENI,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,0,2,2
SAN RAMON SCZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,0,1,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,65,86,151
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,6,3,9
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,12,17,29
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,1,0,1
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,4,1,5
TOTORA(CBBA),diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,2,0,2
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,6,5,11
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,1,1,2
VIACHA,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,0,1,1
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,3,1,4
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,6,4,10
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,1,2,3
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,1,0,1
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,0,1,1
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,14,18,32
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2012-02-01,1,0,1
ACHACACHI,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,1,1,2
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,6,7,13
ATOCHA,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,1,0,1
AZURDUY,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,1,0,1
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,3,2,5
CABEZAS,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,1,0,1
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,1,4,5
CAPINOTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,1,0,1
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,2,4,6
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,1,0,1
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,5,4,9
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,4,0,4
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,1,0,1
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,8,9,17
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,59,53,112
COLCAPIRHUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,0,2,2
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,2,0,2
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,1,0,1
COTOCA,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,1,2,3
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,64,60,124
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,1,1,2
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,2,1,3
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,0,4,4
IRUPANA (VILLA DE LANZA),diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,1,0,1
JESUS DE MACHACA,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,1,0,1
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,56,59,115
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,8,6,14
MAGDALENA,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,0,1,1
MAIRANA,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,2,1,3
MECAPACA,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,0,1,1
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,3,1,4
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,9,12,21
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,9,4,13
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,1,0,1
PAILON,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,1,4,5
PALOS BLANCOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,0,1,1
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,4,2,6
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,49,30,79
PUERTO RICO,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,1,0,1
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,3,0,3
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,3,1,4
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,3,8,11
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,6,4,10
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,2,2,4
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,4,2,6
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,13,16,29
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,1,2,3
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,3,5,8
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,2,3,5
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,17,20,37
SAN JOSE DE CHIQUITOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,0,1,1
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,0,1,1
SAN LUCAS,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,0,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,2,0,2
SAN RAMON BENI,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,1,0,1
SAN RAMON SCZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,2,3,5
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,126,162,288
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,15,13,28
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,63,34,97
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,4,5,9
TARVITA,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,2,2,4
TIPUANI,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,1,0,1
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,16,15,31
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,1,2,3
URIONDO (A. CONCEPCION),diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,14,10,24
UYUNI,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,1,0,1
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,2,0,2
VIACHA,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,2,2,4
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,2,3,5
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,8,13,21
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,6,2,8
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,2,5,7
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,1,2,3
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,4,4,8
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,1,2,3
ZUDAÑEZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-03-01,1,0,1
ACHACACHI,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,2,3,5
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,4,9,13
ATOCHA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,2,2,4
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,22,16,38
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,4,4,8
CAPINOTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,1,1,2
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,6,1,7
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,1,2,3
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,3,3,6
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,1,0,1
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,4,2,6
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,8,12,20
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,203,169,372
COLCAPIRHUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,14,7,21
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,1,1,2
CULPINA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,1,2,3
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,140,134,274
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,5,2,7
FILADELFIA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,1,0,1
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,3,3,6
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,3,2,5
IRUPANA (VILLA DE LANZA),diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,2,1,3
JESUS DE MACHACA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,1,0,1
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,134,157,291
LAJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,0,1,1
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,8,9,17
MAIRANA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,2,1,3
MECAPACA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,2,2,4
MIZQUE,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,1,0,1
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,3,3,6
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,37,27,64
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,32,22,54
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,2,1,3
PAILON,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,4,3,7
PALOS BLANCOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,0,1,1
PATACAMAYA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,1,0,1
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,2,1,3
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,38,30,68
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,0,1,1
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,15,7,22
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,15,5,20
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,1,7,8
REYES,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,1,0,1
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,1,1,2
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,0,2,2
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,0,5,5
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,35,27,62
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,3,1,4
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,1,3,4
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,1,1,2
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,19,11,30
SAN JOAQUIN,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,0,1,1
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,1,0,1
SAN LUCAS,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,1,0,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,2,0,2
SAN RAMON BENI,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,0,1,1
SAN RAMON SCZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,2,2,4
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,3,1,4
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,144,163,307
SANTA ROSA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,1,0,1
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,25,22,47
SOPACHUY,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,1,0,1
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,139,93,232
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,0,1,1
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,12,13,25
TARVITA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,4,5,9
TINGUIPAYA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,3,1,4
TIQUIPAYA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,0,1,1
TOTORA(CBBA),diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,1,1,2
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,7,7,14
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,1,1,2
UYUNI,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,1,0,1
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,2,1,3
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,3,0,3
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,3,2,5
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,4,7,11
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,3,6,9
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,6,1,7
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,8,6,14
YAMPARAEZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,1,0,1
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2012-04-01,3,3,6
ACHACACHI,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,3,2,5
AIQUILE,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,1,0,1
APOLO,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,4,1,5
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,8,8,16
ATOCHA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,6,6,12
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,7,6,13
CABEZAS,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,3,1,4
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,12,14,26
CAPINOTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,4,2,6
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,14,12,26
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2012-05-01,4,3,7
