municipality,group,variable,month,AQV femenino,TOTAL
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,21,21
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,7,7
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,11,11
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,7,7
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,3,3
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,17,17
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,9,9
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,1,1
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,3,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,5,5
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,1,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,2,2
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,1,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,9,9
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,1,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,6,6
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,1,1
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,4,4
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,13,13
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,1,1
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,6,6
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,8,8
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,3,3
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,4,4
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,2,2
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,4,4
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,2,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,112,112
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,2,2
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,43,43
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,2,2
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,2,2
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,1,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,26,26
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,3,3
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,4,4
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,4,4
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,2,2
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,3,3
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-01-01,2,2
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,1,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,1,1
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,1,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,1,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,1,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,15,15
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,1,1
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,3,3
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,2,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,11,11
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,56,56
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,6,6
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,2,2
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,1,1
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,1,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,15,15
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,2,2
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,3,3
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,8,8
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,1,1
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,15,15
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,23,23
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,1,1
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,4,4
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,4,4
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,8,8
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,4,4
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,1,1
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,1,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,1,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,1,1
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,4,4
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,1,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,6,6
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,1,1
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,1,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,15,15
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,3,3
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,1,1
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,3,3
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,1,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,9,9
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,4,4
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,2,2
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,1,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,9,9
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,37,37
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,2,2
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,2,2
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,37,37
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,2,2
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,2,2
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,3,3
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,2,2
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,34,34
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,2,2
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,5,5
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,5,5
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,2,2
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-02-01,3,3
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,1,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,1,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,2,2
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,13,13
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,2,2
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,4,4
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,23,23
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,24,24
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,1,1
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,2,2
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,2,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,16,16
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,1,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,1,1
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,5,5
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,29,29
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,9,9
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,1,1
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,1,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,5,5
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,8,8
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,13,13
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,1,1
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,1,1
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,3,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,6,6
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,6,6
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,13,13
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,3,3
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,3,3
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,12,12
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,1,1
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,7,7
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,11,11
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,4,4
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,2,2
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,2,2
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,1,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,8,8
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,5,5
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,6,6
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,5,5
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,9,9
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,18,18
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,2,2
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,2,2
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,3,3
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,32,32
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,2,2
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,4,4
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,5,5
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,4,4
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,4,4
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,21,21
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,11,11
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,3,3
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,4,4
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,3,3
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,5,5
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-03-01,14,14
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,4,4
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,1,1
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,2,2
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,2,2
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,2,2
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,5,5
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,2,2
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,9,9
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,1,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,11,11
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,50,50
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,7,7
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,2,2
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,7,7
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,5,5
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,14,14
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,2,2
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,1,1
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,6,6
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,28,28
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,12,12
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,8,8
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,12,12
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,8,8
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,2,2
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,9,9
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,3,3
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,1,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,1,1
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,3,3
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,7,7
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,1,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,7,7
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,2,2
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,4,4
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,2,2
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,13,13
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,1,1
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,1,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,4,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,25,25
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,1,1
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,2,2
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,3,3
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,36,36
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,6,6
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,1,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,3,3
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,4,4
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,6,6
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,6,6
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,5,5
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-04-01,1,1
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-05-01,2,2
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-05-01,1,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-05-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-05-01,1,1
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-05-01,2,2
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-05-01,2,2
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-05-01,4,4
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-05-01,8,8
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-05-01,3,3
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-05-01,1,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-05-01,14,14
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-05-01,53,53
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-05-01,8,8
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-05-01,4,4
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-05-01,2,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-05-01,29,29
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-05-01,1,1
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-05-01,4,4
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-05-01,46,46
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-05-01,7,7
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-05-01,5,5
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2012-05-01,1,1
