municipality,group,variable,month,Adultos(as) mayores de 60 años que reciben Complemento Nutricional,TOTAL
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,178,178
CKOCHAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,281,281
CLIZA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,677,677
COBIJA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,237,237
COCAPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,900,900
COCHABAMBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,4015,4015
COIPASA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,42,42
COLCAPIRHUA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,850,850
"COLCHA ""K""",micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,426,426
COLOMI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,420,420
COLPA BELGICA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,33,33
COMARAPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,407,407
CONCEPCION,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,124,124
COROICO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,5,5
CORQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,77,77
CRUZ DE MACHACAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,15,15
CUATRO CAÑADAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,3,3
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,92,92
CURAHUARA DE CARANGAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,242,242
EL ALTO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,691,691
EL CHORO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,179,179
EL TORNO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,534,534
ENTRE RIOS TRJ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,852,852
ENTRE RIOS CBBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,185,185
ESMERALDA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,35,35
EUCALIPTUS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,402,402
EXALTACION,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,1,1
FERNANDEZ ALONSO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,24,24
FILADELFIA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,104,104
GUAYARAMERIN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,1,1
GUTIERREZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,418,418
HUACHACALLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,67,67
HUANUNI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,159,159
HUAYLLAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,206,206
HUMANATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,305,305
ICLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,18,18
IRUPANA (VILLA DE LANZA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,350,350
LA ASUNTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,333,333
LA GUARDIA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,1772,1772
LA PAZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,2980,2980
LA RIVERA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,12,12
LLALLAGUA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,374,374
LLICA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,218,218
LURIBAY,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,142,142
MACHACAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,116,116
MECAPACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,412,412
MINEROS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,626,626
MIZQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,1330,1330
MOCOMOCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,1145,1145
MONTERO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,221,221
MOROCHATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,735,735
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,30,30
OCURI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,185,185
OKINAWA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,212,212
OMEREQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,159,159
ORURO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,1547,1547
PADCAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,602,602
PALCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,295,295
PALOS BLANCOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,2,2
PAMPA GRANDE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,151,151
PAPEL PAMPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,54,54
PASORAPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,306,306
PATACAMAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,500,500
PAZÑA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,95,95
POCOATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,212,212
POCONA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,776,776
POJO (CBBA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,309,309
POOPO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,124,124
PORCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,1,1
PORVENIR,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,1,1
POSTRER VALLE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,70,70
POTOSI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,1643,1643
PRESTO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,491,491
PUCARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,134,134
PUCARANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,788,788
PUERTO VILLARROEL,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,194,194
PUNA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,1620,1620
PUNATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,808,808
QUILLACOLLO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,3036,3036
QUIRUSILLAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,54,54
ROBORE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,304,304
RURRENABAQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,476,476
SABAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,296,296
SACABA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,3906,3906
SACABAMBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,282,282
SACACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,614,614
SAIPINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,138,138
SALINAS DE GARCI MENDOZA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,206,206
SAMAIPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,350,350
SAN BENITO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,618,618
SAN BORJA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,620,620
SAN BUENA VENTURA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,37,37
SAN CARLOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,173,173
SAN IGNACIO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,3,3
SAN IGNACIO DE VELASCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,440,440
SAN JAVIER(STC),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,201,201
SAN JOAQUIN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,144,144
SAN JOSE DE CHIQUITOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,302,302
SAN JUAN DE YAPACANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,163,163
SAN JULIAN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,497,497
SAN LUCAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,1288,1288
SAN MIGUEL DE VELASCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,112,112
SAN PABLO DE LIPEZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,75,75
SAN PEDRO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,234,234
SAN PEDRO DE QUEMES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,55,55
SAN RAFAEL,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,114,114
SANTA ANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,261,261
SANTA CRUZ DE LA SIERRA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,9979,9979
SANTA ROSA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,160,160
SANTIAGO DE CALLAPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,118,118
SANTIVAÑES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,414,414
SICAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,63,63
SIPE SIPE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,2016,2016
SORACACHI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,394,394
SUCRE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,835,835
TACACHI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,93,93
TACOPAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,795,795
TAHUA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,71,71
TAPACARI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,1395,1395
TARABUCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,579,579
TARATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,290,290
TARIJA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,1810,1810
TIQUIPAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,832,832
TIRAQUE (CBBA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,897,897
TOCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,281,281
TODOS SANTOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,13,13
TOLATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,148,148
TOLEDO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,356,356
TORO TORO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,409,409
TOTORA(CBBA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,411,411
TRIGAL,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,131,131
TRINIDAD,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,42,42
TUPIZA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,1,1
TURCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,83,83
UMALA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,196,196
UYUNI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,430,430
VACAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,631,631
VALLEGRANDE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,731,731
VIACHA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,624,624
VILA VILA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,254,254
VILLA CHARCAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,477,477
VILLA MONTES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,861,861
VILLA RIVERO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,281,281
VILLAZON,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,1448,1448
VINTO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,755,755
VITICHI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,306,306
YACO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,392,392
YACUIBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,1821,1821
YAMPARAEZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,626,626
YANACACHI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,176,176
YAPACANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,943,943
YOTALA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,161,161
YUNGUYO DE LITORAL,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,13,13
ZUDAÑEZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-01-01,433,433
ACACIO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,531,531
ACHOCALLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,653,653
AIQUILE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,1237,1237
ALALAY,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,151,151
ALCALA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,125,125
ANDAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,303,303
ANTEQUERA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,92,92
ANZALDO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,667,667
APOLO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,12,12
ARAMPAMPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,347,347
ARANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,467,467
ARBIETO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,1025,1025
ARQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,263,263
ASCENCION DE GUARAYOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,913,913
ATOCHA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,62,62
AYO AYO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,350,350
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,1080,1080
BATALLAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,96,96
BELEN DE ANDAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,98,98
BELEN DE URMIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,156,156
BELLA FLOR,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,72,72
BOLIVAR,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,117,117
BOLPEBRA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,19,19
BOYUIBE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,154,154
CABEZAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,244,244
CAIROMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,202,202
CALAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,33,33
CAMARGO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,819,819
CAMATAQUI (C. VILLA ABECIA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,273,273
CAMIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,693,693
CAPINOTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,536,536
CARANAVI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,75,75
CARANGAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,23,23
CARIPUYO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,324,324
CHALLAPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,1359,1359
CHAQUI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,921,921
CHARAGUA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,31,31
CHIMORE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,212,212
CHIPAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,30,30
CHOQUE COTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,75,75
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,398,398
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,1,1
CKOCHAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,793,793
CLIZA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,711,711
COBIJA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,511,511
COCAPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,987,987
COCHABAMBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,3102,3102
COIPASA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,39,39
COLCAPIRHUA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,730,730
"COLCHA ""K""",micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,408,408
COLLANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,154,154
COLOMI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,328,328
COLPA BELGICA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,29,29
COLQUECHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,1628,1628
COLQUENCHA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,325,325
COMARAPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,226,226
CONCEPCION,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,131,131
CORO CORO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,2,2
CORQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,343,343
COTOCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,107,107
CRUZ DE MACHACAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,12,12
CUATRO CAÑADAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,261,261
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,112,112
CUEVO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,117,117
CURAHUARA DE CARANGAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,213,213
EL ALTO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2017-02-01,1323,1323
