municipality,group,variable,month,Partos atendidos por proveedor calificado,TOTAL
QUIABAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,4,4
QUILLACOLLO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,231,231
QUIME,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,4,4
RAQAYPAMPA(ETA),atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,2,2
RAVELO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,4,4
REYES,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,15,15
RIBERALTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,269,269
RURRENABAQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,19,19
SABAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,3,3
SACABA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,226,226
SACABAMBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,1,1
SACACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,9,9
SAMAIPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,4,4
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,10,10
SAN BORJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,53,53
SAN BUENA VENTURA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,27,27
SAN CARLOS,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,7,7
SAN IGNACIO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,31,31
SAN IGNACIO DE VELASCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,115,115
SAN JAVIER(STC),atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,33,33
SAN JULIAN,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,51,51
SAN LORENZO(PND),atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,3,3
SAN LORENZO(TJA),atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,7,7
SAN LUCAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,14,14
SAN MATIAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,14,14
SAN MIGUEL DE VELASCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,21,21
SAN PEDRO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,3,3
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,1,1
SAN PEDRO DE MACHA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,9,9
SAN PEDRO DE TIQUINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,2,2
SAN RAFAEL,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,6,6
SAN RAMON SCZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,13,13
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,2763,2763
SANTA ROSA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,14,14
SANTA ROSA DEL SARA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,6,6
SANTIAGO DE HUARI,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,4,4
SANTIAGO DE HUATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,1,1
SANTIAGO DE MACHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,2,2
SANTIVAÑES,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,4,4
SAPAHAQUI,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,6,6
SENA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,5,5
SHINAOTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,42,42
SICA SICA (VILLA AROMA),atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,4,4
SICAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,2,2
SIPE SIPE,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,53,53
SOPACHUY,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,2,2
SORACACHI,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,2,2
SORATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,5,5
SUCRE,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,348,348
TACACOMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,1,1
TACOBAMBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,2,2
TACOPAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,3,3
TARABUCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,6,6
TARACO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,3,3
TARATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,1,1
TARIJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,356,356
TARVITA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,9,9
TEOPONTE,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,14,14
TIAHUANACU,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,10,10
TINGUIPAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,1,1
TIPUANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,10,10
TIQUIPAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,63,63
TIRAQUE (CBBA),atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,22,22
TOCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,1,1
TOLATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,2,2
TOLEDO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,1,1
TOMAVE,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,1,1
TOMINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,3,3
TORO TORO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,5,5
TOTORA(CBBA),atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,20,20
TOTORA(ORR),atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,2,2
TUPIZA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,43,43
TURCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,2,2
UNCIA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,18,18
UYUNI,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,35,35
VACAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,5,5
VALLEGRANDE,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,14,14
VIACHA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,40,40
VILA VILA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,1,1
VILLA CHARCAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,10,10
VILLA MONTES,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,66,66
VILLA RIVERO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,3,3
VILLA SERRANO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,2,2
VILLA TUNARI,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,125,125
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,6,6
VILLAZON,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,45,45
VINTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,65,65
WALDO BALLIVIAN,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,2,2
WARNES,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,67,67
YACO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,2,2
YACUIBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,110,110
YAMPARAEZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,2,2
YANACACHI,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,1,1
ZUDAÑEZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-01-01,7,7
ACACIO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,2,2
ACHACACHI,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,28,28
ACHOCALLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,6,6
AIQUILE,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,19,19
ALCALA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,1,1
ALTO BENI,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,8,8
ANDAMARCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,1,1
ANZALDO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,1,1
APOLO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,7,7
ARBIETO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,8,8
ARQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,1,1
ATOCHA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,10,10
AUCAPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,1,1
AYATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,1,1
AYO AYO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,9,9
AZURDUY,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,4,4
BELLA FLOR,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,2,2
BERMEJO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,24,24
BETANZOS,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,21,21
BOLIVAR,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,1,1
BOYUIBE,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,2,2
CABEZAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,18,18
CAIROMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,2,2
"CAIZA ""D""",atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,9,9
CAJUATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,14,14
CALAMARCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,7,7
CAMARGO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,20,20
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,1,1
CAMIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,30,30
CAPINOTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,12,12
CAQUIAVIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,1,1
CARACOLLO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,12,12
CARANAVI,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,62,62
CARIPUYO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,2,2
CHALLAPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,31,31
CHAQUI,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,1,1
CHARAGUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,16,16
CHAYANTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,7,7
CHIMORE,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,28,28
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,21,21
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,6,6
CKOCHAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,3,3
CLIZA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,22,22
COBIJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,108,108
COCAPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,3,3
COCHABAMBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,936,936
COLCAPIRHUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,24,24
"COLCHA ""K""",atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,4,4
COLLANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,1,1
COLOMI,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,10,10
COLPA BELGICA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,3,3
COLQUECHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,11,11
COLQUENCHA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,5,5
COLQUIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,4,4
CONCEPCION,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,27,27
COPACABANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,10,10
CORIPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,12,12
CORO CORO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,1,1
COROICO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,18,18
CORQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,2,2
COTAGAITA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,7,7
COTOCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,36,36
CUATRO CAÑADAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,19,19
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,2,2
CULPINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,15,15
DESAGUADERO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,7,7
EL ALTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,925,925
EL CHORO,atencion de partos en servicios,partos atendidos por proveedor calificado,2022-02-01,2,2
