municipality,group,variable,month,Mujeres con visita de control en las 48 hrs siguientes al parto,TOTAL
BETANZOS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,20,20
BOLIVAR,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,2,2
BOYUIBE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,2,2
BUENA VISTA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,10,10
CABEZAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,7,7
CAIROMA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,7,7
"CAIZA ""D""",atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,7,7
CAJUATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,11,11
CALAMARCA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,4,4
CAMARGO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,18,18
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1,1
CAMIRI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,46,46
CAPINOTA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,23,23
CAQUIAVIRI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,3,3
CARACOLLO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,16,16
CARANAVI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,42,42
CARAPARI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,4,4
CARIPUYO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,5,5
CARMEN RIVERO TORREZ,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,8,8
CHALLAPATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,47,47
CHAQUI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1,1
CHARAGUA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,40,40
CHAYANTA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,8,8
CHIMORE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,31,31
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,11,11
CHUMA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,6,6
CKOCHAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,2,2
CLIZA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,35,35
COBIJA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,88,88
COCAPATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,7,7
COCHABAMBA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1047,1047
COLCAPIRHUA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,36,36
"COLCHA ""K""",atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,7,7
COLLANA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1,1
COLOMI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,23,23
COLPA BELGICA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,2,2
COLQUECHACA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,9,9
COLQUENCHA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,7,7
COLQUIRI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,6,6
COMARAPA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,20,20
CONCEPCION,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,30,30
COPACABANA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,6,6
CORIPATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,12,12
CORO CORO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,2,2
COROICO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,32,32
COTAGAITA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,14,14
COTOCA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,86,86
CUATRO CAÑADAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,30,30
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1,1
CUEVO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,2,2
CULPINA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,13,13
DESAGUADERO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1,1
EL ALTO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1106,1106
EL CHORO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,2,2
EL PUENTE(STC),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,4,4
EL PUENTE(TJA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,9,9
EL TORNO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,77,77
EL VILLAR,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,3,3
ENTRE RIOS TRJ,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,8,8
ENTRE RIOS CBBA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,28,28
ESCOMA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,6,6
EUCALIPTUS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,2,2
FERNANDEZ ALONSO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,5,5
FILADELFIA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,2,2
GAIOC JATUN AYLLU YURA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,7,7
GUANAY,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,18,18
GUAQUI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,4,4
GUAYARAMERIN,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,42,42
GUTIERREZ,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,4,4
HUACARETA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,9,9
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1,1
HUACHACALLA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,2,2
HUANUNI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,17,17
HUARACAJE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,4,4
HUARINA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,5,5
HUAYLLAMARCA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,2,2
ICHOCA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1,1
ICLA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1,1
INCAHUASI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,11,11
INGAVI (HUMAITA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1,1
INQUISIVI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,14,14
IXIAMAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,6,6
JESUS DE MACHACA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,3,3
LA ASUNTA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,51,51
LA GUARDIA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,96,96
LA PAZ,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,711,711
LA RIVERA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,2,2
LAGUNILLAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,3,3
LAJA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,17,17
LAS CARRERAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1,1
LICOMA PAMPA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,3,3
LLALLAGUA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,70,70
LURIBAY,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,9,9
MACHACAMARCA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,5,5
MACHARETI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1,1
MAGDALENA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1,1
MAIRANA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,11,11
MAPIRI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,24,24
MECAPACA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,2,2
MINEROS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,6,6
MIZQUE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,32,32
MOCOMOCO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1,1
MOJOCOYA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,4,4
MONTEAGUDO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,32,32
MONTERO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,61,61
MORO MORO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1,1
MOROCHATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1,1
OCURI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,3,3
OKINAWA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,4,4
OMEREQUE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,4,4
ORURO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,453,453
PADCAYA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,7,7
PADILLA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,15,15
PAILON,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,28,28
PALCA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,4,4
PALOS BLANCOS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,26,26
PAMPA AULLAGAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1,1
PAMPA GRANDE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,5,5
PAPEL PAMPA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,2,2
PATACAMAYA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,33,33
PELECHUCO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1,1
POCOATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,11,11
POCONA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,8,8
POJO (CBBA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,11,11
POOPO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1,1
PORCO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,11,11
POROMA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,4,4
PORONGO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1,1
PORTACHUELO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,20,20
PORVENIR,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,2,2
POTOSI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,495,495
PRESTO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,5,5
PUCARANI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,14,14
PUERTO ACOSTA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,8,8
PUERTO CARABUCO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,4,4
PUERTO GONZALO MORENO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,4,4
PUERTO PEREZ,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,18,18
PUERTO RICO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,5,5
PUERTO SUAREZ,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,10,10
PUERTO VILLARROEL,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,159,159
PUNA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,6,6
PUNATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,87,87
QUIABAYA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,4,4
QUILLACOLLO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,232,232
QUIME,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,4,4
QUIRUSILLAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,3,3
RAQAYPAMPA(ETA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,6,6
RAVELO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,7,7
REYES,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,17,17
RIBERALTA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,218,218
ROBORE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,27,27
RURRENABAQUE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,32,32
SABAYA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,4,4
SACABA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,226,226
SACABAMBA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1,1
SACACA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,12,12
SAIPINA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,4,4
SAMAIPATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,8,8
SAN ANDRES,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,10,10
SAN BENITO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,2,2
SAN BORJA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,55,55
SAN BUENA VENTURA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,26,26
SAN CARLOS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,24,24
SAN IGNACIO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,32,32
SAN IGNACIO DE VELASCO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,106,106
SAN JAVIER(STC),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,33,33
SAN JOAQUIN,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,8,8
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,25,25
SAN JUAN DE YAPACANI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1,1
SAN JULIAN,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,51,51
SAN LORENZO(PND),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,4,4
SAN LORENZO(TJA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,9,9
SAN LUCAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,17,17
SAN MATIAS,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,16,16
SAN MIGUEL DE VELASCO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,21,21
SAN PEDRO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,6,6
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,8,8
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,2,2
SAN PEDRO DE MACHA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,14,14
SAN PEDRO DE TIQUINA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,4,4
SAN RAFAEL,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,5,5
SAN RAMON BENI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,9,9
SAN RAMON SCZ,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,13,13
SANTA ANA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,43,43
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1948,1948
SANTA ROSA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,14,14
SANTA ROSA DEL SARA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,6,6
SANTIAGO DE HUARI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,4,4
SANTIAGO DE MACHACA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1,1
SANTIVAÑES,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,4,4
SAPAHAQUI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,6,6
SENA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,5,5
SHINAOTA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,43,43
SICA SICA (VILLA AROMA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,5,5
SICAYA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,3,3
SIPE SIPE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,53,53
SOPACHUY,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,2,2
SORACACHI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,2,2
SORATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,1,1
SUCRE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,258,258
TACACOMA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,5,5
TACOBAMBA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,3,3
TACOPAYA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,3,3
TAPACARI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,3,3
TARABUCO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,9,9
TARACO,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,3,3
TARATA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,2,2
TARIJA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,310,310
TARVITA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,14,14
TEOPONTE,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,14,14
TIAHUANACU,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,7,7
TINGUIPAYA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,3,3
TIPUANI,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,8,8
TIQUIPAYA,atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,66,66
TIRAQUE (CBBA),atencion de partos en servicios,mujeres con visita de control en las 48 hrs siguientes al parto,2022-01-01,23,23
