municipality,group,variable,month,Vaginales,TOTAL
YAPACANI,atencion de partos en servicios,vaginales,2022-01-01,46,46
YOCALLA,atencion de partos en servicios,vaginales,2022-01-01,1,1
YOTALA,atencion de partos en servicios,vaginales,2022-01-01,3,3
ZUDAÑEZ,atencion de partos en servicios,vaginales,2022-01-01,7,7
ACACIO,atencion de partos en servicios,vaginales,2022-02-01,2,2
ACHACACHI,atencion de partos en servicios,vaginales,2022-02-01,19,19
ACHOCALLA,atencion de partos en servicios,vaginales,2022-02-01,16,16
AIQUILE,atencion de partos en servicios,vaginales,2022-02-01,13,13
ALCALA,atencion de partos en servicios,vaginales,2022-02-01,1,1
ALTO BENI,atencion de partos en servicios,vaginales,2022-02-01,9,9
ANDAMARCA,atencion de partos en servicios,vaginales,2022-02-01,4,4
ANZALDO,atencion de partos en servicios,vaginales,2022-02-01,1,1
APOLO,atencion de partos en servicios,vaginales,2022-02-01,7,7
ARAMPAMPA,atencion de partos en servicios,vaginales,2022-02-01,1,1
ARBIETO,atencion de partos en servicios,vaginales,2022-02-01,11,11
ARQUE,atencion de partos en servicios,vaginales,2022-02-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,vaginales,2022-02-01,32,32
ATOCHA,atencion de partos en servicios,vaginales,2022-02-01,9,9
AUCAPATA,atencion de partos en servicios,vaginales,2022-02-01,1,1
AYATA,atencion de partos en servicios,vaginales,2022-02-01,4,4
AYO AYO,atencion de partos en servicios,vaginales,2022-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,vaginales,2022-02-01,9,9
AZURDUY,atencion de partos en servicios,vaginales,2022-02-01,7,7
BATALLAS,atencion de partos en servicios,vaginales,2022-02-01,2,2
BAURES,atencion de partos en servicios,vaginales,2022-02-01,4,4
BELLA FLOR,atencion de partos en servicios,vaginales,2022-02-01,2,2
BERMEJO,atencion de partos en servicios,vaginales,2022-02-01,12,12
BETANZOS,atencion de partos en servicios,vaginales,2022-02-01,23,23
BOLIVAR,atencion de partos en servicios,vaginales,2022-02-01,2,2
BOYUIBE,atencion de partos en servicios,vaginales,2022-02-01,4,4
BUENA VISTA,atencion de partos en servicios,vaginales,2022-02-01,9,9
CABEZAS,atencion de partos en servicios,vaginales,2022-02-01,20,20
CAIROMA,atencion de partos en servicios,vaginales,2022-02-01,6,6
"CAIZA ""D""",atencion de partos en servicios,vaginales,2022-02-01,9,9
CAJUATA,atencion de partos en servicios,vaginales,2022-02-01,16,16
CALAMARCA,atencion de partos en servicios,vaginales,2022-02-01,8,8
CAMARGO,atencion de partos en servicios,vaginales,2022-02-01,13,13
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,vaginales,2022-02-01,1,1
CAMIRI,atencion de partos en servicios,vaginales,2022-02-01,21,21
CAPINOTA,atencion de partos en servicios,vaginales,2022-02-01,12,12
CAQUIAVIRI,atencion de partos en servicios,vaginales,2022-02-01,3,3
CARACOLLO,atencion de partos en servicios,vaginales,2022-02-01,6,6
CARANAVI,atencion de partos en servicios,vaginales,2022-02-01,32,32
CARAPARI,atencion de partos en servicios,vaginales,2022-02-01,4,4
CARIPUYO,atencion de partos en servicios,vaginales,2022-02-01,4,4
CARMEN RIVERO TORREZ,atencion de partos en servicios,vaginales,2022-02-01,7,7
CHALLAPATA,atencion de partos en servicios,vaginales,2022-02-01,25,25
CHAQUI,atencion de partos en servicios,vaginales,2022-02-01,2,2
CHARAGUA,atencion de partos en servicios,vaginales,2022-02-01,24,24
CHAYANTA,atencion de partos en servicios,vaginales,2022-02-01,9,9
CHIMORE,atencion de partos en servicios,vaginales,2022-02-01,29,29
CHUA COCANI,atencion de partos en servicios,vaginales,2022-02-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,vaginales,2022-02-01,12,12
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,vaginales,2022-02-01,6,6
CKOCHAS,atencion de partos en servicios,vaginales,2022-02-01,3,3
CLIZA,atencion de partos en servicios,vaginales,2022-02-01,16,16
COBIJA,atencion de partos en servicios,vaginales,2022-02-01,44,44
COCAPATA,atencion de partos en servicios,vaginales,2022-02-01,6,6
COCHABAMBA,atencion de partos en servicios,vaginales,2022-02-01,427,427
COLCAPIRHUA,atencion de partos en servicios,vaginales,2022-02-01,8,8
"COLCHA ""K""",atencion de partos en servicios,vaginales,2022-02-01,4,4
COLLANA,atencion de partos en servicios,vaginales,2022-02-01,1,1
COLOMI,atencion de partos en servicios,vaginales,2022-02-01,12,12
COLPA BELGICA,atencion de partos en servicios,vaginales,2022-02-01,3,3
COLQUECHACA,atencion de partos en servicios,vaginales,2022-02-01,11,11
COLQUENCHA,atencion de partos en servicios,vaginales,2022-02-01,5,5
COLQUIRI,atencion de partos en servicios,vaginales,2022-02-01,4,4
COMARAPA,atencion de partos en servicios,vaginales,2022-02-01,14,14
CONCEPCION,atencion de partos en servicios,vaginales,2022-02-01,27,27
COPACABANA,atencion de partos en servicios,vaginales,2022-02-01,10,10
CORIPATA,atencion de partos en servicios,vaginales,2022-02-01,12,12
CORO CORO,atencion de partos en servicios,vaginales,2022-02-01,1,1
COROICO,atencion de partos en servicios,vaginales,2022-02-01,12,12
CORQUE,atencion de partos en servicios,vaginales,2022-02-01,2,2
COTAGAITA,atencion de partos en servicios,vaginales,2022-02-01,9,9
COTOCA,atencion de partos en servicios,vaginales,2022-02-01,57,57
CUATRO CAÑADAS,atencion de partos en servicios,vaginales,2022-02-01,9,9
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,vaginales,2022-02-01,2,2
CUEVO,atencion de partos en servicios,vaginales,2022-02-01,2,2
CULPINA,atencion de partos en servicios,vaginales,2022-02-01,15,15
DESAGUADERO,atencion de partos en servicios,vaginales,2022-02-01,7,7
EL ALTO,atencion de partos en servicios,vaginales,2022-02-01,663,663
EL CHORO,atencion de partos en servicios,vaginales,2022-02-01,2,2
EL PUENTE(STC),atencion de partos en servicios,vaginales,2022-02-01,6,6
EL PUENTE(TJA),atencion de partos en servicios,vaginales,2022-02-01,4,4
EL TORNO,atencion de partos en servicios,vaginales,2022-02-01,24,24
EL VILLAR,atencion de partos en servicios,vaginales,2022-02-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,vaginales,2022-02-01,10,10
ENTRE RIOS CBBA,atencion de partos en servicios,vaginales,2022-02-01,41,41
ESCOMA,atencion de partos en servicios,vaginales,2022-02-01,4,4
EUCALIPTUS,atencion de partos en servicios,vaginales,2022-02-01,4,4
FERNANDEZ ALONSO,atencion de partos en servicios,vaginales,2022-02-01,8,8
FILADELFIA,atencion de partos en servicios,vaginales,2022-02-01,1,1
GAIOC JATUN AYLLU YURA,atencion de partos en servicios,vaginales,2022-02-01,2,2
GENERAL SAAVEDRA,atencion de partos en servicios,vaginales,2022-02-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,vaginales,2022-02-01,3,3
GUANAY,atencion de partos en servicios,vaginales,2022-02-01,12,12
GUAQUI,atencion de partos en servicios,vaginales,2022-02-01,4,4
