municipality,group,variable,month,Nacidos vivos con peso menor a 2500g,TOTAL
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-01-01,7,7
SAN LORENZO(PND),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-01-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-01-01,3,3
SANTA ANA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-01-01,7,7
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-01-01,231,231
SHINAOTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-01-01,3,3
SUCRE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-01-01,22,22
TARIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-01-01,12,12
TIQUIPAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-01-01,2,2
TIRAQUE (CBBA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-01-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-01-01,18,18
TUPIZA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-01-01,4,4
TURCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-01-01,1,1
VACAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-01-01,1,1
VALLEGRANDE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-01-01,1,1
VILLA CHARCAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-01-01,2,2
VILLA TUNARI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-01-01,1,1
VILLAZON,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-01-01,6,6
VINTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-01-01,1,1
WARNES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-01-01,1,1
YACUIBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-01-01,10,10
YAPACANI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-01-01,1,1
ZUDAÑEZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-01-01,2,2
ACHACACHI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
APOLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
AYATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
AYO AYO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
"CAIZA ""D""",atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
CAMARGO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
CAMIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
CAQUIAVIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
CARACOLLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
CARANAVI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,3,3
CHALLAPATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,2,2
CLIZA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
COBIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,11,11
COCHABAMBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,67,67
COLQUIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
CONCEPCION,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,3,3
COPACABANA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
COROICO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
EL ALTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,65,65
EL PUENTE(TJA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
EUCALIPTUS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
GAIOC JATUN AYLLU YURA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
GUANAY,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,7,7
HUANUNI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,2,2
LA PAZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,103,103
LAGUNILLAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
LLALLAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,4,4
MACHARETI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
MIZQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,2,2
MONTEAGUDO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
MONTERO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,4,4
OMEREQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
ORURO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,42,42
PATACAMAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
POCONA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
POTOSI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,28,28
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,4,4
QUILLACOLLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,6,6
REYES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,17,17
ROBORE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
RURRENABAQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,4,4
SAN BORJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,2,2
SAN IGNACIO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,9,9
SAN PEDRO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
SAN RAMON BENI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,172,172
SANTA ROSA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
SANTIAGO DE MACHACA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
SHINAOTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
SICAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
SIPE SIPE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,3,3
SUCRE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,16,16
TARIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,14,14
TARVITA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
TOTORA(ORR),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,14,14
TUPIZA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
VALLEGRANDE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,3,3
VILLA TUNARI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,2,2
VILLAZON,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,7,7
VINTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
WARNES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,1,1
YACUIBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,10,10
YAPACANI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-02-01,4,4
ACHACACHI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
APOLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
BERMEJO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,2,2
CAMARGO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,2,2
CAMIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
CAPINOTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
CARANAVI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
CARIPUYO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,2,2
CHALLAPATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
CHAQUI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
CKOCHAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
COBIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,4,4
COCHABAMBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,100,100
COLOMI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
CORIPATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
CUATRO CAÑADAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,8,8
CUEVO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
DESAGUADERO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,2,2
EL ALTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,73,73
EL VILLAR,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
EUCALIPTUS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
FILADELFIA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,5,5
GUTIERREZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
HUANUNI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,4,4
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
LA PAZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,125,125
LAJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
LLALLAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,5,5
MAPIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,2,2
MONTEAGUDO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
MONTERO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
ORURO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,59,59
PATACAMAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,2,2
PORTACHUELO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
POTOSI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,45,45
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,7,7
PUNATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,3,3
QUILLACOLLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,5,5
RIBERALTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,24,24
ROBORE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,3,3
RURRENABAQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
SACABA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
SACACA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,2,2
SAN BORJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,5,5
SAN BUENA VENTURA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,2,2
SAN IGNACIO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,9,9
SAN JUAN DE YAPACANI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,233,233
SHINAOTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,3,3
SIPE SIPE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,4,4
SUCRE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,25,25
TARIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,12,12
TEOPONTE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,2,2
TIQUIPAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,7,7
TRINIDAD,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,20,20
TUPIZA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
UYUNI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,4,4
VALLEGRANDE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,2,2
VIACHA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,10,10
VILLAZON,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,5,5
VINTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
WARNES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,6,6
YACUIBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,6,6
YAPACANI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-03-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
ACHOCALLA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
AIQUILE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
ALTO BENI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,2,2
ANTEQUERA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
APOLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,3,3
ARQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
ATOCHA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
BAURES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,2,2
BERMEJO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
BETANZOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
CAMIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
CARACOLLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,2,2
CHALLAPATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
CHIMORE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,2,2
COBIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,3,3
COCHABAMBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,88,88
COLQUIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,2,2
CONCEPCION,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,3,3
COROICO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
CORQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
COTAGAITA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
EL ALTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,86,86
EL TORNO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
ESCOMA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
FILADELFIA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
GUANAY,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,5,5
HUANUNI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,3,3
JESUS DE MACHACA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
LA PAZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,99,99
LORETO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
MAGDALENA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
MAIRANA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
MECAPACA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,2,2
MONTERO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,7,7
OCURI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,3,3
ORURO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,36,36
PAILON,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,2,2
PAMPA AULLAGAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
PATACAMAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,2,2
PORCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
POTOSI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,40,40
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,9,9
PUNATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,7,7
QUILLACOLLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,5,5
RIBERALTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,19,19
ROBORE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
RURRENABAQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,2,2
SACACA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,5,5
SAN BUENA VENTURA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,18,18
SAN IGNACIO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,8,8
SAN LORENZO(TJA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,2,2
SAN MATIAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,155,155
SANTA ROSA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
SHINAOTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
SUCRE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,34,34
TARIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,21,21
TIQUIPAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,6,6
TOMINA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,20,20
TUPIZA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,3,3
UYUNI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
VALLEGRANDE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,4,4
VILLA MONTES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2022-04-01,4,4
