municipality,group,variable,month,RN con apego precoz,TOTAL
CARACOLLO,atencion de partos en servicios,rn con apego precoz,2022-01-01,16,16
CARANAVI,atencion de partos en servicios,rn con apego precoz,2022-01-01,40,40
CARAPARI,atencion de partos en servicios,rn con apego precoz,2022-01-01,6,6
CARIPUYO,atencion de partos en servicios,rn con apego precoz,2022-01-01,5,5
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con apego precoz,2022-01-01,8,8
CHALLAPATA,atencion de partos en servicios,rn con apego precoz,2022-01-01,47,47
CHAQUI,atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
CHARAGUA,atencion de partos en servicios,rn con apego precoz,2022-01-01,34,34
CHAYANTA,atencion de partos en servicios,rn con apego precoz,2022-01-01,9,9
CHIMORE,atencion de partos en servicios,rn con apego precoz,2022-01-01,31,31
CHUA COCANI,atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con apego precoz,2022-01-01,11,11
CHUMA,atencion de partos en servicios,rn con apego precoz,2022-01-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con apego precoz,2022-01-01,6,6
CKOCHAS,atencion de partos en servicios,rn con apego precoz,2022-01-01,3,3
CLIZA,atencion de partos en servicios,rn con apego precoz,2022-01-01,35,35
COBIJA,atencion de partos en servicios,rn con apego precoz,2022-01-01,38,38
COCAPATA,atencion de partos en servicios,rn con apego precoz,2022-01-01,7,7
COCHABAMBA,atencion de partos en servicios,rn con apego precoz,2022-01-01,1012,1012
COLCAPIRHUA,atencion de partos en servicios,rn con apego precoz,2022-01-01,35,35
"COLCHA ""K""",atencion de partos en servicios,rn con apego precoz,2022-01-01,7,7
COLLANA,atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
COLOMI,atencion de partos en servicios,rn con apego precoz,2022-01-01,18,18
COLPA BELGICA,atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
COLQUECHACA,atencion de partos en servicios,rn con apego precoz,2022-01-01,9,9
COLQUENCHA,atencion de partos en servicios,rn con apego precoz,2022-01-01,7,7
COLQUIRI,atencion de partos en servicios,rn con apego precoz,2022-01-01,5,5
COMANCHE,atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
COMARAPA,atencion de partos en servicios,rn con apego precoz,2022-01-01,20,20
CONCEPCION,atencion de partos en servicios,rn con apego precoz,2022-01-01,30,30
COPACABANA,atencion de partos en servicios,rn con apego precoz,2022-01-01,6,6
CORIPATA,atencion de partos en servicios,rn con apego precoz,2022-01-01,17,17
CORO CORO,atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
COROICO,atencion de partos en servicios,rn con apego precoz,2022-01-01,20,20
COTAGAITA,atencion de partos en servicios,rn con apego precoz,2022-01-01,15,15
COTOCA,atencion de partos en servicios,rn con apego precoz,2022-01-01,86,86
CUATRO CAÑADAS,atencion de partos en servicios,rn con apego precoz,2022-01-01,30,30
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
CUEVO,atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
CULPINA,atencion de partos en servicios,rn con apego precoz,2022-01-01,13,13
DESAGUADERO,atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
EL ALTO,atencion de partos en servicios,rn con apego precoz,2022-01-01,747,747
EL CHORO,atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
EL PUENTE(STC),atencion de partos en servicios,rn con apego precoz,2022-01-01,5,5
EL PUENTE(TJA),atencion de partos en servicios,rn con apego precoz,2022-01-01,8,8
EL TORNO,atencion de partos en servicios,rn con apego precoz,2022-01-01,77,77
EL VILLAR,atencion de partos en servicios,rn con apego precoz,2022-01-01,3,3
ENTRE RIOS TRJ,atencion de partos en servicios,rn con apego precoz,2022-01-01,14,14
ENTRE RIOS CBBA,atencion de partos en servicios,rn con apego precoz,2022-01-01,62,62
ESCOMA,atencion de partos en servicios,rn con apego precoz,2022-01-01,6,6
EUCALIPTUS,atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
EXALTACION,atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,rn con apego precoz,2022-01-01,5,5
FILADELFIA,atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
GAIOC JATUN AYLLU YURA,atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicios,rn con apego precoz,2022-01-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,rn con apego precoz,2022-01-01,7,7
GUANAY,atencion de partos en servicios,rn con apego precoz,2022-01-01,19,19
GUAQUI,atencion de partos en servicios,rn con apego precoz,2022-01-01,4,4
GUAYARAMERIN,atencion de partos en servicios,rn con apego precoz,2022-01-01,45,45
GUTIERREZ,atencion de partos en servicios,rn con apego precoz,2022-01-01,5,5
HUACARETA,atencion de partos en servicios,rn con apego precoz,2022-01-01,9,9
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
HUACHACALLA,atencion de partos en servicios,rn con apego precoz,2022-01-01,3,3
HUANUNI,atencion de partos en servicios,rn con apego precoz,2022-01-01,17,17
HUARACAJE,atencion de partos en servicios,rn con apego precoz,2022-01-01,4,4
HUARINA,atencion de partos en servicios,rn con apego precoz,2022-01-01,5,5
HUAYLLAMARCA,atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
ICHOCA,atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
ICLA,atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
INCAHUASI,atencion de partos en servicios,rn con apego precoz,2022-01-01,11,11
INGAVI (HUMAITA),atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
INQUISIVI,atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,rn con apego precoz,2022-01-01,13,13
IXIAMAS,atencion de partos en servicios,rn con apego precoz,2022-01-01,6,6
JESUS DE MACHACA,atencion de partos en servicios,rn con apego precoz,2022-01-01,3,3
LA ASUNTA,atencion de partos en servicios,rn con apego precoz,2022-01-01,51,51
LA GUARDIA,atencion de partos en servicios,rn con apego precoz,2022-01-01,96,96
LA PAZ,atencion de partos en servicios,rn con apego precoz,2022-01-01,576,576
LA RIVERA,atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
LAGUNILLAS,atencion de partos en servicios,rn con apego precoz,2022-01-01,3,3
LAJA,atencion de partos en servicios,rn con apego precoz,2022-01-01,17,17
LAS CARRERAS,atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
LICOMA PAMPA,atencion de partos en servicios,rn con apego precoz,2022-01-01,3,3
LLALLAGUA,atencion de partos en servicios,rn con apego precoz,2022-01-01,64,64
LLICA,atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
LURIBAY,atencion de partos en servicios,rn con apego precoz,2022-01-01,9,9
MACHACAMARCA,atencion de partos en servicios,rn con apego precoz,2022-01-01,5,5
MACHARETI,atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
MAGDALENA,atencion de partos en servicios,rn con apego precoz,2022-01-01,10,10
MAIRANA,atencion de partos en servicios,rn con apego precoz,2022-01-01,12,12
MAPIRI,atencion de partos en servicios,rn con apego precoz,2022-01-01,22,22
MECAPACA,atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
MINEROS,atencion de partos en servicios,rn con apego precoz,2022-01-01,9,9
MIZQUE,atencion de partos en servicios,rn con apego precoz,2022-01-01,29,29
MOCOMOCO,atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
MOJOCOYA,atencion de partos en servicios,rn con apego precoz,2022-01-01,4,4
MONTEAGUDO,atencion de partos en servicios,rn con apego precoz,2022-01-01,16,16
MONTERO,atencion de partos en servicios,rn con apego precoz,2022-01-01,170,170
MORO MORO,atencion de partos en servicios,rn con apego precoz,2022-01-01,3,3
MOROCHATA,atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
OCURI,atencion de partos en servicios,rn con apego precoz,2022-01-01,3,3
OKINAWA,atencion de partos en servicios,rn con apego precoz,2022-01-01,4,4
OMEREQUE,atencion de partos en servicios,rn con apego precoz,2022-01-01,4,4
ORURO,atencion de partos en servicios,rn con apego precoz,2022-01-01,411,411
PADCAYA,atencion de partos en servicios,rn con apego precoz,2022-01-01,8,8
PADILLA,atencion de partos en servicios,rn con apego precoz,2022-01-01,4,4
PAILON,atencion de partos en servicios,rn con apego precoz,2022-01-01,28,28
PALCA,atencion de partos en servicios,rn con apego precoz,2022-01-01,4,4
PALOS BLANCOS,atencion de partos en servicios,rn con apego precoz,2022-01-01,26,26
PAMPA AULLAGAS,atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
PAMPA GRANDE,atencion de partos en servicios,rn con apego precoz,2022-01-01,5,5
PAPEL PAMPA,atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
PATACAMAYA,atencion de partos en servicios,rn con apego precoz,2022-01-01,33,33
PELECHUCO,atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
POCOATA,atencion de partos en servicios,rn con apego precoz,2022-01-01,11,11
POCONA,atencion de partos en servicios,rn con apego precoz,2022-01-01,8,8
POJO (CBBA),atencion de partos en servicios,rn con apego precoz,2022-01-01,11,11
POOPO,atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
PORCO,atencion de partos en servicios,rn con apego precoz,2022-01-01,11,11
POROMA,atencion de partos en servicios,rn con apego precoz,2022-01-01,4,4
PORONGO,atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
PORTACHUELO,atencion de partos en servicios,rn con apego precoz,2022-01-01,33,33
PORVENIR,atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
POTOSI,atencion de partos en servicios,rn con apego precoz,2022-01-01,231,231
PRESTO,atencion de partos en servicios,rn con apego precoz,2022-01-01,5,5
PUCARANI,atencion de partos en servicios,rn con apego precoz,2022-01-01,14,14
PUERTO ACOSTA,atencion de partos en servicios,rn con apego precoz,2022-01-01,5,5
PUERTO CARABUCO,atencion de partos en servicios,rn con apego precoz,2022-01-01,3,3
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con apego precoz,2022-01-01,4,4
PUERTO PEREZ,atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,rn con apego precoz,2022-01-01,10,10
PUERTO RICO,atencion de partos en servicios,rn con apego precoz,2022-01-01,6,6
PUERTO SUAREZ,atencion de partos en servicios,rn con apego precoz,2022-01-01,16,16
PUERTO VILLARROEL,atencion de partos en servicios,rn con apego precoz,2022-01-01,153,153
PUNA,atencion de partos en servicios,rn con apego precoz,2022-01-01,7,7
PUNATA,atencion de partos en servicios,rn con apego precoz,2022-01-01,61,61
QUIABAYA,atencion de partos en servicios,rn con apego precoz,2022-01-01,4,4
QUILLACOLLO,atencion de partos en servicios,rn con apego precoz,2022-01-01,231,231
QUIME,atencion de partos en servicios,rn con apego precoz,2022-01-01,4,4
QUIRUSILLAS,atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
RAQAYPAMPA(ETA),atencion de partos en servicios,rn con apego precoz,2022-01-01,3,3
RAVELO,atencion de partos en servicios,rn con apego precoz,2022-01-01,7,7
REYES,atencion de partos en servicios,rn con apego precoz,2022-01-01,16,16
RIBERALTA,atencion de partos en servicios,rn con apego precoz,2022-01-01,230,230
ROBORE,atencion de partos en servicios,rn con apego precoz,2022-01-01,21,21
RURRENABAQUE,atencion de partos en servicios,rn con apego precoz,2022-01-01,22,22
SABAYA,atencion de partos en servicios,rn con apego precoz,2022-01-01,4,4
SACABA,atencion de partos en servicios,rn con apego precoz,2022-01-01,111,111
SACABAMBA,atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
SACACA,atencion de partos en servicios,rn con apego precoz,2022-01-01,12,12
SAIPINA,atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con apego precoz,2022-01-01,4,4
SAMAIPATA,atencion de partos en servicios,rn con apego precoz,2022-01-01,8,8
SAN ANDRES,atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
SAN ANTONIO DE ESMORUCO,atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con apego precoz,2022-01-01,10,10
SAN BENITO,atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
SAN BORJA,atencion de partos en servicios,rn con apego precoz,2022-01-01,55,55
SAN BUENA VENTURA,atencion de partos en servicios,rn con apego precoz,2022-01-01,26,26
SAN CARLOS,atencion de partos en servicios,rn con apego precoz,2022-01-01,14,14
SAN IGNACIO,atencion de partos en servicios,rn con apego precoz,2022-01-01,33,33
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con apego precoz,2022-01-01,90,90
SAN JAVIER(STC),atencion de partos en servicios,rn con apego precoz,2022-01-01,25,25
SAN JOAQUIN,atencion de partos en servicios,rn con apego precoz,2022-01-01,8,8
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con apego precoz,2022-01-01,26,26
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con apego precoz,2022-01-01,3,3
SAN JULIAN,atencion de partos en servicios,rn con apego precoz,2022-01-01,51,51
SAN LORENZO(PND),atencion de partos en servicios,rn con apego precoz,2022-01-01,4,4
SAN LORENZO(TJA),atencion de partos en servicios,rn con apego precoz,2022-01-01,7,7
SAN LUCAS,atencion de partos en servicios,rn con apego precoz,2022-01-01,18,18
SAN MATIAS,atencion de partos en servicios,rn con apego precoz,2022-01-01,17,17
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con apego precoz,2022-01-01,21,21
SAN PEDRO,atencion de partos en servicios,rn con apego precoz,2022-01-01,4,4
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con apego precoz,2022-01-01,6,6
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
SAN PEDRO DE MACHA,atencion de partos en servicios,rn con apego precoz,2022-01-01,14,14
SAN PEDRO DE TIQUINA,atencion de partos en servicios,rn con apego precoz,2022-01-01,4,4
SAN RAFAEL,atencion de partos en servicios,rn con apego precoz,2022-01-01,6,6
SAN RAMON BENI,atencion de partos en servicios,rn con apego precoz,2022-01-01,9,9
SAN RAMON SCZ,atencion de partos en servicios,rn con apego precoz,2022-01-01,13,13
SANTA ANA,atencion de partos en servicios,rn con apego precoz,2022-01-01,44,44
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con apego precoz,2022-01-01,1362,1362
SANTA ROSA,atencion de partos en servicios,rn con apego precoz,2022-01-01,14,14
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con apego precoz,2022-01-01,6,6
SANTIAGO DE HUARI,atencion de partos en servicios,rn con apego precoz,2022-01-01,4,4
SANTIAGO DE HUATA,atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
SANTIAGO DE MACHACA,atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
SANTIVAÑES,atencion de partos en servicios,rn con apego precoz,2022-01-01,4,4
SAPAHAQUI,atencion de partos en servicios,rn con apego precoz,2022-01-01,6,6
SENA,atencion de partos en servicios,rn con apego precoz,2022-01-01,5,5
SHINAOTA,atencion de partos en servicios,rn con apego precoz,2022-01-01,42,42
SICA SICA (VILLA AROMA),atencion de partos en servicios,rn con apego precoz,2022-01-01,5,5
SICAYA,atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
SIPE SIPE,atencion de partos en servicios,rn con apego precoz,2022-01-01,53,53
SOPACHUY,atencion de partos en servicios,rn con apego precoz,2022-01-01,3,3
SORACACHI,atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
SORATA,atencion de partos en servicios,rn con apego precoz,2022-01-01,6,6
SUCRE,atencion de partos en servicios,rn con apego precoz,2022-01-01,99,99
TACACOMA,atencion de partos en servicios,rn con apego precoz,2022-01-01,4,4
TACOBAMBA,atencion de partos en servicios,rn con apego precoz,2022-01-01,3,3
TACOPAYA,atencion de partos en servicios,rn con apego precoz,2022-01-01,3,3
TAPACARI,atencion de partos en servicios,rn con apego precoz,2022-01-01,3,3
TARABUCO,atencion de partos en servicios,rn con apego precoz,2022-01-01,9,9
TARACO,atencion de partos en servicios,rn con apego precoz,2022-01-01,3,3
TARATA,atencion de partos en servicios,rn con apego precoz,2022-01-01,4,4
TARIJA,atencion de partos en servicios,rn con apego precoz,2022-01-01,287,287
TARVITA,atencion de partos en servicios,rn con apego precoz,2022-01-01,14,14
TEOPONTE,atencion de partos en servicios,rn con apego precoz,2022-01-01,14,14
TIAHUANACU,atencion de partos en servicios,rn con apego precoz,2022-01-01,10,10
TINGUIPAYA,atencion de partos en servicios,rn con apego precoz,2022-01-01,3,3
TIPUANI,atencion de partos en servicios,rn con apego precoz,2022-01-01,10,10
TIQUIPAYA,atencion de partos en servicios,rn con apego precoz,2022-01-01,65,65
TIRAQUE (CBBA),atencion de partos en servicios,rn con apego precoz,2022-01-01,23,23
TOCO,atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
TOLATA,atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
TOLEDO,atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
TOMAVE,atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
TOMINA,atencion de partos en servicios,rn con apego precoz,2022-01-01,5,5
TORO TORO,atencion de partos en servicios,rn con apego precoz,2022-01-01,5,5
TOTORA(CBBA),atencion de partos en servicios,rn con apego precoz,2022-01-01,20,20
TOTORA(ORR),atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
TRINIDAD,atencion de partos en servicios,rn con apego precoz,2022-01-01,199,199
TUPIZA,atencion de partos en servicios,rn con apego precoz,2022-01-01,52,52
TURCO,atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
UNCIA,atencion de partos en servicios,rn con apego precoz,2022-01-01,11,11
URIONDO (A. CONCEPCION),atencion de partos en servicios,rn con apego precoz,2022-01-01,9,9
URUBICHA,atencion de partos en servicios,rn con apego precoz,2022-01-01,7,7
UYUNI,atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
VACAS,atencion de partos en servicios,rn con apego precoz,2022-01-01,5,5
VALLEGRANDE,atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
VIACHA,atencion de partos en servicios,rn con apego precoz,2022-01-01,52,52
VILA VILA,atencion de partos en servicios,rn con apego precoz,2022-01-01,4,4
VILLA CHARCAS,atencion de partos en servicios,rn con apego precoz,2022-01-01,9,9
VILLA MONTES,atencion de partos en servicios,rn con apego precoz,2022-01-01,65,65
VILLA NUEVA (LOMA ALTA),atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
VILLA RIVERO,atencion de partos en servicios,rn con apego precoz,2022-01-01,4,4
VILLA SERRANO,atencion de partos en servicios,rn con apego precoz,2022-01-01,3,3
VILLA TUNARI,atencion de partos en servicios,rn con apego precoz,2022-01-01,125,125
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con apego precoz,2022-01-01,6,6
VILLAZON,atencion de partos en servicios,rn con apego precoz,2022-01-01,25,25
VINTO,atencion de partos en servicios,rn con apego precoz,2022-01-01,57,57
VITICHI,atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
WALDO BALLIVIAN,atencion de partos en servicios,rn con apego precoz,2022-01-01,3,3
WARNES,atencion de partos en servicios,rn con apego precoz,2022-01-01,83,83
YACO,atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
YACUIBA,atencion de partos en servicios,rn con apego precoz,2022-01-01,112,112
YAMPARAEZ,atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
YANACACHI,atencion de partos en servicios,rn con apego precoz,2022-01-01,2,2
YAPACANI,atencion de partos en servicios,rn con apego precoz,2022-01-01,85,85
YOCALLA,atencion de partos en servicios,rn con apego precoz,2022-01-01,1,1
YOTALA,atencion de partos en servicios,rn con apego precoz,2022-01-01,3,3
ZUDAÑEZ,atencion de partos en servicios,rn con apego precoz,2022-01-01,7,7
ACACIO,atencion de partos en servicios,rn con apego precoz,2022-02-01,2,2
ACHACACHI,atencion de partos en servicios,rn con apego precoz,2022-02-01,30,30
ACHOCALLA,atencion de partos en servicios,rn con apego precoz,2022-02-01,16,16
AIQUILE,atencion de partos en servicios,rn con apego precoz,2022-02-01,13,13
ALCALA,atencion de partos en servicios,rn con apego precoz,2022-02-01,1,1
ALTO BENI,atencion de partos en servicios,rn con apego precoz,2022-02-01,9,9
ANDAMARCA,atencion de partos en servicios,rn con apego precoz,2022-02-01,4,4
ANZALDO,atencion de partos en servicios,rn con apego precoz,2022-02-01,1,1
APOLO,atencion de partos en servicios,rn con apego precoz,2022-02-01,7,7
ARAMPAMPA,atencion de partos en servicios,rn con apego precoz,2022-02-01,1,1
ARBIETO,atencion de partos en servicios,rn con apego precoz,2022-02-01,11,11
ARQUE,atencion de partos en servicios,rn con apego precoz,2022-02-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con apego precoz,2022-02-01,37,37
ATOCHA,atencion de partos en servicios,rn con apego precoz,2022-02-01,7,7
AUCAPATA,atencion de partos en servicios,rn con apego precoz,2022-02-01,1,1
AYATA,atencion de partos en servicios,rn con apego precoz,2022-02-01,4,4
AYO AYO,atencion de partos en servicios,rn con apego precoz,2022-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con apego precoz,2022-02-01,9,9
AZURDUY,atencion de partos en servicios,rn con apego precoz,2022-02-01,8,8
BATALLAS,atencion de partos en servicios,rn con apego precoz,2022-02-01,2,2
BAURES,atencion de partos en servicios,rn con apego precoz,2022-02-01,4,4
BELLA FLOR,atencion de partos en servicios,rn con apego precoz,2022-02-01,2,2
BERMEJO,atencion de partos en servicios,rn con apego precoz,2022-02-01,22,22
BETANZOS,atencion de partos en servicios,rn con apego precoz,2022-02-01,23,23
BOLIVAR,atencion de partos en servicios,rn con apego precoz,2022-02-01,2,2
BOYUIBE,atencion de partos en servicios,rn con apego precoz,2022-02-01,4,4
BUENA VISTA,atencion de partos en servicios,rn con apego precoz,2022-02-01,9,9
CABEZAS,atencion de partos en servicios,rn con apego precoz,2022-02-01,20,20
CAIROMA,atencion de partos en servicios,rn con apego precoz,2022-02-01,6,6
"CAIZA ""D""",atencion de partos en servicios,rn con apego precoz,2022-02-01,9,9
CAJUATA,atencion de partos en servicios,rn con apego precoz,2022-02-01,16,16
CALAMARCA,atencion de partos en servicios,rn con apego precoz,2022-02-01,8,8
CAMARGO,atencion de partos en servicios,rn con apego precoz,2022-02-01,19,19
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con apego precoz,2022-02-01,1,1
CAMIRI,atencion de partos en servicios,rn con apego precoz,2022-02-01,49,49
CAPINOTA,atencion de partos en servicios,rn con apego precoz,2022-02-01,12,12
CAQUIAVIRI,atencion de partos en servicios,rn con apego precoz,2022-02-01,2,2
CARACOLLO,atencion de partos en servicios,rn con apego precoz,2022-02-01,12,12
CARANAVI,atencion de partos en servicios,rn con apego precoz,2022-02-01,62,62
CARAPARI,atencion de partos en servicios,rn con apego precoz,2022-02-01,4,4
CARIPUYO,atencion de partos en servicios,rn con apego precoz,2022-02-01,4,4
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con apego precoz,2022-02-01,7,7
CHALLAPATA,atencion de partos en servicios,rn con apego precoz,2022-02-01,30,30
CHAQUI,atencion de partos en servicios,rn con apego precoz,2022-02-01,2,2
CHARAGUA,atencion de partos en servicios,rn con apego precoz,2022-02-01,22,22
CHAYANTA,atencion de partos en servicios,rn con apego precoz,2022-02-01,11,11
CHIMORE,atencion de partos en servicios,rn con apego precoz,2022-02-01,30,30
CHUA COCANI,atencion de partos en servicios,rn con apego precoz,2022-02-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con apego precoz,2022-02-01,21,21
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con apego precoz,2022-02-01,6,6
CKOCHAS,atencion de partos en servicios,rn con apego precoz,2022-02-01,3,3
CLIZA,atencion de partos en servicios,rn con apego precoz,2022-02-01,22,22
COBIJA,atencion de partos en servicios,rn con apego precoz,2022-02-01,32,32
COCAPATA,atencion de partos en servicios,rn con apego precoz,2022-02-01,6,6
COCHABAMBA,atencion de partos en servicios,rn con apego precoz,2022-02-01,768,768
