municipality,group,variable,month,RN con malformación congénita,TOTAL
MIZQUE,atencion de partos en servicios,rn con malformacion congenita,2022-03-01,1,1
MONTEAGUDO,atencion de partos en servicios,rn con malformacion congenita,2022-03-01,1,1
MONTERO,atencion de partos en servicios,rn con malformacion congenita,2022-03-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2022-03-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2022-03-01,13,13
PUERTO VILLARROEL,atencion de partos en servicios,rn con malformacion congenita,2022-03-01,1,1
PUNATA,atencion de partos en servicios,rn con malformacion congenita,2022-03-01,1,1
SAN BORJA,atencion de partos en servicios,rn con malformacion congenita,2022-03-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2022-03-01,2,2
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2022-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2022-03-01,7,7
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2022-03-01,2,2
TACOBAMBA,atencion de partos en servicios,rn con malformacion congenita,2022-03-01,1,1
TARABUCO,atencion de partos en servicios,rn con malformacion congenita,2022-03-01,1,1
TOLEDO,atencion de partos en servicios,rn con malformacion congenita,2022-03-01,1,1
VALLEGRANDE,atencion de partos en servicios,rn con malformacion congenita,2022-03-01,1,1
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2022-03-01,1,1
YACUIBA,atencion de partos en servicios,rn con malformacion congenita,2022-03-01,1,1
ATOCHA,atencion de partos en servicios,rn con malformacion congenita,2022-04-01,1,1
CAMIRI,atencion de partos en servicios,rn con malformacion congenita,2022-04-01,2,2
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2022-04-01,1,1
CONCEPCION,atencion de partos en servicios,rn con malformacion congenita,2022-04-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2022-04-01,2,2
EL TORNO,atencion de partos en servicios,rn con malformacion congenita,2022-04-01,1,1
GUAYARAMERIN,atencion de partos en servicios,rn con malformacion congenita,2022-04-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2022-04-01,13,13
LURIBAY,atencion de partos en servicios,rn con malformacion congenita,2022-04-01,1,1
MIZQUE,atencion de partos en servicios,rn con malformacion congenita,2022-04-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2022-04-01,4,4
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2022-04-01,19,19
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2022-04-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2022-04-01,6,6
SANTIAGO DE MACHACA,atencion de partos en servicios,rn con malformacion congenita,2022-04-01,1,1
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2022-04-01,2,2
VALLEGRANDE,atencion de partos en servicios,rn con malformacion congenita,2022-04-01,1,1
YACUIBA,atencion de partos en servicios,rn con malformacion congenita,2022-04-01,1,1
"CAIZA ""D""",atencion de partos en servicios,rn con malformacion congenita,2022-05-01,1,1
CARANAVI,atencion de partos en servicios,rn con malformacion congenita,2022-05-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con malformacion congenita,2022-05-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2022-05-01,1,1
CULPINA,atencion de partos en servicios,rn con malformacion congenita,2022-05-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2022-05-01,2,2
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2022-05-01,7,7
LURIBAY,atencion de partos en servicios,rn con malformacion congenita,2022-05-01,1,1
MAGDALENA,atencion de partos en servicios,rn con malformacion congenita,2022-05-01,12,12
ORURO,atencion de partos en servicios,rn con malformacion congenita,2022-05-01,3,3
PATACAMAYA,atencion de partos en servicios,rn con malformacion congenita,2022-05-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2022-05-01,8,8
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2022-05-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2022-05-01,1,1
SAN BORJA,atencion de partos en servicios,rn con malformacion congenita,2022-05-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2022-05-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2022-05-01,3,3
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2022-05-01,1,1
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2022-05-01,1,1
VILLAZON,atencion de partos en servicios,rn con malformacion congenita,2022-05-01,4,4
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2022-06-01,9,9
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2022-06-01,2,2
ENTRE RIOS CBBA,atencion de partos en servicios,rn con malformacion congenita,2022-06-01,1,1
ESCOMA,atencion de partos en servicios,rn con malformacion congenita,2022-06-01,1,1
LA GUARDIA,atencion de partos en servicios,rn con malformacion congenita,2022-06-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2022-06-01,11,11
MONTERO,atencion de partos en servicios,rn con malformacion congenita,2022-06-01,2,2
ORURO,atencion de partos en servicios,rn con malformacion congenita,2022-06-01,5,5
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2022-06-01,16,16
PUNATA,atencion de partos en servicios,rn con malformacion congenita,2022-06-01,5,5
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2022-06-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2022-06-01,5,5
SHINAOTA,atencion de partos en servicios,rn con malformacion congenita,2022-06-01,1,1
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2022-06-01,1,1
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2022-06-01,2,2
VILLA MONTES,atencion de partos en servicios,rn con malformacion congenita,2022-06-01,1,1
BAURES,atencion de partos en servicios,rn con malformacion congenita,2022-07-01,1,1
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2022-07-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2022-07-01,3,3
CORIPATA,atencion de partos en servicios,rn con malformacion congenita,2022-07-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2022-07-01,1,1
GUAYARAMERIN,atencion de partos en servicios,rn con malformacion congenita,2022-07-01,2,2
JESUS DE MACHACA,atencion de partos en servicios,rn con malformacion congenita,2022-07-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2022-07-01,52,52
MIZQUE,atencion de partos en servicios,rn con malformacion congenita,2022-07-01,1,1
MONTEAGUDO,atencion de partos en servicios,rn con malformacion congenita,2022-07-01,1,1
MONTERO,atencion de partos en servicios,rn con malformacion congenita,2022-07-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2022-07-01,2,2
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2022-07-01,6,6
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2022-07-01,1,1
REYES,atencion de partos en servicios,rn con malformacion congenita,2022-07-01,1,1
SAN CARLOS,atencion de partos en servicios,rn con malformacion congenita,2022-07-01,1,1
SAN IGNACIO,atencion de partos en servicios,rn con malformacion congenita,2022-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2022-07-01,4,4
SOPACHUY,atencion de partos en servicios,rn con malformacion congenita,2022-07-01,1,1
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2022-07-01,2,2
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2022-07-01,2,2
TARVITA,atencion de partos en servicios,rn con malformacion congenita,2022-07-01,1,1
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2022-07-01,1,1
YACUIBA,atencion de partos en servicios,rn con malformacion congenita,2022-07-01,3,3
AIQUILE,atencion de partos en servicios,rn con malformacion congenita,2022-08-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con malformacion congenita,2022-08-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con malformacion congenita,2022-08-01,1,1
CARACOLLO,atencion de partos en servicios,rn con malformacion congenita,2022-08-01,1,1
CHARAGUA,atencion de partos en servicios,rn con malformacion congenita,2022-08-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2022-08-01,5,5
CONCEPCION,atencion de partos en servicios,rn con malformacion congenita,2022-08-01,1,1
COTAGAITA,atencion de partos en servicios,rn con malformacion congenita,2022-08-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2022-08-01,4,4
ENTRE RIOS TRJ,atencion de partos en servicios,rn con malformacion congenita,2022-08-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicios,rn con malformacion congenita,2022-08-01,1,1
LA GUARDIA,atencion de partos en servicios,rn con malformacion congenita,2022-08-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2022-08-01,47,47
ORURO,atencion de partos en servicios,rn con malformacion congenita,2022-08-01,3,3
PORVENIR,atencion de partos en servicios,rn con malformacion congenita,2022-08-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,rn con malformacion congenita,2022-08-01,1,1
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2022-08-01,2,2
SABAYA,atencion de partos en servicios,rn con malformacion congenita,2022-08-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2022-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2022-08-01,7,7
SHINAOTA,atencion de partos en servicios,rn con malformacion congenita,2022-08-01,1,1
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2022-08-01,1,1
UYUNI,atencion de partos en servicios,rn con malformacion congenita,2022-08-01,1,1
VIACHA,atencion de partos en servicios,rn con malformacion congenita,2022-08-01,2,2
VILLA RIVERO,atencion de partos en servicios,rn con malformacion congenita,2022-08-01,1,1
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2022-08-01,1,1
VITICHI,atencion de partos en servicios,rn con malformacion congenita,2022-08-01,1,1
ALTO BENI,atencion de partos en servicios,rn con malformacion congenita,2022-09-01,1,1
ATOCHA,atencion de partos en servicios,rn con malformacion congenita,2022-09-01,1,1
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2022-09-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con malformacion congenita,2022-09-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2022-09-01,1,1
"COLCHA ""K""",atencion de partos en servicios,rn con malformacion congenita,2022-09-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2022-09-01,4,4
EL TORNO,atencion de partos en servicios,rn con malformacion congenita,2022-09-01,1,1
EUCALIPTUS,atencion de partos en servicios,rn con malformacion congenita,2022-09-01,1,1
INQUISIVI,atencion de partos en servicios,rn con malformacion congenita,2022-09-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2022-09-01,49,49
MONTERO,atencion de partos en servicios,rn con malformacion congenita,2022-09-01,1,1
PORTACHUELO,atencion de partos en servicios,rn con malformacion congenita,2022-09-01,12,12
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2022-09-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2022-09-01,3,3
SACABA,atencion de partos en servicios,rn con malformacion congenita,2022-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2022-09-01,5,5
SHINAOTA,atencion de partos en servicios,rn con malformacion congenita,2022-09-01,1,1
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2022-09-01,3,3
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2022-09-01,1,1
VIACHA,atencion de partos en servicios,rn con malformacion congenita,2022-09-01,1,1
VILLA MONTES,atencion de partos en servicios,rn con malformacion congenita,2022-09-01,1,1
VILLAZON,atencion de partos en servicios,rn con malformacion congenita,2022-09-01,1,1
YACUIBA,atencion de partos en servicios,rn con malformacion congenita,2022-09-01,1,1
ACHACACHI,atencion de partos en servicios,rn con malformacion congenita,2022-10-01,2,2
ARANI,atencion de partos en servicios,rn con malformacion congenita,2022-10-01,1,1
CKOCHAS,atencion de partos en servicios,rn con malformacion congenita,2022-10-01,2,2
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2022-10-01,2,2
COMARAPA,atencion de partos en servicios,rn con malformacion congenita,2022-10-01,1,1
CULPINA,atencion de partos en servicios,rn con malformacion congenita,2022-10-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2022-10-01,3,3
GENERAL SAAVEDRA,atencion de partos en servicios,rn con malformacion congenita,2022-10-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2022-10-01,19,19
MAGDALENA,atencion de partos en servicios,rn con malformacion congenita,2022-10-01,1,1
MAIRANA,atencion de partos en servicios,rn con malformacion congenita,2022-10-01,1,1
MIZQUE,atencion de partos en servicios,rn con malformacion congenita,2022-10-01,1,1
MONTEAGUDO,atencion de partos en servicios,rn con malformacion congenita,2022-10-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2022-10-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2022-10-01,5,5
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2022-10-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2022-10-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2022-10-01,6,6
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2022-10-01,2,2
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2022-10-01,1,1
TORO TORO,atencion de partos en servicios,rn con malformacion congenita,2022-10-01,6,6
VALLEGRANDE,atencion de partos en servicios,rn con malformacion congenita,2022-10-01,2,2
CAMIRI,atencion de partos en servicios,rn con malformacion congenita,2022-11-01,1,1
CHAQUI,atencion de partos en servicios,rn con malformacion congenita,2022-11-01,1,1
COCAPATA,atencion de partos en servicios,rn con malformacion congenita,2022-11-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2022-11-01,1,1
"COLCHA ""K""",atencion de partos en servicios,rn con malformacion congenita,2022-11-01,1,1
COLOMI,atencion de partos en servicios,rn con malformacion congenita,2022-11-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2022-11-01,2,2
INCAHUASI,atencion de partos en servicios,rn con malformacion congenita,2022-11-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2022-11-01,10,10
MORO MORO,atencion de partos en servicios,rn con malformacion congenita,2022-11-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2022-11-01,46,46
SAN BENITO,atencion de partos en servicios,rn con malformacion congenita,2022-11-01,1,1
SAN BORJA,atencion de partos en servicios,rn con malformacion congenita,2022-11-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2022-11-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con malformacion congenita,2022-11-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2022-11-01,12,12
SHINAOTA,atencion de partos en servicios,rn con malformacion congenita,2022-11-01,2,2
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2022-11-01,1,1
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2022-11-01,1,1
TIPUANI,atencion de partos en servicios,rn con malformacion congenita,2022-11-01,2,2
URUBICHA,atencion de partos en servicios,rn con malformacion congenita,2022-11-01,1,1
YACUIBA,atencion de partos en servicios,rn con malformacion congenita,2022-11-01,1,1
CAMARGO,atencion de partos en servicios,rn con malformacion congenita,2022-12-01,1,1
CARANAVI,atencion de partos en servicios,rn con malformacion congenita,2022-12-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2022-12-01,2,2
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2022-12-01,6,6
GENERAL SAAVEDRA,atencion de partos en servicios,rn con malformacion congenita,2022-12-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2022-12-01,12,12
MIZQUE,atencion de partos en servicios,rn con malformacion congenita,2022-12-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2022-12-01,2,2
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2022-12-01,5,5
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2022-12-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2022-12-01,2,2
SAN IGNACIO,atencion de partos en servicios,rn con malformacion congenita,2022-12-01,1,1
SANTA ANA,atencion de partos en servicios,rn con malformacion congenita,2022-12-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2022-12-01,1,1
SAPAHAQUI,atencion de partos en servicios,rn con malformacion congenita,2022-12-01,1,1
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2022-12-01,1,1
TURCO,atencion de partos en servicios,rn con malformacion congenita,2022-12-01,1,1
UNCIA,atencion de partos en servicios,rn con malformacion congenita,2022-12-01,1,1
UYUNI,atencion de partos en servicios,rn con malformacion congenita,2022-12-01,1,1
VALLEGRANDE,atencion de partos en servicios,rn con malformacion congenita,2022-12-01,1,1
VILLAZON,atencion de partos en servicios,rn con malformacion congenita,2022-12-01,1,1
YACUIBA,atencion de partos en servicios,rn con malformacion congenita,2022-12-01,2,2
